codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion,notas
69a841b43191d7000414d6f2,SET NIVEL - TIRA LINEA CON TIZA,"Artículo de ferretería SET NIVEL - TIRA LINEA CON TIZA, categoría ferreteria.","Ferretería SET NIVEL - TIRA LINEA CON TIZA, presentación mayorista para reventa.",SET NIVEL - TIRA LINEA CON TIZA|NIVEL TIRA|NIVEL|Ferretería,ACTUALIZAR,demo_local
69a842023191d7000414d6f3,PARAGUAS TRANSPARENTE,"Artículo mayorista PARAGUAS TRANSPARENTE, presentación para reventa, categoría novedades, presentación mayorista novedades.","Artículo PARAGUAS TRANSPARENTE, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",PARAGUAS TRANSPARENTE|PARAGUAS|Artículo,ACTUALIZAR,demo_local
69a8426b5205850004bb242c,MINI PROCESADORA RECARGABLE,"Artículo de bazar mayorista MINI PROCESADORA RECARGABLE, presentación para reventa, categoría bazar.","Bazar MINI PROCESADORA RECARGABLE, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",MINI PROCESADORA RECARGABLE|MINI PROCESADORA|MINI|Bazar,ACTUALIZAR,demo_local
69a96cb677797c0004d93aa5,CANDADO CHICO 25MM,"Artículo de ferretería mayorista CANDADO CHICO 25MM, presentación para reventa, categoría ferreteria.","Ferretería CANDADO CHICO 25MM, presentación mayorista categoría ferreteria, apto reventa mayorista en Paraná.",CANDADO CHICO 25MM|CANDADO CHICO|CANDADO|Ferretería,ACTUALIZAR,demo_local
69a96ce877797c0004d93aa6,CANDADO PARA MOTO,"Artículo de ferretería mayorista CANDADO PARA MOTO, presentación para reventa, categoría ferreteria.","Ferretería CANDADO PARA MOTO, presentación mayorista categoría ferreteria, apto reventa mayorista en Paraná.",CANDADO PARA MOTO|CANDADO MOTO|CANDADO|Ferretería,ACTUALIZAR,demo_local
69a96d1377797c0004d93aa7,BALANZA 10 KG,"Artículo de bazar mayorista BALANZA 10 KG, presentación para reventa, categoría bazar.","Bazar BALANZA 10 KG, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",BALANZA 10 KG|BALANZA|Bazar,ACTUALIZAR,demo_local
69a96d8577797c0004d93aa8,TAPON DE TERMO,"Artículo de bazar mayorista TAPON DE TERMO, presentación para reventa, categoría bazar.","Bazar TAPON DE TERMO, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",TAPON DE TERMO|TAPON TERMO|TAPON|Bazar,ACTUALIZAR,demo_local
69a96da42f908500047c9960,MOCHILA CALIDAD PREMIUM MARCAS,"Artículo de marroquinería mayorista MOCHILA CALIDAD PREMIUM MARCAS, presentación para reventa, categoría marroquineria.","Marroquinería MOCHILA CALIDAD PREMIUM MARCAS, presentación mayorista categoría marroquineria, apto reventa mayorista en Paraná.",MOCHILA CALIDAD PREMIUM MARCAS|MOCHILA|Marroquinería,ACTUALIZAR,demo_local
69a96dec2f908500047c9961,CINTA METRICA 7.5M,"Artículo de ferretería mayorista CINTA METRICA 7.5M, presentación para reventa, categoría ferreteria.","Ferretería CINTA METRICA 7.5M, presentación mayorista categoría ferreteria, apto reventa mayorista en Paraná.",CINTA METRICA 7.5M|CINTA METRICA|CINTA|Ferretería,ACTUALIZAR,demo_local
69a96e54d9d285000471b37b,PLANCHA DE PELO PROFESIONAL 45WTS,"Producto de belleza PLANCHA DE PELO PROFESIONAL 45WTS, categoría belleza.","Belleza PLANCHA DE PELO PROFESIONAL 45WTS, presentación mayorista para reventa.",PLANCHA DE PELO PROFESIONAL 45WTS|PLANCHA PELO|PLANCHA|Belleza,ACTUALIZAR,demo_local
69a96f0ad9d285000471b37c,SET ARTE 208 PZAS.,"Artículo escolar mayorista SET ARTE 208 PZAS., presentación para reventa, categoría escolar.","Escolar SET ARTE 208 PZAS., presentación mayorista categoría escolar, apto reventa mayorista en Paraná.",SET ARTE 208 PZAS.|ARTE 208|ARTE|Escolar,ACTUALIZAR,demo_local
69a96f88d9d285000471b37e,DILATADOR NASAL CON IMAN Y PACHES IMANTADOS,"Artículo DILATADOR NASAL CON IMAN Y PACHES IMANTADOS, categoría novedades.","Artículo DILATADOR NASAL CON IMAN Y PACHES IMANTADOS, presentación mayorista para reventa.",DILATADOR NASAL CON IMAN Y PACHES IMANTADOS|DILATADOR NASAL|DILATADOR|Artículo,ACTUALIZAR,demo_local
69a97045d9d285000471b383,HUEVERAS,"Artículo de bazar mayorista HUEVERAS, presentación para reventa, categoría bazar.","Bazar HUEVERAS, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",HUEVERAS|Bazar,ACTUALIZAR,demo_local
69a970bb93e33d0004fa7759,KI DE TERERE,"Artículo de bazar mayorista KI DE TERERE, presentación para reventa, categoría bazar.","Bazar KI DE TERERE, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",KI DE TERERE|TERERE|Bazar,ACTUALIZAR,demo_local
69a9710393e33d0004fa775a,BALANZA DE VIAJE 50KG DIGITAL,"Artículo mayorista BALANZA DE VIAJE 50KG DIGITAL, presentación para reventa, categoría novedades.","Artículo BALANZA DE VIAJE 50KG DIGITAL, presentación mayorista categoría novedades.",BALANZA DE VIAJE 50KG DIGITAL|BALANZA VIAJE|BALANZA|Artículo,ACTUALIZAR,demo_local
69a9712293e33d0004fa775c,DESMENUZADOR / TRITURADOS DE CARNES,"Artículo de bazar DESMENUZADOR / TRITURADOS DE CARNES, categoría bazar, presentación mayorista bazar.","Bazar DESMENUZADOR / TRITURADOS DE CARNES, presentación mayorista para reventa, apto reventa mayorista en Paraná.",DESMENUZADOR / TRITURADOS DE CARNES|DESMENUZADOR TRITURADOS|DESMENUZADOR|Bazar,ACTUALIZAR,demo_local
69a9713f93e33d0004fa775d,DESTORNILLADOR X 6 MANGO PLASTICO,"Artículo de ferretería DESTORNILLADOR X 6 MANGO PLASTICO, categoría ferreteria.","Ferretería DESTORNILLADOR X 6 MANGO PLASTICO, presentación mayorista para reventa.",DESTORNILLADOR X 6 MANGO PLASTICO|DESTORNILLADOR MANGO|DESTORNILLADOR|Ferretería,ACTUALIZAR,demo_local
69a971602f908500047c9962,SECADOR DE PELO 2000 W.,"Producto de belleza SECADOR DE PELO 2000 W., categoría belleza.","Belleza SECADOR DE PELO 2000 W., presentación mayorista para reventa.",SECADOR DE PELO 2000 W.|SECADOR PELO|SECADOR|Belleza,ACTUALIZAR,demo_local
69a972412f908500047c9963,LINTERNA MINERA,"Artículo de ferretería mayorista LINTERNA MINERA, presentación para reventa, categoría ferreteria.","Ferretería LINTERNA MINERA, presentación mayorista categoría ferreteria, apto reventa mayorista en Paraná.",LINTERNA MINERA|LINTERNA|Ferretería,ACTUALIZAR,demo_local
69a972732f908500047c9964,MINI PLANCHA DE PELO,"Producto de belleza mayorista MINI PLANCHA DE PELO, presentación para reventa, categoría belleza.","Belleza MINI PLANCHA DE PELO, presentación mayorista categoría belleza, apto reventa mayorista en Paraná.",MINI PLANCHA DE PELO|MINI PLANCHA|MINI|Belleza,ACTUALIZAR,demo_local
69a972c993e33d0004fa775e,KIT PLANCHA + SECADOR PROFESIONAL,"Producto de belleza KIT PLANCHA + SECADOR PROFESIONAL, categoría belleza, presentación mayorista belleza.","Belleza KIT PLANCHA + SECADOR PROFESIONAL, presentación mayorista para reventa, apto reventa mayorista en Paraná.",KIT PLANCHA + SECADOR PROFESIONAL|KIT PLANCHA|KIT|Belleza,ACTUALIZAR,demo_local
69a9735e2f908500047c9965,DEPILADOR CRISTAL,"Producto de belleza mayorista DEPILADOR CRISTAL, presentación para reventa, categoría belleza.","Belleza DEPILADOR CRISTAL, presentación mayorista categoría belleza, apto reventa mayorista en Paraná.",DEPILADOR CRISTAL|DEPILADOR|Belleza,ACTUALIZAR,demo_local
69a98c604313b50004f14a32,LAPIZ CARPINERO,"Artículo de ferretería mayorista LAPIZ CARPINERO, presentación para reventa, categoría ferreteria.","Ferretería LAPIZ CARPINERO, presentación mayorista categoría ferreteria, apto reventa mayorista en Paraná.",LAPIZ CARPINERO|LAPIZ|Ferretería,ACTUALIZAR,demo_local
69a98da4720cdc00042d4ae1,SET X5 BOWL DE HIERRO ENLOZADO,"Artículo de bazar SET X5 BOWL DE HIERRO ENLOZADO, categoría bazar.","Bazar SET X5 BOWL DE HIERRO ENLOZADO, presentación mayorista para reventa.",SET X5 BOWL DE HIERRO ENLOZADO|BOWL HIERRO|BOWL|Bazar,ACTUALIZAR,demo_local
69a98e02720cdc00042d4ae2,PARLANTE BLUETOOTH MAGNETICO COC LUZ,"Artículo mayorista PARLANTE BLUETOOTH MAGNETICO COC LUZ, presentación para reventa, categoría novedades.","Artículo PARLANTE BLUETOOTH MAGNETICO COC LUZ, presentación mayorista para reventa.",PARLANTE BLUETOOTH MAGNETICO COC LUZ|PARLANTE BLUETOOTH|PARLANTE|Artículo,ACTUALIZAR,demo_local
69a98e304313b50004f14a38,LINTERNA CON PICANA EN CAJA,"Artículo mayorista LINTERNA CON PICANA EN CAJA, presentación para reventa, categoría novedades.","Artículo LINTERNA CON PICANA EN CAJA, presentación mayorista para reventa.",LINTERNA CON PICANA EN CAJA|LINTERNA PICANA|LINTERNA|Artículo,ACTUALIZAR,demo_local
69a98e5a4313b50004f14a39,PILA AA X 4 UNIDADES,"Artículo de ferretería PILA AA X 4 UNIDADES, categoría ferreteria, x4 unidades.","Ferretería PILA AA X 4 UNIDADES, presentación mayorista categoría ferreteria.",PILA AA X 4 UNIDADES|PILA UNIDADES|PILA|Ferretería,ACTUALIZAR,demo_local
69a98e7c720cdc00042d4ae3,PILA AAA X 4 UNIDADES,"Artículo de ferretería PILA AAA X 4 UNIDADES, categoría ferreteria, x4 unidades.","Ferretería PILA AAA X 4 UNIDADES, presentación mayorista categoría ferreteria.",PILA AAA X 4 UNIDADES|PILA AAA|PILA|Ferretería,ACTUALIZAR,demo_local
69a98eaa3b491a00046a30ac,CINTA METRICA 5 M,"Artículo de ferretería mayorista CINTA METRICA 5 M, presentación para reventa, categoría ferreteria.","Ferretería CINTA METRICA 5 M, presentación mayorista categoría ferreteria, apto reventa mayorista en Paraná.",CINTA METRICA 5 M|CINTA METRICA|CINTA|Ferretería,ACTUALIZAR,demo_local
69a98ec34313b50004f14a3b,CINTA METRICA 3M,"Artículo de ferretería mayorista CINTA METRICA 3M, presentación para reventa, categoría ferreteria.","Ferretería CINTA METRICA 3M, presentación mayorista categoría ferreteria, apto reventa mayorista en Paraná.",CINTA METRICA 3M|CINTA METRICA|CINTA|Ferretería,ACTUALIZAR,demo_local
69a98efd4313b50004f14a3c,DESTORNILLADOR GOLPE X 6,"Artículo de ferretería mayorista DESTORNILLADOR GOLPE X 6, presentación para reventa, categoría ferreteria.","Ferretería DESTORNILLADOR GOLPE X 6, presentación mayorista categoría ferreteria, apto reventa mayorista en Paraná.",DESTORNILLADOR GOLPE X 6|DESTORNILLADOR GOLPE|DESTORNILLADOR|Ferretería,ACTUALIZAR,demo_local
69a99097720cdc00042d4aea,VASO SHAKER 650ML,"Artículo de bazar mayorista VASO SHAKER 650ML, presentación para reventa, categoría bazar.","Bazar VASO SHAKER 650ML, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",VASO SHAKER 650ML|VASO SHAKER|VASO|Bazar,ACTUALIZAR,demo_local
69a990ba720cdc00042d4aec,AURICULAR,"Artículo mayorista AURICULAR, presentación para reventa, categoría novedades, presentación mayorista novedades.","Artículo AURICULAR, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",AURICULAR|Artículo,ACTUALIZAR,demo_local
69a990e3720cdc00042d4aed,CUCHILLO / TENEDOR MANGO MADERA X 6,"Artículo de bazar CUCHILLO / TENEDOR MANGO MADERA X 6, categoría bazar.","Bazar CUCHILLO / TENEDOR MANGO MADERA X 6, presentación mayorista para reventa.",CUCHILLO / TENEDOR MANGO MADERA X 6|CUCHILLO TENEDOR|CUCHILLO|Bazar,ACTUALIZAR,demo_local
69a99142720cdc00042d4af0,BOLSA X50 BOLITAS,"Artículo mayorista BOLSA X50 BOLITAS, presentación para reventa, categoría novedades.","Artículo BOLSA X50 BOLITAS, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",BOLSA X50 BOLITAS|BOLSA X50|BOLSA|Artículo,ACTUALIZAR,demo_local
69a9917b4313b50004f14a42,"TIJERA PREMIUM 8""","Artículo escolar mayorista TIJERA PREMIUM 8"", presentación para reventa, categoría escolar.","Escolar TIJERA PREMIUM 8"", presentación mayorista categoría escolar, apto reventa mayorista en Paraná.","TIJERA PREMIUM 8""|TIJERA|Escolar",ACTUALIZAR,demo_local
69a991c74313b50004f14a44,SET GEOMETRIA FLEXIBLES,"Artículo escolar mayorista SET GEOMETRIA FLEXIBLES, presentación para reventa, categoría escolar.","Escolar SET GEOMETRIA FLEXIBLES, presentación mayorista categoría escolar, apto reventa mayorista en Paraná.",SET GEOMETRIA FLEXIBLES|GEOMETRIA FLEXIBLES|GEOMETRIA|Escolar,ACTUALIZAR,demo_local
69a9921d3b491a00046a30ae,BIROME GEL X 6,"Artículo escolar mayorista BIROME GEL X 6, presentación para reventa, categoría escolar.","Escolar BIROME GEL X 6, presentación mayorista categoría escolar, apto reventa mayorista en Paraná.",BIROME GEL X 6|BIROME GEL|BIROME|Escolar,ACTUALIZAR,demo_local
69a992cd720cdc00042d4af3,SET HILO BLANCO Y NEGRO,"Artículo mayorista SET HILO BLANCO Y NEGRO, presentación para reventa, categoría novedades.","Artículo SET HILO BLANCO Y NEGRO, presentación mayorista para reventa.",SET HILO BLANCO Y NEGRO|HILO BLANCO|HILO|Artículo,ACTUALIZAR,demo_local
69a99334720cdc00042d4af7,SET ARTE X 24,"Artículo escolar mayorista SET ARTE X 24, presentación para reventa, categoría escolar.","Escolar SET ARTE X 24, presentación mayorista categoría escolar, apto reventa mayorista en Paraná.",SET ARTE X 24|ARTE|Escolar,ACTUALIZAR,demo_local
69a993633b491a00046a30b3,SET ARTE X 42,"Artículo escolar mayorista SET ARTE X 42, presentación para reventa, categoría escolar.","Escolar SET ARTE X 42, presentación mayorista categoría escolar, apto reventa mayorista en Paraná.",SET ARTE X 42|ARTE|Escolar,ACTUALIZAR,demo_local
69a993c03b491a00046a30b6,SET ARTE X67,"Artículo escolar mayorista SET ARTE X67, presentación para reventa, categoría escolar.","Escolar SET ARTE X67, presentación mayorista categoría escolar, apto reventa mayorista en Paraná.",SET ARTE X67|ARTE X67|ARTE|Escolar,ACTUALIZAR,demo_local
69a99407720cdc00042d4af9,SET ARTE X150,"Artículo escolar mayorista SET ARTE X150, presentación para reventa, categoría escolar.","Escolar SET ARTE X150, presentación mayorista categoría escolar, apto reventa mayorista en Paraná.",SET ARTE X150|ARTE X150|ARTE|Escolar,ACTUALIZAR,demo_local
69a994f14313b50004f14a4a,NAIPE PICTIONARY,"Artículo mayorista NAIPE PICTIONARY, presentación para reventa, categoría novedades, presentación mayorista novedades.","Artículo NAIPE PICTIONARY, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",NAIPE PICTIONARY|NAIPE|Artículo,ACTUALIZAR,demo_local
69a9953d4313b50004f14a4d,LAPIZ ESTUCHE TUBO X 36,"Artículo escolar mayorista LAPIZ ESTUCHE TUBO X 36, presentación para reventa, categoría escolar.","Escolar LAPIZ ESTUCHE TUBO X 36, presentación mayorista para reventa.",LAPIZ ESTUCHE TUBO X 36|LAPIZ ESTUCHE|LAPIZ|Escolar,ACTUALIZAR,demo_local
69a995864313b50004f14a4f,CARTUCHERA TUBO CAMUFLADO,"Artículo escolar mayorista CARTUCHERA TUBO CAMUFLADO, presentación para reventa, categoría escolar.","Escolar CARTUCHERA TUBO CAMUFLADO, presentación mayorista categoría escolar, apto reventa mayorista en Paraná.",CARTUCHERA TUBO CAMUFLADO|CARTUCHERA TUBO|CARTUCHERA|Escolar,ACTUALIZAR,demo_local
69a9959e4313b50004f14a50,CARTUCHERA TUBO BRILLOS,"Artículo escolar mayorista CARTUCHERA TUBO BRILLOS, presentación para reventa, categoría escolar.","Escolar CARTUCHERA TUBO BRILLOS, presentación mayorista categoría escolar, apto reventa mayorista en Paraná.",CARTUCHERA TUBO BRILLOS|CARTUCHERA TUBO|CARTUCHERA|Escolar,ACTUALIZAR,demo_local
69a995d34313b50004f14a51,SET ESCOLAR SURTIDO EN BLISTER,"Artículo escolar mayorista SET ESCOLAR SURTIDO EN BLISTER, presentación para reventa, categoría escolar.","Escolar SET ESCOLAR SURTIDO EN BLISTER, presentación mayorista para reventa.",SET ESCOLAR SURTIDO EN BLISTER|ESCOLAR SURTIDO|ESCOLAR,ACTUALIZAR,demo_local
69a995f54313b50004f14a52,CEPILLO + PEINE,"Producto de belleza mayorista CEPILLO + PEINE, presentación para reventa, categoría belleza.","Belleza CEPILLO + PEINE, presentación mayorista categoría belleza, apto reventa mayorista en Paraná.",CEPILLO + PEINE|CEPILLO PEINE|CEPILLO|Belleza,ACTUALIZAR,demo_local
69a996224313b50004f14a53,CHISPERO RECARGABLE,"Artículo de bazar mayorista CHISPERO RECARGABLE, presentación para reventa, categoría bazar.","Bazar CHISPERO RECARGABLE, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",CHISPERO RECARGABLE|CHISPERO|Bazar,ACTUALIZAR,demo_local
69a996914313b50004f14a54,LINTERNA PARA BICI 4 MODOS,"Artículo mayorista LINTERNA PARA BICI 4 MODOS, presentación para reventa, categoría novedades.","Artículo LINTERNA PARA BICI 4 MODOS, presentación mayorista para reventa.",LINTERNA PARA BICI 4 MODOS|LINTERNA BICI|LINTERNA|Artículo,ACTUALIZAR,demo_local
69a996d64313b50004f14a55,BATIDOR DE LECHE C/ACCESORIO,"Artículo de bazar mayorista BATIDOR DE LECHE C/ACCESORIO, presentación para reventa, categoría bazar.","Bazar BATIDOR DE LECHE C/ACCESORIO, presentación mayorista categoría bazar.",BATIDOR DE LECHE C/ACCESORIO|BATIDOR LECHE|BATIDOR|Bazar,ACTUALIZAR,demo_local
69a99746720cdc00042d4b00,MORRAL CRUZADA,"Artículo de marroquinería mayorista MORRAL CRUZADA, presentación para reventa, categoría marroquineria.","Marroquinería MORRAL CRUZADA, presentación mayorista categoría marroquineria, apto reventa mayorista en Paraná.",MORRAL CRUZADA|MORRAL|Marroquinería,ACTUALIZAR,demo_local
69a999ae4313b50004f14a58,TENEDOR TRAMONTINA X 6,"Artículo de bazar mayorista TENEDOR TRAMONTINA X 6, presentación para reventa, categoría bazar.","Bazar TENEDOR TRAMONTINA X 6, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",TENEDOR TRAMONTINA X 6|TENEDOR TRAMONTINA|TENEDOR|Bazar,ACTUALIZAR,demo_local
69a999c74313b50004f14a59,CUCHILLO TRAMONTINA X 6,"Artículo de bazar mayorista CUCHILLO TRAMONTINA X 6, presentación para reventa, categoría bazar.","Bazar CUCHILLO TRAMONTINA X 6, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",CUCHILLO TRAMONTINA X 6|CUCHILLO TRAMONTINA|CUCHILLO|Bazar,ACTUALIZAR,demo_local
69a99a0f720cdc00042d4b03,SET X6 BOMBILLA ACERO INOX,"Artículo de bazar SET X6 BOMBILLA ACERO INOX, categoría bazar.","Bazar SET X6 BOMBILLA ACERO INOX, presentación mayorista para reventa.",SET X6 BOMBILLA ACERO INOX|BOMBILLA ACERO|BOMBILLA|Bazar,ACTUALIZAR,demo_local
69a99a454313b50004f14a5a,DESTORNILLADOR 16 EN 1,"Artículo de ferretería mayorista DESTORNILLADOR 16 EN 1, presentación para reventa, categoría ferreteria.","Ferretería DESTORNILLADOR 16 EN 1, presentación mayorista categoría ferreteria, apto reventa mayorista en Paraná.",DESTORNILLADOR 16 EN 1|DESTORNILLADOR|Ferretería,ACTUALIZAR,demo_local
69a99dce399e5300043f52cc,LICUADORA PORTATIL AUTOLIMPIANTE,"Artículo de bazar mayorista LICUADORA PORTATIL AUTOLIMPIANTE, presentación para reventa, categoría bazar.","Bazar LICUADORA PORTATIL AUTOLIMPIANTE, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",LICUADORA PORTATIL AUTOLIMPIANTE|LICUADORA PORTATIL|LICUADORA|Bazar,ACTUALIZAR,demo_local
69a99e12399e5300043f52ce,CORADORA DE PAPA BASTON,"Artículo de bazar mayorista CORADORA DE PAPA BASTON, presentación para reventa, categoría bazar.","Bazar CORADORA DE PAPA BASTON, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",CORADORA DE PAPA BASTON|CORADORA PAPA|CORADORA|Bazar,ACTUALIZAR,demo_local
69a99e5432ead5000496a25c,LIMPIA VIDRIO MAGNETICO CON RESPUESTO,"Artículo mayorista LIMPIA VIDRIO MAGNETICO CON RESPUESTO, presentación para reventa, categoría novedades.","Artículo LIMPIA VIDRIO MAGNETICO CON RESPUESTO, presentación mayorista para reventa.",LIMPIA VIDRIO MAGNETICO CON RESPUESTO|LIMPIA VIDRIO|LIMPIA|Artículo,ACTUALIZAR,demo_local
69a99e9832ead5000496a25d,LUZ PARA BICI CON BOCINA RECARGABLE,"Artículo mayorista LUZ PARA BICI CON BOCINA RECARGABLE, presentación para reventa, categoría novedades.","Artículo LUZ PARA BICI CON BOCINA RECARGABLE, presentación mayorista para reventa.",LUZ PARA BICI CON BOCINA RECARGABLE|LUZ BICI|LUZ|Artículo,ACTUALIZAR,demo_local
69a9a16d32ead5000496a25f,PARAGUA CHICO TRANSPARENTE,"Artículo mayorista PARAGUA CHICO TRANSPARENTE, presentación para reventa, categoría novedades.","Artículo PARAGUA CHICO TRANSPARENTE, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",PARAGUA CHICO TRANSPARENTE|PARAGUA CHICO|PARAGUA|Artículo,ACTUALIZAR,demo_local
69a9a2508fafdb0004704153,DOSIFICADOR SPRAY ACEITE/VINAGRE,"Artículo de bazar mayorista DOSIFICADOR SPRAY ACEITE/VINAGRE, presentación para reventa, categoría bazar.","Bazar DOSIFICADOR SPRAY ACEITE/VINAGRE, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",DOSIFICADOR SPRAY ACEITE/VINAGRE|DOSIFICADOR SPRAY|DOSIFICADOR|Bazar,ACTUALIZAR,demo_local
69a9a2f032ead5000496a261,LIMPIA PALABRISAS,"Artículo mayorista LIMPIA PALABRISAS, presentación para reventa, categoría novedades, presentación mayorista novedades.","Artículo LIMPIA PALABRISAS, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",LIMPIA PALABRISAS|LIMPIA|Artículo,ACTUALIZAR,demo_local
69a9a31132ead5000496a262,CAMISETA ARGENTINA LINEA ECONOMICA,"Artículo mayorista CAMISETA ARGENTINA LINEA ECONOMICA, presentación para reventa, categoría novedades.","Artículo CAMISETA ARGENTINA LINEA ECONOMICA, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",CAMISETA ARGENTINA LINEA ECONOMICA|CAMISETA ARGENTINA|CAMISETA|Artículo,ACTUALIZAR,demo_local
69a9a35532ead5000496a264,MOCHILA PREMIUM JANSPORT,"Artículo de marroquinería mayorista MOCHILA PREMIUM JANSPORT, presentación para reventa, categoría marroquineria.","Marroquinería MOCHILA PREMIUM JANSPORT, presentación mayorista categoría marroquineria, apto reventa mayorista en Paraná.",MOCHILA PREMIUM JANSPORT|MOCHILA JANSPORT|MOCHILA|Marroquinería,ACTUALIZAR,demo_local
69a9a3ac35c1350004237c7e,LENTES DE SOL,"Artículo mayorista LENTES DE SOL, presentación para reventa, categoría novedades.","Artículo LENTES DE SOL, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",LENTES DE SOL|LENTES SOL|LENTES|Artículo,ACTUALIZAR,demo_local
69a9a3c635c1350004237c7f,LENTE DE SOL,"Artículo mayorista LENTE DE SOL, presentación para reventa, categoría novedades.","Artículo LENTE DE SOL, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",LENTE DE SOL|LENTE SOL|LENTE|Artículo,ACTUALIZAR,demo_local
69b00ee934b6e90004284250,ALFOMBRA MEMORY,"Artículo de blanquería mayorista ALFOMBRA MEMORY, presentación para reventa, categoría blanqueria y novedades.","Blanquería ALFOMBRA MEMORY, presentación mayorista categoría blanqueria y novedades, apto reventa mayorista en Paraná.",ALFOMBRA MEMORY|ALFOMBRA|Blanquería,ACTUALIZAR,demo_local
69b00f3514fe85000435916e,ALFOMBRA PARA BAÑO OVALADA,"Artículo de blanquería ALFOMBRA PARA BAÑO OVALADA, categoría blanqueria y novedades.","Blanquería ALFOMBRA PARA BAÑO OVALADA, presentación mayorista categoría blanqueria y novedades.",ALFOMBRA PARA BAÑO OVALADA|ALFOMBRA BAÑO|ALFOMBRA|Blanquería,ACTUALIZAR,demo_local
69b00f789202430004c3fb28,ALFOMBRA BAÑO RECTANGULAR,"Artículo de blanquería ALFOMBRA BAÑO RECTANGULAR, categoría blanqueria y novedades.","Blanquería ALFOMBRA BAÑO RECTANGULAR, presentación mayorista categoría blanqueria y novedades.",ALFOMBRA BAÑO RECTANGULAR|ALFOMBRA BAÑO|ALFOMBRA|Blanquería,ACTUALIZAR,demo_local
69b00fb09202430004c3fb2a,JUEGO DE TOALLA Y TOALLON CON GUARDA,"Artículo de blanquería JUEGO DE TOALLA Y TOALLON CON GUARDA, el precio incluye la toalla y el toallon.","Blanquería JUEGO DE TOALLA Y TOALLON CON GUARDA, presentación mayorista para reventa.",JUEGO DE TOALLA Y TOALLON CON GUARDA|JUEGO TOALLA|JUEGO|Toalla|Toallon|Blanquería,ACTUALIZAR,demo_local
69b011a734b6e90004284251,CINTA AISLADORA X 10 UNIDADES,"Artículo de ferretería CINTA AISLADORA X 10 UNIDADES, categoría ferreteria, x10 unidades.","Ferretería CINTA AISLADORA X 10 UNIDADES, presentación mayorista categoría ferreteria.",CINTA AISLADORA X 10 UNIDADES|CINTA AISLADORA|CINTA|Ferretería,ACTUALIZAR,demo_local
69b011e134b6e90004284252,CINTA EMBALAR 50MTS X 5 UNIDADES,"Artículo de ferretería CINTA EMBALAR 50MTS X 5 UNIDADES, categoría ferreteria, x5 unidades.","Ferretería CINTA EMBALAR 50MTS X 5 UNIDADES, presentación mayorista categoría ferreteria.",CINTA EMBALAR 50MTS X 5 UNIDADES|CINTA EMBALAR|CINTA|Ferretería,ACTUALIZAR,demo_local
69b012629202430004c3fb2d,BOLSO DEPORTIVO T60,"Artículo de marroquinería mayorista BOLSO DEPORTIVO T60, presentación para reventa, categoría marroquineria.","Marroquinería BOLSO DEPORTIVO T60, presentación mayorista categoría marroquineria, apto reventa mayorista en Paraná.",BOLSO DEPORTIVO T60|BOLSO DEPORTIVO|BOLSO|Marroquinería,ACTUALIZAR,demo_local
69b012c99202430004c3fb30,COVERTOR DE CAMA 1 1/2 PLAZAS,"Artículo de blanquería COVERTOR DE CAMA 1 1/2 PLAZAS, categoría blanqueria y novedades.","Blanquería COVERTOR DE CAMA 1 1/2 PLAZAS, presentación mayorista para reventa.",COVERTOR DE CAMA 1 1/2 PLAZAS|COVERTOR CAMA|COVERTOR|Blanquería,ACTUALIZAR,demo_local
69b012e19202430004c3fb31,COVERTOR DE CAMA 2 1/2 PLAZAS,"Artículo de blanquería COVERTOR DE CAMA 2 1/2 PLAZAS, categoría blanqueria y novedades.","Blanquería COVERTOR DE CAMA 2 1/2 PLAZAS, presentación mayorista para reventa.",COVERTOR DE CAMA 2 1/2 PLAZAS|COVERTOR CAMA|COVERTOR|Blanquería,ACTUALIZAR,demo_local
69b0136d14fe85000435916f,CORTINA COCINA MICROFIBRA 1.1M,"Artículo de blanquería CORTINA COCINA MICROFIBRA 1.1M, categoría blanqueria y novedades.","Blanquería CORTINA COCINA MICROFIBRA 1.1M, presentación mayorista categoría blanqueria y novedades.",CORTINA COCINA MICROFIBRA 1.1M|CORTINA COCINA|CORTINA|Blanquería,ACTUALIZAR,demo_local
