nombre,telefono,telefono_normalizado,email,vat,direccion,zip,ref,lista_precios_odoo,odoo_id,match_status,client_id,client_phone
Festival Supermarket #42 (ex Presidente),(954) 606-5675,9546065675,,,"2450 N State Road 7, Margate",33063,,Default (USD) (USD),590,existente,90,19546065675
"Fiscer Mercantile Group, LLC",,,fiscerfoods@gmail.com,,"1572 NW 82nd Ave., Doral",33126,,Default (USD) (USD),594,sin_telefono,,
Flavio Diaz,,,,,,,,Default (USD) (USD),595,sin_telefono,,
Food Fair Broward,(754) 223-3855,7542233855,foodfairplantation@gmail.com,,"7139 W Broward Blvd, Plantation",33317,,Default (USD) (USD),596,existente,204,17542233855
Food Fair Broward Smoothie bar (NO USAR),(754) 223-3855,7542233855,,,"7139 W Broward Blvd, Plantation",33317,,Default (USD) (USD),597,existente,204,17542233855
Food Fair Miramar (Presidente 59),(954) 505-4349,9545054349,foodfairmiramar@gmail.com,,"6301 NW 215 street, Miramar",33023,,Default (USD) (USD),598,existente,205,19545054349
Foodtown West Palm Beach,(561) 242-1100,5612421100,,,"5335 N Military Trl, West Palm Beach",33407,,Default (USD) (USD),602,existente,206,15612421100
Fruteria La Hacienda #2,(561) 708-2383,5617082383,fruterialahacienda@outlook.com,,"1700 E Hallandale Beach Blvd, Hallandale",33009,,Default (USD) (USD),633,existente,207,15617082383
GERMAN VILLAGE NUTRITION,,,,,,,,Default (USD) (USD),637,sin_telefono,,
GIANT MARKETPLACE,(305) 760-5010,3057605010,,,"15006 NE 6th Ave, North Miami",33161,,Default (USD) (USD),638,existente,208,13057605010
GILBERTO ARAUJO,,,,,,,,Default (USD) (USD),639,sin_telefono,,
GLOW MEALS LLC,(305) 876-5525,3058765525,,,"1915 W 60 STREET, HIALEAH",33012,,Default (USD) (USD),640,existente,209,13058765525
GOLD PIZZA CAFE,(786) 804-3884,7868043884,,,"401 71 street, Miami Beach",33141,,Default (USD) (USD),641,existente,210,17868043884
GORDON FOOD SERVICE (CUSTOMER),,,,,,,,Default (USD) (USD),642,sin_telefono,,
GOURMET KOSHER,(786) 423-8291,7864238291,accounting@gourmetkosher.us,,"330 NE 59th St, Miami",33137,,Gourmet Kosher (USD),643,existente,41,17864238291
GRANJA S/M (CHAVEZ DISTRIBUTORS),,,,,"151 Opa-locka Blvd, Opa-locka",33054,,Default (USD) (USD),645,sin_telefono,,
"GREATER MIAMI CATERERS, INC",(305) 633-8066,3056338066,Yrodriguez@gmcater.com,,"4001 NW 31 AVE, MIAMI",33142,,Greater (USD),646,existente,17,13056338066
GUARAPO JUICE BAR & CAFE,(786) 402-2070,7864022070,guarapojuicebar@gmail.com,,"553 NE 81 Street, Miami",33138,,Default (USD) (USD),648,existente,43,17864022070
GUSTO CASERO LLC - MDQ SWEETS,(786) 261-6957,7862616957,,,"2030 DOUGLAS RD 
#102, CORAL GABLES",33134,,Default (USD) (USD),649,existente,211,17862616957
Grain and Berry,,,denise@grainandberry.com,,"701 North Federal Hwy, Fort Lauderdale",33304,,Default (USD) (USD),644,sin_telefono,,
Guarapo Juice Bar #2,,,,,"171 NW 36th St., Miami",33127,,Default (USD) (USD),647,sin_telefono,,
H&L International foods,,,,,"55 Post Road West, Westport",,,Default (USD) (USD),650,sin_telefono,,
"HARBOR CAFE 90, LLC",,,,,20308 SW 324 STREET,,,Default (USD) (USD),652,sin_telefono,,
"HARVEST VALLEY, INC.",+1 305-620-4441,13056204441,German.dao@harvestvalley.com,P93000077740,"501 NE 183RD St, Miami",33179-4524,,Default (USD) (USD),13900,nuevo,,
HAV-A-BALL TRADING CORP,(954) 655-8944,9546558944,havabowl64fl@gmail.com,,"1572 NW 82nd ave, Doral",33126,,Default (USD) (USD),653,existente,212,19546558944
Happy foods 18 LLC,(786) 599-2280,7865992280,,,"18220 W. Dixie Hwy, North Miami Beach",33160,,Default (USD) (USD),651,existente,213,17865992280
INTERFRIES,,,dunch@interfries.com,,"10491 N COMMERCE PKWY, MIRAMAR",33025,,Default (USD) (USD),657,sin_telefono,,
INTERNATIONAL FROZEN PRODUCTS USA  LLC,(305) 999-5278,3059995278,sales@intproductsus.com,,"18239 NE 4th Ct, Miami",33162,,Default (USD) (USD),658,existente,214,13059995278
INTERNATIONAL SUPERMARKET - MERCADO LATINO,(954) 973-6529,9549736529,international999@bellsouth.net,,"6091 W Atlantic Blvd, Margate",33063,,Default (USD) (USD),659,existente,215,19549736529
IRIMIA LLC - PASIONES ARGENTINAS,(786) 442-6579 Romina,7864426579,,,"2756 SW 137 AVE, MIAMI",33175,,Default (USD) (USD),660,existente,137,17864426579
Ideal Food Basket - Dania Beach,(954) 544-2976,9545442976,afb0242@amfmanagement.com,,"308 E Dania Beach Blvd, Dania Beach",33004,,Default (USD) (USD),654,existente,138,19545442976
Paola Guzman,718-497-7777 / 718-497-1697,71849777777184971697,,,"308 E Dania Beach Blvd, Dania Beach",33004,,Default (USD) (USD),13912,nuevo,,
Ideal Food Basket - Deerfield,(954) 421-6444,9544216444,,,"202 W. Hillsboro Blvd, Deerfield Beach",33441,,Default (USD) (USD),655,existente,216,19544216444
Ideal Supermarket Pompano,(754) 205-7948,7542057948,,,"1040 E Sample Rd, Pompano Beach",33064,,Default (USD) (USD),656,existente,217,17542057948
J CAFE KOSHER CATERING,,,,,"18900 NE 25 AVE, North Miami Beach",33180,,Default (USD) (USD),661,sin_telefono,,
"JAL DISTRIBUTOR, LLC",(305) 821-4491,3058214491,luismytcentralfoods@gmail.com,,"260 W 27 STREET
Suite 117, HIALEAH",33010,,Default (USD) (USD),662,existente,218,13058214491
JAV AUTO TAG,,,,,,,,Default (USD) (USD),664,sin_telefono,,
JAV AUTO TAG AGENCY INC,,,,,,,,Default (USD) (USD),665,sin_telefono,,
JIMACA 112301 LLC,,,JIMACA112301@GMAIL.COM,,"14003 Sanctuary view trail, Orlando",32832,,Default (USD) (USD),666,sin_telefono,,
JOMARA WHOLESALE,,,,,"2250 W 9 Ave, Hialeah",33010,,Default (USD) (USD),667,sin_telefono,,
JOSE LUIS TURO,(786) 402-0916,7864020916,,,"2716 W VS HWY 27, CLEWISTON",33440,,Default (USD) (USD),669,existente,219,17864020916
"JRK! AVENTURA, LLC",(805) 452-3120,8054523120,kavan@eatjrk.com,,"19565 Biscayne Blvd Suite FH10, Aventura",33180,,Default (USD) (USD),670,existente,220,18054523120
JUICE LAND,(954) 260-1083,9542601083,justnatural100fl@gmail.com,,"905 Sunrise Ln, Fort Lauderdale",33304,,Default (USD) (USD),671,existente,221,19542601083
JUICE WORLD FL,(954) 348-2500,9543482500,juiceworldfla@gmail.com,,"110 NE 12 AVE, FORT LAUDERALE",33301,,Default (USD) (USD),672,existente,222,19543482500
Janser Pinho,,,janser.pinho@payrocsales.com,,,,,Default (USD) (USD),663,sin_telefono,,
Jonatan,,,,,,,,Default (USD) (USD),668,sin_telefono,,
Juice Zaza,(561) 377-4477,5613774477,zazajuice104@gmail.com,,"Snappers Fish & Chicken
5330 NW 17th Ave, Miami",33142,,Default (USD) (USD),673,existente,223,15613774477
Just feed me,+1 917-902-9373,19179029373,,,"335 E Linton Blvd, Delray Beach",33483,,Default (USD) (USD),13840,existente,139,119179029373
KANUI MIA LLC - VITA MIA,,,,,"704 71st st, Miami Beach",33141,,Default (USD) (USD),674,sin_telefono,,
KB SPECIALTIES LLC,,,ceferinoestrada@kbspecialties.com,,"3802 W HIBISCUS ST, WESTON",33332,,Default (USD) (USD),675,sin_telefono,,
KEY FOOD BOCA RATON,(754) 212-4290,7542124290,,,"4301 W Hillsboro Blvd, Coconut Creek",33073,,Default (USD) (USD),676,existente,224,17542124290
KEY FOOD CORAL SPRINGS (EX BRAVO CORAL SPRINGS),(954) 227-2446,9542272446,bravoroyalpalm@hotmail.com,,"10301 Royal Palm Blvd, Coral Springs",33065,,Default (USD) (USD),677,existente,140,19542272446
KEY FOOD HOLLYWOOD - (EX BRAVO JOHNSON),(954) 893-1104,9548931104,keyfoodhollywood@gmail.com,,"3025 Johnson St, Hollywood",33021,,Default (USD) (USD),678,existente,91,19548931104
KEY FOOD KIMBERLY (EX BRAVO KIMBERLY),(954) 970-1003,9549701003,,,"6039 A Kimberly Blvd, North Lauderdale",33068,,Default (USD) (USD),679,existente,120,19549701003
KEY FOOD LAKE WORTH N DIXIE,(561) 588-0220,5615880220,,,"1337 N Dixie Hwy, Lake Worth",33460,,Default (USD) (USD),680,existente,225,15615880220
KEY FOOD LAKE WORTH S DIXIE,(561) 547-6330,5615476330,kfoodlantana@gmail.com,,"1206 S Dixie Hwy, Lake Worth",33460,,Default (USD) (USD),681,existente,226,15615476330
KEY FOOD LAUDERHILL #1621 ( Ex Bravo),,,bravolauderhill@yahoo.com,,"1627 N State Road 7, Lauderhill",33313,,Default (USD) (USD),682,sin_telefono,,
KEY FOOD MIRAMAR (BRAVO # 54),(954) 322-8707,9543228707,,,"6819 Miramar Pkwy, Miramar",33023,,Default (USD) (USD),683,existente,227,19543228707
KEY FOOD PEMBROKE PINES (Ex Price Choice #12),(954) 589-1929,9545891929,,,"701 NW 99 ave., Pembroke Pines",33024,,Default (USD) (USD),684,existente,70,19545891929
KEY FOOD SUNRISE - Sunset Strip,(954) 746-1856,9547461856,bravosunrise@hotmail.com,,"8251 Sunset Strip, Sunrise",33322,,Default (USD) (USD),685,existente,54,19547461856
KEY FOOD SUPERMARKET (BS DADE),(305) 681-4670,3056814670,,,"1701 NW 119 Street, Miami",33167,,Default (USD) (USD),686,existente,228,13056814670
KEY FOOD SUPERMARKET MIAMI 104 (EX Bravo Miami),(305) 455-6720,3054556720,,,"10400 NW 7 ave, Miami",33150,,Default (USD) (USD),687,existente,229,13054556720
KEY FOOD WESTON (EX BRAVO),(954) 533-5312,9545335312,keyfood15860@gmail.com,,"15860 W State Ed 84, Sunrise",33326,,Default (USD) (USD),688,existente,46,19545335312
KOOL TREATS BY MAMA DUKES,(786) 224-9797,7862249797,ktbymd@gmail.com,,"7700 NW 14th court, MIAMI",33147,,Default (USD) (USD),690,existente,48,17862249797
Key Foods Supermarket Hollywood (NO USAR),,,,,"3025 Johnson St., Hollywood",33021,,Default (USD) (USD),689,sin_telefono,,
Kosher KINGDOM Supermarket,(305) 792-7988,3057927988,,,"3017 NE 199 St., Aventura",33180,,Default (USD) (USD),691,existente,230,13057927988
LA CROCANTE,(786) 554-0766,7865540766,,,"3050 NW 40 STREET, MIAMI",33142,,Default (USD) (USD),692,existente,231,17865540766
"LA DULCE VIDA RASPADOS, LLC",(773) 551-6452,7735516452,ladulcevidaraspados@gmail.com,,"12141 PEMBROKE RD,, Pembroke Pines",33025,,Default (USD) (USD),693,existente,232,17735516452
LA NUEVA COPA,(305) 822-9661,3058229661,,,650 E 9 STREET,33010,,Default (USD) (USD),694,existente,233,13058229661
LAMEX AGRIFOODS,,,,,,,,Default (USD) (USD),697,sin_telefono,,
LARA WAIHRICH ROSA,+1 786-362-2790,17863622790,larawrosa@gmail.com,,"800 SE 4th Ave, Hallandale Beach",,,Default (USD) (USD),13891,existente,121,117863622790
LAS ACACIAS RESTAURANT,,,,,"8200 NW 14th Street, Doral",33126,,Default (USD) (USD),698,sin_telefono,,
LEVAN BERRY  LLC,,,,,"20100 W COUNTRY CLUB DRIVE, AVENTURA",33180,,Default (USD) (USD),700,sin_telefono,,
LKD GROUP LLC,,,,,"2739 NW 54th st, Miami",33142,,LKD (USD),13859,sin_telefono,,
LOCATEL STORES OPERATIONS LLC,(786) 740-1301,7867401301,,,"1713 E HALLANDALE BEACH BLVD, HALLANDALE BEACH",33009,,Default (USD) (USD),703,existente,234,17867401301
LOVE IT OR LIKE IT,,,,,"18587 NW 27 AVE, MIAMI GARDEN",33056,,Default (USD) (USD),705,sin_telefono,,
La Real Food,(786) 440-3730,7864403730,info@larealfoods.com,,"13013 SW 122 ave, Miami",33186,,Default (USD) (USD),695,existente,235,117864403730
Yair Rosemberg,+1 786-440-3730,17864403730,yair@larealfoods.com,,"13013 SW 122 ave, Miami",33186,,Default (USD) (USD),13869,existente,235,117864403730
La Terraza Organic Restaurant,(305) 629-9464,3056299464,,,"3105  NW 107 Ave # Ste 102, Doral",33172,,Default (USD) (USD),696,existente,236,13056299464
Latinos meat market,(954) 604-5768,9546045768,,,"1718 W Hillsboro Blvd, Deerfield Beach",33442,,Default (USD) (USD),699,existente,237,19546045768
"Life Extension Nutrition Center, Inc.",(954) 766-8433,9547668433,confirmationandinvoice@lifeextension.com,,"900 N Federal Hwy, Fort Lauderdale",33304,,Default (USD) (USD),701,existente,238,19547668433
Lineage Miami (Hialeah),,,,,"3990 W. 108th Street, Hialeah",33018,,Default (USD) (USD),702,sin_telefono,,
Lorena Acosta,,,,,"7300 SW 83rd Ct, Miami",33143,,Default (USD) (USD),704,sin_telefono,,
M&L Food Market,(305) 865-2649,3058652649,mlfood@gmx.com,,"7446 Collins Ave #2714, Miami Beach",33141,,Default (USD) (USD),706,existente,239,13058652649
MAJESTY FOODS LLC,,,"pacevedo@majestyfoods.com, mchavarria@majestyfoods.com",,"2740 W 81 STREET, HIALEAH",33016,,Majestick (USD),13841,sin_telefono,,
MANGO TREE,(954) 797-7790,9547977790,jguevara@ftfla.com,,"6431 Stirling road, Davie",33314,,Default (USD) (USD),709,existente,240,19547977790
MARANEROS FRESH CAFE LLC - EXTRAORDINARY JUICES,,,,,"4613 S University Dr, Davie",33328,,Default (USD) (USD),711,sin_telefono,,
MARIMBAS CAFE,(305) 240-7605,3052407605,,,"24763 SW 177 AVE, HOMESTEAD",33031,,Default (USD) (USD),712,existente,241,13052407605
MARKY'S  STORE,,,,,"687 NE 79TH STREET, MIAMI",33138,,Default (USD) (USD),713,sin_telefono,,
MAX FOOD DISTRIBUTORS,(305) 635-2464,3056352464,,,"1495 NW 23 Street, Miami",33142,,Default (USD) (USD),714,existente,242,13056352464
MIC Food,(800) 788-9335,8007889335,,,"13595 SW 134th Avenue
Suite 201, Miami",33186,,Default (USD) (USD),723,existente,243,18007889335
MILLER MEAT & FISH,,,,,"13445 SW 56th St, Miami",33175,,Default (USD) (USD),728,sin_telefono,,
"MODERATO DORAL, LLC",(786) 360-3707,7863603707,,,"6933 NW 52 STREET, MIAMI",33166,,Default (USD) (USD),729,existente,244,17863603707
Mango Man,(786) 797-2438,7867972438,,,"3598 W Broward Boulevard, Fort Lauderdale",33313,,Default (USD) (USD),707,existente,122,17867972438
Mango Mix LLC,(561) 628-6961.0,56162869610,Ej7779311@gmail.com,,"4922 NW 2nd tr, Pompano",33064,,Default (USD) (USD),708,existente,245,156162869610
Mango tree Deli,(954) 797-7790,9547977790,jguevara@ftfla.com,,"6431 Stirling road, Davie",33314,,Default (USD) (USD),710,existente,240,19547977790
Marlond Marques,,,,,,,,Default (USD) (USD),13868,sin_telefono,,
McKay Fruit Palace,(786) 436-1065,7864361065,jmckay2401@gmail.com,,17350 S Dixie Hwy,,,Default (USD) (USD),715,existente,246,17864361065
Meat Club Market,(305) 456-5295,3054565295,vmingoia@meatclubmarket.com,,"5900 NW 97th Ave Unit 26, Doral",33178,,Default (USD) (USD),716,existente,108,13054565295
Mexico Market,,,,,"407 Park Pl, Homestead",33030,,Default (USD) (USD),718,sin_telefono,,
Mezze Inc.,+592-657-4040,5926574040,"richard@mezzelife.com, richard@richard.io",,"288 Middle Street, Georgetown",,,Default (USD) (USD),719,existente,247,15926574040
Mi Campo Farmers Market,,,,,"7642 N Nob Hill Rd, Tamarac",33321,,Default (USD) (USD),720,sin_telefono,,
Miami Juice,(305) 945-0444,3059450444,,,"18660 Collins Ave #101, Sunny Isles Beach",33160,,Default (USD) (USD),721,existente,123,13059450444
Miami Squeeze,(305) 935-8544,3059358544,accounting@miamisqueeze.com,,"18315 W Dixie Hwy, North Miami Beach",33160,,Default (USD) (USD),722,existente,248,13059358544
Miguel Carrillo,,,,,"10350 PINES BLVD 
SUITE D 106 A - 117, PEMBROKE PINES",33024,,Default (USD) (USD),724,sin_telefono,,
Milanos Bakery,,,,,"7120 N University Dr, Tamarac",33321,,Default (USD) (USD),725,sin_telefono,,
Milky Ways Cereal Bar,(787) 322-4040,7873224040,milkywaysmiami@gmail.com,,"17013 S Dixie Hwy, Palmetto Bay",33157,,Default (USD) (USD),726,existente,124,17873224040
Milky Ways Cereal Bar - Kendall,(787) 322-4040,7873224040,milkywaysmiami@gmail.com,,"13818 SW 56th St, Miami",33175,,Default (USD) (USD),727,existente,124,17873224040
NAHUÉN Gourmet Market - DORAL,(305) 513-2624,3055132624,,,"10375 NW 41st St, Doral, Doral",33178,,Nahuen (USD),730,existente,125,13055132624
NANA'S FOOD FOR YOU,(786) 310-5184,7863105184,adm3@lobainc.com,,"312 N Federal Hwy, Hallandale Beach",33009,,Default (USD) (USD),731,existente,249,17863105184
NRGIZE - WELLINGTON,,,yocla2007@gmail.com,,"10180 Forest Hill Blvd, WELLINGTON",33414,,Default (USD) (USD),733,sin_telefono,,
NRGIZE Cafe Kendall. Racketbol & Tennis Cafe,(305) 967-0648,3059670648,yocla2007@gmail.com,,"8555 SW 124 Ave, Kendall",33183,,Default (USD) (USD),734,existente,250,13059670648
NUTRISPA INC,(305) 330-9321,3053309321,raiza@mynutrispa.org,,"8175 NW 31 st, Miami",33122,,Nutrispa (USD),735,existente,15,13053309321
No Ordinary Vegan,(305) 878-2864,3058782864,thrivevegan@gmail.com,,"1525 Meridian Ave 210, Miami Beach",33147,,Default (USD) (USD),732,existente,126,13058782864
OLA GELATO LLC,(954) 451-8359,9544518359,,,"13115 W OKEECHOBEE ROAD
SUITE 113, HIALEAH GARDENS",33018,,Default (USD) (USD),737,existente,127,19544518359
"OSSO EDIBLE PROJECT, LLC",+1 786-439-8116,17864398116,Soniacch44@gmail.com,L25000177752,"8510 NW 3RD Ln APT 7, Miami",33126-3857,,Default (USD) (USD),13914,nuevo,,
Sonia Castro,+1 786-439-8116,17864398116,,L25000177752,"8510 NW 3RD Ln APT 7, Miami",33126-3857,,Default (USD) (USD),13915,nuevo,,
Ocean View Tiki Bar,,,,,,,,Default (USD) (USD),736,sin_telefono,,
PALERMO MARKET,(786) 592-1399,7865921399,,,"8269 SW 124th st, Miami",33156,,Default (USD) (USD),738,existente,251,17865921399
PALMITA JUICE,(786) 653-0828,7866530828,FADDY.HALABI@GMAIL.COM,,"58 NE 14TH ST, MIAMI",33132,,Default (USD) (USD),739,existente,252,17866530828
PANNA MANUFACTURING LLC,(954) 707-6752,9547076752,kflaviani@pannatogo.com,,"18330 NE 2nd ave, Miami",33179,,Default (USD) (USD),740,existente,32,19547076752
PAPAREPA FROZEN FOODS,(786) 615-8295,7866158295,paparepa2013@gmail.com,,"7360 NW 35 AVE, Miami",33147,,Default (USD) (USD),741,existente,253,17866158295
PEÑA FOODS,(305) 885-9785,3058859785,payables@penafoods.com,,"9800 NW 79 AVE, HIALEAH",33016,,Default (USD) (USD),742,existente,38,13058859785
PINK LOVE DONUTS AND MORE,+1 786-863-9882,17868639882,,,"222 67TH ST, Miami Beach",33141-5701,,Default (USD) (USD),13884,existente,141,117868639882
Diego,+1 786-863-9882,17868639882,,,"222 67TH ST, Miami Beach",33141-5701,,Default (USD) (USD),13886,existente,141,117868639882
PINTON BY TIME 2 GROW,+1 786-630-6716,17866306716,info@usapinton.com,,"13435 SW 128th st # 106, Miami",33186,,Pinton (USD),13855,existente,62,117866306716
POLIDORI MIAMI CORP - POLIDORI MARKET,+5493516289918,5493516289918,babarnes@ggjiinvestment.com,,"13408 BISCAYNE BLVD, MIAMI",33181,,Default (USD) (USD),744,existente,128,5493516289918
POWERFUEL SMOOTHIE SHOP 2 INC.,(786) 222-2429,7862222429,mbvoip@gmail.com,,"57 NW 183 Street, Miami Gardens",33169,,Default (USD) (USD),745,existente,23,17862222429
POWERFUEL SMOOTHIE SHOP 2 INC. #2 (no usar),,,,,"16357 NW 57 ave, Miami Lakes",33014,,Default (USD) (USD),746,sin_telefono,,
POWERFUEL SMOOTHIE SHOP MIRAMAR,+1 954-613-5100,19546135100,powerfuelsmoothieshop@gmail.com,,"11348 miramar parkway, Miramar",33025,,Default (USD) (USD),13827,existente,21,119546135100
PRESIDENTE SUPERMARKET #43,,,,,"1026 NW 10th Ave, Fort Lauderdale",33311,,Default (USD) (USD),750,sin_telefono,,
PRESIDENTE SUPERMARKET #8,(561) 478-5696,5614785696,,,"4645 B Gun Club Road, West Palm Beach",33415,,Default (USD) (USD),751,existente,129,15614785696
PRICE CHOICE #10,(954) 581-2660,9545812660,,,"109 N State Rd 7, Fort Lauderdale",33317,,Default (USD) (USD),752,existente,254,19545812660
PRICE CHOICE #2,(305) 628-1948,3056281948,pricechoice2@gmail.com,,"18351 NW 27 ave, Miami",33056,,Default (USD) (USD),754,existente,255,13056281948
PRICE CHOICE #5,(305) 374-2525,3053742525,pricechoice5@yahoo.com,,"1851 NE 2  Ave., Miami",33132,,Default (USD) (USD),755,existente,18,13053742525
PRICE CHOICE #6,(305) 646-1800,3056461800,,,"1900 W 60th STREET, HIALEAH",33012,,Default (USD) (USD),756,existente,256,13056461800
PRICE CHOICE #8,(305) 625-0074,3056250074,pricechoice08@gmail.com,,4500 NW 183 street,,,Default (USD) (USD),758,existente,257,13056250074
PRICE CHOICE #9,(305) 681-5424,3056815424,,,"13931 NW 27 ave, Opa-locka",33054,,Default (USD) (USD),759,existente,258,13056815424
"PRIME MEALS, LLC",(813) 650-6183,8136506183,,,"12221 PEMBROKE RD, PEMBROKE PINES",33025,,Default (USD) (USD),760,existente,28,18136506183
PURA VIDA - FLAMINGO,,,,,"12141 Pembroke Rd,, Pembroke Pines",33025,,Default (USD) (USD),761,sin_telefono,,
Pinkacake USA LLC,(786) 925-4937,7869254937,info@pinkacake.us,,,,,Default (USD) (USD),743,existente,259,17869254937
Presidente Supermarket #4,,,,,"1510 Hollywood S Federal Hwy, Hollywood",33020,,Default (USD) (USD),749,sin_telefono,,
Presidente bar (DDL),(305) 987-1267,3059871267,,,"146 NW 28th St, Miami",33127,,Default (USD) (USD),748,existente,260,13059871267
Price Choice #11,,,,,"1490 NW 3 Ave., Miami",33136,,Default (USD) (USD),753,sin_telefono,,
Price Choice #7,(305) 696-6363,3056966363,,,"2712 NW 95 street, Miami",33147,,Default (USD) (USD),757,existente,261,13056966363
QUIO PRODUCTS LLC,(786) 203-0764,7862030764,fcabrera@quioproducts.com,,"11700 NW 102 ND RD UNIT1-2, MEDLEY",33178,,Default (USD) (USD),763,existente,262,17862030764
"QUIRCH FOODS, LLC",,,,,"7600 NW 82nd PLACE, MEDLEY",33166,,Default (USD) (USD),764,sin_telefono,,
RADU DISTRIBUCION,,,,,"2750 W 3 AVE, HIALEAH",,,Default (USD) (USD),13904,sin_telefono,,
JUAN,,,,,"2750 W 3 AVE, HIALEAH",,,Default (USD) (USD),13905,sin_telefono,,
REDLAND FARMERS MARKET,745 309 9755,7453099755,pupo891108@gmail.com,,"24801 SW 177th Ave, Homestead",33031,,Default (USD) (USD),13889,existente,142,17453099755
Roberto Fernandez,,,,,"24801 SW 177th Ave, Homestead",33031,,Default (USD) (USD),13890,sin_telefono,,
REY CHAVEZ #2,,,,,"780 W 17 Street, Miami",33010,,Rey chavez (USD),765,sin_telefono,,
RINCONCITO SUPER LATINO,(305) 232-6691,3052326691,,,"11356 Quall Roost Dr,, Miami",33157,,Default (USD) (USD),768,existente,263,13052326691
ROBERT IS HERE!,(305) 246-1592,3052461592,,,"19200 SW 344th Street, Homestead",33034,,Default (USD) (USD),769,existente,264,13052461592
RONNIE & MOE'S ITALIAN ICE,(786) 970-1805,7869701805,,,"6600 NW 27th AVE, MIAMI",33147,,Default (USD) (USD),770,existente,47,17869701805
RORABECK'S PLANTS & PRODUCE,(561) 964-9316,5619649316,rorabecks@gmail.com,,"5539 S Military Trail, Lake Worth",33463,,Default (USD) (USD),771,existente,71,15619649316
ROUIE,,,rouie1011@gmail.com,,"1991 PRESIDENTIAL WAY UNIT 820, WEST PALM BEACH",33401,,Default (USD) (USD),772,sin_telefono,,
RPM Pizzería LLC,+1 239-291-8458,12392918458,,,"1327 NW 8th pl, Cape Coral",33993,,Default (USD) (USD),13842,existente,55,112392918458
Rey Chavez Distributor Corp.#1,3056964677,3056964677,reychavezrogelio@gmail.com,,"3400 NW 62nd St Ste 101, Miami",33147,,Rey chavez (USD),766,existente,25,13056964677
Rey chavez distributor #1,,,,,"3400 nw 62 ave, Miami",,,Default (USD) (USD),12985,sin_telefono,,
Reyes Juice & Fruits,(786) 230-0997,7862300997,,,"18636 SW 137 ave, Miami",33177,,Default (USD) (USD),767,existente,265,17862300997
S4L Industries,+1 786-458-5237,17864585237,Stuff4less305@gmail.com,,"270 W 25 st, Hialeah",33010,,Default (USD) (USD),773,existente,52,117864585237
SABOR TROPICAL #2,(305) 380-8967,3053808967,,,"8700 SW 137 CT, MIAMI",33183,,Default (USD) (USD),774,existente,266,13053808967
SABOR TROPICAL #3,(305) 242-6499,3052426499,,,"28945 S DIXIE HWY, Homestead",33033,,Default (USD) (USD),775,existente,267,13052426499
SABOR TROPICAL SUPERMARKET #1,(305) 226-4722,3052264722,,,"10692 NW 7th St, Miami",33172,,Default (USD) (USD),776,existente,268,13052264722
SABOR TROPICAL SUPERMARKET #4,(305) 482-0261,3054820261,st4@stropical.net,,"8000 NE 5 Ave, Miami",33138,,Default (USD) (USD),777,existente,56,13054820261
SABOR TROPICAL SUPERMARKET #5,(305) 266-6678,3052666678,,,"6190 SW 8th St, West Miami",33144,,Default (USD) (USD),778,existente,80,13052666678
SABOR TROPICAL SUPERMARKET #6,,,,,"1410 N Krome Ave, Homestead",33030,,Default (USD) (USD),779,sin_telefono,,
SABOR TROPICAL SUPERMARKET #7,(305) 482-0261,3054820261,,,"969 Normandy Dr, MIAMI BEACH",33141,,Default (USD) (USD),780,existente,56,13054820261
SABORES MARKET,(786) 292-6622,7862926622,compras@consorciow.com,,"10720 NW 74 Street, Doral",33178,,Default (USD) (USD),781,existente,269,17862926622
SCOOP HEALTHY SMOOTHIES LLC,+1 407-923-9927,14079239927,alexandre@scoophs.com,,"2829 Bird Ave, Suite #4, Miami",33130,,Default (USD) (USD),13913,nuevo,,
SEABRA FOODS,,,dearfield@seabrafoods.com,,"839 W Sample Road, Pompano Beach",33064,,Default (USD) (USD),784,sin_telefono,,
SEBASTIAN,,,,,,,,Default (USD) (USD),785,sin_telefono,,
SEDANOS # 1 - Hialeah 1,(305) 696-0928,3056960928,sedanos1@sedanos.com,,"3801  W Flager st, Coral Gables",33126,,Sedanos (USD),786,existente,270,13056960928
SEDANOS # 10 - Hialeah 10,(305) 556-5201,3055565201,sedanos10@sedanos.com,,"1690 W 68th st, Hialeah",33014,,Sedanos (USD),787,existente,143,13055565201
SEDANOS # 11 - Hialeah 11,(305) 884-0032,3058840032,sedanos11@sedanos.com,,"950 E 4th ave, Hialeah",33010,,Sedanos (USD),788,existente,72,13058840032
SEDANOS # 14 - Little Havana 14,,,sedanos14@sedanos.com,,"3801  W Flager st, Coral Gables",33126,,Sedanos (USD),789,sin_telefono,,
SEDANOS # 15 - West Dade 15,,,sedanos15@sedanos.com,,"13659 SW 26th St, Miami",33175,,Sedanos (USD),790,sin_telefono,,
SEDANOS # 16 - Hialeah 16,(305) 825-1243,3058251243,sedanos16@sedanos.com,,"3925  Palm ave, HIALEAH",33012,,Sedanos (USD),791,existente,92,13058251243
SEDANOS # 17 - Miami 17,,,sedanos17@sedanos.com,,"10720  West Flagler St, MIAMI",33174,,Sedanos (USD),792,sin_telefono,,
SEDANOS # 18 - West Dade 18,(305) 559-5221,3055595221,sedanos18@sedanos.com,,"12175  SW 26th st, MIAMI",33175,,Sedanos (USD),793,existente,73,13055595221
