pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios,fecha_pedido,notas
P-00085,1193,RUST OLEUM (272128) FLUOR ROJO-NARANJA BTE 340Cm3,10,31020.67,2,2026-03-28 13:09:30,Pedido: 10 unidades
P-00085,60242,"Burlete Goma ` D ´ Blanco x 5,2 mts",4,9574.35,2,2026-03-28 13:09:30,Pedido: 4 unidades
P-00085,11833,Latex Techos Sikalastic 560 Rojo Ceramico 20 K,5,240268.69,2,2026-03-28 13:09:30,Pedido: 5 unidades
P-00086,11453,Latex Ext Casablanca Frentes Poliur.Blanco 5 Kg,6,37925.3,2,2026-05-25 01:24:35,Pedido: 6 unidades
P-00087,11458,"Latex Ext Casablanca Frentes.Base B 11,8 Kg",8,78991.03,2,2026-05-23 17:35:36,Pedido: 8 unidades
P-00088,11551,Latex Int/Ext Casablanca Ultramaster 4 Lt,8,14712.53,1,2026-03-19 01:55:53,Pedido: 8 unidades
P-00088,11468,Enduido Int/Ext Talento 4 Lt,6,10898.46,1,2026-03-19 01:55:53,Pedido: 6 unidades
P-00088,1482,RUST OLEUM(358864) MOTOR NEGRO BRILL X 340 GRS.,3,25645.19,1,2026-03-19 01:55:53,Pedido: 3 unidades
P-00089,791,RUST OLEUM(262151) 2X ROJO MANZANA BTE 340cm3,7,19479.62,1,2026-03-01 06:46:24,Pedido: 7 unidades
P-00089,1486,"PAÑO P/LUSTRAR F Y S 14 X 2"" ROSCA AZUL",3,6048.28,1,2026-03-01 06:46:24,Pedido: 3 unidades
P-00089,11401,Latex Techos y Frentes Casablanca Membrana PRO x 20 LT.,4,91359.01,1,2026-03-01 06:46:24,Pedido: 4 unidades
P-00090,833,RUST OLEUM(262161) 2X NARANJA BTE 340cM3,1,16557.68,4,2026-04-02 15:06:46,Pedido: 1 unidades
P-00090,40642,LAMINA DE MASILLAR 10 X 18 BLANDA TORNADO,5,2322.37,4,2026-04-02 15:06:46,Pedido: 5 unidades
P-00091,11727,SIKA INERTOL INFILTR. X 5L (101566),8,15345.8,4,2026-04-08 13:41:58,Pedido: 8 unidades
P-00091,11557,Latex int/ext Casablanca PRO Lavable 4 Lt.,2,16869.09,4,2026-04-08 13:41:58,Pedido: 2 unidades
P-00092,11663,FRESHCLOR SHOCK CLORO X 1 KG,2,10826.24,4,2026-03-20 05:22:15,Pedido: 2 unidades
P-00093,1354,RUST OLEUM(292323) 2X CORAL BTE 340Cm3,8,24350.07,2,2026-04-19 21:39:20,Pedido: 8 unidades
P-00094,1484,RUST OLEUM (335341) BLANCO LINO 340G,10,20397.69,2,2026-04-10 23:33:21,Pedido: 10 unidades
P-00094,11446,SELLADOR GRIETAS Y JUNTAS BCO 5 Kg.(81019503),1,47943.04,2,2026-04-10 23:33:21,Pedido: 1 unidades
P-00095,1246,RUST OLEUM (2720731) METALICO PLATA X 340 (INT.),2,27751.82,2,2026-05-02 00:48:09,Pedido: 2 unidades
P-00096,11484,Latex Techos Talento Mem en Pasta Blanco 20 KG.,4,106510.67,2,2026-04-19 05:05:35,Pedido: 4 unidades
P-00096,60260,SUPRABOND MANUALIDADES X 25 CC (PVA 25 T),1,1430.89,2,2026-04-19 05:05:35,Pedido: 1 unidades
P-00096,784,RUST OLEUM(262175)2XBRILL. G. INVIERNO X340,9,22401.56,2,2026-04-19 05:05:35,Pedido: 9 unidades
P-00096,11454,Latex Ext Casablanca Frentes Poliur.Blanco 25 Kg,1,169344.35,2,2026-04-19 05:05:35,Pedido: 1 unidades
P-00097,1194,RUST OLEUM (272130) FLUOR VERDE BTE 312Cm3,10,22928.33,4,2026-05-06 16:42:17,Pedido: 10 unidades
P-00098,3052,"TORNILLO T1 MECHA 10X3/3"" (CAJA 6000)1210002503",1,66.65,4,2026-05-18 21:41:52,Pedido: 1 unidades
P-00098,11571,Latex Techos Polacrin Membrana Aluminizada 20 KG,5,119037.82,4,2026-05-18 21:41:52,Pedido: 5 unidades
P-00098,60563,CUTTER GRANDE HOBBY (C CTR G H),4,2065.49,4,2026-05-18 21:41:52,Pedido: 4 unidades
P-00098,1468,RUST OLEUM(358361) TIZA ROSA INVIERNO 340 Cm3,4,15076.55,4,2026-05-18 21:41:52,Pedido: 4 unidades
P-00099,14234,AT-35 CORNIZA 35x35x2000 1 ml.(CJA112ML),2,870.05,4,2026-05-25 06:34:54,Pedido: 2 unidades
P-00099,3038,MASILLA EN POLVO SECADO RAPIDO X 20KG (MULTIMIX),3,20244.35,4,2026-05-25 06:34:54,Pedido: 3 unidades
P-00100,796,RUST OLEUM(249276) AUTO VERDE JOHN DEERE,4,24262.58,4,2026-04-08 21:38:29,Pedido: 4 unidades
P-00100,704,RUST OLEUM (358880) MARTILLADO PLATA X 340 GRS.,8,22079.12,4,2026-04-08 21:38:29,Pedido: 8 unidades
P-00100,14248,AT-07 GUARDA 70x2000 x 1 ml.,10,1243.75,4,2026-04-08 21:38:29,Pedido: 10 unidades
P-00101,11454,Latex Ext Casablanca Frentes Poliur.Blanco 25 Kg,1,147255.96,1,2026-04-10 15:05:11,Pedido: 1 unidades
P-00101,11598,PISCINAS ACUOSO CELESTE 4 LT.,4,73285.13,1,2026-04-10 15:05:11,Pedido: 4 unidades
P-00101,3011,"LARGUERO 15/16"" 3.66MTS (3015001505)",4,5719.42,1,2026-04-10 15:05:11,Pedido: 4 unidades
P-00101,784,RUST OLEUM(262175)2XBRILL. G. INVIERNO X340,9,19479.62,1,2026-04-10 15:05:11,Pedido: 9 unidades
P-00102,1312,RUST OLEUM (314096)STONE PIEDRA NEGRO X 340GR,1,26723.66,1,2026-04-04 10:55:34,Pedido: 1 unidades
P-00102,11438,LATEX INT. LAVABLE ANTIBAC. BCO x 1Lt.(81017103,1,8739.54,1,2026-04-04 10:55:34,Pedido: 1 unidades
P-00102,60243,"Burlete Goma ` D ´ Marron x 5,2 mts",3,8325.52,1,2026-04-04 10:55:34,Pedido: 3 unidades
P-00103,3037,PLACA NG13 MM C/ FIBRA VIDRIO Y CEMENTO 1200X2400,8,23615.38,1,2026-05-01 16:05:28,Pedido: 8 unidades
P-00103,101006,TRAPO REMERA BLANCA (COMPETICION) X 1 KG,7,3382.5,1,2026-05-01 16:05:28,Pedido: 7 unidades
P-00103,1364,RUST OLEUM (272063) ACERO INOXIDABLE 340Cm3,6,26901.48,1,2026-05-01 16:05:28,Pedido: 6 unidades
P-00104,1381,RUST OLEUM(313529) PEEL COAT REMOVIBLE NEGRO MATE,4,27672.71,3,2026-04-14 20:40:35,Pedido: 4 unidades
P-00104,14234,AT-35 CORNIZA 35x35x2000 1 ml.(CJA112ML),4,921.23,3,2026-04-14 20:40:35,Pedido: 4 unidades
P-00104,14582,SIMIL MADERA CEDRO VENIER X 0.75,7,26479.84,3,2026-04-14 20:40:35,Pedido: 7 unidades
P-00105,11439,LATEX INT. LAVABLE ANTIBAC. BCO x 4Lt.(81017104,10,25986.24,3,2026-04-17 09:21:49,Pedido: 10 unidades
P-00106,1181,RUST OLEUM ALTA TEMP.NEGRO MATE X340 GRS,6,26779.64,3,2026-04-05 14:08:44,Pedido: 6 unidades
P-00107,11582,POLACRIN ESM SINT 3en1 GRIS 4 LT.(43987304),7,36825.01,1,2026-04-04 18:09:05,Pedido: 7 unidades
P-00107,1182,RUST OLEUM(2720439)POLIURETANO BRILLANTEX340GR,3,24132.02,1,2026-04-04 18:09:05,Pedido: 3 unidades
P-00107,11534,POLACRIN PREM INT EXT GRIS CEMENTO 20 LT.,4,134989.91,1,2026-04-04 18:09:05,Pedido: 4 unidades
P-00108,11438,LATEX INT. LAVABLE ANTIBAC. BCO x 1Lt.(81017103,6,8739.54,1,2026-04-03 12:42:55,Pedido: 6 unidades
P-00109,11338,CASABLANCA PRO INTERIOR X 20 LT.,6,76242.98,1,2026-05-12 02:16:55,Pedido: 6 unidades
P-00110,745,RUST OLEUM (358920) ALTA TEMP. BLANCO X 340 GR,1,29755.15,1,2026-04-26 13:35:30,Pedido: 1 unidades
P-00110,788,RUST OLEUM(262162) 2X VERDE LIMA BTE 340Cm3,7,19479.62,1,2026-04-26 13:35:30,Pedido: 7 unidades
P-00110,101083,ZEOCAR Paño Microfibra 40x 50 cm (90),3,8621.29,1,2026-04-26 13:35:30,Pedido: 3 unidades
P-00110,14582,SIMIL MADERA CEDRO VENIER X 0.75,3,29422.04,1,2026-04-26 13:35:30,Pedido: 3 unidades
P-00111,60181,ADHESIVO UNO 60 ML. EN CAJA (SBD U 60 CE),8,4444.63,1,2026-04-02 21:46:00,Pedido: 8 unidades
P-00111,101104,RESINA POLIESTER 1 LT.,6,27103.18,1,2026-04-02 21:46:00,Pedido: 6 unidades
P-00112,60152,SELLADOR PARA PISCINAS AZUL X 310 ML(PSC 310 A),6,18636.65,1,2026-05-02 20:34:42,Pedido: 6 unidades
P-00112,101026,PASTA PULIR ZEOCAR FINA AL AGUA X480CC,5,9150.69,1,2026-05-02 20:34:42,Pedido: 5 unidades
P-00112,60290,ZOCALO AUTOADHESIVO GRIS X 92 CM. (ZNO),10,8393.24,1,2026-05-02 20:34:42,Pedido: 10 unidades
P-00113,17754,SIKAFLEX 221 BLANCO X 300 CC,2,24778.05,4,2026-03-02 05:00:04,Pedido: 2 unidades
P-00113,40645,ESPATULA DE GOMA MEDIANA TORNADO,10,608.58,4,2026-03-02 05:00:04,Pedido: 10 unidades
P-00114,3021,"TORNILLO T1 AGUJA 8X9/16"" (CAJA 10.000)1210001506",7,23.67,4,2026-04-07 13:13:18,Pedido: 7 unidades
P-00114,11912,SIKA INERTOL INFILTR. X 20L (101568),6,57252.2,4,2026-04-07 13:13:18,Pedido: 6 unidades
P-00114,3036,PLACA SUPERBOARD 1.20 X 2.40 10MM,10,52948.55,4,2026-04-07 13:13:18,Pedido: 10 unidades
P-00115,1180,RUST OLEUM (358918) ALTA TEMP. PLATA X 340 GR,7,26779.64,3,2026-04-29 14:13:49,Pedido: 7 unidades
P-00115,14241,AT-76 CORNIZA 76x76x2000 x 1 ml.,8,1785.53,3,2026-04-29 14:13:49,Pedido: 8 unidades
P-00115,101083,ZEOCAR Paño Microfibra 40x 50 cm (90),9,7759.16,3,2026-04-29 14:13:49,Pedido: 9 unidades
P-00115,11551,Latex Int/Ext Casablanca Ultramaster 4 Lt,8,13241.28,3,2026-04-29 14:13:49,Pedido: 8 unidades
P-00116,1288,RUST OLEUM(277727)MIRROR EFFECT PLATAX170Grs,2,22748.47,3,2026-03-09 19:56:29,Pedido: 2 unidades
P-00116,789,RUST OLEUM(262165) 2X AZUL PROFUNDO BTE 340Cm3,9,17531.66,3,2026-03-09 19:56:29,Pedido: 9 unidades
P-00117,101090,"ZEOCAR DISCO G ESPUMA 5"" AMARILLO (132)",4,16973.16,3,2026-04-20 20:20:35,Pedido: 4 unidades
P-00117,11728,Sikaguard 70 Ladrillos 4 L,2,56607.81,3,2026-04-20 20:20:35,Pedido: 2 unidades
P-00117,60190,SELLATINO EXTRA ANCHO (SLT EA),3,6220.16,3,2026-04-20 20:20:35,Pedido: 3 unidades
P-00118,60247,AFIX DOBLE FAZ 2MTS X 12 MM (AFX W R2),10,5814.07,4,2026-05-13 09:48:08,Pedido: 10 unidades
P-00118,1370,RUST OLEUM(358909) 2X ALUMINIO MET 312G,7,16557.68,4,2026-05-13 09:48:08,Pedido: 7 unidades
P-00119,796,RUST OLEUM(249276) AUTO VERDE JOHN DEERE,10,24262.58,4,2026-03-22 18:29:13,Pedido: 10 unidades
P-00120,60158,ADHESIVO FLASH 2g. (ARN FL 2 T),8,1437.02,4,2026-03-22 10:47:10,Pedido: 8 unidades
P-00120,722,RUST OLEUM(262155) 2X BLANCO SEMI BTE 340Cm3,4,16557.68,4,2026-03-22 10:47:10,Pedido: 4 unidades
P-00121,875,RUST OLEUM(262154) 2X TRANSPARENTE BTE X340G,2,16557.68,4,2026-03-12 13:01:31,Pedido: 2 unidades
P-00122,101018,MASILLA PLAST POLIESTER ZEOCAR X1KG,1,12789.29,1,2026-05-16 03:53:12,Pedido: 1 unidades
P-00122,11488,Latex Int Perfomance SATINADO.Casa Blanca . 20 LT.,3,183990.45,1,2026-05-16 03:53:12,Pedido: 3 unidades
P-00123,11596,POLACRIN ESM NEGRO x 1/2 LT. (43987012),9,8019.43,1,2026-03-22 18:32:05,Pedido: 9 unidades
P-00123,11562,POLACRIN ESM SINT 3 EN 1 NEGRO SAT 4LT.(42404104),5,36825.01,1,2026-03-22 18:32:05,Pedido: 5 unidades
P-00124,1288,RUST OLEUM(277727)MIRROR EFFECT PLATAX170Grs,5,25276.08,1,2026-03-26 21:11:42,Pedido: 5 unidades
P-00124,797,RUST OLEUM(249275) AUTO AMARILLO JOHN DEERE,10,28544.21,1,2026-03-26 21:11:42,Pedido: 10 unidades
P-00124,60290,ZOCALO AUTOADHESIVO GRIS X 92 CM. (ZNO),6,8393.24,1,2026-03-26 21:11:42,Pedido: 6 unidades
P-00125,11576,POLACRIN PREM INT EXT BERMELLON 1 LT.,3,8646.49,1,2026-05-29 22:30:00,Pedido: 3 unidades
P-00125,1197,RUST OLEUM (272133) FLUOR AMARILLO 340 Cm3,7,26974.5,1,2026-05-29 22:30:00,Pedido: 7 unidades
P-00126,60185,SELLATINO DOBLE ESPESOR (SLT D),4,4361.55,3,2026-05-19 08:02:58,Pedido: 4 unidades
P-00127,11721,SIKALATEX X 20 LT,5,325009.09,3,2026-04-05 15:53:23,Pedido: 5 unidades
P-00127,11536,POLACRIN PREM INT EXT AMARILLO 1 LT.,8,7781.84,3,2026-04-05 15:53:23,Pedido: 8 unidades
P-00127,11881,SIKA 1 BIDON x 4 LT.,1,8093.35,3,2026-04-05 15:53:23,Pedido: 1 unidades
P-00127,14235,AT-40 CORNIZA 40x40x2000 x 1 ml.(CJA96ML),6,1143.58,3,2026-04-05 15:53:23,Pedido: 6 unidades
P-00128,1294,RUST OLEUM (313533) PEEL COAT GRAFITO,9,27672.71,3,2026-05-27 23:38:03,Pedido: 9 unidades
P-00129,11516,POLACRIN PREM INT EXT ROSA 4 LT.,1,26698.75,3,2026-05-26 23:55:04,Pedido: 1 unidades
P-00129,11512,HIDRO EPOXI MONOCOMP PISOS Y PAREDES NEGRO X 1 LT.,4,24951.39,3,2026-05-26 23:55:04,Pedido: 4 unidades
P-00129,1260,"RUST(7779) Esm.Convert. Negro Brill X 0,946",4,25935.5,3,2026-05-26 23:55:04,Pedido: 4 unidades
P-00130,11503,CASABLANCA ULTRAMASTER INTERIOR X 20 LT,3,50394.56,3,2026-03-30 19:16:52,Pedido: 3 unidades
P-00131,1466,RUST OLEUM(342646) ROJO CAMPESTRE 887 Cm3,4,13319.61,3,2026-04-27 01:20:46,Pedido: 4 unidades
P-00131,11514,POLACRIN PREM INT EXT ROSA 1 LT.,6,7781.84,3,2026-04-27 01:20:46,Pedido: 6 unidades
P-00131,11719,///Latex Techos Sikalastic 560 Blanco 20 K,4,177392.81,3,2026-04-27 01:20:46,Pedido: 4 unidades
P-00131,101029,MASILLA POLIESTER FINISH ZEOCAR X1KG,10,14415.07,3,2026-04-27 01:20:46,Pedido: 10 unidades
P-00132,11464,"Latex Ext Casablanca Frentes.Base C 23,6 Kg",2,138744.06,2,2026-05-17 16:29:59,Pedido: 2 unidades
P-00132,101069,KIT REPAR ZEOPARCH ZEOCAR X 500lts,1,24034.87,2,2026-05-17 16:29:59,Pedido: 1 unidades
P-00132,14239,AT-58 CORNIZA 58x58x2000 x 1 ml.(CJA62ML),7,1766.08,2,2026-05-17 16:29:59,Pedido: 7 unidades
P-00132,40137,CUCHILLO PARA RELLENAR MASILLA,3,90.9,2,2026-05-17 16:29:59,Pedido: 3 unidades
P-00133,11519,POLACRIN PREM INT EXT VIOLETA 4 LT.,5,34115.07,2,2026-04-26 11:48:29,Pedido: 5 unidades
P-00133,11596,POLACRIN ESM NEGRO x 1/2 LT. (43987012),5,9222.34,2,2026-04-26 11:48:29,Pedido: 5 unidades
P-00133,60266,Silicona Univer Transp. x 280 cm3 (GFX U 280 T),10,13145.39,2,2026-04-26 11:48:29,Pedido: 10 unidades
P-00134,11486,POLACRIN PILETAS CELESTE X 4 LT.(85039204),6,31007.62,2,2026-04-07 05:31:31,Pedido: 6 unidades
P-00134,11881,SIKA 1 BIDON x 4 LT.,8,10341.5,2,2026-04-07 05:31:31,Pedido: 8 unidades
P-00135,101024,KIT REPAR ZEOPARCH ZEOCAR X1L,5,31387.89,3,2026-04-28 07:10:43,Pedido: 5 unidades
P-00135,3053,MASA NIVELADORA SIMPLE COMPONENTE X 20 KG,8,23321.09,3,2026-04-28 07:10:43,Pedido: 8 unidades
P-00135,14232,AT-30 CORNIZA 30x20x2000 x 1 ml.,1,700.19,3,2026-04-28 07:10:43,Pedido: 1 unidades
P-00135,11361,Latex Cielorrasos Casablanca Blanco 1 L (81002003),1,6556.01,3,2026-04-28 07:10:43,Pedido: 1 unidades
P-00136,97127,CASA BLANCA CINTA METRICA,6,12714.96,3,2026-04-26 11:06:15,Pedido: 6 unidades
P-00137,11878,SIKA 1 4 sachets x 5 lt.,9,32467.7,3,2026-05-11 15:27:43,Pedido: 9 unidades
P-00137,11539,POLACRIN PREM INT EXT NEGRO 4 LT.,3,26698.75,3,2026-05-11 15:27:43,Pedido: 3 unidades
P-00138,11364,CASABLANCA HIERRO FORJADO GRIS GRAFITO X 4 LT,5,66263.99,3,2026-05-01 07:50:11,Pedido: 5 unidades
P-00138,14239,AT-58 CORNIZA 58x58x2000 x 1 ml.(CJA62ML),9,1382.15,3,2026-05-01 07:50:11,Pedido: 9 unidades
P-00138,11546,HIDRO EPOXI MONOCOMP PISOS Y PAREDES GRIS X 4 LT.,8,88240.37,3,2026-05-01 07:50:11,Pedido: 8 unidades
P-00139,1456,RUST OLEUM(262174) 2X VERDE OSCURO BRI 340 G,3,16557.68,4,2026-03-19 20:19:17,Pedido: 3 unidades
P-00140,60219,SELLADOR SILICONAS BAÑOS Y COCINAS (GFX B 280 T),10,10690.57,4,2026-04-15 04:23:17,Pedido: 10 unidades
P-00141,101148,MICROCEMENTO EN PASTA LISTO PARA USAR X 25KG (86921127),7,117661.38,4,2026-04-30 22:02:59,Pedido: 7 unidades
P-00141,1351,RUST OLEUM(262168) 2X AZUL MARINO BTE 340Cm3,3,16557.68,4,2026-04-30 22:02:59,Pedido: 3 unidades
P-00142,11484,Latex Techos Talento Mem en Pasta Blanco 20 KG.,8,78725.27,4,2026-03-31 23:45:18,Pedido: 8 unidades
P-00142,791,RUST OLEUM(262151) 2X ROJO MANZANA BTE 340cm3,1,16557.68,4,2026-03-31 23:45:18,Pedido: 1 unidades
P-00142,11594,POLACRIN ESM TRIPLE ACC NEGRO MATE 4 LT.(42403104),1,31301.26,4,2026-03-31 23:45:18,Pedido: 1 unidades
P-00143,11912,SIKA INERTOL INFILTR. X 20L (101568),4,77458.86,2,2026-03-15 15:16:18,Pedido: 4 unidades
P-00143,101144,ESPATULA DE PLASTICO MEDIANA,4,1401.96,2,2026-03-15 15:16:18,Pedido: 4 unidades
P-00144,1364,RUST OLEUM (272063) ACERO INOXIDABLE 340Cm3,9,30936.7,2,2026-03-04 09:15:34,Pedido: 9 unidades
P-00145,11528,POLACRIN PREM INT EXT NARANJA 4 LT.,6,34115.07,2,2026-05-05 08:52:14,Pedido: 6 unidades
P-00145,101085,ZEOCAR Lustre a Maquina(2) x 1lt (78),10,30169.57,2,2026-05-05 08:52:14,Pedido: 10 unidades
P-00145,821,RUST OLEUM(262191) 2X ROSA CLARO BTE 340Cm3,6,22401.56,2,2026-05-05 08:52:14,Pedido: 6 unidades
P-00146,60161,PERBOND (cartucho) 400 cc.Blanco (PBD 400 B),8,22716.65,2,2026-05-27 19:48:28,Pedido: 8 unidades
P-00146,3010,MASILLA P/PLACAS BALDE x 15 KG. (208) ANCLAFLEX,10,25036.6,2,2026-05-27 19:48:28,Pedido: 10 unidades
P-00146,101090,"ZEOCAR DISCO G ESPUMA 5"" AMARILLO (132)",8,21687.93,2,2026-05-27 19:48:28,Pedido: 8 unidades
P-00147,101087,"ZEOCAR PLATO SOPORTE 5"" M-14 (114)",7,18377.49,4,2026-04-07 11:51:43,Pedido: 7 unidades
P-00148,11517,POLACRIN PREM INT EXT ROJO TEJA 1 LT.,6,7349.52,4,2026-03-27 03:19:30,Pedido: 6 unidades
P-00148,11719,///Latex Techos Sikalastic 560 Blanco 20 K,10,167537.65,4,2026-03-27 03:19:30,Pedido: 10 unidades
P-00148,1645,RUST OLEUM (7751830) ALTA TEMP. BLANCO MATE X 340,10,25291.88,4,2026-03-27 03:19:30,Pedido: 10 unidades
P-00148,1287,RUST OLEUM(358902) 2X MAGENTA SATINADO 340Cm3,10,16557.68,4,2026-03-27 03:19:30,Pedido: 10 unidades
P-00149,60252,ESPUMA POLIURET.SUPRAB.X 750 ML. (EPP PU 750 E),4,15756.28,4,2026-03-17 21:31:41,Pedido: 4 unidades
P-00149,1381,RUST OLEUM(313529) PEEL COAT REMOVIBLE NEGRO MATE,8,26135.33,4,2026-03-17 21:31:41,Pedido: 8 unidades
P-00150,11879,SIKACIM LIGANTE PACK 12 x 1 KG.,1,90981.41,1,2026-05-06 19:20:49,Pedido: 1 unidades
P-00150,11633,ADVANCE flotador (boya) 4 en 1 x 1.66 kg,4,26110.39,1,2026-05-06 19:20:49,Pedido: 4 unidades
P-00150,60289,Silicona Acetica S-500 x 280 ml ( x 280 Transp.),1,5927.23,1,2026-05-06 19:20:49,Pedido: 1 unidades
P-00151,11644,MANGO FIJO ALUMINIO,2,8217.26,1,2026-05-03 09:45:42,Pedido: 2 unidades
P-00151,17754,SIKAFLEX 221 BLANCO X 300 CC,8,29150.65,1,2026-05-03 09:45:42,Pedido: 8 unidades
P-00151,14235,AT-40 CORNIZA 40x40x2000 x 1 ml.(CJA96ML),2,1270.64,1,2026-05-03 09:45:42,Pedido: 2 unidades
P-00152,11612,SELLATODO TRANSPARENTE X 4KG,9,78008.26,1,2026-04-17 15:06:37,Pedido: 9 unidades
P-00152,11739,SIKA 1 X 200 KG. (96438),9,270457.09,1,2026-04-17 15:06:37,Pedido: 9 unidades
P-00152,60180,SELLATINO NORMAL (SLT N),1,3835.48,1,2026-04-17 15:06:37,Pedido: 1 unidades
P-00152,60214,ZOCALO AUTOADHESIVO BLANCO X 92 CM. (ZNO B),4,8393.24,1,2026-04-17 15:06:37,Pedido: 4 unidades
P-00153,3038,MASILLA EN POLVO SECADO RAPIDO X 20KG (MULTIMIX),6,20244.35,4,2026-04-27 06:26:21,Pedido: 6 unidades
P-00153,11518,POLACRIN PREM INT EXT ROJO TEJA 4 LT.,1,25215.49,4,2026-04-27 06:26:21,Pedido: 1 unidades
P-00153,11509,HIDRO EPOXI MONOCOMP PISOS Y PAREDES NEGRO X 4 LT.,5,83338.13,4,2026-04-27 06:26:21,Pedido: 5 unidades
P-00153,1476,RUST OLEUM CALIPER NEGRO BRILL. 482º 340 GR 358862,9,17164.95,4,2026-04-27 06:26:21,Pedido: 9 unidades
P-00154,11557,Latex int/ext Casablanca PRO Lavable 4 Lt.,4,16869.09,4,2026-04-08 04:04:50,Pedido: 4 unidades
P-00155,3028,PERFILES -ANGULO DE AJUSTE (Cod. 7008)0520025202,7,1472.0,4,2026-04-03 13:48:01,Pedido: 7 unidades
P-00156,785,RUST OLEUM(262097) 2X NEGRO BTE 340Cm3,9,16557.68,4,2026-04-30 03:34:16,Pedido: 9 unidades
P-00156,60151,PEGAMEN.P/PLAS.PLASTIC (PARCH) X 25 cc(PVN 25 B,3,6967.42,4,2026-04-30 03:34:16,Pedido: 3 unidades
P-00156,101155,MICROCEMENTO EN PASTA BASE 25KG,6,123401.42,4,2026-04-30 03:34:16,Pedido: 6 unidades
P-00156,17756,SIKAFLEX 1A PLUS GRIS (SALCHICHA) 600 ML(805130),7,31867.61,4,2026-04-30 03:34:16,Pedido: 7 unidades
P-00157,11468,Enduido Int/Ext Talento 4 Lt,5,500.0,4,2026-06-08 15:49:08,Promo aplicada: ¡Llevate Enduido Int/Ext Talento 4 Lt con un 15% OFF! Oferta imperdible de la marca líder.
P-00157,3048,"PLACA YESO KNAUF NEBULA STD 8,5mm 1,215 x 0.605",5,5868.29,4,2026-06-08 15:49:08,
P-00158,60255,SUPRABOND DOBLADILLOS PEGA TELA 30 (DBL 30 B),7,10223.27,2,2026-06-08 15:49:08,
P-00159,14277,AT-50 CORNIZA (MOLDURAS DECORATIVAS X1ML,10,1244.92,3,2026-06-08 15:49:08,
P-00159,60252,ESPUMA POLIURET.SUPRAB.X 750 ML. (EPP PU 750 E),10,16683.12,3,2026-06-08 15:49:08,
P-00160,14236,AT-46 CORNIZA 46x46x2000 x 1 ml.,2,1165.46,3,2026-06-08 15:49:08,
P-00161,11778,SIKA TEX-75 ROLLO X 26 M2 (418408),2,113067.9,3,2026-06-08 15:49:08,
P-00162,11519,POLACRIN PREM INT EXT VIOLETA 4 LT.,8,34115.07,2,2026-06-08 15:49:08,
P-00162,11558,Latex int/ext Casablanca PRO Lavable 10 Lt.,8,60348.29,2,2026-06-08 15:49:08,
P-00163,60155,PERBOND (cartucho) 400 cc. GRIS (PBD 400),7,22716.65,2,2026-06-08 15:49:08,
P-00163,3053,MASA NIVELADORA SIMPLE COMPONENTE X 20 KG,1,29799.17,2,2026-06-08 15:49:08,
P-00163,11566,POLACRIN ESM SINT 3en1 BLANCO 20 LT.(43981007),8,198511.44,2,2026-06-08 15:49:08,
P-00163,60161,PERBOND (cartucho) 400 cc.Blanco (PBD 400 B),10,22716.65,2,2026-06-08 15:49:08,
