product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
1311,RUST OLEUM (7990830)STONE BLANCO X 340GR,26723.66,348,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.4,,Producto RUST OLEUM (7990830)STONE BLANCO X 340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1302,RUST OLEUM( 284317) PEEL COAT ROSA MATE,26135.48,182,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(,0.4,,Producto RUST OLEUM( 284317) PEEL COAT ROSA MATE (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
703,RUST OLEUM(201017) 2X OCEANO BTE 340Cm3.,19479.62,421,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(201017),0.36,,Producto RUST OLEUM(201017) 2X OCEANO BTE 340Cm3. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
797,RUST OLEUM(249275) AUTO AMARILLO JOHN DEERE,28544.21,134,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(249275),0.31,,Producto RUST OLEUM(249275) AUTO AMARILLO JOHN DEERE (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
796,RUST OLEUM(249276) AUTO VERDE JOHN DEERE,28544.21,312,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(249276),0.32,,Producto RUST OLEUM(249276) AUTO VERDE JOHN DEERE (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1352,RUST OLEUM(262200) 2X BCO NAVAJO BTE 340Cm3,19479.62,26,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262200),0.36,,Producto RUST OLEUM(262200) 2X BCO NAVAJO BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1371,RUST OLEUM(272076) BRILL. LACA BLANCOX 312GR,26974.5,393,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(272076),0.16,,Producto RUST OLEUM(272076) BRILL. LACA BLANCOX 312GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1381,RUST OLEUM(313529) PEEL COAT REMOVIBLE NEGRO MATE,30747.45,454,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(313529),0.11,,Producto RUST OLEUM(313529) PEEL COAT REMOVIBLE NEGRO MATE (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1389,RUST OLEUM(313547)WHEEL LLANTAS NEG.MATE312GRS,20242.81,380,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(313547)WHEEL,0.36,,Producto RUST OLEUM(313547)WHEEL LLANTAS NEG.MATE312GRS (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1426,RUST OLEUM(313956) BONUS NEGRO BTE 425 cm3,21191.73,175,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(313956),0.23,,Producto RUST OLEUM(313956) BONUS NEGRO BTE 425 cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1396,RUST OLEUM(314095) STONE PIEDRA CREMA X 340GRS,26723.66,286,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(314095),0.37,,Producto RUST OLEUM(314095) STONE PIEDRA CREMA X 340GRS (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1466,RUST OLEUM(342646) ROJO CAMPESTRE 887 Cm3,14799.57,400,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(342646),0.14,,Producto RUST OLEUM(342646) ROJO CAMPESTRE 887 Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1467,RUST OLEUM(350483) AMARILLO AMANECER 887 Cm3,11099.67,155,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(350483),0.13,,Producto RUST OLEUM(350483) AMARILLO AMANECER 887 Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1468,RUST OLEUM(358361) TIZA ROSA INVIERNO 340 Cm3,17737.12,142,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(358361),0.22,,Producto RUST OLEUM(358361) TIZA ROSA INVIERNO 340 Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1482,RUST OLEUM(358864) MOTOR NEGRO BRILL X 340 GRS.,25645.19,52,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(358864),0.23,,Producto RUST OLEUM(358864) MOTOR NEGRO BRILL X 340 GRS. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1260,"RUST(7779) Esm.Convert. Negro Brill X 0,946",28817.22,149,1,unidad,unidad,categoria_1,,,,RUST(7779)|RUST(7779) Esm.Convert.,0.12,,"Producto RUST(7779) Esm.Convert. Negro Brill X 0,946 (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
1259,"RUST(7792) Esm.Convert. Blanco Brill X 0,946",28817.22,375,1,unidad,unidad,categoria_1,,,,RUST(7792)|RUST(7792) Esm.Convert.,0.24,,"Producto RUST(7792) Esm.Convert. Blanco Brill X 0,946 (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
1246,RUST OLEUM (2720731) METALICO PLATA X 340 (INT.),24132.02,130,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.24,,Producto RUST OLEUM (2720731) METALICO PLATA X 340 (INT.) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1309,RUST OLEUM(322648)ULT.IMPRI.ANT.AGu GRIS MAT 946,13534.88,25,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(322648)ULT.IMPRI.ANT.AGu,0.34,,Producto RUST OLEUM(322648)ULT.IMPRI.ANT.AGu GRIS MAT 946 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1473,RUST OLEUM(351537) METAL PROT.TURQUE CLA.BR. 340,18810.99,34,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(351537),0.34,,Producto RUST OLEUM(351537) METAL PROT.TURQUE CLA.BR. 340 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1255,AERO.(272073) MP METALICO PLATA x 312 G.(INT/EXT),24132.02,178,1,unidad,unidad,categoria_1,,,,AERO.(272073)|AERO.(272073) MP,0.31,,Producto AERO.(272073) MP METALICO PLATA x 312 G.(INT/EXT) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1258,RUST OLEUM (272090) Ant.Blanco Mate X 340 gr.,21191.73,49,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.23,,Producto RUST OLEUM (272090) Ant.Blanco Mate X 340 gr. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1193,RUST OLEUM (272128) FLUOR ROJO-NARANJA BTE 340Cm3,26974.5,242,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.38,,Producto RUST OLEUM (272128) FLUOR ROJO-NARANJA BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1194,RUST OLEUM (272130) FLUOR VERDE BTE 312Cm3,26974.5,12,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.24,,Producto RUST OLEUM (272130) FLUOR VERDE BTE 312Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1196,RUST OLEUM (272132) FLUOR ROSA 340Cm3,26974.5,252,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.3,,Producto RUST OLEUM (272132) FLUOR ROSA 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1197,RUST OLEUM (272133) FLUOR AMARILLO 340 Cm3,26974.5,317,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.38,,Producto RUST OLEUM (272133) FLUOR AMARILLO 340 Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1576,RUST OLEUM (280129) US AGRO AMARIL.J DEERE X 340G,23534.0,327,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.38,,Producto RUST OLEUM (280129) US AGRO AMARIL.J DEERE X 340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
831,RUST OLEUM (352644) METALICO CROMO X 312 GR,24132.02,327,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.28,,Producto RUST OLEUM (352644) METALICO CROMO X 312 GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
704,RUST OLEUM (358880) MARTILLADO PLATA X 340 GRS.,25975.44,295,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.3,,Producto RUST OLEUM (358880) MARTILLADO PLATA X 340 GRS. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
705,RUST OLEUM (358881)MARTILLADO NEGRO X 340 GRS.,25975.44,239,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.34,,Producto RUST OLEUM (358881)MARTILLADO NEGRO X 340 GRS. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1180,RUST OLEUM (358918) ALTA TEMP. PLATA X 340 GR,29755.15,357,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.32,,Producto RUST OLEUM (358918) ALTA TEMP. PLATA X 340 GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
745,RUST OLEUM (358920) ALTA TEMP. BLANCO X 340 GR,29755.15,39,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.17,,Producto RUST OLEUM (358920) ALTA TEMP. BLANCO X 340 GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1645,RUST OLEUM (7751830) ALTA TEMP. BLANCO MATE X 340,29755.15,430,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.3,,Producto RUST OLEUM (7751830) ALTA TEMP. BLANCO MATE X 340 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1490,RUST OLEUM AERO CALIPER ROJO BRILL.340 GR 313516,20194.06,326,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.3,,Producto RUST OLEUM AERO CALIPER ROJO BRILL.340 GR 313516 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1181,RUST OLEUM ALTA TEMP.NEGRO MATE X340 GRS,29755.15,12,340,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.27,,Producto RUST OLEUM ALTA TEMP.NEGRO MATE X340 GRS (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1476,RUST OLEUM CALIPER NEGRO BRILL. 482º 340 GR 358862,20194.06,99,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.11,,Producto RUST OLEUM CALIPER NEGRO BRILL. 482º 340 GR 358862 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
785,RUST OLEUM(262097) 2X NEGRO BTE 340Cm3,19479.62,373,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262097),0.33,,Producto RUST OLEUM(262097) 2X NEGRO BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
782,RUST OLEUM(262098) 2X BLANCO BTE 340cm3,19479.62,286,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262098),0.31,,Producto RUST OLEUM(262098) 2X BLANCO BTE 340cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
794,RUST OLEUM(262099) 2X NEGRO SEMI-BTE 340Cm3,19479.62,111,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262099),0.29,,Producto RUST OLEUM(262099) 2X NEGRO SEMI-BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1227,RUST OLEUM(262150) 2X NEGRO MATE 340Cm3,19479.62,385,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262150),0.38,,Producto RUST OLEUM(262150) 2X NEGRO MATE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
791,RUST OLEUM(262151) 2X ROJO MANZANA BTE 340cm3,19479.62,14,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262151),0.16,,Producto RUST OLEUM(262151) 2X ROJO MANZANA BTE 340cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
783,RUST OLEUM(262152) 2X BLANCO MATE 340Cm3,19479.62,358,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262152),0.24,,Producto RUST OLEUM(262152) 2X BLANCO MATE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
777,RUST OLEUM(262153) 2X MARRON BTE 340 Cm3,19479.62,74,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262153),0.15,,Producto RUST OLEUM(262153) 2X MARRON BTE 340 Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
875,RUST OLEUM(262154) 2X TRANSPARENTE BTE X340G,19479.62,433,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262154),0.3,,Producto RUST OLEUM(262154) 2X TRANSPARENTE BTE X340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
722,RUST OLEUM(262155) 2X BLANCO SEMI BTE 340Cm3,19479.62,434,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262155),0.31,,Producto RUST OLEUM(262155) 2X BLANCO SEMI BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
793,RUST OLEUM(262156) 2X AZUL BTE 340Cm3,19479.62,180,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262156),0.11,,Producto RUST OLEUM(262156) 2X AZUL BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
865,RUST OLEUM(262158) 2X AMARILLO SOL BTE 340Cm3,19479.62,493,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262158),0.27,,Producto RUST OLEUM(262158) 2X AMARILLO SOL BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
790,RUST OLEUM(262160) 2X ROSA INTENSO BTE 340Cm3,19479.62,31,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262160),0.38,,Producto RUST OLEUM(262160) 2X ROSA INTENSO BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
833,RUST OLEUM(262161) 2X NARANJA BTE 340cM3,19479.62,406,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262161),0.38,,Producto RUST OLEUM(262161) 2X NARANJA BTE 340cM3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
788,RUST OLEUM(262162) 2X VERDE LIMA BTE 340Cm3,19479.62,96,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262162),0.26,,Producto RUST OLEUM(262162) 2X VERDE LIMA BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1439,RUST OLEUM(262164) 2X CAFE SATIN 340cm3,19479.62,294,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262164),0.25,,Producto RUST OLEUM(262164) 2X CAFE SATIN 340cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
789,RUST OLEUM(262165) 2X AZUL PROFUNDO BTE 340Cm3,19479.62,93,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262165),0.31,,Producto RUST OLEUM(262165) 2X AZUL PROFUNDO BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
780,RUST OLEUM(262166) 2X VERDE CLARO BTE 340Cm3,19479.62,352,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262166),0.34,,Producto RUST OLEUM(262166) 2X VERDE CLARO BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1351,RUST OLEUM(262168) 2X AZUL MARINO BTE 340Cm3,19479.62,403,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262168),0.29,,Producto RUST OLEUM(262168) 2X AZUL MARINO BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1350,RUST OLEUM(262169) 2X MARFIL BTE 340Cm3,21173.97,16,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262169),0.35,,Producto RUST OLEUM(262169) 2X MARFIL BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1178,RUST OLEUM(262170) 2X PROTEC TRASP SEMI BTE 340Cm3,19479.62,314,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262170),0.2,,Producto RUST OLEUM(262170) 2X PROTEC TRASP SEMI BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
795,RUST OLEUM(262172) 2X UVA 340Cm3,21173.97,375,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262172),0.18,,Producto RUST OLEUM(262172) 2X UVA 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
767,RUST OLEUM(262173) 2X GRIS OSCURO BTE 340Cm3,19479.62,232,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262173),0.28,,Producto RUST OLEUM(262173) 2X GRIS OSCURO BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1456,RUST OLEUM(262174) 2X VERDE OSCURO BRI 340 G,19479.62,55,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262174),0.28,,Producto RUST OLEUM(262174) 2X VERDE OSCURO BRI 340 G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
784,RUST OLEUM(262175)2XBRILL. G. INVIERNO X340,19479.62,230,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262175)2XBRILL.,0.13,,Producto RUST OLEUM(262175)2XBRILL. G. INVIERNO X340 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
867,RUST OLEUM(262190) 2X AMARILLO ORO BTE 340Cm3,19479.62,224,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262190),0.25,,Producto RUST OLEUM(262190) 2X AMARILLO ORO BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
821,RUST OLEUM(262191) 2X ROSA CLARO BTE 340Cm3,19479.62,165,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262191),0.38,,Producto RUST OLEUM(262191) 2X ROSA CLARO BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
781,RUST OLEUM(272049)FROSTED GLASS ESMERILADO 312cm3,24132.02,59,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(272049)FROSTED,0.29,,Producto RUST OLEUM(272049)FROSTED GLASS ESMERILADO 312cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
700,RUST OLEUM(272057) EPOXI BLANCO X 340 GRS.,25698.62,42,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(272057),0.13,,Producto RUST OLEUM(272057) EPOXI BLANCO X 340 GRS. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
701,RUST OLEUM(272058) EPOXI NEGRO X 340 GRS.,25698.62,357,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(272058),0.34,,Producto RUST OLEUM(272058) EPOXI NEGRO X 340 GRS. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
869,RUST OLEUM(272063)EPOXI BTE ACERO INOX. X340G,26901.48,216,340,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(272063)EPOXI,0.31,,Producto RUST OLEUM(272063)EPOXI BTE ACERO INOX. X340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1184,RUST OLEUM(272091) IMPRIMANTE ANTIOXIDO X 340 GR,19507.39,189,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(272091),0.2,,Producto RUST OLEUM(272091) IMPRIMANTE ANTIOXIDO X 340 GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
710,RUST OLEUM(272126)COMP.GALVANIZADO EN FRIO X454GS.,31305.43,15,454,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(272126)COMP.GALVANIZADO,0.21,,Producto RUST OLEUM(272126)COMP.GALVANIZADO EN FRIO X454GS. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
778,RUST OLEUM(279247) 2X TURQUEZA BTE 340Cm3,19479.62,452,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(279247),0.28,,Producto RUST OLEUM(279247) 2X TURQUEZA BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1354,RUST OLEUM(292323) 2X CORAL BTE 340Cm3,21173.97,231,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(292323),0.39,,Producto RUST OLEUM(292323) 2X CORAL BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1313,RUST OLEUM(314097) STONE PIEDRA GRIS X 340GR,26723.66,415,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(314097),0.27,,Producto RUST OLEUM(314097) STONE PIEDRA GRIS X 340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1464,RUST OLEUM(337476) 2X VERDE PRIMAVERA 340Cm3,19479.62,226,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(337476),0.28,,Producto RUST OLEUM(337476) 2X VERDE PRIMAVERA 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1287,RUST OLEUM(358902) 2X MAGENTA SATINADO 340Cm3,19479.62,252,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(358902),0.16,,Producto RUST OLEUM(358902) 2X MAGENTA SATINADO 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1370,RUST OLEUM(358909) 2X ALUMINIO MET 312G,19479.62,445,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(358909),0.27,,Producto RUST OLEUM(358909) 2X ALUMINIO MET 312G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
792,RUST OLEUM(358910) 2X TRANSPARENTE MATE,19479.62,215,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(358910),0.21,,Producto RUST OLEUM(358910) 2X TRANSPARENTE MATE (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1489,RUST OLEUM(J2850812) BLANCO BRILLANTE X 283 GRS.,9489.44,343,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(J2850812),0.32,,Producto RUST OLEUM(J2850812) BLANCO BRILLANTE X 283 GRS. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1481,RUST OLEUM(J2851812) NEGRO BRILLANTE X 283 GRS.,9489.44,428,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(J2851812),0.26,,Producto RUST OLEUM(J2851812) NEGRO BRILLANTE X 283 GRS. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1319,RUST-OLEUM(358903) 2X GRANITO SATINADO AER. 340 GR,19479.62,234,2,unidad,unidad,categoria_1,,,,RUST-OLEUM(358903)|RUST-OLEUM(358903) 2X,0.18,,Producto RUST-OLEUM(358903) 2X GRANITO SATINADO AER. 340 GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
3017,"ANGULO PERIMETRAL 15/16"" 3.05MT(4243144)3015003503",2965.47,106,1,unidad,unidad,categoria_1,,,,ANGULO|ANGULO PERIMETRAL,0.39,,"Producto ANGULO PERIMETRAL 15/16"" 3.05MT(4243144)3015003503 (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
3030,BOLSA TACO FISHER (BOLSA 500),32018.8,465,1,unidad,unidad,categoria_1,,,,BOLSA|BOLSA TACO,0.2,,Producto BOLSA TACO FISHER (BOLSA 500) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
3011,"LARGUERO 15/16"" 3.66MTS (3015001505)",5719.42,296,1,unidad,unidad,categoria_1,,,,"LARGUERO|LARGUERO 15/16""",0.31,,"Producto LARGUERO 15/16"" 3.66MTS (3015001505) (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
3024,PERFILES - CANTONERA (Cod. 7006)0510031203,2769.38,84,1,unidad,unidad,categoria_1,,,,PERFILES|PERFILES -,0.26,,Producto PERFILES - CANTONERA (Cod. 7006)0510031203 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
3016,PERFILES - MONTANTE 35 MM (Cod. 7003)0501034301,4714.08,27,1,unidad,unidad,categoria_1,,,,PERFILES|PERFILES -,0.26,,Producto PERFILES - MONTANTE 35 MM (Cod. 7003)0501034301 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
3018,PERFILES - MONTANTE 70 MM (Cod. 7009)0501069301,6288.69,358,1,unidad,unidad,categoria_1,,,,PERFILES|PERFILES -,0.29,,Producto PERFILES - MONTANTE 70 MM (Cod. 7009)0501069301 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
3026,PERFILES - OMEGA (Cod. 7005)0515125201,4438.95,270,1,unidad,unidad,categoria_1,,,,PERFILES|PERFILES -,0.31,,Producto PERFILES - OMEGA (Cod. 7005)0515125201 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
3020,PERFILES - SOLERA 35 MM (Cod. 7004)0505035301,4108.45,438,1,unidad,unidad,categoria_1,,,,PERFILES|PERFILES -,0.37,,Producto PERFILES - SOLERA 35 MM (Cod. 7004)0505035301 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
3022,PERFILES - SOLERA 70 MM (Cod. 7002)0505070301,5594.49,228,1,unidad,unidad,categoria_1,,,,PERFILES|PERFILES -,0.25,,Producto PERFILES - SOLERA 70 MM (Cod. 7002)0505070301 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
3028,PERFILES -ANGULO DE AJUSTE (Cod. 7008)0520025202,1731.77,263,1,unidad,unidad,categoria_1,,,,PERFILES|PERFILES -ANGULO,0.3,,Producto PERFILES -ANGULO DE AJUSTE (Cod. 7008)0520025202 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
3062,"Tel hex T1 C/arandela vulc 14x1 1/2""",179.562,166,14,unidad,unidad,categoria_1,,,,Tel|Tel hex,0.11,,"Producto Tel hex T1 C/arandela vulc 14x1 1/2"" (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
3029,"TORNILLO FIJADOR 10X1 1/2"" (CAJA 1.000)1210999601",62.2046,313,10,unidad,unidad,categoria_1,,,,TORNILLO|TORNILLO FIJADOR,0.37,,"Producto TORNILLO FIJADOR 10X1 1/2"" (CAJA 1.000)1210999601 (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
3021,"TORNILLO T1 AGUJA 8X9/16"" (CAJA 10.000)1210001506",27.8518,32,8,unidad,unidad,categoria_1,,,,TORNILLO|TORNILLO T1,0.22,,"Producto TORNILLO T1 AGUJA 8X9/16"" (CAJA 10.000)1210001506 (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
3052,"TORNILLO T1 MECHA 10X3/3"" (CAJA 6000)1210002503",78.4097,456,10,unidad,unidad,categoria_1,,,,TORNILLO|TORNILLO T1,0.37,,"Producto TORNILLO T1 MECHA 10X3/3"" (CAJA 6000)1210002503 (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
3023,"TORNILLO T1 MECHA 8X9/16"" (CAJA 10.000)1210002501",30.3467,327,8,unidad,unidad,categoria_1,,,,TORNILLO|TORNILLO T1,0.2,,"Producto TORNILLO T1 MECHA 8X9/16"" (CAJA 10.000)1210002501 (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
3019,"TORNILLO T2 AGUJA 6X1"" (CAJA 10.000)1210001502",15.6423,460,6,unidad,unidad,categoria_1,,,,TORNILLO|TORNILLO T2,0.13,,"Producto TORNILLO T2 AGUJA 6X1"" (CAJA 10.000)1210001502 (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
