product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
AFVA0031,Carbon x 4 Kg,4400.0,0,1,unidad,unidad,Leña - Carbon,,,,Carbon x 4 Kg|AFVA0031,0.32,0.0,Carbon x 4 Kg. Producto de Leña - Carbon en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Leña - Carbon
AFVA0100,Iniciador de Fuego Penicas x 9un,2100.0,0,9,unidad,unidad,Kamado & Accesorios Para El Asado,,,,Iniciador de Fuego Penicas x 9un|AFVA0100,0.23,0.0,Iniciador de Fuego Penicas x 9un. Producto de Kamado & Accesorios Para El Asado en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Kamado & Accesorios Para El Asado
AFVA0165,luigi bosca de sangre malbec x 750ml,18400.0,11,1,unidad,unidad,Bodega,,,,luigi bosca de sangre malbec x 750ml|AFVA0165,0.2,0.0,luigi bosca de sangre malbec x 750ml. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
AFVA0206,Maderita iniciadoras de fuego,2100.0,9,1,unidad,unidad,Ventas,,,,Maderita iniciadoras de fuego|AFVA0206,0.2,0.0,Maderita iniciadoras de fuego. Producto de Ventas en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Ventas
AFWKY007,Whisky J. Walker Black x 750cc,57200.0,5,1,unidad,unidad,Destilados,,,,Whisky J. Walker Black x 750cc|AFWKY007,0.85,0.0,Whisky J. Walker Black x 750cc. Producto de Destilados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Destilados
AFWKY009,Whisky J. Walker Red x 750cc,31700.0,4,1,unidad,unidad,Destilados,,,,Whisky J. Walker Red x 750cc|AFWKY009,0.85,0.0,Whisky J. Walker Red x 750cc. Producto de Destilados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Destilados
DELI0034,Pizza Especial Luco,12000.0,3,1,unidad,unidad,Al Fuego,,,,Pizza Especial Luco|DELI0034,0.89,0.0,Pizza Especial Luco. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
DELI0035,Pizza 4 quesos Luco,12000.0,3,1,unidad,unidad,Al Fuego,,,,Pizza 4 quesos Luco|DELI0035,0.89,0.0,Pizza 4 quesos Luco. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
DELI0036,Pizza Fugazzetta Luco,12000.0,3,1,unidad,unidad,Al Fuego,,,,Pizza Fugazzetta Luco|DELI0036,0.89,0.0,Pizza Fugazzetta Luco. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
DELI0037,Pizza Muzzarella Luco,11500.0,3,1,unidad,unidad,Al Fuego,,,,Pizza Muzzarella Luco|DELI0037,0.89,0.0,Pizza Muzzarella Luco. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
DELI0038,Sorrentinos Premium Molleja al verdeo,18900.0,1,1,unidad,unidad,Al Fuego,,,,Sorrentinos Premium Molleja al verdeo|DELI0038,0.86,0.0,Sorrentinos Premium Molleja al verdeo. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
DELI0039,Sorrentinos premium camarones al limón,16100.0,2,1,unidad,unidad,Al Fuego,,,,Sorrentinos premium camarones al limón|DELI0039,0.86,0.0,Sorrentinos premium camarones al limón. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
DELI0040,Sorrentinos premium salmón al limón,16100.0,2,1,unidad,unidad,Al Fuego,,,,Sorrentinos premium salmón al limón|DELI0040,0.86,0.0,Sorrentinos premium salmón al limón. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
VACO0001,Salame RE envasado al vacío,69650.0,2,1,unidad,unidad,Lacteos,,,,Salame RE envasado al vacío|VACO0001,0.87,0.0,Salame RE envasado al vacío. Producto de Lacteos en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Lacteos
VACO0002,Mix Mariscos surtidosFazzio,32700.0,4,1,unidad,unidad,Pescados,,,,Mix Mariscos surtidosFazzio|VACO0002,0.18,0.0,Mix Mariscos surtidosFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0003,RabasFazzio,35200.0,6,1,unidad,unidad,Pescados,,,,RabasFazzio|VACO0003,0.13,0.0,RabasFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0004,CalamaretesFazzio,25200.0,1,1,unidad,unidad,Pescados,,,,CalamaretesFazzio|VACO0004,0.33,0.0,CalamaretesFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0005,Langostinos peladosFazzio,37800.0,5,1,unidad,unidad,Pescados,,,,Langostinos peladosFazzio|VACO0005,0.22,0.0,Langostinos peladosFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0006,Mejillones peladosFazzio,17600.0,3,1,unidad,unidad,Pescados,,,,Mejillones peladosFazzio|VACO0006,0.19,0.0,Mejillones peladosFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0007,Camarones peladosFazzio,32700.0,4,1,unidad,unidad,Pescados,,,,Camarones peladosFazzio|VACO0007,0.33,0.0,Camarones peladosFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0008,Filet de merluza Fazzio,17640.0,4,1,unidad,unidad,Pescados,,,,Filet de merluza Fazzio|VACO0008,0.92,0.0,Filet de merluza Fazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0009,Rodajas de surubíFazzio,25200.0,2,1,unidad,unidad,Pescados,,,,Rodajas de surubíFazzio|VACO0009,0.13,0.0,Rodajas de surubíFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0011,Filet galloFazzio,17640.0,2,1,unidad,unidad,Pescados,,,,Filet galloFazzio|VACO0011,0.92,0.0,Filet galloFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0012,Combo paellaFazzio,49100.0,2,1,unidad,unidad,Pescados,,,,Combo paellaFazzio|VACO0012,0.3,0.0,Combo paellaFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0013,Caja empanada mariscoFazzio,30200.0,3,1,unidad,unidad,Pescados,,,,Caja empanada mariscoFazzio|VACO0013,0.33,0.0,Caja empanada mariscoFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0014,Caja empanada pescadoFazzio,30200.0,7,1,unidad,unidad,Pescados,,,,Caja empanada pescadoFazzio|VACO0014,0.33,0.0,Caja empanada pescadoFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0015,Paella cocinadaFazzio,27700.0,1,1,unidad,unidad,Pescados,,,,Paella cocinadaFazzio|VACO0015,0.16,0.0,Paella cocinadaFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0016,Cazuela de mariscos cocinadaFazzio,37800.0,1,1,unidad,unidad,Pescados,,,,Cazuela de mariscos cocinadaFazzio|VACO0016,0.32,0.0,Cazuela de mariscos cocinadaFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0017,Canelones de mariscoFazzio,44100.0,2,1,unidad,unidad,Pescados,,,,Canelones de mariscoFazzio|VACO0017,0.32,0.0,Canelones de mariscoFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0018,Pack Brochettes de salmónFazzio,30240.0,1,1,unidad,unidad,Pescados,,,,Pack Brochettes de salmónFazzio|VACO0018,0.16,0.0,Pack Brochettes de salmónFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0019,Milanesas de merluzaFazzio,20160.0,5,1,unidad,unidad,Pescados,,,,Milanesas de merluzaFazzio|VACO0019,0.19,0.0,Milanesas de merluzaFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0020,Milanesas de pollloFazzio,18200.0,4,1,unidad,unidad,Pescados,,,,Milanesas de pollloFazzio|VACO0020,0.18,0.0,Milanesas de pollloFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0021,Filet salmónFazzio,77200.0,9,1,unidad,unidad,Pescados,,,,Filet salmónFazzio|VACO0021,0.92,0.0,Filet salmónFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0022,Filet trucha despinadaFazzio,35280.0,1,1,unidad,unidad,Pescados,,,,Filet trucha despinadaFazzio|VACO0022,0.92,0.0,Filet trucha despinadaFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0023,Arrollados de pollo FazzioFazzio,16800.0,2,1,unidad,unidad,Pescados,,,,Arrollados de pollo FazzioFazzio|VACO0023,0.36,0.0,Arrollados de pollo FazzioFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0024,Atún rojoFazzio,56700.0,3,1,unidad,unidad,Pescados,,,,Atún rojoFazzio|VACO0024,0.35,0.0,Atún rojoFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0025,Milanesas de merluza finas hierbasFazzio,19600.0,2,1,unidad,unidad,Pescados,,,,Milanesas de merluza finas hierbasFazzio|VACO0025,0.19,0.0,Milanesas de merluza finas hierbasFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0026,Salmón blancoFazzio,22600.0,1,1,unidad,unidad,Pescados,,,,Salmón blancoFazzio|VACO0026,0.13,0.0,Salmón blancoFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0027,KanikamaFazzio,30200.0,2,1,unidad,unidad,Pescados,,,,KanikamaFazzio|VACO0027,0.22,0.0,KanikamaFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0028,Sobres salmón ahumadoFazzio,12300.0,1,1,unidad,unidad,Pescados,,,,Sobres salmón ahumadoFazzio|VACO0028,0.12,0.0,Sobres salmón ahumadoFazzio. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0029,Coca cola vidrio 237ml,2000.0,24,1,unidad,unidad,Pescados,,,,Coca cola vidrio 237ml|VACO0029,0.93,0.0,Coca cola vidrio 237ml. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0030,Lata HeinekeN,3800.0,13,1,unidad,unidad,Pescados,,,,Lata HeinekeN|VACO0030,0.21,0.0,Lata HeinekeN. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0031,Monjita Heineken,3700.0,37,1,unidad,unidad,Pescados,,,,Monjita Heineken|VACO0031,0.9,0.0,Monjita Heineken. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0032,Lata Blue Moon,4000.0,17,1,unidad,unidad,Pescados,,,,Lata Blue Moon|VACO0032,0.22,0.0,Lata Blue Moon. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0033,Monjita Blue Moon,4760.0,60,1,unidad,unidad,Pescados,,,,Monjita Blue Moon|VACO0033,0.9,0.0,Monjita Blue Moon. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0034,Agua Villavicencio 500ml,1900.0,12,1,unidad,unidad,Pescados,,,,Agua Villavicencio 500ml|VACO0034,0.37,0.0,Agua Villavicencio 500ml. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0035,Agua Villavicencio 1.5 L,2500.0,20,1,unidad,unidad,Pescados,,,,Agua Villavicencio 1.5 L|VACO0035,0.37,0.0,Agua Villavicencio 1.5 L. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0036,Monjita Imperial golden,2600.0,28,1,unidad,unidad,Pescados,,,,Monjita Imperial golden|VACO0036,0.9,0.0,Monjita Imperial golden. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0037,Heineken Litro,6520.0,14,1,unidad,unidad,Pescados,,,,Heineken Litro|VACO0037,0.24,0.0,Heineken Litro. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0038,Bandeja servir asado 50x25El Mansero,30000.0,3,50,unidad,unidad,Pescados,,,,Bandeja servir asado 50x25El Mansero|VACO0038,0.35,0.0,Bandeja servir asado 50x25El Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0039,Tabla picada 60x15El Mansero,25000.0,3,60,unidad,unidad,Pescados,,,,Tabla picada 60x15El Mansero|VACO0039,0.85,0.0,Tabla picada 60x15El Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0040,Bandeja servir asado 42x20El Mansero,18400.0,4,42,unidad,unidad,Pescados,,,,Bandeja servir asado 42x20El Mansero|VACO0040,0.35,0.0,Bandeja servir asado 42x20El Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0042,Tabla 30x60 KiriEl Mansero,76200.0,4,30,unidad,unidad,Pescados,,,,Tabla 30x60 KiriEl Mansero|VACO0042,0.85,0.0,Tabla 30x60 KiriEl Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0043,Tabla 30x15El Mansero,26600.0,12,30,unidad,unidad,Pescados,,,,Tabla 30x15El Mansero|VACO0043,0.85,0.0,Tabla 30x15El Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0044,Tabla 20x30 guayubiraEl Mansero,33400.0,3,20,unidad,unidad,Pescados,,,,Tabla 20x30 guayubiraEl Mansero|VACO0044,0.86,0.0,Tabla 20x30 guayubiraEl Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0045,Planchetita con tapaEl Mansero,38000.0,3,1,unidad,unidad,Pescados,,,,Planchetita con tapaEl Mansero|VACO0045,0.14,0.0,Planchetita con tapaEl Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0049,Juego cuchillo y tenedorEl Mansero,28600.0,2,1,unidad,unidad,Pescados,,,,Juego cuchillo y tenedorEl Mansero|VACO0049,0.23,0.0,Juego cuchillo y tenedorEl Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0051,Hacha cheffEl Mansero,34800.0,1,1,unidad,unidad,Pescados,,,,Hacha cheffEl Mansero|VACO0051,0.25,0.0,Hacha cheffEl Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0052,Cuchillo n16El Mansero,36000.0,1,1,unidad,unidad,Pescados,,,,Cuchillo n16El Mansero|VACO0052,0.28,0.0,Cuchillo n16El Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0053,Set TramontinaEl Mansero,10000.0,2,1,unidad,unidad,Pescados,,,,Set TramontinaEl Mansero|VACO0053,0.86,0.0,Set TramontinaEl Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0055,Set cuchillo y tenedor n23El Mansero,42300.0,2,1,unidad,unidad,Pescados,,,,Set cuchillo y tenedor n23El Mansero|VACO0055,0.86,0.0,Set cuchillo y tenedor n23El Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0056,Set cuchillo y tenedor chicoEl Mansero,36500.0,2,1,unidad,unidad,Pescados,,,,Set cuchillo y tenedor chicoEl Mansero|VACO0056,0.86,0.0,Set cuchillo y tenedor chicoEl Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0057,SmasherEl Mansero (copia),15000.0,1,1,unidad,unidad,Pescados,,,,SmasherEl Mansero (copia)|VACO0057,0.12,0.0,SmasherEl Mansero (copia). Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0058,Grillero verduraEl Mansero,22200.0,1,1,unidad,unidad,Pescados,,,,Grillero verduraEl Mansero|VACO0058,0.25,0.0,Grillero verduraEl Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0059,Set parrilero pala y atizadorEl Mansero,10000.0,0,1,unidad,unidad,Pescados,,,,Set parrilero pala y atizadorEl Mansero|VACO0059,0.86,0.0,Set parrilero pala y atizadorEl Mansero. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0074,Provoleta de cabra Formagge,10000.0,5,1,unidad,unidad,Pescados,,,,Provoleta de cabra Formagge|VACO0074,0.89,0.0,Provoleta de cabra Formagge. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0075,Parmesano corazón de hormaFormagge,16200.0,2,1,unidad,unidad,Pescados,,,,Parmesano corazón de hormaFormagge|VACO0075,0.16,0.0,Parmesano corazón de hormaFormagge. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0076,Provolone parrileroFormagge,12300.0,0,1,unidad,unidad,Pescados,,,,Provolone parrileroFormagge|VACO0076,0.88,0.0,Provolone parrileroFormagge. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0077,Pizza envasada al vacío muzzarellaPIZZA NAPLES,12700.0,2,1,unidad,unidad,Pescados,,,,Pizza envasada al vacío muzzarellaPIZZA NAPLES|VACO0077,0.14,0.0,Pizza envasada al vacío muzzarellaPIZZA NAPLES. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0078,Pizza envasada al vacio fugazettaPIZZA NAPLES,12700.0,1,1,unidad,unidad,Pescados,,,,Pizza envasada al vacio fugazettaPIZZA NAPLES|VACO0078,0.14,0.0,"Pizza envasada al vacio fugazettaPIZZA NAPLES. Producto Al Fuego envasado al vacio, ideal para parrilla.",https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0079,Pizza envasada al vacío especial con jamónPIZZA NAPLES,13500.0,3,1,unidad,unidad,Pescados,,,,Pizza envasada al vacío especial con jamónPIZZA NAPLES|VACO0079,0.14,0.0,Pizza envasada al vacío especial con jamónPIZZA NAPLES. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0082,Ramazotti,8700.0,18,1,unidad,unidad,Bebidas Whisky,,,,Ramazotti|VACO0082,0.13,0.0,Ramazotti. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebidas Whisky
VACO0084,Fernet Branca,15400.0,11,1,unidad,unidad,Bebidas Whisky,,,,Fernet Branca|VACO0084,0.25,0.0,Fernet Branca. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebidas Whisky
VACO0085,Vodka Sky,10700.0,13,1,unidad,unidad,Bebidas Whisky,,,,Vodka Sky|VACO0085,0.1,0.0,Vodka Sky. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebidas Whisky
VACO0087,Whisky red label,10000.0,6,1,unidad,unidad,Bebidas Whisky,,,,Whisky red label|VACO0087,0.85,0.0,Whisky red label. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebidas Whisky
VACO0088,Whisky black label,10000.0,6,1,unidad,unidad,Bebidas Whisky,,,,Whisky black label|VACO0088,0.85,0.0,Whisky black label. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebidas Whisky
VACO0089,Whisky jack daniels,10000.0,6,1,unidad,unidad,Bebidas Whisky,,,,Whisky jack daniels|VACO0089,0.85,0.0,Whisky jack daniels. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebidas Whisky
VACO0090,Champagne las perdices brut nature,14100.0,6,1,unidad,unidad,Bebidas Whisky,,,,Champagne las perdices brut nature|VACO0090,0.31,0.0,Champagne las perdices brut nature. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebidas Whisky
VACO0091,Champagne Salentein Brut Nature,13600.0,11,1,unidad,unidad,Bebidas Whisky,,,,Champagne Salentein Brut Nature|VACO0091,0.31,0.0,Champagne Salentein Brut Nature. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebidas Whisky
VACO0092,Champagne Salentein Extra Brut,13600.0,4,1,unidad,unidad,Bebidas Whisky,,,,Champagne Salentein Extra Brut|VACO0092,0.31,0.0,Champagne Salentein Extra Brut. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebidas Whisky
VACO0100,SALAME PELADO (AL VACÍO)DON RAMON,51420.0,2,1,unidad,unidad,Lacteos,,,,SALAME PELADO (AL VACÍO)DON RAMON|VACO0100,0.87,0.0,SALAME PELADO (AL VACÍO)DON RAMON. Producto de Lacteos en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Lacteos
VACO0101,SALAME COCIDO (AL VACÍO)DON RAMON,44501.36,1,1,unidad,unidad,Lacteos,,,,SALAME COCIDO (AL VACÍO)DON RAMON|VACO0101,0.87,0.0,SALAME COCIDO (AL VACÍO)DON RAMON. Producto de Lacteos en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Lacteos
VACO0102,SALAME EN GRASA (AL VACÍO)DON RAMON,48044.99,1,1,unidad,unidad,Lacteos,,,,SALAME EN GRASA (AL VACÍO)DON RAMON|VACO0102,0.87,0.0,SALAME EN GRASA (AL VACÍO)DON RAMON. Producto de Lacteos en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Lacteos
VACO0103,BONDIOLA EN TROZO (AL VACÍO)DON RAMON,42852.15,1,1,unidad,unidad,Lacteos,,,,BONDIOLA EN TROZO (AL VACÍO)DON RAMON|VACO0103,0.34,0.0,BONDIOLA EN TROZO (AL VACÍO)DON RAMON. Producto de Lacteos en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Lacteos
VACO0104,BONDIOLA FETEADA (AL VACÍO)DON RAMON,47758.88,1,1,unidad,unidad,Lacteos,,,,BONDIOLA FETEADA (AL VACÍO)DON RAMON|VACO0104,0.34,0.0,BONDIOLA FETEADA (AL VACÍO)DON RAMON. Producto de Lacteos en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Lacteos
VACO0105,Saint Felicien Malbec,13500.0,19,1,unidad,unidad,Bodega,,,,Saint Felicien Malbec|VACO0105,0.88,0.0,Saint Felicien Malbec. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0107,Saint Felicien Cabernet Sauvignon,13500.0,9,1,unidad,unidad,Bodega,,,,Saint Felicien Cabernet Sauvignon|VACO0107,0.88,0.0,Saint Felicien Cabernet Sauvignon. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0108,Saint Felicien Cabernet Franc,13500.0,9,1,unidad,unidad,Bodega,,,,Saint Felicien Cabernet Franc|VACO0108,0.88,0.0,Saint Felicien Cabernet Franc. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0109,Saint Felicien Chardonnay,13500.0,5,1,unidad,unidad,Bodega,,,,Saint Felicien Chardonnay|VACO0109,0.88,0.0,Saint Felicien Chardonnay. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0110,DV Catena Malbec Malbec,25200.0,17,1,unidad,unidad,Bodega,,,,DV Catena Malbec Malbec|VACO0110,0.92,0.0,DV Catena Malbec Malbec. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
