product_code,lista_id,precio
VACO0114,lista-03-10off,19350.0
VACO0114,lista-04-15off,18275.0
VACO0115,lista-01-base,17800.0
VACO0115,lista-02-15up,20470.0
VACO0115,lista-03-10off,16020.0
VACO0115,lista-04-15off,15130.0
VACO0116,lista-01-base,20300.0
VACO0116,lista-02-15up,23345.0
VACO0116,lista-03-10off,18270.0
VACO0116,lista-04-15off,17255.0
VACO0117,lista-01-base,35700.0
VACO0117,lista-02-15up,41055.0
VACO0117,lista-03-10off,32130.0
VACO0117,lista-04-15off,30345.0
VACO0118,lista-01-base,35700.0
VACO0118,lista-02-15up,41055.0
VACO0118,lista-03-10off,32130.0
VACO0118,lista-04-15off,30345.0
VACO0119,lista-01-base,43000.0
VACO0119,lista-02-15up,49450.0
VACO0119,lista-03-10off,38700.0
VACO0119,lista-04-15off,36550.0
VACO0120,lista-01-base,39000.0
VACO0120,lista-02-15up,44850.0
VACO0120,lista-03-10off,35100.0
VACO0120,lista-04-15off,33150.0
VACO0121,lista-01-base,39000.0
VACO0121,lista-02-15up,44850.0
VACO0121,lista-03-10off,35100.0
VACO0121,lista-04-15off,33150.0
VACO0122,lista-01-base,23000.0
VACO0122,lista-02-15up,26450.0
VACO0122,lista-03-10off,20700.0
VACO0122,lista-04-15off,19550.0
VACO0123,lista-01-base,23000.0
VACO0123,lista-02-15up,26450.0
VACO0123,lista-03-10off,20700.0
VACO0123,lista-04-15off,19550.0
VACO0124,lista-01-base,20200.0
VACO0124,lista-02-15up,23230.0
VACO0124,lista-03-10off,18180.0
VACO0124,lista-04-15off,17170.0
VACO0125,lista-01-base,20200.0
VACO0125,lista-02-15up,23230.0
VACO0125,lista-03-10off,18180.0
VACO0125,lista-04-15off,17170.0
VACO0126,lista-01-base,20200.0
VACO0126,lista-02-15up,23230.0
VACO0126,lista-03-10off,18180.0
VACO0126,lista-04-15off,17170.0
VACO0127,lista-01-base,16600.0
VACO0127,lista-02-15up,19090.0
VACO0127,lista-03-10off,14940.0
VACO0127,lista-04-15off,14110.0
VACO0128,lista-01-base,25999.82
VACO0128,lista-02-15up,29899.79
VACO0128,lista-03-10off,23399.84
VACO0128,lista-04-15off,22099.85
VACO0129,lista-01-base,17900.0
VACO0129,lista-02-15up,20585.0
VACO0129,lista-03-10off,16110.0
VACO0129,lista-04-15off,15215.0
VACO0131,lista-01-base,17900.0
VACO0131,lista-02-15up,20585.0
VACO0131,lista-03-10off,16110.0
VACO0131,lista-04-15off,15215.0
VACO0132,lista-01-base,20800.0
VACO0132,lista-02-15up,23920.0
VACO0132,lista-03-10off,18720.0
VACO0132,lista-04-15off,17680.0
VACO0133,lista-01-base,22300.0
VACO0133,lista-02-15up,25645.0
VACO0133,lista-03-10off,20070.0
VACO0133,lista-04-15off,18955.0
VACO0134,lista-01-base,59000.0
VACO0134,lista-02-15up,67850.0
VACO0134,lista-03-10off,53100.0
VACO0134,lista-04-15off,50150.0
VACO0135,lista-01-base,105000.0
VACO0135,lista-02-15up,120750.0
VACO0135,lista-03-10off,94500.0
VACO0135,lista-04-15off,89250.0
VACO0136,lista-01-base,21280.0
VACO0136,lista-02-15up,24472.0
VACO0136,lista-03-10off,19152.0
VACO0136,lista-04-15off,18088.0
VACO0137,lista-01-base,21280.0
VACO0137,lista-02-15up,24472.0
VACO0137,lista-03-10off,19152.0
VACO0137,lista-04-15off,18088.0
VACO0138,lista-01-base,21280.0
VACO0138,lista-02-15up,24472.0
VACO0138,lista-03-10off,19152.0
VACO0138,lista-04-15off,18088.0
VACO0139,lista-01-base,52500.0
VACO0139,lista-02-15up,60375.0
VACO0139,lista-03-10off,47250.0
VACO0139,lista-04-15off,44625.0
VACO0140,lista-01-base,52500.0
VACO0140,lista-02-15up,60375.0
VACO0140,lista-03-10off,47250.0
VACO0140,lista-04-15off,44625.0
VACO0141,lista-01-base,10000.0
VACO0141,lista-02-15up,11500.0
VACO0141,lista-03-10off,9000.0
VACO0141,lista-04-15off,8500.0
VACO0142,lista-01-base,31600.0
VACO0142,lista-02-15up,36340.0
VACO0142,lista-03-10off,28440.0
VACO0142,lista-04-15off,26860.0
VACO0144,lista-01-base,31600.0
VACO0144,lista-02-15up,36340.0
VACO0144,lista-03-10off,28440.0
VACO0144,lista-04-15off,26860.0
VACO0145,lista-01-base,66700.0
VACO0145,lista-02-15up,76705.0
VACO0145,lista-03-10off,60030.0
VACO0145,lista-04-15off,56695.0
VACO0146,lista-01-base,66700.0
VACO0146,lista-02-15up,76705.0
VACO0146,lista-03-10off,60030.0
VACO0146,lista-04-15off,56695.0
VACO0147,lista-01-base,66700.0
VACO0147,lista-02-15up,76705.0
VACO0147,lista-03-10off,60030.0
VACO0147,lista-04-15off,56695.0
VACO0148,lista-01-base,66700.0
VACO0148,lista-02-15up,76705.0
VACO0148,lista-03-10off,60030.0
VACO0148,lista-04-15off,56695.0
VACO0149,lista-01-base,16300.0
VACO0149,lista-02-15up,18745.0
VACO0149,lista-03-10off,14670.0
VACO0149,lista-04-15off,13855.0
VACO0150,lista-01-base,19000.0
VACO0150,lista-02-15up,21850.0
VACO0150,lista-03-10off,17100.0
VACO0150,lista-04-15off,16150.0
VACO0151,lista-01-base,19000.0
VACO0151,lista-02-15up,21850.0
VACO0151,lista-03-10off,17100.0
VACO0151,lista-04-15off,16150.0
VACO0152,lista-01-base,19000.0
VACO0152,lista-02-15up,21850.0
VACO0152,lista-03-10off,17100.0
VACO0152,lista-04-15off,16150.0
VACO0153,lista-01-base,19000.0
VACO0153,lista-02-15up,21850.0
VACO0153,lista-03-10off,17100.0
VACO0153,lista-04-15off,16150.0
VACO0154,lista-01-base,19000.0
VACO0154,lista-02-15up,21850.0
VACO0154,lista-03-10off,17100.0
VACO0154,lista-04-15off,16150.0
VACO0155,lista-01-base,19000.0
VACO0155,lista-02-15up,21850.0
VACO0155,lista-03-10off,17100.0
VACO0155,lista-04-15off,16150.0
VACO0156,lista-01-base,33000.0
VACO0156,lista-02-15up,37950.0
VACO0156,lista-03-10off,29700.0
VACO0156,lista-04-15off,28050.0
VACO0158,lista-01-base,46400.0
VACO0158,lista-02-15up,53360.0
VACO0158,lista-03-10off,41760.0
VACO0158,lista-04-15off,39440.0
VACO0159,lista-01-base,16300.0
VACO0159,lista-02-15up,18745.0
VACO0159,lista-03-10off,14670.0
VACO0159,lista-04-15off,13855.0
VACO0160,lista-01-base,16300.0
VACO0160,lista-02-15up,18745.0
VACO0160,lista-03-10off,14670.0
VACO0160,lista-04-15off,13855.0
VACO0161,lista-01-base,16300.0
VACO0161,lista-02-15up,18745.0
VACO0161,lista-03-10off,14670.0
VACO0161,lista-04-15off,13855.0
VACO0162,lista-01-base,3400.0
VACO0162,lista-02-15up,3910.0
VACO0162,lista-03-10off,3060.0
VACO0162,lista-04-15off,2890.0
VACO0163,lista-01-base,3500.0
VACO0163,lista-02-15up,4025.0
VACO0163,lista-03-10off,3150.0
VACO0163,lista-04-15off,2975.0
VACO0164,lista-01-base,3000.0
VACO0164,lista-02-15up,3450.0
VACO0164,lista-03-10off,2700.0
VACO0164,lista-04-15off,2550.0
VACO0165,lista-01-base,5200.0
VACO0165,lista-02-15up,5980.0
VACO0165,lista-03-10off,4680.0
VACO0165,lista-04-15off,4420.0
VACO0166,lista-01-base,4500.0
VACO0166,lista-02-15up,5175.0
VACO0166,lista-03-10off,4050.0
VACO0166,lista-04-15off,3825.0
VACO0167,lista-01-base,4600.0
VACO0167,lista-02-15up,5290.0
VACO0167,lista-03-10off,4140.0
VACO0167,lista-04-15off,3910.0
VACO0168,lista-01-base,3400.0
VACO0168,lista-02-15up,3910.0
VACO0168,lista-03-10off,3060.0
VACO0168,lista-04-15off,2890.0
VACO0169,lista-01-base,7200.0
VACO0169,lista-02-15up,8280.0
VACO0169,lista-03-10off,6480.0
VACO0169,lista-04-15off,6120.0
VACO0170,lista-01-base,6900.0
VACO0170,lista-02-15up,7935.0
VACO0170,lista-03-10off,6210.0
VACO0170,lista-04-15off,5865.0
VACO0171,lista-01-base,5700.0
VACO0171,lista-02-15up,6555.0
VACO0171,lista-03-10off,5130.0
VACO0171,lista-04-15off,4845.0
VACO0172,lista-01-base,1600.0
VACO0172,lista-02-15up,1840.0
VACO0172,lista-03-10off,1440.0
VACO0172,lista-04-15off,1360.0
VACO0173,lista-01-base,1300.0
VACO0173,lista-02-15up,1495.0
VACO0173,lista-03-10off,1170.0
VACO0173,lista-04-15off,1105.0
VACO0174,lista-01-base,2500.0
VACO0174,lista-02-15up,2875.0
VACO0174,lista-03-10off,2250.0
VACO0174,lista-04-15off,2125.0
VACO0175,lista-01-base,6000.0
VACO0175,lista-02-15up,6900.0
VACO0175,lista-03-10off,5400.0
VACO0175,lista-04-15off,5100.0
VACO0176,lista-01-base,6000.0
VACO0176,lista-02-15up,6900.0
VACO0176,lista-03-10off,5400.0
VACO0176,lista-04-15off,5100.0
VACO0177,lista-01-base,3600.0
VACO0177,lista-02-15up,4140.0
VACO0177,lista-03-10off,3240.0
VACO0177,lista-04-15off,3060.0
VACO0178,lista-01-base,1600.0
VACO0178,lista-02-15up,1840.0
VACO0178,lista-03-10off,1440.0
VACO0178,lista-04-15off,1360.0
VACO0179,lista-01-base,1600.0
VACO0179,lista-02-15up,1840.0
VACO0179,lista-03-10off,1440.0
VACO0179,lista-04-15off,1360.0
VACO0181,lista-01-base,4600.0
VACO0181,lista-02-15up,5290.0
VACO0181,lista-03-10off,4140.0
VACO0181,lista-04-15off,3910.0
VACO0183,lista-01-base,8400.0
VACO0183,lista-02-15up,9660.0
VACO0183,lista-03-10off,7560.0
VACO0183,lista-04-15off,7140.0
VACO0185,lista-01-base,27800.0
VACO0185,lista-02-15up,31970.0
VACO0185,lista-03-10off,25020.0
VACO0185,lista-04-15off,23630.0
VACO0187,lista-01-base,34800.0
VACO0187,lista-02-15up,40020.0
VACO0187,lista-03-10off,31320.0
VACO0187,lista-04-15off,29580.0
VACO0188,lista-01-base,39000.0
VACO0188,lista-02-15up,44850.0
VACO0188,lista-03-10off,35100.0
VACO0188,lista-04-15off,33150.0
VACO0194,lista-01-base,55623.5
VACO0194,lista-02-15up,63967.02
VACO0194,lista-03-10off,50061.15
VACO0194,lista-04-15off,47279.98
VACO0195,lista-01-base,60476.15
VACO0195,lista-02-15up,69547.57
VACO0195,lista-03-10off,54428.54
VACO0195,lista-04-15off,51404.73
VACO0201,lista-01-base,7500.0
VACO0201,lista-02-15up,8625.0
VACO0201,lista-03-10off,6750.0
VACO0201,lista-04-15off,6375.0
VACO0203,lista-01-base,2050.0
VACO0203,lista-02-15up,2357.5
VACO0203,lista-03-10off,1845.0
VACO0203,lista-04-15off,1742.5
VACO0204,lista-01-base,2200.0
VACO0204,lista-02-15up,2530.0
VACO0204,lista-03-10off,1980.0
VACO0204,lista-04-15off,1870.0
VACO0205,lista-01-base,2200.0
VACO0205,lista-02-15up,2530.0
VACO0205,lista-03-10off,1980.0
VACO0205,lista-04-15off,1870.0
VACO0206,lista-01-base,5710.0
VACO0206,lista-02-15up,6566.5
VACO0206,lista-03-10off,5139.0
VACO0206,lista-04-15off,4853.5
VACO0207,lista-01-base,6000.0
VACO0207,lista-02-15up,6900.0
VACO0207,lista-03-10off,5400.0
VACO0207,lista-04-15off,5100.0
VACO0208,lista-01-base,4230.0
VACO0208,lista-02-15up,4864.5
VACO0208,lista-03-10off,3807.0
VACO0208,lista-04-15off,3595.5
VACO0209,lista-01-base,4230.0
VACO0209,lista-02-15up,4864.5
VACO0209,lista-03-10off,3807.0
VACO0209,lista-04-15off,3595.5
VACO0210,lista-01-base,1900.0
VACO0210,lista-02-15up,2185.0
VACO0210,lista-03-10off,1710.0
VACO0210,lista-04-15off,1615.0
VACO0211,lista-01-base,2300.0
VACO0211,lista-02-15up,2645.0
VACO0211,lista-03-10off,2070.0
VACO0211,lista-04-15off,1955.0
VACO0212,lista-01-base,4500.0
VACO0212,lista-02-15up,5175.0
VACO0212,lista-03-10off,4050.0
VACO0212,lista-04-15off,3825.0
VACO0213,lista-01-base,12500.0
VACO0213,lista-02-15up,14375.0
VACO0213,lista-03-10off,11250.0
VACO0213,lista-04-15off,10625.0
VACO0214,lista-01-base,6700.0
VACO0214,lista-02-15up,7705.0
VACO0214,lista-03-10off,6030.0
VACO0214,lista-04-15off,5695.0
VACO0215,lista-01-base,10200.0
VACO0215,lista-02-15up,11730.0
VACO0215,lista-03-10off,9180.0
VACO0215,lista-04-15off,8670.0
VACO0216,lista-01-base,9500.0
VACO0216,lista-02-15up,10925.0
VACO0216,lista-03-10off,8550.0
VACO0216,lista-04-15off,8075.0
VACO0217,lista-01-base,12600.0
VACO0217,lista-02-15up,14490.0
VACO0217,lista-03-10off,11340.0
VACO0217,lista-04-15off,10710.0
VACO0221,lista-01-base,16500.0
VACO0221,lista-02-15up,18975.0
VACO0221,lista-03-10off,14850.0
VACO0221,lista-04-15off,14025.0
VACO0222,lista-01-base,16500.0
VACO0222,lista-02-15up,18975.0
VACO0222,lista-03-10off,14850.0
VACO0222,lista-04-15off,14025.0
VACO0223,lista-01-base,7000.0
VACO0223,lista-02-15up,8050.0
VACO0223,lista-03-10off,6300.0
VACO0223,lista-04-15off,5950.0
VACO0227,lista-01-base,8500.0
VACO0227,lista-02-15up,9775.0
VACO0227,lista-03-10off,7650.0
VACO0227,lista-04-15off,7225.0
VACO0233,lista-01-base,30000.0
VACO0233,lista-02-15up,34500.0
VACO0233,lista-03-10off,27000.0
VACO0233,lista-04-15off,25500.0
VACO0234,lista-01-base,32000.0
VACO0234,lista-02-15up,36800.0
VACO0234,lista-03-10off,28800.0
VACO0234,lista-04-15off,27200.0
VACO0235,lista-01-base,20000.0
VACO0235,lista-02-15up,23000.0
VACO0235,lista-03-10off,18000.0
VACO0235,lista-04-15off,17000.0
VACO0236,lista-01-base,25000.0
VACO0236,lista-02-15up,28750.0
VACO0236,lista-03-10off,22500.0
VACO0236,lista-04-15off,21250.0
VAPA0023,lista-01-base,423000.0
VAPA0023,lista-02-15up,486450.0
VAPA0023,lista-03-10off,380700.0
VAPA0023,lista-04-15off,359550.0
VAPA0024,lista-01-base,330000.0
VAPA0024,lista-02-15up,379500.0
VAPA0024,lista-03-10off,297000.0
VAPA0024,lista-04-15off,280500.0
VAPA0025,lista-01-base,130000.0
VAPA0025,lista-02-15up,149500.0
VAPA0025,lista-03-10off,117000.0
VAPA0025,lista-04-15off,110500.0
VARI0007,lista-01-base,17600.0
VARI0007,lista-02-15up,20240.0
VARI0007,lista-03-10off,15840.0
VARI0007,lista-04-15off,14960.0
VARI0008,lista-01-base,11000.0
VARI0008,lista-02-15up,12650.0
VARI0008,lista-03-10off,9900.0
VARI0008,lista-04-15off,9350.0
VARI0009,lista-01-base,27200.0
VARI0009,lista-02-15up,31280.0
VARI0009,lista-03-10off,24480.0
VARI0009,lista-04-15off,23120.0
VARI0010,lista-01-base,4000.0
VARI0010,lista-02-15up,4600.0
VARI0010,lista-03-10off,3600.0
VARI0010,lista-04-15off,3400.0
VINO0171,lista-01-base,28700.0
VINO0171,lista-02-15up,33005.0
VINO0171,lista-03-10off,25830.0
VINO0171,lista-04-15off,24395.0
VINO0172,lista-01-base,33700.0
VINO0172,lista-02-15up,38755.0
VINO0172,lista-03-10off,30330.0
VINO0172,lista-04-15off,28645.0
VINO0173,lista-01-base,48400.0
VINO0173,lista-02-15up,55660.0
VINO0173,lista-03-10off,43560.0
VINO0173,lista-04-15off,41140.0
