product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
10114,TERMA LIMON PET 1.35L,1852.66,310,12,unidad,unidad,Bebidas,Amargos,Terma,1.35 L,TERMA LIMON PET 1.35L|10114|amargos|caja|bulto|unidad|caja x12|bulto x12|x12|Terma|caja terma|bulto terma|litro y medio|limon,0.68,0.60,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, limón.",,true,true,Sucursal Córdoba
10105,TERMA CITRUS CERO PET 1.35L,1852.66,310,12,unidad,unidad,Bebidas,Amargos,Terma,1.35 L,TERMA CITRUS CERO PET 1.35L|10105|amargos|caja|bulto|unidad|caja x12|bulto x12|x12|Terma|caja terma|bulto terma|litro y medio|citrus,0.68,0.60,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, citrus.",,true,true,Sucursal Córdoba
10043,DR LEMON 473ml VODKA 5º,1927.73,307,24,unidad,unidad,Bebidas,Ready to drink,Dr Lemon,473 ml,DR LEMON 473ml VODKA 5º|10043|ready to drink|caja|bulto|unidad|caja x24|bulto x24|x24|Dr Lemon|caja dr lemon|bulto dr lemon|lemon|473,0.67,0.59,"Bebida lista para tomar, marca Dr Lemon, 473 ml, caja x24, ready to drink.",,true,true,Sucursal Córdoba
10040,DR LEMON 1L VODKA 5º - Sin Tacc,3251.86,307,12,unidad,unidad,Bebidas,Ready to drink,Dr Lemon,1 L,DR LEMON 1L VODKA 5º - Sin Tacc|10040|ready to drink|caja|bulto|unidad|caja x12|bulto x12|x12|Dr Lemon|caja dr lemon|bulto dr lemon|lemon|vodka,0.67,0.59,"Bebida lista para tomar, marca Dr Lemon, 1 L, caja x12, ready to drink.",,true,true,Sucursal Córdoba
10044,DR LEMON 473ml LIMÓN 4º,1927.73,304,24,unidad,unidad,Bebidas,Ready to drink,Dr Lemon,473 ml,DR LEMON 473ml LIMÓN 4º|10044|ready to drink|caja|bulto|unidad|caja x24|bulto x24|x24|Dr Lemon|caja dr lemon|bulto dr lemon|lemon|473,0.66,0.58,"Bebida lista para tomar, marca Dr Lemon, 473 ml, caja x24, ready to drink.",,true,true,Sucursal Córdoba
10050,DR LEMON 1L LIMÓN 4% - Sin Tacc,3251.86,304,12,unidad,unidad,Bebidas,Ready to drink,Dr Lemon,1 L,DR LEMON 1L LIMÓN 4% - Sin Tacc|10050|ready to drink|caja|bulto|unidad|caja x12|bulto x12|x12|Dr Lemon|caja dr lemon|bulto dr lemon|lemon|limón,0.66,0.58,"Bebida lista para tomar, marca Dr Lemon, 1 L, caja x12, ready to drink.",,true,true,Sucursal Córdoba
10065,BACARDI CARTA BLANCA 980ml PT 40°,21488.57,304,12,unidad,unidad,Bebidas,Bebidas blancas,Bacardi,980 ml,BACARDI CARTA BLANCA 980ml PT 40°|10065|bebidas blancas|caja|bulto|unidad|caja x12|bulto x12|x12|Bacardi|caja bacardi|bulto bacardi|carta|blanca,0.66,0.58,"Ron, marca Bacardi, 980 ml, caja x12, bebidas blancas, carta blanca.",,true,true,Sucursal Córdoba
10077,VODKA NIKOV TRADICIONAL 1L,6304.88,302,6,unidad,unidad,Bebidas,Bebidas blancas,Nikov,1 L,VODKA NIKOV TRADICIONAL 1L|10077|bebidas blancas|caja|bulto|unidad|caja x6|bulto x6|x6|Nikov|caja nikov|bulto nikov|vodka|tradicional,0.65,0.57,"Vodka, marca Nikov, 1 L, caja x6, bebidas blancas, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
10069,JAMAICA 1L GOLD RUM,9557.55,302,8,unidad,unidad,Bebidas,Bebidas blancas,Jamaica,1 L,JAMAICA 1L GOLD RUM|10069|bebidas blancas|caja|bulto|unidad|caja x8|bulto x8|x8|Jamaica|caja jamaica|bulto jamaica|gold|rum,0.65,0.57,"Ron, marca Jamaica, 1 L, caja x8, bebidas blancas, gold.",,true,true,Sucursal Córdoba
10053,FERNET 1882 750ml,7705.10,299,6,unidad,unidad,Bebidas,Aperitivos,Fernet 1882,750 ml,FERNET 1882 750ml|10053|aperitivos|caja|bulto|unidad|caja x6|bulto x6|x6|Fernet 1882|caja fernet 1882|bulto fernet 1882|fernet|1882,0.64,0.56,"Fernet, marca Fernet 1882, 750 ml, caja x6, aperitivos, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
10054,FERNET 1882 450ml,6249.16,299,6,unidad,unidad,Bebidas,Aperitivos,Fernet 1882,450 ml,FERNET 1882 450ml|10054|aperitivos|caja|bulto|unidad|caja x6|bulto x6|x6|Fernet 1882|caja fernet 1882|bulto fernet 1882|fernet|1882,0.64,0.56,"Fernet, marca Fernet 1882, 450 ml, caja x6, aperitivos, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
10003,AMERICANO GANCIA 450ml 14°,4178.44,299,12,unidad,unidad,Bebidas,Aperitivos,Gancia,450 ml,AMERICANO GANCIA 450ml 14°|10003|aperitivos|caja|bulto|unidad|caja x12|bulto x12|x12|Gancia|caja gancia|bulto gancia|americano|450,0.64,0.56,"Aperitivo, marca Gancia, 450 ml, caja x12, aperitivos, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
10017,MARTINI 1L ROSSO,6273.60,296,12,unidad,unidad,Bebidas,Aperitivos,Martini,1 L,MARTINI 1L ROSSO|10017|aperitivos|caja|bulto|unidad|caja x12|bulto x12|x12|Martini|caja martini|bulto martini|rosso,0.63,0.55,"Aperitivo, marca Martini, 1 L, caja x12, aperitivos, rosso, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
10240,MI CHANCES MALBEC-CABERNET 750cc,5424.55,296,6,unidad,unidad,Bebidas,Vinos,Mi Chances,750 cc,MI CHANCES MALBEC-CABERNET 750cc|10240|vinos|caja|bulto|unidad|caja x6|bulto x6|x6|Mi Chances|caja mi chances|bulto mi chances|chances|malbec,0.63,0.55,"Vino, marca Mi Chances, 750 cc, caja x6, vinos, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
10056,FERNET 1882 473ml CON COLA,1674.75,293,24,unidad,unidad,Bebidas,Ready to drink,Fernet 1882,473 ml,FERNET 1882 473ml CON COLA|10056|ready to drink|caja|bulto|unidad|caja x24|bulto x24|x24|Fernet 1882|caja fernet 1882|bulto fernet 1882|fernet|1882,0.62,0.55,"Fernet, marca Fernet 1882, 473 ml, caja x24, ready to drink, con cola.",,true,true,Sucursal Córdoba
508,COCA COLA x 1.5 CC,1050.00,293,6,unidad,unidad,Bebidas,Gaseosas,Coca-Cola,1.5 L,COCA COLA x 1.5 CC|508|gaseosas|caja|bulto|unidad|caja x6|bulto x6|x6|Coca-Cola|caja coca-cola|bulto coca-cola|coca|cola,0.62,0.55,"Gaseosa, marca Coca-Cola, 1.5 L, caja x6, gaseosas, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
10132,SPRITE x 1.5 CC,1291.32,290,6,unidad,unidad,Bebidas,Gaseosas,Sprite,1.5 L,SPRITE x 1.5 CC|10132|gaseosas|caja|bulto|unidad|caja x6|bulto x6|x6|Sprite|caja sprite|bulto sprite,0.61,0.54,"Gaseosa, marca Sprite, 1.5 L, caja x6, gaseosas, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
11011,YM TARAGUI C/P 1/2 kg,2948.83,290,10,unidad,unidad,Almacén,Yerba mate,Taragüi,1/2 kg,YM TARAGUI C/P 1/2 kg|11011|yerba mate|caja|bulto|unidad|caja x10|bulto x10|x10|Taragüi|caja taragüi|bulto taragüi|yerba|medio kilo,0.61,0.54,"Yerba mate, marca Taragüi, 1/2 kg, caja x10, yerba mate.",,true,true,Sucursal Córdoba
11012,YM TARAGUI C/P 1 kg,5805.06,290,10,unidad,unidad,Almacén,Yerba mate,Taragüi,1 kg,YM TARAGUI C/P 1 kg|11012|yerba mate|caja|bulto|unidad|caja x10|bulto x10|x10|Taragüi|caja taragüi|bulto taragüi|yerba|taragui,0.61,0.54,"Yerba mate, marca Taragüi, 1 kg, caja x10, yerba mate.",,true,true,Sucursal Córdoba
11071,YM MAÑANITA BCP 1/2 kg,2948.83,288,10,unidad,unidad,Almacén,Yerba mate,Mañanita,1/2 kg,YM MAÑANITA BCP 1/2 kg|11071|yerba mate|caja|bulto|unidad|caja x10|bulto x10|x10|Mañanita|caja mañanita|bulto mañanita|yerba|medio kilo,0.60,0.53,"Yerba mate, marca Mañanita, 1/2 kg, caja x10, yerba mate.",,true,true,Sucursal Córdoba
18805,CHOCMAN BAÑO SEMIAMARGO 35 GR,700.12,288,18,unidad,unidad,Almacén,Chocolate,Chocman,35 g,CHOCMAN BAÑO SEMIAMARGO 35 GR|18805|chocolate|caja|bulto|unidad|caja x18|bulto x18|x18|Chocman|caja chocman|bulto chocman|baño|semiamargo,0.60,0.53,"Chocolate, marca Chocman, 35 g, caja x18, chocolate, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
18928,CHOCMAN COCO x 35G,700.12,285,18,unidad,unidad,Almacén,Chocolate,Chocman,35 g,CHOCMAN COCO x 35G|18928|chocolate|caja|bulto|unidad|caja x18|bulto x18|x18|Chocman|caja chocman|bulto chocman|coco|35g,0.59,0.52,"Chocolate, marca Chocman, 35 g, caja x18, chocolate, coco, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
18828,NUGATON LECHE X 27 GRS,764.33,285,288,unidad,unidad,Almacén,Chocolate,Nugaton,27 g,NUGATON LECHE X 27 GRS|18828|chocolate|caja|bulto|unidad|caja x288|bulto x288|x288|Nugaton|caja nugaton|bulto nugaton|leche|grs,0.59,0.52,"Chocolate, marca Nugaton, 27 g, caja x288, chocolate, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
11300,PRINGLES ORIGINAL x 104GR,4826.04,282,18,unidad,unidad,Almacén,Galletitas,Pringles,104 g,PRINGLES ORIGINAL x 104GR|11300|galletitas|caja|bulto|unidad|caja x18|bulto x18|x18|Pringles|caja pringles|bulto pringles|original|104gr,0.58,0.51,"Snack de papa, marca Pringles, 104 g, caja x18, galletitas.",,true,true,Sucursal Córdoba
1014,PILA AA X 2 DURACELL,2681.24,282,48,unidad,unidad,Almacén,Pilas,Duracell,Pila,PILA AA X 2 DURACELL|1014|pilas|caja|bulto|unidad|caja x48|bulto x48|x48|Duracell|caja duracell|bulto duracell|pila,0.58,0.51,"Pila, marca Duracell, caja x48, pilas, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
1016,PILA AAA X 2 DURACELL,2681.24,282,48,unidad,unidad,Almacén,Pilas,Duracell,Pila,PILA AAA X 2 DURACELL|1016|pilas|caja|bulto|unidad|caja x48|bulto x48|x48|Duracell|caja duracell|bulto duracell|pila|aaa,0.58,0.51,"Pila, marca Duracell, caja x48, pilas, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
1015,PILA AA X 4 DURACELL,4785.11,279,48,unidad,unidad,Almacén,Pilas,Duracell,Pila,PILA AA X 4 DURACELL|1015|pilas|caja|bulto|unidad|caja x48|bulto x48|x48|Duracell|caja duracell|bulto duracell|pila,0.57,0.50,"Pila, marca Duracell, caja x48, pilas, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
11279,SUEROX MANZANA 630 ML,1797.94,279,6,unidad,unidad,Almacén,Bebidas isotónicas,Suerox,630 ml,SUEROX MANZANA 630 ML|11279|bebidas isotónicas|caja|bulto|unidad|caja x6|bulto x6|x6|Suerox|caja suerox|bulto suerox|manzana|630,0.57,0.50,"Bebida isotónica, marca Suerox, 630 ml, caja x6, bebidas isotónicas, manzana.",,true,true,Sucursal Córdoba
11282,SUEROX LIMONADA 630ML,1797.94,276,6,unidad,unidad,Almacén,Bebidas isotónicas,Suerox,630 ml,SUEROX LIMONADA 630ML|11282|bebidas isotónicas|caja|bulto|unidad|caja x6|bulto x6|x6|Suerox|caja suerox|bulto suerox|limonada|630ml,0.56,0.49,"Bebida isotónica, marca Suerox, 630 ml, caja x6, bebidas isotónicas, limón.",,true,true,Sucursal Córdoba
4003,PRIME TEXTURADO,3270.61,276,24,unidad,unidad,Almacén,Preservativos,Prime,Preservativo,PRIME TEXTURADO|4003|preservativos|caja|bulto|unidad|caja x24|bulto x24|x24|Prime|caja prime|bulto prime|texturado,0.56,0.49,"Preservativo, marca Prime, caja x24, preservativos, texturado, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
11685,GUANTE LATEX PATITO GDE,1944.17,274,144,unidad,unidad,Almacén,Guantes,Patito,Guante de látex,GUANTE LATEX PATITO GDE|11685|guantes|caja|bulto|unidad|caja x144|bulto x144|x144|Patito|caja patito|bulto patito|guante|latex,0.55,0.48,"Guante de látex, marca Patito, caja x144, guantes, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
5603,FELFORT MENTITAS 30 X 16 GRS,17466.36,274,12,unidad,unidad,Almacén,Chocolate,Felfort,16 g,FELFORT MENTITAS 30 X 16 GRS|5603|chocolate|caja|bulto|unidad|caja x12|bulto x12|x12|Felfort|caja felfort|bulto felfort|mentitas|grs,0.55,0.48,"Chocolate, marca Felfort, 16 g, caja x12, chocolate, mentitas, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
