product_code,nombre,familia_precio,presentacion_total,precio_unidad,metodo_precio,fuente_url
11056190,CALSA LPF CLASICA CJ 8D/10FP/50G 100A,levadura_fresca,4 kg,41200,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
64020195,LP MEJ. PANES BLANDOS CJ 4x4 KG,premezcla,16 kg,165900,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72803169,LP CREMA VEG CHOCOLATE UHT PACK X1,crema,1 kg,10700,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
33717093,FA 201 P3 - VER - CJ20KG,grasa,20 kg,131800,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
73016032,LP PREM. COOKIES BOL.3 KG,premezcla,3 kg,31700,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72760193,LP BAÑO MOLDEO SEMIAMARGO CJ 4X1 KG,chocolate,4 kg,48400,formula_inventada,
72710130,LP COBERTURA SEMIAMARGO CJ X 3 KG,chocolate,3 kg,36000,formula_inventada,
73044042,LP PREM. FACTURAS Y MEDIALUNAS BOL.10 KG,premezcla,10 kg,107800,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
13010035,VIRGEN LEV. ALIM. NATURAL BOLSA 25KG,levadura_fresca,25 kg,286800,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
72740193,LP BAÑO MOLDEO BLANCO CJ 4X1 KG,chocolate,4 kg,50400,formula_inventada,
40183015,SUPER MARG. HOJAL LT# CJ2PILX10KG,margarina,20 kg,143200,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
73086145,I360 PREM.BUDIN CON AVENA FRUTAS CJ6x3KG,premezcla,18 kg,169500,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73084145,I360 PREM. BUDIN CON GRANOLA CJ6X3KG,premezcla,18 kg,188900,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
13010105,NUTRILEVA LEV. ALIM. NAT. CJ 36E/BOL500G,levadura_fresca,18 kg,186700,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
13010092,NUTRILEVA LEV. ALIM. NAT. CJ 100E/BOL200,levadura_fresca,20 kg,209400,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
13011092,NUTRILEVA LEV ALIM. QUESO CJ 100E/BOL200,levadura_fresca,20 kg,209200,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
73086032,I360 PREM.BUDIN CON AVENA FRUTAS BOLx3KG,premezcla,3 kg,32000,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
40181014,PREMIUM MASA C/MAN LT CJ 4PILx5KG,margarina,20 kg,138900,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
73084032,I360 PREM. BUDIN CON GRANOLA BOL. X3 KG,premezcla,3 kg,33400,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
63240490,"LP MEJ.CONC. FORMULA N CJ 4X1,5 KG",mejorador,6 kg,48600,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
72740033,LP BAÑO MOLDEO BLANCO BOL. X1 KG,chocolate,1 kg,11800,formula_inventada,
15017042,MAURIPAN LEV. SECA MS PAQ 500G,levadura_seca,0.5 kg,11800,web_extrapolado,https://tienda.elnuevoemporio.com.ar/tienda/otros-alimentos/levadura-seca-instantanea-mauripan-x-500gr
72760033,LP BAÑO MOLDEO SEMIAMARGO BOL. X1 KG,chocolate,1 kg,12500,formula_inventada,
22018114,LP EXT. DE MALTA B. VISC. TAMBOR x260KG,extracto_malta,260 kg,1688400,web_extrapolado,https://distribuidorachichi.com.ar/productos/74-0101710_EXTRACTO-DE-MALTA-CALSA-X-28-K.html
15017097,"LEV. INSTANTANEA ""MAURI"" -CJ 20P.X500G",levadura_seca,0.5 kg,12800,web_extrapolado,https://tienda.elnuevoemporio.com.ar/tienda/otros-alimentos/levadura-seca-instantanea-mauripan-x-500gr
73136032,LP. PREM. EKILIBRIUM FIBRA BOL.3 KG,premezcla,3 kg,31200,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
40024015,SUPER MARG. HOJAL # ** CJ2PILX10KG,margarina,20 kg,135500,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
13012092,NUTRILEVA LEV ALIM. MANZ. CJ 100E/BOL200,levadura_fresca,20 kg,228300,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
63240486,"LP MEJ.CONC. FORMULA N POTE X1,5 KG",mejorador,1.5 kg,11700,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
32402033,RICABE GRASA SACHX1KG,grasa,1 kg,6200,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
64020034,LP MEJ. PANES BLANDOS BOL x 4KG,premezcla,4 kg,41300,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
63230492,LP MEJ.CONC. CALSA MAX POTE X500 G,mejorador,0.5 kg,4300,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
72830032,LP CREMA CHANTILLY CLASSIC BOL.3 KG,crema,3 kg,32600,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
72831032,LP CREMA CHANTILLY PREMIUM BOL.3 KG,crema,3 kg,33800,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
10001106,CALSA LEVADURA FLUIDA - PALECON,levadura_fresca,1 kg,11000,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
73069032,LP PREM. MUFFINS CHOCO. BOL.3 KG,premezcla,3 kg,32000,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73091180,I360 PM. BUDIN GIRAS&YOG CJ7x2 KG 100A,premezcla,14 kg,145100,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73107208,I360 PREM. PAN AVENA CAJ 4 x 5 KG,premezcla,5 kg,51600,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
