product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
5014,HEINEKEN 24X473 LATA,80400.00,294,24,caja,bulto,Bebidas,Cervezas,HEINEKEN,,heineken 24x473 lata|cervezas|bebidas|5014|caja|bulto|caja x24|bulto x24|heineken|caja heineken|bulto heineken|24x473,0.7,0.62,"Cerveza rubia, marca Heineken, caja x24 latas de 473 ml.",,true,true,Precios / Mostrador -LGSM
5015,HEINEKEN CERO 24X473 LATA,60000.00,291,24,caja,bulto,Bebidas,Cervezas,HEINEKEN,,heineken cero 24x473 lata|cervezas|bebidas|5015|caja|bulto|caja x24|bulto x24|heineken|caja heineken|bulto heineken|cero,0.69,0.61,"Cerveza rubia, marca Heineken, caja x24 latas de 473 ml.",,true,true,Precios / Mostrador -LGSM
5072,IMPERIAL EXTRA LAGER 24X473,45600.00,291,24,caja,bulto,Bebidas,Cervezas,IMPERIAL,,imperial extra lager 24x473|cervezas|bebidas|5072|caja|bulto|caja x24|bulto x24|imperial|caja imperial|bulto imperial|extra,0.69,0.61,"Cerveza rubia, marca Imperial, caja x24 botellas de 473 ml.",,true,true,Precios / Mostrador -LGSM
5114,IMPERIAL GOLDEN 24X473 CERO,48000.00,291,24,caja,bulto,Bebidas,Cervezas,IMPERIAL,,imperial golden 24x473 cero|cervezas|bebidas|5114|caja|bulto|caja x24|bulto x24|imperial|caja imperial|bulto imperial|golden,0.69,0.61,"Cerveza rubia, marca Imperial, caja x24 botellas de 473 ml.",,true,true,Precios / Mostrador -LGSM
4506,"SODA BAGGIO FRESH 6X2,25",4520.00,289,6,caja,bulto,Bebidas,Jugos,Baggio,,"soda baggio fresh 6x2,25|jugos|bebidas|4506|caja|bulto|caja x6|bulto x6|baggio|caja baggio|bulto baggio|soda",0.68,0.6,"Jugo, marca Baggio, caja x6 botellas de 2,25 L presentación en pack.",,true,true,Precios / Mostrador -LGSM
2517,"BAGGIO FRESH CERO MANZANA 6X1,5",7400.00,289,6,caja,bulto,Bebidas,Jugos,Baggio,,"baggio fresh cero manzana 6x1,5|jugos|bebidas|2517|caja|bulto|caja x6|bulto x6|baggio|caja baggio|bulto baggio|manzana",0.68,0.6,"Jugo manzana, marca Baggio, caja x6 botellas de 1,5 L.",,true,true,Precios / Mostrador -LGSM
2515,"BAGGIO FRESH CERO NARANJA 6X1,5",7400.00,289,6,caja,bulto,Bebidas,Jugos,Baggio,,"baggio fresh cero naranja 6x1,5|jugos|bebidas|2515|caja|bulto|caja x6|bulto x6|baggio|caja baggio|bulto baggio|naranja",0.68,0.6,"Jugo naranja, marca Baggio, caja x6 botellas de 1,5 L.",,true,true,Precios / Mostrador -LGSM
2516,"BAGGIO FRESH CERO POMELO 6X1,5",7400.00,287,6,caja,bulto,Bebidas,Jugos,Baggio,,"baggio fresh cero pomelo 6x1,5|jugos|bebidas|2516|caja|bulto|caja x6|bulto x6|baggio|caja baggio|bulto baggio|pomelo",0.67,0.59,"Jugo pomelo, marca Baggio, caja x6 botellas de 1,5 L.",,true,true,Precios / Mostrador -LGSM
2513,"BAGGIO FRESH LIMONE 6X1,5",7400.00,287,6,caja,bulto,Bebidas,Jugos,Baggio,,"baggio fresh limone 6x1,5|jugos|bebidas|2513|caja|bulto|caja x6|bulto x6|baggio|caja baggio|bulto baggio|fresh",0.67,0.59,"Jugo, marca Baggio, caja x6 botellas de 1,5 L presentación en pack.",,true,true,Precios / Mostrador -LGSM
7205,"TERMA CITRUS 12X1,35",24000.00,285,12,caja,bulto,Bebidas,Amargos,Terma,,"terma citrus 12x1,35|amargos|bebidas|7205|caja|bulto|caja x12|bulto x12|terma|caja terma|bulto terma|citrus",0.66,0.58,"Amargo citrus, marca Terma, caja x12 botellas de 1,35 L.",,true,true,Precios / Mostrador -LGSM
7248,"TERMA CITRUS S/AZUCAR 12X1,35",24000.00,285,12,caja,bulto,Bebidas,Amargos,Terma,,"terma citrus s/azucar 12x1,35|amargos|bebidas|7248|caja|bulto|caja x12|bulto x12|terma|caja terma|bulto terma|citrus",0.66,0.58,"Amargo citrus, marca Terma, caja x12 botellas de 1,35 L.",,true,true,Precios / Mostrador -LGSM
7206,"TERMA CUYANO 12X1,35",24000.00,285,12,caja,bulto,Bebidas,Amargos,Terma,,"terma cuyano 12x1,35|amargos|bebidas|7206|caja|bulto|caja x12|bulto x12|terma|caja terma|bulto terma|cuyano",0.66,0.58,"Amargo, marca Terma, caja x12 botellas de 1,35 L presentación en pack.",,true,true,Precios / Mostrador -LGSM
7222,"TERMA CUYANO 12X1,35 CERO",24000.00,283,12,caja,bulto,Bebidas,Amargos,Terma,,"terma cuyano 12x1,35 cero|amargos|bebidas|7222|caja|bulto|caja x12|bulto x12|terma|caja terma|bulto terma|cuyano",0.65,0.57,"Amargo, marca Terma, caja x12 botellas de 1,35 L presentación en pack.",,true,true,Precios / Mostrador -LGSM
3057,AGUA TONICA SALVADOR 12X500,9900.00,283,12,caja,bulto,Bebidas,Aguas,,,agua tonica salvador 12x500|aguas|bebidas|3057|caja|bulto|caja x12|bulto x12|agua|tonica|salvador|12x500,0.65,0.57,"Agua mineral, caja x12 botellas de 500 ml presentación en pack.",,true,true,Precios / Mostrador -LGSM
2021,"AGUA DE MESA FRESH 6X1,5",3900.00,283,6,caja,bulto,Bebidas,Aguas,,,"agua de mesa fresh 6x1,5|aguas|bebidas|2021|caja|bulto|caja x6|bulto x6|agua|mesa|fresh|6x1",0.65,0.57,"Agua mineral, caja x6 botellas de 1,5 L presentación en pack.",,true,true,Precios / Mostrador -LGSM
3069,"AGUA TONICA SALVADOR 6X1,5",7500.00,280,6,caja,bulto,Bebidas,Aguas,,,"agua tonica salvador 6x1,5|aguas|bebidas|3069|caja|bulto|caja x6|bulto x6|agua|tonica|salvador|6x1",0.64,0.56,"Agua mineral, caja x6 botellas de 1,5 L presentación en pack.",,true,true,Precios / Mostrador -LGSM
7638,VODKA SMIRNOFF GREEN APPLE 24X473 LATA,64800.00,280,24,caja,bulto,Bebidas,Blancas,,,vodka smirnoff green apple 24x473 lata|blancas|bebidas|7638|caja|bulto|caja x24|bulto x24|vodka|smirnoff|green|apple,0.64,0.56,"Bebida blanca, caja x24 latas de 473 ml presentación en pack.",,true,true,Precios / Mostrador -LGSM
7652,VODKA SMIRNOFF RED BERRIE 24X473 LATA,66000.00,280,24,caja,bulto,Bebidas,Blancas,,,vodka smirnoff red berrie 24x473 lata|blancas|bebidas|7652|caja|bulto|caja x24|bulto x24|vodka|smirnoff|red|berrie,0.64,0.56,"Bebida blanca, caja x24 latas de 473 ml presentación en pack.",,true,true,Precios / Mostrador -LGSM
9207,WHISKY BLENDER´S PRIDE 6X750,52200.00,278,6,caja,bulto,Bebidas,Blancas,,,whisky blender´s pride 6x750|blancas|bebidas|9207|caja|bulto|caja x6|bulto x6|whisky|blender|pride|6x750,0.63,0.55,"Bebida blanca, caja x6 botellas de 750 ml presentación en pack.",,true,true,Precios / Mostrador -LGSM
9234,WHISKY J WALKER DOUBLE BLACK 6X750,418000.00,278,6,caja,bulto,Bebidas,Blancas,,,whisky j walker double black 6x750|blancas|bebidas|9234|caja|bulto|caja x6|bulto x6|whisky|walker|double|black,0.63,0.55,"Bebida blanca, caja x6 botellas de 750 ml presentación en pack.",,true,true,Precios / Mostrador -LGSM
9272,WHISKY J WLAKER BLUE LABEL EST 6X750,3450000.00,276,6,caja,bulto,Bebidas,Blancas,,,whisky j wlaker blue label est 6x750|blancas|bebidas|9272|caja|bulto|caja x6|bulto x6|whisky|wlaker|blue|label,0.62,0.55,"Bebida blanca, caja x6 botellas de 750 ml presentación en pack.",,true,true,Precios / Mostrador -LGSM
8020,SIDRA LUNA NEGRA 6X750,26720.00,276,6,caja,bulto,Bebidas,Espumantes,LUNA NEGRA,,sidra luna negra 6x750|espumantes|bebidas|8020|caja|bulto|caja x6|bulto x6|luna negra|caja luna negra|bulto luna negra|sidra,0.62,0.55,"Sidra, marca Luna Negra, caja x6 botellas de 750 ml.",,true,true,Precios / Mostrador -LGSM
8019,SIDRA LUNA NEGRA EXTRA DULCE 6X750,26720.00,276,6,caja,bulto,Bebidas,Espumantes,LUNA NEGRA,,sidra luna negra extra dulce 6x750|espumantes|bebidas|8019|caja|bulto|caja x6|bulto x6|luna negra|caja luna negra|bulto luna negra|sidra,0.62,0.55,"Sidra, marca Luna Negra, caja x6 botellas de 750 ml.",,true,true,Precios / Mostrador -LGSM
7301,MANI SALADO SEMIX 30X120GR,31500.00,274,30,caja,bulto,Snacks,Frutos secos,SEMIX,,mani salado semix 30x120gr|frutos secos|snacks|7301|caja|bulto|caja x30|bulto x30|semix|caja semix|bulto semix|mani,0.61,0.54,"Snack, marca Semix, caja x30 unidades de 120 g presentación en pack.",,true,true,Precios / Mostrador -LGSM
7312,MANI SALADO SEMIX 30X120GR JAMON SERRANO,34500.00,274,30,caja,bulto,Snacks,Frutos secos,SEMIX,,mani salado semix 30x120gr jamon serrano|frutos secos|snacks|7312|caja|bulto|caja x30|bulto x30|semix|caja semix|bulto semix|mani,0.61,0.54,"Snack, marca Semix, caja x30 unidades de 120 g presentación en pack.",,true,true,Precios / Mostrador -LGSM
7331,PAPA QUENTO BBQ 18X82,32400.00,274,18,caja,bulto,Snacks,Papas,,,papa quento bbq 18x82|papas|snacks|7331|caja|bulto|caja x18|bulto x18|papa|quento|bbq|18x82,0.61,0.54,"Snack, caja x18 unidades de 82 g presentación en pack.",,true,true,Precios / Mostrador -LGSM
9473,YERBA VERDEFLOR 12X500 BOLDO,19200.00,272,12,caja,bulto,Almacén,Yerba,VERDEFLOR,,yerba verdeflor 12x500 boldo|yerba|almacén|9473|caja|bulto|caja x12|bulto x12|verdeflor|caja verdeflor|bulto verdeflor|12x500,0.6,0.53,"Yerba mate, marca Verdeflor, caja x12 unidades de 500 g.",,true,true,Precios / Mostrador -LGSM
9475,YERBA VERDEFLOR 12X500 CEDRON,19200.00,272,12,caja,bulto,Almacén,Yerba,VERDEFLOR,,yerba verdeflor 12x500 cedron|yerba|almacén|9475|caja|bulto|caja x12|bulto x12|verdeflor|caja verdeflor|bulto verdeflor|12x500,0.6,0.53,"Yerba mate, marca Verdeflor, caja x12 unidades de 500 g.",,true,true,Precios / Mostrador -LGSM
