product_code,nombre,unidad_medida,unidad_medida_desc,division,rubro,segmento,lineas_venta_2024_2026
9120919,CAJAS DE BROWNIES (PAQ 84 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9120933,AFICHE DIA DE LA MADRE 2019,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9120934,STICKER DIA DE LA MADRE 2019,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9120935,COLGANTES DIA DE LA MADRE 2019,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121029,STICKER FIESTAS 2020 (PAQ 100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121050,AFICHE FIESTAS 2020 (PAQ 100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121051,CAJAS PAN DULCE 2020 (PAQ 10 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121052,BOLSA PAN DULCE PP 2020 (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121061,STICKER FIESTAS 2020 (PAQ 100) OP 2,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121090,CENEFA 2020 MAESTROS (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121091,MOVIE CUBITO ROJO DTT 2022 (PAQ 50 UND),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,1
9121092,STOPPER 2020 MAESTROS (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121093,STICKER 2020 MAESTROS (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121094,AFICHE 2020 MAESTROS (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121095,AFICHE PANA 2020 MAESTROS (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121096,STICKER PANA 2020 MAESTROS (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121100,KIT 1 PICOTEO 2020,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121101,KIT 2 PICOTEO 2020,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121111,Flyer Fleiscream - Nov 2020,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121131,MANUAL EJECUCIÓN AUTOSERV-ALMACEN 2020,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121133,VOUCHER PROMO PDQ MDQ 2020,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121143,AFICHE PROMO PDQ MDQ 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121144,PLOTEO PROMO PDQ MDQ 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121147,Recetario Fleiscream Ene-21,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121210,PRECIADORES DIRECTAS 2021 (PAQ 100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121223,EXHIBIDOR CUBITO 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121227,EXHIBIDOR BANDEJA APILABLE 2 DIVISIONES,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,75
9121239,EXHIBIDOR BANDEJA APILABLE,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121240,CARTAS INCENTIVO FARGO 2021 (PAQ 50 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121241,TRIPTICO INCENTIVO FARGO 2021 (PAQ 50 U),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121242,AFICHE INCENTIVO FARGO 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121243,KIT 1 COPA-DULZURA-AMIGO 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121244,KIT 2 COPA-DULZURA-AMIGO 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121245,KIT 3 COPA-DULZURA-AMIGO 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121246,FLYER BUDINES | CONSUMIDOR (MAR 21),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121248,STICKER BUDÍN | VENDEDORA SALÓN (MAR 21),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121264,EXHIBIDOR (3 PISOS) BLANCO,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121265,BOLSA GENERICA PAN DULCE (PAQ 60 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121266,AFICHE PREVIA PAN DULCE 2021 (PAQ 100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121267,AFICHE TEMPORADA CHOCO 2021 (PAQ 50 UN),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121268,AFICHE FACT Y MEDIALUNAS 2021 (PAQ 50 UN,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121274,LIBRO RECETARIO 2020 (VERSION CUADRA),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121280,KIT 1 PDQ REGIONAL 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121281,KIT 2 PDQ REGIONAL 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121292,AFICHE OLIMPIA 2022 (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,1
9121293,MOVIE OLIMPIA 2022 (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121294,CENEFA OLIMPIA 2022 (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121300,KIT 1 MES DE LA MADRE 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121301,KIT 2 MES DE LA MADRE 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121310,KIT 1 FANATICOS 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121314,AFICHE PDQ REGIONAL 2021 (PAQ 100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121316,STICKER HELADERA OLIMPIA 2022 (100 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121320,KIT 1 FIESTAS 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121321,KIT 2 FIESTAS 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121322,KIT 3 FIESTAS 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121325,TAPABOCA CALSA,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121326,MANUAL LEVADURAS 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121328,BOLSAS CRAFT DEGUSTACIÓN 2021 (PAQ 100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121329,BOLSAS PDQ GENERICAS (PAQ 50 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121340,AFICHE COPA-DULZURA-AMIGO 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121341,STICKER CIERRE BOLSA DULZURA 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121342,MOVIE DULZURA 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121343,MOVIE AMIGO PDQ 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121344,STICKER VIDRIERA DULZURA 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121361,CENEFAS P/EXHIBIDORES PDQR V2 (50 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121362,KIT 1 PDQR V2 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121363,KIT 2 PDQR V2 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121370,LLAVERO DESTAPADOR CALSA 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,1
9121371,BOTELLA DE AGUA CALSA 430 ML 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121380,REMERA UNIFORME (L),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121381,REMERA UNIFORME (XL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121382,REMERA UNIFORME (XXL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121383,BOLSA ECOLOGICA 2021,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121390,ALMANAQUE CALSA 2022 (PAQ 40 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121391,POLAR UNIFORME (S),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121392,POLAR UNIFORME MUJER (S),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121393,POLAR UNIFORME MUJER (M),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121394,POLAR UNIFORME MUJER (L),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121395,CAMPERA UNIFORMES (S),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121396,CONJUNTO CHAQ.PANTALÓN PREMIUM (L),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121397,CONJUNTO CHAQ.PANTALÓN PREMIUM (XL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121398,CONJUNTO CHAQ.PANTALÓN PREMIUM (XXL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121399,CHAQUETA PREMIUM (L),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121400,CHAQUETA PREMIUM (XL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121401,CHAQUETA PREMIUM (XXL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121410,CONSERVADORA TELGOPOR 2021-22,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121411,GEL REFRIGERANTE 2021-22,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121422,PDQR - TRÍPTICO PRODUCTO (SEP21),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121437,TRIPTICO MARGARINA 21-22,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121438,Kit 1 Budines Integrales,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121439,Kit 2 Budines Integrales,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121440,Kit 3 Budines Integrales,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121441,TRIPTICO LEMON PROD Y EJEC (PAQ 100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121442,FLYER LEMON (PAQ 100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121450,KIT 1 BTS 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121451,KIT 2 BTS 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121470,Sticker PDQR Humita,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121500,AFICHE BROWNIE GENERICO 2021 (PAQ 50 UN),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121501,LP - TRÍPTICO PMX 1 KG (NOV21),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121502,LP - RECETARIO PMX 1 KG (NOV 21),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121510,AFICHE LEVA 250 (PAQ 50 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121511,MOVIE LEVA 250 (PAQ 50 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121512,CENEFA LEVA 250 (PAQ 50 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121514,BOLSA KIT 1 BTS 2022 (CAJA 180 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121515,BOLSA KIT 2 BTS 2022 (CAJA 120 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121521,STICKER VIDRIERA MAESTROS 2022 (PAQ 50),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121522,STICKER CAJA MAESTROS 2022 (PAQ 50),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,1
9121523,CARTEL HORARIO MAESTROS 2022 (PAQ 50),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121524,CUBREMASAS 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,2
9121531,I360-TRÍPTICO BUDINES INTEGRALES (ENE22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121540,MOVIE LEMON,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121541,LP - RECETARIO PDQR (ENE 22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121542,BOLSA PAN MULTIGRANO (ENE22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121543,FLYER BUDINES | CONSUMIDOR (ENE 22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121548,FLYER PAN MULTIGRANO | CONSUM. (FEB22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121580,MOVIE OLIMPIA 2022 C/PRECIO (PAQ 100 UN),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121581,Kit Muestra,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121582,KIT 1 DULZURA-AMIGO 2022 (6 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121583,KIT 2 DULZURA-AMIGO 2022 (6 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,1
9121584,KIT 3 DULZURA-AMIGO 2022 (12 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121590,CENEFA OLIMPIA 2022 E. LIMITADA (PAQ 100,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121591,BUZO POLAR 2022 HOMBRE TALLE S,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121592,BUZO POLAR 2022 HOMBRE TALLE M,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121593,BUZO POLAR 2022 HOMBRE TALLE L,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121594,BUZO POLAR 2022 HOMBRE TALLE XL,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121595,BUZO POLAR 2022 HOMBRE TALLE 2XL,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121596,BUZO POLAR 2022 HOMBRE TALLE 3XL,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121597,BUZO POLAR 2022 MUJER TALLE S,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121598,BUZO POLAR 2022 MUJER TALLE M,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121599,BUZO POLAR 2022 MUJER TALLE L,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121600,BOWL CON ASA,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,8
9121606,CARTAS INCENTIVO FARGO 2022 (PAQ 50 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121607,DIPTICO INCENTIVO FARGO 2022 (PAQ 50 U),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121608,AFICHE INCENTIVO FARGO 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121610,BUZO POLAR 2022 MUJER TALLE XL,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121611,BUZO POLAR 2022 MUJER TALLE 2XL,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121612,BUZO POLAR 2022 MUJER TALLE 3XL,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121613,KIT 1 FANATICOS 2022 (6 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121614,KIT 2 FANATICOS 2022 (6 UNI),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,9
9121636,FLYER PAN DULCE 3 KG (MAY22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121637,LP - RECETARIO PAN DULCE 3 KG (MAY22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121638,PIROTIN PAN DULCE 500 G (MAY22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121639,KIT 1 MES DE LA MADRE 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121644,Afiche Cubito con Influencer 2022 (x100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121645,Cenefa Cubito con Influencer 2022(x100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121646,Movie Cubito con Influencer 2022(x100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121650,KIT 2 MES DE LA MADRE 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121651,STICKER KIT PAN DULCE 3KG (MAY22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121652,ALMANAQUE CALSA 2023 (paq 40 uni),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121663,Afiche Previa Pan Dulce 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121665,KIT 1 FE FIESTAS 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121666,KIT 2 FE FIESTAS 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121668,POSTER LEVADURA | FDV (JUL22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121671,KIT 3 FE FIESTAS 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121680,CAMISETA ARG QATAR 2022 L,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121681,CAMISETA ARG QATAR 2022 XL,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121682,CAMISETA ARG QATAR 2022 XXL,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121690,Exhibidor armable Budines Integrales,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121691,Stopper Cubito con Influencer 2022(x50),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121693,Cenefa Promo Masa madre 2022 (x50u),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121694,Stopper Promo Masa madre 2022 (x50u),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121695,Movie Promo Masa madre 2022 (x50u),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121697,REMERA CALSA (L),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121698,REMERA CALSA (XL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121706,Bolsa Craft Budin Integral (x100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121707,Bolsa Craft Pan Multigrano (x100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121708,Delantal Jean + Ecocuero 2019,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121711,Remera Argentina - F - Talle S,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121712,Remera Argentina - F - Talle M,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121713,Remera Argentina - F - Talle L,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121720,(COD 24) Exhibidor mueble Budines Int,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121722,(COD 6) KIT BTS 2023 (x12 UND),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121723,KIT 2 BTS 2023,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121730,PDQR - Señalador Cebolla (X10unidades),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121731,PDQR - Afiche Cebolla (x10 unidades),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121732,PDQR-Abierto/Cerrado Cebolla (10unidades,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121735,(COD 2) CENEFA CUB AF AMA 2023 (X50),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121737,(COD 2) STOPPER CUB AF AMA 2023 (X50),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121738,(COD 2) MOVIE CUB AF AMA 2023 (X50),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121740,(COD 2) AFICHE DTT CUB ROJO 2023 (X100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121742,PDQR - Señalador PDQ T (X10unidades),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121743,PDQR - Plotteo Cebolla,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121744,DOSIFICADOR 20gr CALSA MAX,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121745,DOSIFICADOR 20gr CALSA MAX 2022,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121748,CAJA - KIT REGALO LEMONGRASS (DIC22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121749,STICKER KIT LEMONGRASS (DIC22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121750,I360 - FLYER PDQ CEB. VERDEO (NOV22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121751,KIT PDQR CEBOLLA,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121760,CUADERNO I360 (DIC22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121761,CARPETA I360 (DIC22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121762,BIROME I360 (DIC22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121770,LAPICERA I360 (DIC22),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121790,(COD 24) KIT SALUDABLE - LEMON,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121791,KIT LEMONGRASS (ENE23),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121827,Remeras H uniforme 23 - Talle s,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121830,(COD 2) CENEFA DTT CUB ROJO 2023 (X100),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121854,BOWL 3L (FEB23),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121855,BATIDOR DE MANO (FEB23),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121856,BALANZA 3KG (FEB23),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121857,PIROTIN BUDINES INTEGRALES (FEB23),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121858,(COD 13) Remeras 2023 H Talle M,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121870,(COD 13) Remera Talle L H 2023,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121871,(COD 13) Remera mujer talle S 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121872,(COD 13) Remera mujer talle M 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121873,(COD 13) Remera mujer talle L 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121874,(COD 13) Remera mujer talle XL 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121875,(COD 13) Remera mujer talle 4XL 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121876,(COD 13) Remera hombre talle S 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121877,(COD 13) Remera hombre talle M 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121879,(COD 13) Remera hombre talle L 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121880,(COD 13) Remera hombre talle XL 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121881,(COD 13) Remera hombre talle 2XL 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121882,(COD 13) Remera hombre talle 3XL 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121883,(COD 13) Remera hombre talle 4XL 2023 -,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121884,(COD 6)KIT 1 DULZURA AMIGO 2023 (12 UND),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121885,(COD 6)KIT 2 DULZURA AMIGO 2023 (12 UND),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121900,(COD 16) DELANTAL CALSA 100 AÑOS,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,22
9121901,(COD 16) GORRA CALSA 100 AÑOS,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121902,(COD 13) REMERA CALSA 100 AÑOS (S),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121903,(COD 13) REMERA CALSA 100 AÑOS (L),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,11
9121905,(COD 13) REMERA CALSA 100 AÑOS (XL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,39
9121906,(COD 16) REMERA CALSA 100 AÑOS (XXL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,8
9121907,(COD 13) REMERA CALSA 100 AÑOS (XXXL),None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
9121908,(COD 16) JARRA MEDIDORA 100 AÑOS,None,NULL,Participaciones publicitarias,Articulos promocionales,Productos promocionales,0
