codigo_producto,nombre,descripcion
IMP-LOM-01921,Balde Irresistible Lemon champ x 750 cc,"Balde de helado, Balde Irresistible Lemon champ x 750 cc, marca LOMORO, 750 cc."
IMP-LOM-20006,Balde x 1kg bana bana Cereza/Granizado/DDL,"Balde de helado, Balde x 1kg bana bana Cereza/Granizado/DDL, marca LOMORO, 1kg."
IMP-LOM-20007,Balde x 1kg bana bana Choco/Limon/Frutilla,"Balde de helado, Balde x 1kg bana bana Choco/Limon/Frutilla, marca LOMORO, 1kg."
IMP-IMP-01320,Balde x 1lt irresistible Chocolate Belga,"Balde de helado, Balde x 1lt irresistible Chocolate Belga, marca LOMORO, 1lt."
IMP-IMP-03536,Barrita Dubai,"Producto congelado Barrita Dubai, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-IMP-03642,Barrita Mundial 70g x8 unidades,"Producto congelado, Barrita Mundial 70g x8 unidades, marca LOMORO, 70g, x8 unidades."
IMP-LOM-01835,Bocaditos Helados Lomoro Americana de 120gr x 8un,"Producto congelado, Bocaditos Helados Lomoro Americana de 120gr x 8un, marca LOMORO, 120gr."
IMP-LOM-01832,Bocaditos Helados Lomoro Dulce de leche x 120 gr 8 unidades,"Producto congelado, Bocaditos Helados Lomoro Dulce de leche x 120 gr 8 unidades, marca LOMORO, 120 gr, x8 unidades."
IMP-LOM-01842,Bocaditos Helados Lomoro menta x 120 gr x 8 unid,"Producto congelado, Bocaditos Helados Lomoro menta x 120 gr x 8 unid, marca LOMORO, 120 gr, x8 unidades."
IMP-LOM-01834,Bombon Crocante x8 unidades,"Postre helado, Bombon Crocante x8 unidades, marca LOMORO, x8 unidades."
IMP-LOM-01887,Bombon Escoces Blanco x8u.,"Postre helado, Bombon Escoces Blanco x8u, marca LOMORO, x8 unidades."
IMP-LOM-01907,Bombon Escoces x16u,"Postre helado Bombon Escoces x16u, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-IMP-01778,Bombon Escoces x8u.,"Postre helado Bombon Escoces x8u, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-LOM-01846,Combo Infantil Tiki,"Combo Combo Infantil Tiki, marca LOMORO, categoría Impulsivos Palitos de Crema, presentación de catálogo."
COM-LOM-20008,Combo Inicial Palitos,"Combo Combo Inicial Palitos, marca LOMORO, categoría Combos, presentación de catálogo."
IMP-IMP-01289,Cono Bola x14u.,"Cono para helado, Cono Bola x14u, marca LOMORO, x14 unidades."
IMP-IMP-01290,Cono Flama x12u.,"Cono para helado, Cono Flama x12u, marca LOMORO, x12 unidades."
IMP-IMP-01769,Cono Menta x14u.,"Cono para helado, Cono Menta x14u, marca LOMORO, x14 unidades."
COM-LOM-01893,Dia de la niñez,"Combo Dia de la niñez, marca LOMORO, categoría Combos, presentación de catálogo."
IMP-LOM-01850,Palito agua x20 Unidades ANANA,"Palito de agua, Palito agua x20 Unidades ANANA, marca LOMORO, x20 unidades."
IMP-IMP-01607,Palito agua x20 Unidades FRUTILLA,"Palito de agua, Palito agua x20 Unidades FRUTILLA, marca LOMORO, x20 unidades."
IMP-IMP-01608,Palito agua x20 Unidades LIMON,"Palito de agua, Palito agua x20 Unidades LIMON, marca LOMORO, x20 unidades."
IMP-IMP-01680,Palito agua x20 Unidades NARANJA,"Palito de agua, Palito agua x20 Unidades NARANJA, marca LOMORO, x20 unidades."
IMP-IMP-01604,Palito agua x20 Unidades SURTIDO,"Palito de agua, Palito agua x20 Unidades SURTIDO, marca LOMORO, x20 unidades."
IMP-IMP-01691,Palito agua x20 Unidades TUTTI FRUTI,"Palito de agua, Palito agua x20 Unidades TUTTI FRUTI, marca LOMORO, x20 unidades."
IMP-IMP-01408,Palito agua x20 Unidades UVA,"Palito de agua, Palito agua x20 Unidades UVA, marca LOMORO, x20 unidades."
IMP-IMP-001768,Palito Banana Split x20u.,"Palito de crema, Palito Banana Split x20u, marca LOMORO, x20 unidades."
IMP-IMP-01273,Palito Bombon x20 unidades Barra brava Lomoro,"Palito de crema, Palito Bombon x20 unidades Barra brava Lomoro, marca LOMORO, x20 unidades."
IMP-LOM-01925,Palito crema Bananita Bana Bana x20u.,"Palito de crema, Palito crema Bananita Bana Bana x20u, marca LOMORO, x20 unidades."
IMP-IMP-01269,Palito crema Carita Tiki Chocolate + Vainilla x28 unidades,"Palito de crema, Palito crema Carita Tiki Chocolate + Vainilla x28 unidades, marca LOMORO, x28 unidades."
IMP-IMP-01268,Palito crema Carita Tiki Frutilla crema x28 unidades,"Palito de crema, Palito crema Carita Tiki Frutilla crema x28 unidades, marca LOMORO, x28 unidades."
IMP-LOM-01864,Palito crema granizado x20 unidades,"Palito de crema, Palito crema granizado x20 unidades, marca LOMORO, x20 unidades."
IMP-LOM-01862,Palito de crema CASSATA x20u,"Palito de crema, Palito de crema CASSATA x20u, marca LOMORO, x20 unidades."
IMP-IMP-01260,Palito Fortachon x40 Unidades Frutilla + Limon,"Palito de agua, Palito Fortachon x40 Unidades Frutilla + Limon, marca LOMORO, x40 unidades."
IMP-IMP-01261,Palito Fortachon x40 Unidades Uva + Tutti,"Palito de agua, Palito Fortachon x40 Unidades Uva + Tutti, marca LOMORO, x40 unidades."
IMP-LOM-01908,Palito Fripper x20 unidades frutilla + americana,"Palito de agua, Palito Fripper x20 unidades frutilla + americana, marca LOMORO, x20 unidades."
IMP-LOM-01922,Palito Fripper x20 unidades naranja + americana,"Palito de crema, Palito Fripper x20 unidades naranja + americana, marca LOMORO, x20 unidades."
IMP-IMP-01279,Palito Golden BLANCO x12 unidades,"Palito de crema, Palito Golden BLANCO x12 unidades, marca LOMORO, x12 unidades."
IMP-IMP-01276,Palito Golden CROKY Bombon crocante x12 unidades,"Palito de crema, Palito Golden CROKY Bombon crocante x12 unidades, marca LOMORO, x12 unidades."
IMP-IMP-01278,Palito Golden MAX Bombon DL x12 unidades,"Palito de crema, Palito Golden MAX Bombon DL x12 unidades, marca LOMORO, x12 unidades."
IMP-LOM-01867,Palito KAMIKAZE 45gr x20u,"Palito de crema, Palito KAMIKAZE 45gr x20u, marca LOMORO, 45gr, x20 unidades."
IMP-IMP-01295,Postre Almendrado x8u.,"Postre helado Postre Almendrado x8u, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-IMP-01303,Postre Barra Crocante x10 Porciones,"Postre helado Postre Barra Crocante x10 Porciones, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-LOM-01960,Postre CAMELY FAMILIAR Cheesecake,"Postre helado Postre CAMELY FAMILIAR Cheesecake, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-IMP-01300,Postre CAMELY FAMILIAR Chocolate Dulce de leche,"Postre helado, Postre CAMELY FAMILIAR Chocolate Dulce de leche, marca LOMORO."
IMP-IMP-01301,Postre CAMELY FAMILIAR Chocolate Granizado,"Postre helado Postre CAMELY FAMILIAR Chocolate Granizado, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-IMP-01299,Postre CAMELY FAMILIAR Frutilla Crema,"Postre helado Postre CAMELY FAMILIAR Frutilla Crema, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-LOM-01928,Postre CAMELY FAMILIAR Lemon Pie,"Postre helado Postre CAMELY FAMILIAR Lemon Pie, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-IMP-01757,Postre Limon Cocado x10u.,"Postre helado, Postre Limon Cocado x10u, marca LOMORO, x10 unidades."
IMP-IMP-01298,Postre Mixto x8u.,"Postre helado Postre Mixto x8u, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-LOM-01926,Postre Suizo x16u.,"Postre helado Postre Suizo x16u, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
IMP-IMP-01294,Postre Suizo x8u.,"Postre helado Postre Suizo x8u, marca LOMORO, categoría Impulsivos Postres Lomoro, presentación de catálogo."
TOR-LOM-01860,Torta familiar lomoro x1kg FRUTILLA,"Torta helada, Torta familiar lomoro x1kg FRUTILLA, marca LOMORO, 1kg."
IMP-IMP-01308,Torta familiar lomoro x1kg GRANIZADO Y CHOCOLATE,"Torta helada, Torta familiar lomoro x1kg GRANIZADO Y CHOCOLATE, marca LOMORO, 1kg."
IMP-IMP-01304,Torta familiar lomoro x1kg SELVA NEGRA,"Torta helada, Torta familiar lomoro x1kg SELVA NEGRA, marca LOMORO, 1kg."
IMP-IMP-01307,Torta familiar lomoro x1kg TIRAMISU,"Torta helada, Torta familiar lomoro x1kg TIRAMISU, marca LOMORO, 1kg."
TOR-LOM-01874,Torta helada TELGOPOR Premium Selva Negra,"Torta helada, Torta helada TELGOPOR Premium Selva Negra, marca LOMORO."
IMP-IMP-01641,Vaso telgopor 330 cc Variedad AMERICANA/BANANA SPLIT/DDL,"Helado en vaso, Vaso telgopor 330 cc Variedad AMERICANA/BANANA SPLIT/DDL, marca LOMORO, 330 cc."
IMP-IMP-01285,Vaso telgopor 330 cc Variedad CEREZA/GRANIZADO/DL,"Helado en vaso, Vaso telgopor 330 cc Variedad CEREZA/GRANIZADO/DL, marca LOMORO, 330 cc."
IMP-IMP-01284,Vaso telgopor 330 cc Variedad CHOCOLATE/FRUTILLA/VAINILLA,"Helado en vaso, Vaso telgopor 330 cc Variedad CHOCOLATE/FRUTILLA/VAINILLA, marca LOMORO, 330 cc."
IMP-IMP-01640,Vaso telgopor 330 cc Variedad FRUTILLA/LIMON/CHOCOLATE,"Helado en vaso, Vaso telgopor 330 cc Variedad FRUTILLA/LIMON/CHOCOLATE, marca LOMORO, 330 cc."
IMP-IMP-01350,"Juguitos minyo 1,2,3! GIGANTES x30u.","Producto congelado, Juguitos minyo 1,2,3! GIGANTES x30u, marca MINYO, x30 unidades."
PAN-PAN-01213,Criollo Riojano x175 unidades 50grs,"Criollo congelado, Criollo Riojano x175 unidades 50grs, marca PRIPAN-DEVISUR, 50g, x175 unidades."
PAN-PRI-01885,Facturas Hojaldre pack Familiar x80u,"Factura congelada, Facturas Hojaldre pack Familiar x80u, marca PRIPAN-DEVISUR, x80 unidades."
PAN-PAN-01207,Facturas surtidas x147 unidades,"Factura congelada, Facturas surtidas x147 unidades, marca PRIPAN-DEVISUR, x147 unidades."
PAN-PRI-20009,Gran Medialuna 65g x 90u,"Medialuna congelada, Gran Medialuna 65g x 90u, marca PRIPAN-DEVISUR, 65g, x90 unidades."
PAN-PAN-01206,Medialunas dulce hojaldre x147 unidades,"Medialuna congelada, Medialunas dulce hojaldre x147 unidades, marca PRIPAN-DEVISUR, x147 unidades."
PAN-PAN-01209,Medialunas saladas x147 unidades,"Medialuna congelada, Medialunas saladas x147 unidades, marca PRIPAN-DEVISUR, x147 unidades."
PAN-PRI-01916,Panal de Crema Pastelera x 60u,"Pan congelado, Panal de Crema Pastelera x 60u, marca PRIPAN-DEVISUR, x60 unidades."
PAN-PRI-01915,Panal de Membrillo x60u,"Pan congelado, Panal de Membrillo x60u, marca PRIPAN-DEVISUR, x60 unidades."
PAN-PRI-01914,Sacramento de Membrillo x 48u,"Producto congelado, Sacramento de Membrillo x 48u, marca PRIPAN-DEVISUR, x48 unidades."
PIZ-QP-01941,Pizza de Jamon y Queso x 5u,"Pizza congelada, Pizza de Jamon y Queso x 5u, marca Q' PIZZA, x5 unidades."
PIZ-QP-01942,Pizza de Muzzarela x 5u,"Pizza congelada, Pizza de Muzzarela x 5u, marca Q' PIZZA, x5 unidades."
PIZ-QP-01937,Pizza Jamon,"Pizza congelada Pizza Jamon, marca Q' PIZZA, categoría Pizzas y Empanadas, presentación de catálogo."
PIZ-QP-01935,Pizza Muzzarella,"Pizza congelada Pizza Muzzarella, marca Q' PIZZA, categoría Pizzas y Empanadas, presentación de catálogo."
PRO-QUO-01980,AFA Automate,"Producto congelado AFA Automate, marca QUO, categoría Productos AFA, presentación de catálogo."
PRO-QUO-01981,AFA Bombilla con dije,"Producto congelado AFA Bombilla con dije, marca QUO, categoría Productos AFA, presentación de catálogo."
PRO-QUO-01974,AFA Despolvillador con Caja,"Producto congelado AFA Despolvillador con Caja, marca QUO, categoría Productos AFA, presentación de catálogo."
PRO-QUO-01979,AFA Kit Premium Mate Imperial + Despolvillador,"Producto congelado, AFA Kit Premium Mate Imperial + Despolvillador, marca QUO."
PRO-QUO-01987,AFA Kit yerba + imperial,"Producto congelado AFA Kit yerba + imperial, marca QUO, categoría Productos AFA, presentación de catálogo."
PRO-QUO-01975,AFA Luz Mate,"Producto congelado AFA Luz Mate, marca QUO, categoría Productos AFA, presentación de catálogo."
PRO-QUO-01988,AFA Mate Imperial,"Producto congelado AFA Mate Imperial, marca QUO, categoría Productos AFA, presentación de catálogo."
PRO-QUO-01976,AFA Mateava con packaging y bombilla,"Producto congelado, AFA Mateava con packaging y bombilla, marca QUO."
PRO-QUO-01972,AFA Quomate Camionero,"Producto congelado AFA Quomate Camionero, marca QUO, categoría Productos AFA, presentación de catálogo."
PRO-QUO-01973,AFA Set Despolvillador + Matermico,"Producto congelado AFA Set Despolvillador + Matermico, marca QUO, categoría Productos AFA, presentación de catálogo."
PRO-QUO-01978,AFA Yerba Sport,"Producto congelado AFA Yerba Sport, marca QUO, categoría Productos AFA, presentación de catálogo."
PAP-RAN-20010,Papas baston caja x 15 kg,"Papa congelada, Papas baston caja x 15 kg, marca RANCHO ALTO, 15 kg, venta por kg."
PAP-RAN-20011,"Papas baston caja x 2,5 kg","Papa congelada, Papas baston caja x 2,5 kg, marca RANCHO ALTO, 2,5 kg, venta por kg."
PAP-REB-01694,Papas Baston Rancho Alto bolsa x 2.5kg,"Papa congelada, Papas Baston Rancho Alto bolsa x 2.5kg, marca RANCHO ALTO, 2.5kg."
PAP-REB-01689,Papas Baston Rancho Alto caja x 10kg,"Papa congelada, Papas Baston Rancho Alto caja x 10kg, marca RANCHO ALTO, 10kg."
REB-REB-02006,Aros de Cebolla bolsa x 10 kg,"Producto congelado, Aros de Cebolla bolsa x 10 kg, marca REBOZADOS, 10 kg, venta por kg."
COM-RIC-20012,COMBO: 12 hamburguesas FLOW + 12 panes de hamburguesas,"Combo, COMBO: 12 hamburguesas FLOW + 12 panes de hamburguesas, marca RICCISIMA."
COM-RIC-20013,Combo: 12 hamburguesas MAS GRANDES + 12 panes hamburguesas,"Combo, Combo: 12 hamburguesas MAS GRANDES + 12 panes hamburguesas, marca RICCISIMA."
MED-ENV-655,Don Umberto Medallon de Carne Vacuna 42x2 (50g),"Medallón congelado, Don Umberto Medallon de Carne Vacuna 42x2 (50g), marca RICCISIMA, 50g."
MED-RIC-20014,Medallon Carne Riccisima 9x12 de 65g,"Medallón congelado, Medallon Carne Riccisima 9x12 de 65g, marca RICCISIMA, 65g."
MED-MED-654,Riccisimas 30X4 Medallon en cajita (120 un.),"Medallón congelado, Riccisimas 30X4 Medallon en cajita (120 un.), marca RICCISIMA."
MED-MED-655,Riccisimas 42X2 Medallon en flow pack,"Medallón congelado, Riccisimas 42X2 Medallon en flow pack, marca RICCISIMA."
MED-MED-540,Tradicional Medallon de Carne Vacuna 20x2 x110grs,"Medallón congelado, Tradicional Medallon de Carne Vacuna 20x2 x110grs, marca RICCISIMA, 110g."
MED-MED-659,Tradicional Medallon de Carne Vacuna 42x2 (55g),"Medallón congelado, Tradicional Medallon de Carne Vacuna 42x2 (55g), marca RICCISIMA, 55g."
REB-SJO-20015,Caja de Milanesa San Jose x30 paquetes SURTIDAS de 6u c/u,"Rebozado congelado, Caja de Milanesa San Jose x30 paquetes SURTIDAS de 6u c/u, marca SAN JOSE, x180 unidades."
REB-SJO-20016,Milanesa de Soja Surtida de 300g x 6u,"Rebozado congelado, Milanesa de Soja Surtida de 300g x 6u, marca SAN JOSE, 300g, x6 unidades."
PAN-SOL-01808,Churro Relleno Caja x120u. sol de galicia,"Pastelería congelada, Churro Relleno Caja x120u. sol de galicia, marca SOL DE GALICIA, x120 unidades."
PAN-SOL-01876,Croissant XXL x 36u de 100g,"Pastelería congelada, Croissant XXL x 36u de 100g, marca SOL DE GALICIA, 100g, x36 unidades."
PAN-PAN-01720,Donas Clasicas x48u,"Pastelería congelada, Donas Clasicas x48u, marca SOL DE GALICIA, x48 unidades."
PAN-PAN-01211,Donas Rellenas Bañada con Chocolate x48u.,"Pastelería congelada, Donas Rellenas Bañada con Chocolate x48u, marca SOL DE GALICIA, x48 unidades."
PAN-PAN-01714,Donas Rellenas con Baño Repostería Rosa x48u.,"Pastelería congelada, Donas Rellenas con Baño Repostería Rosa x48u, marca SOL DE GALICIA, x48 unidades."
PAN-PAN-01719,Donas Rellenas con Dulce de Leche 48u.,"Pastelería congelada, Donas Rellenas con Dulce de Leche 48u, marca SOL DE GALICIA, x48 unidades."
PAN-SOL-01959,Mini Dona Rosa cong x 108u,"Pastelería congelada, Mini Dona Rosa cong x 108u, marca SOL DE GALICIA, x108 unidades."
PAN-SOL-01968,Pan de Chocolate x 48u,"Pan congelado, Pan de Chocolate x 48u, marca SOL DE GALICIA, x48 unidades."
HAM-TEX-01953,Bife de Lomo XL de 130g x 50u,"Hamburguesa congelada, Bife de Lomo XL de 130g x 50u, marca TEX, 130g, x50 unidades."
