pedido_id,cliente_id,canal,n_lineas,n_matched,match_ratio,match_na,skus_matched,skus_unmatched,excerpt_humano
183,33009,tienda,13,,,catalogo_ui,,,"Hola buenos días   Hola buenos días   Me pasarias el link para realizar el pedido por la web   Me pasarias el link para realizar el pedido por la web   Hola, quiero hacer el siguiente pedido:  • 6 x Brownie de Chocolate 9 de Oro x 45g (B/21) (Código: 40700407) • 3 x Pan para Hamburguesa con Sésamo Veneziana 210g / 4 (B/21) (Código: 19000413) • 1 x Tostadas Firenze Light x 920g fraccionado (B/5) (Código: 10300052) • 3 x Edulcorante Cañuelas Clásico 200ml (B/6) (Código: 4090001) • 9 x Puré de Toma"
184,41694,chat,11,10,0.9091,,4040004|4040002|62158|62026|4060034|4060025|4060033|4040005|4060059|61275,410003,"Hola, buen día. ¿Pasará el preventista hoy o mañana para levantar el pedido? Porque eso el otro día pedí las nueve de oro y me mandaron las grandes, el pedido por teléfono, o sea, que no es lo mismo pedir por teléfono que cuando pasa el preventista. Si no, avísame para pedir, para hacer el pedido, cosa que me hace falta porque capaz que mañana, porque antes venían los viernes, no sé, bueno, si va a pasar hoy, si no va a pasar el preventista. Gracias.   Hola, buen día. ¿Pasará el preventista hoy"
185,45845,chat,5,3,0.6,,5072513|4050090|5072514,44060002|1014358,"Hola, Lini, ¿cómo estás? Buen día. Te hablo acá del porteño de Cárcalo. ¿Me decís el precio del cuatro quesos de chelita? ¿Cuánto está el kilo?   Hola, Lini, ¿cómo estás? Buen día. Te hablo acá del porteño de Cárcalo. ¿Me decís el precio del cuatro quesos de chelita? ¿Cuánto está el kilo?   Nene, estás seguro que ese es el precio de la horma, porque por lo que me da los 100 gramos me da para 140 pesos.   Nene, estás seguro que ese es el precio de la horma, porque por lo que me da los 100 gramos"
186,62079,tienda,6,,,catalogo_ui,,,"Llegan hasta embalse?   Llegan hasta embalse?   Que preventista viene?   Que preventista viene?   A dónde llamo   A dónde llamo   Pásame el el enlace   Pásame el el enlace   Hola, quiero hacer el siguiente pedido:  • 1 x Cigarrillos Boxer Rojo (Código: 80)  Gracias.   Hola, quiero hacer el siguiente pedido:  • 1 x Cigarrillos Boxer Rojo (Código: 80)  Gracias.   Todos   Todos   Si   Si   El pedido que hice la semana pasada nunca llego   El pedido que hice la semana pasada nunca llego   Cómo me co"
187,35685,chat,11,9,0.8182,,4040167|4040108|761145|700407|700408|700143|700163|700159|3012720,30012852|3012721,"Hola, quiero hacer el siguiente pedido:  • 10 x Obleas 9 de Oro Frutilla y Vainilla 100g (B/28) (Código: 4040167) • 5 x Oblea Doble Vainilla con Naranja 100g (B/28) (Código: 4040108) • 3 x Pan Lacteado Veneziana 400g (Código: 761145) • 1 x Grisines con Salvado Veneziana x 180g (B/15) (Código: 700407) • 1 x Grisines Trisalvado Light Cormillot x 180g (B/15) (Código: 700408) • 3 x Pan Integral Cormillot 360g (Código: 700143) • 2 x Pan para Pancho Veneziana 210g / 6 (Código: 700163) • 2 x Pan para H"
189,34413,chat,1,1,1.0,,13099,,Azucar ?   Azucar ?   Azucar  dulcy 10 bultos   Azucar  dulcy 10 bultos   Solo eso cuando llega?   Solo eso cuando llega?   Si   Si
192,44593,tienda,8,,,catalogo_ui,,,Catalogo   Catalogo   [Consulta con foto por WhatsApp] Contenido visto en la imagen (para catálogo/pedido): - 5 bolsa Alamaltic x4000g - 5 detergente gigante - 5 pan de jabón (marca no legible) - 1 jabón líquido Gramby 6 - 1 cigarrillo amarillo euro  La intención es realizar un pedido de los productos listados.   [Consulta con foto por WhatsApp] Contenido visto en la imagen (para catálogo/pedido): - 5 bolsa Alamaltic x4000g - 5 detergente gigante - 5 pan de jabón (marca no legible) - 1 jabón líq
198,64275,tienda,16,,,catalogo_ui,,,"Genial sisis pásame catálogo y precios   Genial sisis pásame catálogo y precios   E informame de cuando pasan por la zona, si tienen distribuidor etc   E informame de cuando pasan por la zona, si tienen distribuidor etc   Y q día de la semana vienen?   Y q día de la semana vienen?   Hay monto mínima de compra?   Hay monto mínima de compra?   Se paga en efectivo o se puede por transferencia?   Se paga en efectivo o se puede por transferencia?   Ok dale gracias!   Ok dale gracias!   El pedido se h"
199,37114,tienda,7,,,catalogo_ui,,,"Catálogo   Catálogo   Hola, quiero hacer el siguiente pedido:  • 4 x Leche en Polvo Sancor Instantánea Entera 800g (B/12) (Código: 5074383) • 10 x Dulce de Leche Clásico x 400g Sancor (B/24) (Código: 5073186) • 10 x Harina Pureza Multicereal Masa Madre 1kg (B/10) (Código: 4050339) • 20 x Harina Cañuelas 000 Ultra Refinada Vitamina D 1kg (B/10) (Código: 4050258) • 12 x Aceite de Girasol Cañuelas 0.9L (B/12) (Código: 4010002) • 12 x Puré de Tomate De La Huerta 530cc Slim (B/12) (Código: 3012777)"
201,32132,tienda,1,,,catalogo_ui,,,Hola me pasas lista por fabor   Hola me pasas lista por fabor   Quisiera aceite cañuelas de 1.500   Quisiera aceite cañuelas de 1.500   Cuando lo traerias   Cuando lo traerias   2 cajas de aceite   2 cajas de aceite   Pero me tenes que confirmar que viene mañana   Pero me tenes que confirmar que viene mañana   Porq el último pedido no lo trajeron   Porq el último pedido no lo trajeron   Ok lo espero   Ok lo espero   Hola sabes si los aceites estan en camino??   Hola sabes si los aceites estan en
202,32951,tienda,5,,,catalogo_ui,,,"CATALOGO   CATALOGO   Hola.  Necesito: 6 cremas para cocinar.  1Queso saldo 6 harinas leudantes. 6 pureza par pizza. 6 la andinas ayudin.   Gracias   Hola.  Necesito: 6 cremas para cocinar.  1Queso saldo 6 harinas leudantes. 6 pureza par pizza. 6 la andinas ayudin.   Gracias   Yo pedí queso sardo, para rallar, no mendicrim.   Y 6 lavandinas ayudin ,no lentejas   Yo pedí queso sardo, para rallar, no mendicrim.   Y 6 lavandinas ayudin ,no lentejas   Quiero lavandina ayudin   Quiero lavandina ayudi"
208,36265,chat,2,2,1.0,,4010002|4050089,,"Hola, buenos días. Escuchenme una cosita, no sé si esto es una cargada que es lo que me hacen. Hace más de 10 años que yo les compro a ustedes. Dos pedidos que no llegaron, dos pedidos que me dejaron sin mercadería. ¿Qué pedidos quieren que yo les mande? Pasan a los preventistas, pero es lo mismo, no me traen los pedidos. He hecho pedidos de aceite, de harinas y todo, y no me trajeron nada, nada. ¿Qué pedidos quieren que les haga? ¿Me están charlando ustedes a mí?   Hola, buenos días. Escuchenme"
210,44455,tienda,7,,,catalogo_ui,,,Catalogo   Catalogo
213,44593,chat,4,3,0.75,,127|127|61725,1014358,Buenas. Yo quisiera 10 jabones liquido alax800ml. Y 2 cigarrillo  euro .          1caja de media tarde.     .   Buenas. Yo quisiera 10 jabones liquido alax800ml. Y 2 cigarrillo  euro .          1caja de media tarde.     .   Suavisante yo no encargue  si no hay jabon no me ponga suavisante no lo vendo..   mas bien pongame 1 euro mas  10 pan de jabon gigante   Suavisante yo no encargue  si no hay jabon no me ponga suavisante no lo vendo..   mas bien pongame 1 euro mas  10 pan de jabon gigante   Co
220,36547,tienda,2,,,catalogo_ui,,,Catálogo   Catálogo
261,32962,tienda,4,,,catalogo_ui,,,Catalogo   Catalogo   Hola si ya hice pedido Cuando llegaría? Mi negocio esta abierto hasta las 13 y 30 hs   Hola si ya hice pedido Cuando llegaría? Mi negocio esta abierto hasta las 13 y 30 hs   Ya hice pedido x catalogo virtual me pide un mínimo de 40.000   Ya hice pedido x catalogo virtual me pide un mínimo de 40.000   Y complete ese monto   Y complete ese monto   No ese no   No ese no   Pero no quiero ese dulce de leche   Pero no quiero ese dulce de leche   No quiero nada no me mandes nada
17152,31575,tienda,3,,,catalogo_ui,,,Pásame catálogo porfys   Pásame catálogo porfys   Quiero 1 caja de aceite caliu   Quiero 1 caja de aceite caliu   Cañuelas de 900   Cañuelas de 900   quería ahí el aceite de cañuela es una caja y estaba viendo que tenés galletas agridulces que salen en 500 y pico la nueve de oro quería pero no quiero ahí dice bulto por no sé cuánto yo quiero menos cantidad se puede porque quería de la clásica del agridulce ponerles 10 y 10 y también había unos paquetitos de gelatina que salen 3600 la cajita será
17162,33212,chat,12,1,0.0833,,5074004,5073319|700429|700432|700428|700427|700408|700409|700407|700405|410003|410001,Hola ahí cargue el pedido   Hola ahí cargue el pedido   Ese es el q cargue hoy   Ese es el q cargue hoy   Si eso es lo q cargue hoy Cuando viene   Si eso es lo q cargue hoy Cuando viene   No hay queso crema light no?   No hay queso crema light no?   No está bien   No está bien   Confírmame el pedido   Confírmame el pedido   Confirmo el pedido #17162   Confirmo el pedido #17162
17163,33212,chat,8,0,0.0,,,19000430|5075603|4050133|4050132|3014505|700427|700429|700408,Hola ahí cargue el pedido   Hola ahí cargue el pedido   Ese es el q cargue hoy   Ese es el q cargue hoy   Si eso es lo q cargue hoy Cuando viene   Si eso es lo q cargue hoy Cuando viene   No hay queso crema light no?   No hay queso crema light no?   No está bien   No está bien   Confírmame el pedido   Confírmame el pedido   Confirmo el pedido #17162   Confirmo el pedido #17162
17167,33042,chat,1,0,0.0,,,1014358,"Hola, ¿cómo te va? Buen día, no sé que estoy confundido con los números, vos tenés algo de harina y media tarde, galletas media tarde para saber?   Hola, ¿cómo te va? Buen día, no sé que estoy confundido con los números, vos tenés algo de harina y media tarde, galletas media tarde para saber?   Me podría mandar 4 cajas de galletas media tarde, la de 315 gramos, la de 3 paquetes.   Me podría mandar 4 cajas de galletas media tarde, la de 315 gramos, la de 3 paquetes.   No, ya empiezo a comprarle,"
17168,32132,chat,1,1,1.0,,4010004,,Tenes aceite cañuelas x1 y medio .cuanto sale   Tenes aceite cañuelas x1 y medio .cuanto sale   Si dos cajas para cuando sería?   Si dos cajas para cuando sería?   Si traeme   Si traeme   Ok   Ok
17172,37114,tienda,13,,,catalogo_ui,,,Hola catálogo   Hola catálogo
17177,41140,tienda,11,,,catalogo_ui,,,"Catálogo   Catálogo   [Consulta con foto por WhatsApp] Contenido visto en la imagen (para catálogo/pedido): - 1 caja x 12 leche Entera Emter (marca no legible, formato: botella) - 1 litro leche entera Sancor - 4 Monchini (tipo no legible) - 6 Crema Sancor (tipo no legible) - 6 fideos Sancor (tipo: opcional, marca no legible) - 6 pudines Sancor (tipo: agüita, marca no legible) - 4 avena instantánea Conijuelas (marca no legible) - 4 harina leudante Pureza - 6 aceite comestible (marca no legible, f"
17179,34611,tienda,3,,,catalogo_ui,,,Catálogo   Catálogo   La entrega es para el miércoles?   La entrega es para el miércoles?   Busco bizcochuelos   Busco bizcochuelos   Pan rayado de medio kilo   Pan rayado de medio kilo   6 bizcocuelo de vainilla 6 bizcochuelos de chocolate  10 pan rayado   6 bizcocuelo de vainilla 6 bizcochuelos de chocolate  10 pan rayado   [reaction] Si   [reaction] Si   [reaction]   [reaction]
17180,43463,chat,4,4,1.0,,4050276|4050258|4040004|4010002,,Buenos dias   Buenos dias   Te paso pedido   Te paso pedido   Medio pack harina leudante  Medio pack harina 3 cerros  1 caja galletas 9 de oro agridulce  1 caja aceite Cañuelas por 900 ml Gracias   Medio pack harina leudante  Medio pack harina 3 cerros  1 caja galletas 9 de oro agridulce  1 caja aceite Cañuelas por 900 ml Gracias   Muchas gracias   Muchas gracias   [reaction]   [reaction]
17185,38921,chat,8,6,0.75,,4040293|4040005|4275041|1014638|1014613|10900014,1014358|1014397,Hola. Buenos días. 1 caja de galletas Media tarde x3. 5   9 de Oro bizcocho. 5   9 de Oro agridulce. Rinde 2 de ananá. 5 Vocación clásicas. 3 Vocación  acaramelada. 3 Choco Pamela 170 g. 3 Pamela c/ chips.   Hola. Buenos días. 1 caja de galletas Media tarde x3. 5   9 de Oro bizcocho. 5   9 de Oro agridulce. Rinde 2 de ananá. 5 Vocación clásicas. 3 Vocación  acaramelada. 3 Choco Pamela 170 g. 3 Pamela c/ chips.   Ok. Muchas gracias.   Ok. Muchas gracias.
17186,64283,tienda,23,,,catalogo_ui,,,Hola pasme catálogo y precios   Mañana armo si necesito   Ya me enviaron pedidos   Asi que me tienen registrado   Rista Enrique   23133725709   Esteban_rista@hotmail.com   Calle huluman 1629 córdoba capital   No tengo   Enviame el catálogo con los respectivos precios   Enviame el catálogo con los respectivos precios
17187,42083,tienda,17,,,catalogo_ui,,,Catálogo   Catálogo   Ya lo pude cargar al pedido   Ya lo pude cargar al pedido   Me confirmas si llego   Me confirmas si llego   Solo esos productos cargados  Gracias   Solo esos productos cargados  Gracias   Confirmar   Confirmar   Cual sería el pedido abierto   Cual sería el pedido abierto
17189,64264,tienda,1,,,catalogo_ui,,,Hola   Hola   tenes galletas crackers?   tenes galletas crackers?   pasame el catalogo   pasame el catalogo   dame 3 cracker de arroz  y 2 aceites de 1.5   dame 3 cracker de arroz  y 2 aceites de 1.5
17192,32321,chat,1,1,1.0,,40700439,,"hola me sumas 1 caja de aceite 900ml?   hola me sumas 1 caja de aceite 900ml?   borra todo el pedido, dejame 1 caja de aciete de 900ml nomas   borra todo el pedido, dejame 1 caja de aciete de 900ml nomas   confirmalo porfavor   confirmalo porfavor   creame un pedid con 1 aceite nomas   creame un pedid con 1 aceite nomas   cargame 1 40700439   cargame 1 40700439"
17199,45960,chat,2,2,1.0,,51510|13940672,,[Consulta con foto por WhatsApp] Texto del cliente: Hola chicos hay posibilidad de agregar a mi pedido Contenido visto en la imagen (para catálogo/pedido): - Tipo de producto: Chocolate - Marca: Jack - Formato: Barra - Peso: 14 g por unidad - Cantidad: 20 unidades en caja - Descripción: Chocolate Jack Mafalda  Intención: Consulta de posibilidad de agregar este producto a su pedido.   [Consulta con foto por WhatsApp] Texto del cliente: Hola chicos hay posibilidad de agregar a mi pedido Contenido
17206,33271,tienda,4,,,catalogo_ui,,,Me pasa link   Me pasa link
17207,45986,tienda,1,,,catalogo_ui,,,Hola como estas? Me pasas lista de precio   Hola como estas? Me pasas lista de precio   Necesito aceite 1 caja de 12   Necesito aceite 1 caja de 12   Cañuelas   Cañuelas   1 caja por 12   1 caja por 12   12 unidades   12 unidades   12 necesito   12 necesito   12 aceites cañuelas 0.9l   12 aceites cañuelas 0.9l   Cancelado   Cancelado   Nada mas   Nada mas   Eso solo   Eso solo   Nada mas   Nada mas   Horario 11 a 13:30   Horario 11 a 13:30
17208,45986,tienda,1,,,catalogo_ui,,,Hola como estas? Me pasas lista de precio   Hola como estas? Me pasas lista de precio   Necesito aceite 1 caja de 12   Necesito aceite 1 caja de 12   Cañuelas   Cañuelas   1 caja por 12   1 caja por 12   12 unidades   12 unidades   12 necesito   12 necesito   12 aceites cañuelas 0.9l   12 aceites cañuelas 0.9l   Cancelado   Cancelado   Nada mas   Nada mas   Eso solo   Eso solo   Nada mas   Nada mas   Horario 11 a 13:30   Horario 11 a 13:30
17210,36547,chat,2,0,0.0,,,4010002|4010004,Hola buen día a coca de   Hola buen día a coca de   Cualquier cosa se me escribio jaja   Cualquier cosa se me escribio jaja   Queria perdirte una caja de aceite natura x 900ml Y por 1500ml tenenes??   Queria perdirte una caja de aceite natura x 900ml Y por 1500ml tenenes??   Podria pedir 6 de cada uno Mitad de 1500cc y mitad de 900ml???   Podria pedir 6 de cada uno Mitad de 1500cc y mitad de 900ml???   Perfecto Gracias Nada mas por hoy   Perfecto Gracias Nada mas por hoy   Gracias   Gracias
17216,44823,tienda,3,,,catalogo_ui,,,"Buen día  Catalogo   Buen día  Catalogo   Buenos días, ya hice el pedido, no sé si lo hice bien la primera vez que uso esta aplicación. Confirmo, un Red Point común, un Dorchester caja dorada y dos cajas de alfajor rasta simples, negro. Gracias.   Buenos días, ya hice el pedido, no sé si lo hice bien la primera vez que uso esta aplicación. Confirmo, un Red Point común, un Dorchester caja dorada y dos cajas de alfajor rasta simples, negro. Gracias.   No, este pedido está equivocado. Es un Red Poi"
17217,44823,tienda,3,,,catalogo_ui,,,"Buen día  Catalogo   Buen día  Catalogo   Buenos días, ya hice el pedido, no sé si lo hice bien la primera vez que uso esta aplicación. Confirmo, un Red Point común, un Dorchester caja dorada y dos cajas de alfajor rasta simples, negro. Gracias.   Buenos días, ya hice el pedido, no sé si lo hice bien la primera vez que uso esta aplicación. Confirmo, un Red Point común, un Dorchester caja dorada y dos cajas de alfajor rasta simples, negro. Gracias.   No, este pedido está equivocado. Es un Red Poi"
17218,44823,tienda,5,,,catalogo_ui,,,"Buen día  Catalogo   Buen día  Catalogo   Buenos días, ya hice el pedido, no sé si lo hice bien la primera vez que uso esta aplicación. Confirmo, un Red Point común, un Dorchester caja dorada y dos cajas de alfajor rasta simples, negro. Gracias.   Buenos días, ya hice el pedido, no sé si lo hice bien la primera vez que uso esta aplicación. Confirmo, un Red Point común, un Dorchester caja dorada y dos cajas de alfajor rasta simples, negro. Gracias.   No, este pedido está equivocado. Es un Red Poi"
17222,44823,tienda,3,,,catalogo_ui,,,"Buen día  Catalogo   Buen día  Catalogo   Buenos días, ya hice el pedido, no sé si lo hice bien la primera vez que uso esta aplicación. Confirmo, un Red Point común, un Dorchester caja dorada y dos cajas de alfajor rasta simples, negro. Gracias.   Buenos días, ya hice el pedido, no sé si lo hice bien la primera vez que uso esta aplicación. Confirmo, un Red Point común, un Dorchester caja dorada y dos cajas de alfajor rasta simples, negro. Gracias.   No, este pedido está equivocado. Es un Red Poi"
17225,45146,chat,6,5,0.8333,,700163|700159|700010|1001781|1013918,761750,"Hola ampi la preventa virtual, apenas llegue al negocio te paso el pedido   Hola ampi la preventa virtual, apenas llegue al negocio te paso el pedido   Es feriado y abro tarde 10.30   Es feriado y abro tarde 10.30   Si   Si   1 alfajor fantoche clásico negro  3 pan de pancho 3 pan de hamburguesa  1 rapidita( para tacos)   1 alfajor fantoche clásico negro  3 pan de pancho 3 pan de hamburguesa  1 rapidita( para tacos)   1 alfajor cachafaz clásico negro  3 pan veneciana de pancho 3 pan veneciana de"
17233,44239,tienda,2,,,catalogo_ui,,,Catálogo   Catálogo   Hola cómo estás   Hola cómo estás   El alfajor Argentrico lo tenés??   El alfajor Argentrico lo tenés??   1 caja alfajor Argentrico  2 pack puré tomate baggio x 530g. 1 gomita redonda piñata 1 gomita argolla piñata   1 caja alfajor Argentrico  2 pack puré tomate baggio x 530g. 1 gomita redonda piñata 1 gomita argolla piñata   Puré de tomate baggio x 530 g son 24 en total   Puré de tomate baggio x 530 g son 24 en total   Puré de tomate Noel no   Puré de tomate Noel no   Conf
17234,40871,chat,7,4,0.5714,,71121|4450047|1015558|4040248,1013259|1006152|1013445,"Hola  3 Yerba canaria amarillo  1 verde 8 Tostadas molino ala de garbanzos arroz y maíz  gomita misky  una de cada una , ( chiquita,  redondita y eucalipto) 6 salsa lista para pizza 6 budines ( marmolado y con dulce)   Hola  3 Yerba canaria amarillo  1 verde 8 Tostadas molino ala de garbanzos arroz y maíz  gomita misky  una de cada una , ( chiquita,  redondita y eucalipto) 6 salsa lista para pizza 6 budines ( marmolado y con dulce)   Esta bien gracias   Esta bien gracias"
17235,36830,chat,5,3,0.6,,4010002|4010004|4040004,4040294|761145,"Hola, ¿cómo le va, señor de Campi? No sé cómo es tu nombre. Escúchame, me haría falta que me traigas. A ver, chiquita, te pongo en carga, no sé cómo saldrá. Y me traerías seis aceites de un litro del cañuela, ¿no? Y tres del más grande, del litro y medio. No sé, decime, ¿cómo salen los precios? ¿Cómo salen los precios por seis o por doce? Eso quisiera saber yo. Eso me haría falta, unos aceites, que estoy viendo que tengo poquísimo.   Hola, ¿cómo le va, señor de Campi? No sé cómo es tu nombre. Es"
17237,35077,tienda,15,,,catalogo_ui,,,Hola buenas tardes   Hola buenas tardes   Hay un nuevo catálogo? O nueva pagina?   Hay un nuevo catálogo? O nueva pagina?   Es muy lenta la pagina. Pregunta. Se cargan unidades o cajas? Xq en precio me dice por unidad pero en descripción me habla de la caja. Pero tampoco te da opción d encargar una caja por ejemplo   Es muy lenta la pagina. Pregunta. Se cargan unidades o cajas? Xq en precio me dice por unidad pero en descripción me habla de la caja. Pero tampoco te da opción d encargar una caja
17250,36511,tienda,12,,,catalogo_ui,,,Catalogo   Catalogo   RECIBO PEDIDOS DE 10 A 14 HS. SOLAMENTE   RECIBO PEDIDOS DE 10 A 14 HS. SOLAMENTE   CUANDO VIENE ESTE PEDIDO?   CUANDO VIENE ESTE PEDIDO?   Si   Si   YA HICE EL PEDIDO   YA HICE EL PEDIDO   NO GRACIAS   NO GRACIAS
17251,31481,tienda,5,,,catalogo_ui,,,CATÁLOGO   CATÁLOGO   Ya pasé pedido   Ya pasé pedido   N0   N0
17263,33081,chat,2,0,0.0,,,13941620|13941620,"1   1   Quiero la 1   Quiero la 1   Ya tengo un pedido, pero me faltó agregar sso   Ya tengo un pedido, pero me faltó agregar sso   [reaction]   [reaction]   Gracias   Gracias"
17268,43044,chat,3,1,0.3333,,2029,4010002|4040294,Buenas te había pedido el jueves pasado aceite y rasta y no fue el pedido   Buenas te había pedido el jueves pasado aceite y rasta y no fue el pedido   Una caja a aceite una caja rasta   Una caja a aceite una caja rasta   10 nueve oro azucaradas   10 nueve oro azucaradas   Eso   Eso   Cuando llega?   Cuando llega?   No   No   El pedido es una caja de aceite una caja rasta negro y 10 azucaradas nueve oro   El pedido es una caja de aceite una caja rasta negro y 10 azucaradas nueve oro   Nada mas
17269,43044,chat,3,1,0.3333,,2029,4010002|4040294,Buenas te había pedido el jueves pasado aceite y rasta y no fue el pedido   Buenas te había pedido el jueves pasado aceite y rasta y no fue el pedido   Una caja a aceite una caja rasta   Una caja a aceite una caja rasta   10 nueve oro azucaradas   10 nueve oro azucaradas   Eso   Eso   Cuando llega?   Cuando llega?   No   No   El pedido es una caja de aceite una caja rasta negro y 10 azucaradas nueve oro   El pedido es una caja de aceite una caja rasta negro y 10 azucaradas nueve oro   Nada mas
17274,35203,tienda,5,,,catalogo_ui,,,Hola 2   Hola 2   Me pasas el catálogo porfavor   Me pasas el catálogo porfavor   Me confirma si el pedido se realizo   Me confirma si el pedido se realizo   Si ya complete   Si ya complete   Pedido 17274   Pedido 17274
17277,37997,chat,6,5,0.8333,,4050276|4050096|4050089|4040005|700416,4040293,Hola!! Me mandas porfi:  3 harina leudante  3 harinas 0000 3 harina común  1 caja 9 de oro clásica 1 caja 9 de oro agridulce   Tenes tortas de la veneziana?   Hola!! Me mandas porfi:  3 harina leudante  3 harinas 0000 3 harina común  1 caja 9 de oro clásica 1 caja 9 de oro agridulce   Tenes tortas de la veneziana?   Confirmo   Confirmo   Perdon! Las harinas estan expresadas en bultos. No en unidades   Perdon! Las harinas estan expresadas en bultos. No en unidades   A eso agrégale las 2 cajas de
17289,36165,tienda,16,,,catalogo_ui,,,Buen día me pasas el catálogo   Listo
17291,36128,tienda,8,,,catalogo_ui,,,"Buen día, CATÁLOGO   Ya lo mandé"
17292,39806,tienda,2,,,catalogo_ui,,,Catálogo
17302,36031,chat,2,2,1.0,,4050132|4050132,,Hola necesito   10 vasitos avena y chip chocolate   2pan la tal chico blanco   2pan la tal chico negro   2pan la tal grande negros y dos pan lactal grande blanco   2 vasitos más de avena y chip   Esto sería todo   Bueno
17319,44060,chat,3,3,1.0,,4040127|4040357|3013502,,Buenas   Ya ingresaron las galletas 9 de oro membrillo 200gr y 350g ?   Si 1 caja de cada una   Eso sería todo   Tienen misky chocolate celofán?   25g   No el misky blanco no   Tienen leche chocolatada baggio 200ml?   Si 1 caja   Estaría bien así   Gracias
17323,46628,chat,11,11,1.0,,4040128|4040183|4040005|1014902|1013916|1013917|4040337|1009837|1000039|700181|3012720,,3   Quisiera ver pedido   Mini pamela manteca  4 unidades  4 unidades de scones  5 unidades de anillitos de coco 9 de oro  5 unidades de bizcocho agridulce 9 de oro x 420g 5 surtido lia   Si   10  polvoritas 5 frutilla  5 vainillas   4 choclo amarillo cremoso 300gs 4 tomate pelado entero en lata noel 400gs 5 prepizza veneziana   5 unidades Jugo baggio 1l durazno   Confirmar
17325,33181,chat,5,4,0.8,,50901|1014638|4040337|4040003,1014613,"Buen día tendrán barritas de cereal ,   Barra de cereal nutri felfort (50901) cod y 10 9 de oro agridulce ,3 clásicas ,3 azucaradas ,vocación azucaradas 5 y 5 clásicas vainillas Mauri 10 u nada más   Si quiero cambiar xq lo que yo pido de 9 de oro de 200 g tanto las agridulce como las otras clásicas y azucaradas   Las caras sucias serán las mismas de agridulce ?   si puede mandarme una para probarla porque acá piden mucho pero es la agridulce por eso yo le estaba pidiendo 10 de esas pero no tien"
17335,45825,chat,3,1,0.3333,,4040003,4040293|4040294,9 de oro   Necesito 9 de oro 200 GS Clásicas Agridulce  Azucarada   10 unidades de cada una   Confirma el pedido   Cuanto es el mínimo de compras?   Pone 14 de cada una   Confirma pedido   Todo bien
17337,31040,chat,1,1,1.0,,70500601,,Puedo editar mi pedido?   Si   Alfajor mood   Dos del primero
17343,33253,chat,5,2,0.4,,300851|300850,300500|300501|1013336,"Hola, me estaba acordando, estaba acordando de los chicos de campi, que no está mal, otros chicos. Bueno, después pásame, bueno, o sea, ahí con el mismo número, por lo que veo, y decime si tenés este huevito kinder, ¿qué otra cosa era? Me acuerdo que se bajó.   Dale   No me mandes el pedido"
17344,39806,tienda,3,,,catalogo_ui,,,"Catálogo   Hola, me podes cargar 2 bultos pepas 9 de oro 350gr   Si, solo cargar 1 ítem   Eliminar galletitas 9 de oro Pepas de 500g   Confírmar   Agregar este producto   Agregar 5 rasta negro   Confírmar"
17346,32089,chat,3,3,1.0,,4010002|4050089|4050090,,Hola ! Pasan hoy ?   Si necesitaría hacer un pedido   Cómo podemos hacer   Aceite de 900   Que descuento se puede hacer llevando por caja ?   Harina 000 Harina para pizza   Aceite girasol cañuelas 900ml x 12  Harina 000 pureza x 10uni  Harina para pizza pureza x 10 uni   Eso me haría falta   Ok gracias   Perfecto el pedido
17347,32089,chat,3,3,1.0,,4050089|4050090|4010002,,Hola ! Pasan hoy ?   Si necesitaría hacer un pedido   Cómo podemos hacer   Aceite de 900   Que descuento se puede hacer llevando por caja ?   Harina 000 Harina para pizza   Aceite girasol cañuelas 900ml x 12  Harina 000 pureza x 10uni  Harina para pizza pureza x 10 uni   Eso me haría falta   Ok gracias   Perfecto el pedido
17368,45937,tienda,12,,,catalogo_ui,,,No puedo hacer por que no se los productos que venden no me acuerdo   Requiero de un proveedor
17372,38357,chat,7,6,0.8571,,1014413|1014414|4040307|4060032|4070251|4040307,761750,1   Es en barrio san jorge entregan mañana?   Alfajor hamblet cuanto sale sale?   Magdalenas dulce mama tendrás q salen?   Puré de tomate noel?   Fideos cabello de ángel?   Galletas media tarde?   Practiricas ?   Pre mezcla mama cocina?   1 caja de alfajor hamblet dulce de leche 1 caja de halfajor hamblet mani 3 magdalenas dulce de leche dulce mama 3 magdalenas vainilla dulce mama 6 fideos cabello de ángel 6 practiricas clásicas. 4 premezcla bizcochuelo vainilla mama cocina   Agregame 3 magdalen
17374,34514,tienda,6,,,catalogo_ui,,,Hola Hace muchísimo que no pasa el preventista   Me gustaría que envíes la lista de precios y catálogo de productos gracias
17378,43150,tienda,7,,,catalogo_ui,,,"hola ampi!! somos de CARNICERIA EL PIRATA   PASAME OFERTAS Y LISTA DE PRECIO   LISTOOO   YA TE REALICE EL PEDIDO   [Consulta con foto por WhatsApp] Contenido visto en la imagen (para catálogo/pedido): - Tostadas Firenze Dulce (B/20) - Precio unitario: $1.330,00 - Cantidad: 4 - Total: $5.320,00 - Grisini Multicereal Cormillot x 180g (B/15) - Precio unitario: $1.086,28 - Cantidad: 3 - Total: $3.258,84  Total del pedido: $41.148,84.   NO ES ESE   NO ES ESE   VAMOS HACER UNA COSA? TE PIDO CUANDO VEN"
17385,41872,tienda,16,,,catalogo_ui,,,"1 y 2   Hola buenas tardes   Hice mi pedido!   Si   Confirmo el pedido   Cuando llega?   Es este el pedido, como q está vacío?   Ah bueno, es este el pedido q quiero por el momento solamente   [reaction]"
17387,36504,tienda,5,,,catalogo_ui,,,Lista de precios
