id,title,brand,presentation,price,priceDisplay,stock,catalogo,categoryFooter,description,images
2955,REDONDELA BOMBON PISTACHO CAJA X 1 KG,MAPSA,,25392.15,"25.392,15",0,B) FULL CHOCOLATE,FULL CHOCOLATE / BOMBONES Y REDONDELAS - ID 2955,,https://curlomayorista.com.ar/imagenesproductos/2955a.jpg
2954,REDONDELA BOMBON PISTACHO CAJA X 3 KG (6U 500 GRS),MAPSA,,69251.33,"69.251,33",0,B) FULL CHOCOLATE,FULL CHOCOLATE / BOMBONES Y REDONDELAS - ID 2954,,https://curlomayorista.com.ar/imagenesproductos/2954a.jpg
2643,ACIDO CITRICO X 1 KG,ALZOL,,7768.2,"7.768,20",7,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 2643,"ES UNO DE LOS PRINCIPALES ADITIVOS ALIMENTARIOS, USADO COMO CONSERVANTE, ANTI-OXIDANTE, ACIDULANTE Y SABORIZANTE DE GOLOSINAS, BEBIDAS GASEOSAS Y OTROS ALIMENTOS.",https://curlomayorista.com.ar/imagenesproductos/2643a.jpg | https://curlomayorista.com.ar/imagenesproductos/2643b.jpg
1709,AZUCAR IMPALPABLE EXTRA X 1 KG,DGE,,2961.86,"2.961,86",180,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 1709,,https://curlomayorista.com.ar/imagenesproductos/1709a.jpg
1708,AZUCAR IMPALPABLE EXTRA X 5 KG,DGE,,13049.85,"13.049,85",68,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 1708,,https://curlomayorista.com.ar/imagenesproductos/1708a.jpg
1938,BICARBONATO DE SODIO ALZOL X 1 KG,ALZOL,,3847.77,"3.847,77",23,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 1938,,https://curlomayorista.com.ar/imagenesproductos/1938a.jpg
1971,BICARBONATO DE SODIO ALZOL X 10 KG,ALZOL,,31762.5,"31.762,50",6,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 1971,,https://curlomayorista.com.ar/imagenesproductos/1971a.jpg
2830,"BRILLANTINA COMESTIBLE, AMARILLO PACK X 4",PASTELAR,20,1815,"1.815,00",27,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2830,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2830a.jpg | https://curlomayorista.com.ar/imagenesproductos/2830b.jpg
2831,"BRILLANTINA COMESTIBLE, AZUL PACK X 4",PASTELAR,20,1815,"1.815,00",26,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2831,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2831a.jpg | https://curlomayorista.com.ar/imagenesproductos/2831b.jpg
2832,"BRILLANTINA COMESTIBLE, BLANCO PACK X 4",PASTELAR,,1815,"1.815,00",18,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2832,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2832a.jpg | https://curlomayorista.com.ar/imagenesproductos/2832b.jpg
2833,"BRILLANTINA COMESTIBLE, CELESTE PACK X 4",PASTELAR,,1815,"1.815,00",27,C) INSUMOS P/REPOSTERÍA,"GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2833","GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2833a.jpg | https://curlomayorista.com.ar/imagenesproductos/2833b.jpg
2834,"BRILLANTINA COMESTIBLE, DORADO PACK X 4",PASTELAR,,1815,"1.815,00",7,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2834,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2834a.jpg | https://curlomayorista.com.ar/imagenesproductos/2834b.jpg
2835,"BRILLANTINA COMESTIBLE, FUCSIA PACK X 4",PASTELAR,,1815,"1.815,00",24,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2835,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2835a.jpg | https://curlomayorista.com.ar/imagenesproductos/2835b.jpg
2836,"BRILLANTINA COMESTIBLE, LILA PACK X 4",PASTELAR,,1815,"1.815,00",21,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2836,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2836a.jpg | https://curlomayorista.com.ar/imagenesproductos/2836b.jpg
2829,"BRILLANTINA COMESTIBLE, NARANJA PACK X 4",PASTELAR,20,1815,"1.815,00",25,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2829,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2829a.jpg | https://curlomayorista.com.ar/imagenesproductos/2829b.jpg
2837,"BRILLANTINA COMESTIBLE, NEGRO PACK X 4",PASTELAR,,1815,"1.815,00",25,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2837,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2837a.jpg | https://curlomayorista.com.ar/imagenesproductos/2837b.jpg
2838,"BRILLANTINA COMESTIBLE, PLATEADO PACK X 4",PASTELAR,,1815,"1.815,00",2,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2838,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2838a.jpg | https://curlomayorista.com.ar/imagenesproductos/2838b.jpg
2839,"BRILLANTINA COMESTIBLE, ROJO PACK X 4",PASTELAR,,1815,"1.815,00",15,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2839,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2839a.jpg | https://curlomayorista.com.ar/imagenesproductos/2839b.jpg
2840,"BRILLANTINA COMESTIBLE, ROSA PACK X 4",PASTELAR,,1815,"1.815,00",20,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2840,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2840a.jpg | https://curlomayorista.com.ar/imagenesproductos/2840b.jpg
2841,"BRILLANTINA COMESTIBLE, VIOLETA PACK X 4",PASTELAR,,1815,"1.815,00",24,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2841,"GLITTER GIVRE COMESTIBLE.
UNA OPCIóN SUPER INCREíBLE E IDEAL PARA DECORAR TODAS TUS PREPARACIONES.

SIN TACC.",https://curlomayorista.com.ar/imagenesproductos/2841a.jpg | https://curlomayorista.com.ar/imagenesproductos/2841b.jpg
2150,CARBON VEGETAL NATURAL NEGRO X 75 GR,PASTELAR,,8167.5,"8.167,50",9,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2150,,https://curlomayorista.com.ar/imagenesproductos/2150a.jpg
1939,CMC ALZOL X 1 KG,ALZOL,,32307,"32.307,00",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 1939,ESPESANTE QUE AYUDA A MANTENER LA HUMEDAD,https://curlomayorista.com.ar/imagenesproductos/1939a.jpg
2315,COCO RALLADO ALZOL X 1 KG AMARILLO,ALZOL,,15680.88,"15.680,88",1,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2315,,https://curlomayorista.com.ar/imagenesproductos/2315a.jpg
2314,COCO RALLADO ALZOL X 1 KG AZUL,ALZOL,,15680.88,"15.680,88",-1,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2314,,https://curlomayorista.com.ar/imagenesproductos/2314a.jpg
2317,COCO RALLADO ALZOL X 1 KG CELESTE,ALZOL,,15680.88,"15.680,88",1,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2317,,https://curlomayorista.com.ar/imagenesproductos/2317a.jpg
2313,COCO RALLADO ALZOL X 1 KG ROJO,ALZOL,,15680.88,"15.680,88",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2313,,https://curlomayorista.com.ar/imagenesproductos/2313a.jpg
2316,COCO RALLADO ALZOL X 1 KG ROSA,ALZOL,,15680.88,"15.680,88",5,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2316,,https://curlomayorista.com.ar/imagenesproductos/2316a.jpg
2343,COCO RALLADO ALZOL X 1 KG VERDE,ALZOL,,15680.88,"15.680,88",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2343,,https://curlomayorista.com.ar/imagenesproductos/2343a.jpg
2700,COCO RALLADO ALZOL X 1 KG VIOLETA,ALZOL,,15680.88,"15.680,88",2,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2700,,https://curlomayorista.com.ar/imagenesproductos/2700a.jpg
2555,COCO RALLADO HIGH FAT X 1 KG,ANKAS DEL SUR,,14698.5,"14.698,50",2,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2555,,https://curlomayorista.com.ar/imagenesproductos/2555a.jpg
2569,COCO RALLADO HIGH FAT X 1 KG SIN TACC,VILLARES,,22144.51,"22.144,51",1,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2569,,https://curlomayorista.com.ar/imagenesproductos/2569a.jpg
2922,COCO RALLADO HIGH FAT X 25 KG SIN TACC,VILLARES,,400241.8,"400.241,80",7,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2922,,
2571,COCO RALLADO HIGH FAT X 4 KG SIN TACC,VILLARES,,73960.18,"73.960,18",20,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2571,,https://curlomayorista.com.ar/imagenesproductos/2571a.jpg
2564,COCO RALLADO HIGH FAT X25 KG,ALITEC,,349013.19,"349.013,19",2,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COCO RALLADO - ID 2564,,https://curlomayorista.com.ar/imagenesproductos/2564a.jpg
2168,COLORANTE P.BLANCO PERLA COMESTIBLE X 4 GR,FLEIBOR,,7018.51,"7.018,51",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2168,,https://curlomayorista.com.ar/imagenesproductos/2168a.jpg
2193,COLORANTE P.BRONCE COMESTIBLE X 4GR,FLEIBOR,,7018.51,"7.018,51",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2193,,https://curlomayorista.com.ar/imagenesproductos/2193a.jpg
2204,COLORANTE P.COBALTO COMESTIBLE X 4 GR,FLEIBOR,,7018.51,"7.018,51",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2204,,https://curlomayorista.com.ar/imagenesproductos/2204a.jpg
2194,COLORANTE P.COBRE COMESTIBLE X 4 GR,FLEIBOR,,7018.51,"7.018,51",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2194,,https://curlomayorista.com.ar/imagenesproductos/2194a.jpg
2166,COLORANTE P.DORADO COMESTIBLE X 4 GR,FLEIBOR,,7018.53,"7.018,53",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2166,,https://curlomayorista.com.ar/imagenesproductos/2166a.jpg
2205,COLORANTE P.GRAFITO COMESTIBLE X 4 GR,FLEIBOR,,4815.16,"4.815,16",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2205,,https://curlomayorista.com.ar/imagenesproductos/2205a.jpg
2192,COLORANTE P.ORO ROSA COMESTIBLE X 4 GR,FLEIBOR,,7018.51,"7.018,51",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2192,,https://curlomayorista.com.ar/imagenesproductos/2192a.jpg
2312,COLORANTE P.PLATEADO COMESTIBLE X 4 GR,FLEIBOR,,7018.51,"7.018,51",4,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2312,,https://curlomayorista.com.ar/imagenesproductos/2312a.jpg
2167,COLORANTE P.ROJO RUBI COMESTIBLE X 4 GR,FLEIBOR,,7018.51,"7.018,51",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2167,,https://curlomayorista.com.ar/imagenesproductos/2167a.jpg
2284,COLORANTE PASTA AMARILLO  X 15 GR,FLEIBOR,,2128.38,"2.128,38",390,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2284,,https://curlomayorista.com.ar/imagenesproductos/2284a.jpg
2285,COLORANTE PASTA AMARILLO P  X 15 GR,FLEIBOR,,2128.38,"2.128,38",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2285,,https://curlomayorista.com.ar/imagenesproductos/2285a.jpg
2286,COLORANTE PASTA AMARILLO RT X 15 GR,FLEIBOR,,2128.38,"2.128,38",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2286,,https://curlomayorista.com.ar/imagenesproductos/2286a.jpg
2299,COLORANTE PASTA AZUL F X 15 GR,FLEIBOR,,2128.38,"2.128,38",211,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2299,,https://curlomayorista.com.ar/imagenesproductos/2299a.jpg
2360,COLORANTE PASTA AZUL M X 15 GR,FLEIBOR,,2128.38,"2.128,38",-1,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2360,,https://curlomayorista.com.ar/imagenesproductos/2360a.jpg
2301,COLORANTE PASTA AZUL T X 15 GR,FLEIBOR,,2128.38,"2.128,38",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2301,,https://curlomayorista.com.ar/imagenesproductos/2301a.jpg
2298,COLORANTE PASTA AZUL X 15 GR,FLEIBOR,,2128.38,"2.128,38",691,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2298,,https://curlomayorista.com.ar/imagenesproductos/2298a.jpg
2340,COLORANTE PASTA BLANCO  X 15 GR,FLEIBOR,,2128.38,"2.128,38",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2340,,https://curlomayorista.com.ar/imagenesproductos/2340a.jpg
2302,COLORANTE PASTA CELESTE  X 15 GR,FLEIBOR,,2128.38,"2.128,38",12,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2302,,https://curlomayorista.com.ar/imagenesproductos/2302a.jpg
2303,COLORANTE PASTA CELESTE B  X 15 GR,FLEIBOR,,2128.38,"2.128,38",-12,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2303,,https://curlomayorista.com.ar/imagenesproductos/2303a.jpg
2287,COLORANTE PASTA MARRON CH  X 15 GR,FLEIBOR,,2128.38,"2.128,38",80,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2287,,https://curlomayorista.com.ar/imagenesproductos/2287a.jpg
2714,COLORANTE PASTA MARRON O  X 15 GR,FLEIBOR,,2128.38,"2.128,38",96,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2714,,https://curlomayorista.com.ar/imagenesproductos/2714a.jpg
2288,COLORANTE PASTA NARANJA  X 15 GR,FLEIBOR,,2128.38,"2.128,38",164,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2288,,https://curlomayorista.com.ar/imagenesproductos/2288a.jpg
2289,COLORANTE PASTA NARANJA P X 15 GR,FLEIBOR,,2128.38,"2.128,38",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2289,,https://curlomayorista.com.ar/imagenesproductos/2289a.jpg
2338,COLORANTE PASTA NEGRO X 15 GR,FLEIBOR,,2128.38,"2.128,38",595,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2338,,https://curlomayorista.com.ar/imagenesproductos/2338a.jpg
2342,COLORANTE PASTA PLATEADO  X 15 GR,FLEIBOR,,2128.38,"2.128,38",25,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2342,,https://curlomayorista.com.ar/imagenesproductos/2342a.jpg
2292,COLORANTE PASTA ROJO B  X 15 GR,FLEIBOR,,2128.38,"2.128,38",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2292,,https://curlomayorista.com.ar/imagenesproductos/2292a.jpg
2291,COLORANTE PASTA ROJO M  X 15 GR,FLEIBOR,,2128.38,"2.128,38",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2291,,https://curlomayorista.com.ar/imagenesproductos/2291a.jpg
2290,COLORANTE PASTA ROJO R  X 15 GR,FLEIBOR,,2216.6,"2.216,60",528,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2290,,https://curlomayorista.com.ar/imagenesproductos/2290a.jpg
2293,COLORANTE PASTA ROSA  X 15 GR,FLEIBOR,,2216.6,"2.216,60",499,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2293,,https://curlomayorista.com.ar/imagenesproductos/2293a.jpg
2295,COLORANTE PASTA ROSA B  X 15 GR,FLEIBOR,,2216.6,"2.216,60",77,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS HELADOS - ID 2295,,https://curlomayorista.com.ar/imagenesproductos/2295a.jpg
2296,COLORANTE PASTA ROSA C  X 15 GR,FLEIBOR,,2216.6,"2.216,60",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2296,,https://curlomayorista.com.ar/imagenesproductos/2296a.jpg
2294,COLORANTE PASTA ROSA N  X 15 GR,FLEIBOR,,2128.38,"2.128,38",39,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2294,,https://curlomayorista.com.ar/imagenesproductos/2294a.jpg
2297,COLORANTE PASTA ROSA X  X 15 GR,FLEIBOR,,2216.6,"2.216,60",205,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2297,,https://curlomayorista.com.ar/imagenesproductos/2297a.jpg
2310,COLORANTE PASTA VERDE A X 15 GR,FLEIBOR,,2216.6,"2.216,60",1,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2310,,https://curlomayorista.com.ar/imagenesproductos/2310a.jpg
2308,COLORANTE PASTA VERDE H  X 15 GR,FLEIBOR,,2128.38,"2.128,38",75,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2308,,https://curlomayorista.com.ar/imagenesproductos/2308a.jpg
2309,COLORANTE PASTA VERDE M X 15 GR,FLEIBOR,,2216.6,"2.216,60",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2309,,https://curlomayorista.com.ar/imagenesproductos/2309a.jpg
2307,COLORANTE PASTA VERDE X 15 GR,FLEIBOR,,2216.6,"2.216,60",287,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS HELADOS - ID 2307,,https://curlomayorista.com.ar/imagenesproductos/2307a.jpg
2311,COLORANTE PASTA VERDE Y X 15 GR,FLEIBOR,,2216.6,"2.216,60",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2311,,https://curlomayorista.com.ar/imagenesproductos/2311a.jpg
2306,COLORANTE PASTA VIOLETA B X 15 GR,FLEIBOR,,2216.6,"2.216,60",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2306,,https://curlomayorista.com.ar/imagenesproductos/2306a.jpg
2305,COLORANTE PASTA VIOLETA L X 15 GR,FLEIBOR,,2216.6,"2.216,60",291,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2305,,https://curlomayorista.com.ar/imagenesproductos/2305a.jpg
2384,COLORANTE PASTA VIOLETA N X 15 GR,FLEIBOR,,2128.4,"2.128,40",76,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2384,,https://curlomayorista.com.ar/imagenesproductos/2384a.jpg
2304,COLORANTE PASTA VIOLETA X 15 GR,FLEIBOR,,2216.6,"2.216,60",69,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2304,,https://curlomayorista.com.ar/imagenesproductos/2304a.jpg
2872,COLORANTE PASTA X 250 GR  ROJO R,FLEIBOR,,31619.72,"31.619,72",3,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2872,,https://curlomayorista.com.ar/imagenesproductos/2872a.jpg
2658,COLORANTE PASTA X 250 GR ROSA,FLEIBOR,,31619.72,"31.619,72",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2658,,https://curlomayorista.com.ar/imagenesproductos/2658a.jpg
1222,CREMA CHANTILLY FACILMIX EN POLVO X 1 KG,MAPSA,,22254.39,"22.254,39",262,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 1222,"PRODUCTO PARA ELABORAR CREMAS CHANTILLY PARA RELLENO Y DECORACIóN DE TORTAS Y POSTRES.
NO SE CORTA CON EXCESO DE BATIDO. PASADO VARIOS DíAS EN HELADERA NO SE PONE AMARILLO.

¡APTO PARA ELABORAR POSTRES SEMI-FRIOS O PARA FREEZAR! ES IDEAL PARA PREPARAR POSTRES EN COPA.

NOTA: PREFERENTEMENTE USAR LECHE FRíA. PARA MáXIMO RENDIMIENTO SE RECOMIENDA USAR BATIDORA ELéCTRICA A MáXIMA VELOCIDAD POR 5 MINUTOS.

 USOS RECOMENDADOS: PERFECTO PARA USO GENERAL EN REPOSTERíA, PASTELERíA Y GASTRONOMíA.",https://curlomayorista.com.ar/imagenesproductos/1222a.jpg
2882,CREMA CHANTILLY FACILMIX EN POLVO X CAJA 4 KG,MAPSA,,76316.29,"76.316,29",65,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 2882,,https://curlomayorista.com.ar/imagenesproductos/2882a.jpg
2691,CREMA CHANTILLY JAMER  X 200 GR,JAMER,,4029.44,"4.029,44",21,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 2691,,https://curlomayorista.com.ar/imagenesproductos/2691a.jpg
2157,CREMA PASTELERA JAMER X 1 KG,JAMER,,12575.02,"12.575,02",5,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 2157,,https://curlomayorista.com.ar/imagenesproductos/2157a.jpg
