codigo_cliente,codigo_zona,vendedor_codigo,dia_visita
14944,63,6,miercoles
14126,63,6,miercoles
13636,63,6,miercoles
17342,63,6,miercoles
17451,63,6,miercoles
16882,63,6,miercoles
13650,63,6,miercoles
13654,63,6,miercoles
13735,63,6,miercoles
17878,63,6,miercoles
18089,63,6,miercoles
18196,63,6,miercoles
357,63,6,miercoles
19260,63,6,miercoles
19261,63,6,miercoles
17528,63,6,miercoles
17429,63,6,miercoles
19999,63,6,miercoles
19510,63,6,miercoles
19744,63,6,miercoles
19745,63,6,miercoles
16895,63,6,miercoles
16434,63,6,miercoles
17443,63,6,miercoles
19706,63,6,miercoles
18599,63,6,miercoles
18604,63,6,miercoles
19007,63,6,miercoles
19565,63,6,miercoles
19997,63,6,miercoles
5292,64,6,jueves
5100,64,6,jueves
5205,64,6,jueves
5307,64,6,jueves
5505,64,6,jueves
18178,64,6,jueves
18204,64,6,jueves
18205,64,6,jueves
18206,64,6,jueves
18198,64,6,jueves
18251,64,6,jueves
18272,64,6,jueves
18334,64,6,jueves
18315,64,6,jueves
18635,64,6,jueves
19123,64,6,jueves
19144,64,6,jueves
19158,64,6,jueves
19159,64,6,jueves
19247,64,6,jueves
19251,64,6,jueves
19436,64,6,jueves
19224,64,6,jueves
19225,64,6,jueves
5912,64,6,jueves
19516,64,6,jueves
19517,64,6,jueves
19518,64,6,jueves
5053,64,6,jueves
30155,64,6,jueves
30289,64,6,jueves
30297,64,6,jueves
30716,64,6,jueves
30951,64,6,jueves
31726,64,6,jueves
31747,64,6,jueves
32111,64,6,jueves
32193,64,6,jueves
32611,64,6,jueves
17215,64,6,jueves
17216,64,6,jueves
17326,64,6,jueves
16443,64,6,jueves
17739,64,6,jueves
18226,64,6,jueves
18228,64,6,jueves
18290,64,6,jueves
18276,64,6,jueves
18253,64,6,jueves
18256,64,6,jueves
18583,64,6,jueves
19064,64,6,jueves
19121,64,6,jueves
19499,64,6,jueves
19600,64,6,jueves
19602,64,6,jueves
25065,64,6,jueves
24783,64,6,jueves
16040,65,6,viernes
16245,65,6,viernes
16253,65,6,viernes
17133,65,6,viernes
20777,65,6,viernes
5378,65,6,viernes
5431,65,6,viernes
5486,65,6,viernes
5542,65,6,viernes
16646,65,6,viernes
19258,65,6,viernes
19302,65,6,viernes
19303,65,6,viernes
16200,65,6,viernes
5985,65,6,viernes
6116,65,6,viernes
6155,65,6,viernes
16482,65,6,viernes
15009,65,6,viernes
14994,65,6,viernes
16580,65,6,viernes
30976,65,6,viernes
30986,65,6,viernes
31233,65,6,viernes
31854,65,6,viernes
15969,65,6,viernes
16131,65,6,viernes
16094,65,6,viernes
17686,65,6,viernes
19289,65,6,viernes
19341,65,6,viernes
19801,65,6,viernes
25140,65,6,viernes
25143,65,6,viernes
24855,65,6,viernes
15821,66,6,sabado
5457,66,6,sabado
17391,66,6,sabado
16467,66,6,sabado
19032,66,6,sabado
15227,66,6,sabado
19308,66,6,sabado
5016,66,6,sabado
5573,66,6,sabado
16554,66,6,sabado
17403,66,6,sabado
15014,66,6,sabado
15015,66,6,sabado
16555,66,6,sabado
17521,66,6,sabado
19274,66,6,sabado
19528,66,6,sabado
19606,66,6,sabado
25120,66,6,sabado
19640,66,6,sabado
19749,66,6,sabado
25591,66,6,sabado
25476,66,6,sabado
12104,71,7,lunes
10634,71,7,lunes
10669,71,7,lunes
10775,71,7,lunes
10779,71,7,lunes
10782,71,7,lunes
10786,71,7,lunes
10816,71,7,lunes
10469,71,7,lunes
10498,71,7,lunes
10482,71,7,lunes
10511,71,7,lunes
10659,71,7,lunes
10395,71,7,lunes
12787,71,7,lunes
13559,71,7,lunes
12357,71,7,lunes
12364,71,7,lunes
129,71,7,lunes
14304,71,7,lunes
14308,71,7,lunes
12904,71,7,lunes
12723,71,7,lunes
14460,71,7,lunes
14467,71,7,lunes
12911,71,7,lunes
13790,71,7,lunes
14114,71,7,lunes
17500,71,7,lunes
14131,71,7,lunes
17511,71,7,lunes
17512,71,7,lunes
13736,71,7,lunes
13739,71,7,lunes
17814,71,7,lunes
17091,71,7,lunes
17837,71,7,lunes
19048,71,7,lunes
19470,71,7,lunes
19695,71,7,lunes
24749,71,7,lunes
24734,71,7,lunes
18499,71,7,lunes
14858,71,7,lunes
30588,71,7,lunes
32823,71,7,lunes
18668,71,7,lunes
19081,71,7,lunes
19277,71,7,lunes
24781,71,7,lunes
24740,71,7,lunes
17591,71,7,lunes
21052,71,7,lunes
10901,72,7,martes
11501,72,7,martes
12151,72,7,martes
11586,72,7,martes
11608,72,7,martes
11634,72,7,martes
11649,72,7,martes
10956,72,7,martes
10980,72,7,martes
10997,72,7,martes
10725,72,7,martes
10529,72,7,martes
10489,72,7,martes
12549,72,7,martes
12253,72,7,martes
14487,72,7,martes
12855,72,7,martes
16634,72,7,martes
30,72,7,martes
17193,72,7,martes
14692,72,7,martes
13280,72,7,martes
14115,72,7,martes
14217,72,7,martes
17575,72,7,martes
17852,72,7,martes
14630,72,7,martes
1960,72,7,martes
19935,72,7,martes
17944,72,7,martes
19027,72,7,martes
24791,72,7,martes
16728,72,7,martes
16729,72,7,martes
15890,72,7,martes
17470,72,7,martes
18096,72,7,martes
348,72,7,martes
18603,72,7,martes
19001,72,7,martes
19002,72,7,martes
18980,72,7,martes
19805,72,7,martes
19992,72,7,martes
25939,72,7,martes
25764,72,7,martes
21019,72,7,martes
12453,73,7,miercoles
11804,73,7,miercoles
11810,73,7,miercoles
11864,73,7,miercoles
11867,73,7,miercoles
11868,73,7,miercoles
12436,73,7,miercoles
12293,73,7,miercoles
12256,73,7,miercoles
12261,73,7,miercoles
12378,73,7,miercoles
12379,73,7,miercoles
12381,73,7,miercoles
13049,73,7,miercoles
13603,73,7,miercoles
13815,73,7,miercoles
13101,73,7,miercoles
17082,73,7,miercoles
17576,73,7,miercoles
13616,73,7,miercoles
13618,73,7,miercoles
13619,73,7,miercoles
13723,73,7,miercoles
13760,73,7,miercoles
17792,73,7,miercoles
17823,73,7,miercoles
18197,73,7,miercoles
18381,73,7,miercoles
19150,73,7,miercoles
5802,73,7,miercoles
19701,73,7,miercoles
25633,73,7,miercoles
21155,73,7,miercoles
15010,73,7,miercoles
31584,73,7,miercoles
18615,73,7,miercoles
19091,73,7,miercoles
19343,73,7,miercoles
19534,73,7,miercoles
19579,73,7,miercoles
19803,73,7,miercoles
19996,73,7,miercoles
19739,73,7,miercoles
21613,73,7,miercoles
22072,73,7,miercoles
15277,74,7,jueves
15339,74,7,jueves
15361,74,7,jueves
16032,74,7,jueves
16034,74,7,jueves
16652,74,7,jueves
34916,74,7,jueves
15639,74,7,jueves
15643,74,7,jueves
16191,74,7,jueves
214,74,7,jueves
17855,74,7,jueves
16469,74,7,jueves
17966,74,7,jueves
16370,74,7,jueves
16407,74,7,jueves
19187,74,7,jueves
19270,74,7,jueves
19271,74,7,jueves
6043,74,7,jueves
6082,74,7,jueves
25603,74,7,jueves
19519,74,7,jueves
16606,74,7,jueves
26387,74,7,jueves
16740,74,7,jueves
15672,74,7,jueves
14984,74,7,jueves
15075,74,7,jueves
21625,74,7,jueves
31324,74,7,jueves
31636,74,7,jueves
14732,74,7,jueves
14734,74,7,jueves
15004,74,7,jueves
16668,74,7,jueves
15966,74,7,jueves
16157,74,7,jueves
16159,74,7,jueves
16391,74,7,jueves
18326,74,7,jueves
19981,74,7,jueves
19807,74,7,jueves
24811,74,7,jueves
21046,74,7,jueves
14798,75,7,viernes
13513,75,7,viernes
15943,75,7,viernes
16039,75,7,viernes
14504,75,7,viernes
12973,75,7,viernes
5351,75,7,viernes
5797,75,7,viernes
13418,75,7,viernes
13419,75,7,viernes
13421,75,7,viernes
20355,75,7,viernes
20788,75,7,viernes
5387,75,7,viernes
5389,75,7,viernes
17635,75,7,viernes
20935,75,7,viernes
5469,75,7,viernes
5497,75,7,viernes
18059,75,7,viernes
16276,75,7,viernes
5936,75,7,viernes
6070,75,7,viernes
24793,75,7,viernes
15164,75,7,viernes
5063,75,7,viernes
5629,75,7,viernes
21173,75,7,viernes
15106,75,7,viernes
31396,75,7,viernes
32031,75,7,viernes
32778,75,7,viernes
15970,75,7,viernes
16096,75,7,viernes
16345,75,7,viernes
17679,75,7,viernes
18064,75,7,viernes
19082,75,7,viernes
19287,75,7,viernes
24580,75,7,viernes
24581,75,7,viernes
21027,75,7,viernes
21049,75,7,viernes
5558,76,7,sabado
17119,76,7,sabado
5198,76,7,sabado
5202,76,7,sabado
5414,76,7,sabado
17639,76,7,sabado
17977,76,7,sabado
1977,76,7,sabado
19781,76,7,sabado
16741,76,7,sabado
30431,76,7,sabado
30775,76,7,sabado
30896,76,7,sabado
31755,76,7,sabado
32041,76,7,sabado
19065,76,7,sabado
19061,76,7,sabado
19071,76,7,sabado
19279,76,7,sabado
19368,76,7,sabado
21031,76,7,sabado
21032,76,7,sabado
11788,81,8,lunes
11832,81,8,lunes
11857,81,8,lunes
11691,81,8,lunes
11725,81,8,lunes
11730,81,8,lunes
11739,81,8,lunes
11744,81,8,lunes
14876,81,8,lunes
14474,81,8,lunes
13729,81,8,lunes
14534,81,8,lunes
14670,81,8,lunes
13598,81,8,lunes
13773,81,8,lunes
14392,81,8,lunes
14395,81,8,lunes
14396,81,8,lunes
17514,81,8,lunes
17515,81,8,lunes
17518,81,8,lunes
17718,81,8,lunes
17772,81,8,lunes
13608,81,8,lunes
13803,81,8,lunes
17840,81,8,lunes
14633,81,8,lunes
19238,81,8,lunes
19297,81,8,lunes
19468,81,8,lunes
19479,81,8,lunes
25720,81,8,lunes
24502,81,8,lunes
15114,81,8,lunes
16737,81,8,lunes
31538,81,8,lunes
31727,81,8,lunes
32550,81,8,lunes
18302,81,8,lunes
19390,81,8,lunes
19288,81,8,lunes
21610,81,8,lunes
14865,82,8,martes
13523,82,8,martes
14541,82,8,martes
15916,82,8,martes
15995,82,8,martes
14299,82,8,martes
12922,82,8,martes
15902,82,8,martes
16063,82,8,martes
13204,82,8,martes
13206,82,8,martes
13196,82,8,martes
13253,82,8,martes
17233,82,8,martes
16255,82,8,martes
5124,82,8,martes
17013,82,8,martes
17014,82,8,martes
17026,82,8,martes
13316,82,8,martes
17760,82,8,martes
20220,82,8,martes
20745,82,8,martes
17490,82,8,martes
17086,82,8,martes
17087,82,8,martes
19257,82,8,martes
19256,82,8,martes
15901,82,8,martes
16593,82,8,martes
19702,82,8,martes
16194,82,8,martes
16202,82,8,martes
16331,82,8,martes
5050,82,8,martes
5065,82,8,martes
5666,82,8,martes
14995,82,8,martes
30512,82,8,martes
30813,82,8,martes
32104,82,8,martes
16100,82,8,martes
16341,82,8,martes
16359,82,8,martes
16928,82,8,martes
16931,82,8,martes
19609,82,8,martes
19673,82,8,martes
19680,82,8,martes
19536,82,8,martes
19538,82,8,martes
19622,82,8,martes
19755,82,8,martes
25326,82,8,martes
25617,82,8,martes
12441,83,8,miercoles
10837,83,8,miercoles
10178,83,8,miercoles
10068,83,8,miercoles
10158,83,8,miercoles
10007,83,8,miercoles
12285,83,8,miercoles
12286,83,8,miercoles
12266,83,8,miercoles
14551,83,8,miercoles
12826,83,8,miercoles
13018,83,8,miercoles
13079,83,8,miercoles
17068,83,8,miercoles
1577,83,8,miercoles
17476,83,8,miercoles
13889,83,8,miercoles
18036,83,8,miercoles
19122,83,8,miercoles
19753,83,8,miercoles
19754,83,8,miercoles
26613,83,8,miercoles
21503,83,8,miercoles
15035,83,8,miercoles
30024,83,8,miercoles
30458,83,8,miercoles
30598,83,8,miercoles
30771,83,8,miercoles
31958,83,8,miercoles
18681,83,8,miercoles
18685,83,8,miercoles
19561,83,8,miercoles
19716,83,8,miercoles
19605,83,8,miercoles
19643,83,8,miercoles
25071,83,8,miercoles
16038,84,8,jueves
5426,84,8,jueves
18169,84,8,jueves
18203,84,8,jueves
18274,84,8,jueves
18314,84,8,jueves
18360,84,8,jueves
18361,84,8,jueves
18362,84,8,jueves
19020,84,8,jueves
19160,84,8,jueves
19292,84,8,jueves
18223,84,8,jueves
19205,84,8,jueves
19500,84,8,jueves
25034,84,8,jueves
25144,84,8,jueves
5982,84,8,jueves
6046,84,8,jueves
25615,84,8,jueves
5613,84,8,jueves
5785,84,8,jueves
30499,84,8,jueves
31383,84,8,jueves
31483,84,8,jueves
31889,84,8,jueves
31902,84,8,jueves
18163,84,8,jueves
18165,84,8,jueves
18166,84,8,jueves
18168,84,8,jueves
18225,84,8,jueves
18240,84,8,jueves
18241,84,8,jueves
18292,84,8,jueves
18293,84,8,jueves
18363,84,8,jueves
18365,84,8,jueves
18254,84,8,jueves
18255,84,8,jueves
18680,84,8,jueves
19040,84,8,jueves
298,84,8,jueves
19407,84,8,jueves
19718,84,8,jueves
19795,84,8,jueves
25113,84,8,jueves
19750,84,8,jueves
21617,84,8,jueves
20284,85,8,viernes
18082,85,8,viernes
18073,85,8,viernes
17131,85,8,viernes
18644,85,8,viernes
18636,85,8,viernes
18637,85,8,viernes
19262,85,8,viernes
19705,85,8,viernes
6019,85,8,viernes
16990,85,8,viernes
17007,85,8,viernes
25609,85,8,viernes
19742,85,8,viernes
25806,85,8,viernes
24786,85,8,viernes
15143,85,8,viernes
15145,85,8,viernes
5690,85,8,viernes
15702,85,8,viernes
16597,85,8,viernes
15110,85,8,viernes
30111,85,8,viernes
30797,85,8,viernes
32626,85,8,viernes
16136,85,8,viernes
16975,85,8,viernes
17641,85,8,viernes
18035,85,8,viernes
349,85,8,viernes
18645,85,8,viernes
19058,85,8,viernes
19558,85,8,viernes
19539,85,8,viernes
19569,85,8,viernes
19571,85,8,viernes
19567,85,8,viernes
19598,85,8,viernes
19601,85,8,viernes
19603,85,8,viernes
19792,85,8,viernes
19630,85,8,viernes
22653,85,8,viernes
16852,86,8,sabado
5286,86,8,sabado
5459,86,8,sabado
5553,86,8,sabado
18572,86,8,sabado
5970,86,8,sabado
15111,86,8,sabado
15140,86,8,sabado
15083,86,8,sabado
30159,86,8,sabado
30981,86,8,sabado
18610,86,8,sabado
18657,86,8,sabado
19369,86,8,sabado
25116,86,8,sabado
23670,86,8,sabado
12133,91,9,lunes
12134,91,9,lunes
13255,91,9,lunes
10532,91,9,lunes
10080,91,9,lunes
10081,91,9,lunes
10209,91,9,lunes
10216,91,9,lunes
10315,91,9,lunes
12298,91,9,lunes
12308,91,9,lunes
13501,91,9,lunes
14611,91,9,lunes
12326,91,9,lunes
16042,91,9,lunes
14349,91,9,lunes
14459,91,9,lunes
14508,91,9,lunes
12803,91,9,lunes
12827,91,9,lunes
12925,91,9,lunes
13013,91,9,lunes
14529,91,9,lunes
14659,91,9,lunes
13857,91,9,lunes
15644,91,9,lunes
14048,91,9,lunes
14146,91,9,lunes
16238,91,9,lunes
17388,91,9,lunes
17554,91,9,lunes
17134,91,9,lunes
17627,91,9,lunes
17717,91,9,lunes
13640,91,9,lunes
16923,91,9,lunes
13899,91,9,lunes
18056,91,9,lunes
18401,91,9,lunes
18466,91,9,lunes
18454,91,9,lunes
18456,91,9,lunes
15681,91,9,lunes
19719,91,9,lunes
14268,91,9,lunes
25563,91,9,lunes
26388,91,9,lunes
24788,91,9,lunes
14976,91,9,lunes
31356,91,9,lunes
16169,91,9,lunes
19328,91,9,lunes
21058,91,9,lunes
21159,91,9,lunes
12205,92,9,martes
12209,92,9,martes
12211,92,9,martes
12213,92,9,martes
12217,92,9,martes
12176,92,9,martes
12190,92,9,martes
10232,92,9,martes
11160,92,9,martes
11027,92,9,martes
10633,92,9,martes
10230,92,9,martes
10127,92,9,martes
10151,92,9,martes
10190,92,9,martes
10213,92,9,martes
14543,92,9,martes
12530,92,9,martes
14484,92,9,martes
14532,92,9,martes
14683,92,9,martes
14687,92,9,martes
17513,92,9,martes
17899,92,9,martes
18478,92,9,martes
19153,92,9,martes
19715,92,9,martes
25756,92,9,martes
21168,92,9,martes
30613,92,9,martes
32621,92,9,martes
19713,92,9,martes
19421,92,9,martes
19265,92,9,martes
19384,92,9,martes
19385,92,9,martes
24782,92,9,martes
11288,93,9,miercoles
11293,93,9,miercoles
10825,93,9,miercoles
10827,93,9,miercoles
10829,93,9,miercoles
12427,93,9,miercoles
10052,93,9,miercoles
10277,93,9,miercoles
12547,93,9,miercoles
12666,93,9,miercoles
12245,93,9,miercoles
14553,93,9,miercoles
14282,93,9,miercoles
14300,93,9,miercoles
14510,93,9,miercoles
12854,93,9,miercoles
14004,93,9,miercoles
13279,93,9,miercoles
17069,93,9,miercoles
17578,93,9,miercoles
17752,93,9,miercoles
17913,93,9,miercoles
17923,93,9,miercoles
17975,93,9,miercoles
18457,93,9,miercoles
18458,93,9,miercoles
19151,93,9,miercoles
19242,93,9,miercoles
19208,93,9,miercoles
19210,93,9,miercoles
19244,93,9,miercoles
21008,93,9,miercoles
14281,93,9,miercoles
23635,93,9,miercoles
19506,93,9,miercoles
19530,93,9,miercoles
14996,93,9,miercoles
16575,93,9,miercoles
17740,93,9,miercoles
19675,93,9,miercoles
19003,93,9,miercoles
19090,93,9,miercoles
19089,93,9,miercoles
21165,93,9,miercoles
19802,93,9,miercoles
19990,93,9,miercoles
19991,93,9,miercoles
18141,93,9,miercoles
21606,93,9,miercoles
21607,93,9,miercoles
5106,94,9,jueves
5446,94,9,jueves
18183,94,9,jueves
18207,94,9,jueves
18209,94,9,jueves
18213,94,9,jueves
18214,94,9,jueves
18216,94,9,jueves
18311,94,9,jueves
18372,94,9,jueves
18384,94,9,jueves
18403,94,9,jueves
18467,94,9,jueves
19021,94,9,jueves
19009,94,9,jueves
18470,94,9,jueves
19154,94,9,jueves
24813,94,9,jueves
21157,94,9,jueves
21170,94,9,jueves
21162,94,9,jueves
15026,94,9,jueves
31160,94,9,jueves
18621,94,9,jueves
18229,94,9,jueves
18235,94,9,jueves
18303,94,9,jueves
18304,94,9,jueves
18305,94,9,jueves
18986,94,9,jueves
19015,94,9,jueves
19134,94,9,jueves
24812,94,9,jueves
24936,94,9,jueves
24938,94,9,jueves
24935,94,9,jueves
17535,94,9,jueves
17536,94,9,jueves
22117,94,9,jueves
22121,94,9,jueves
14709,95,9,viernes
5560,95,9,viernes
16234,95,9,viernes
5143,95,9,viernes
17028,95,9,viernes
17427,95,9,viernes
17425,95,9,viernes
20184,95,9,viernes
17125,95,9,viernes
17199,95,9,viernes
17778,95,9,viernes
5257,95,9,viernes
13662,95,9,viernes
20742,95,9,viernes
17624,95,9,viernes
5514,95,9,viernes
17912,95,9,viernes
18084,95,9,viernes
18081,95,9,viernes
16360,95,9,viernes
18462,95,9,viernes
19220,95,9,viernes
19762,95,9,viernes
14911,95,9,viernes
31105,95,9,viernes
31243,95,9,viernes
31668,95,9,viernes
31671,95,9,viernes
31690,95,9,viernes
16362,95,9,viernes
16876,95,9,viernes
16779,95,9,viernes
16886,95,9,viernes
16901,95,9,viernes
16904,95,9,viernes
18066,95,9,viernes
19712,95,9,viernes
19664,95,9,viernes
19732,95,9,viernes
16084,95,9,viernes
21634,95,9,viernes
15981,96,9,sabado
16045,96,9,sabado
15783,96,9,sabado
15839,96,9,sabado
5799,96,9,sabado
17337,96,9,sabado
17630,96,9,sabado
17481,96,9,sabado
17887,96,9,sabado
20903,96,9,sabado
16461,96,9,sabado
18404,96,9,sabado
18513,96,9,sabado
16870,96,9,sabado
19523,96,9,sabado
25611,96,9,sabado
19524,96,9,sabado
30113,96,9,sabado
30681,96,9,sabado
16174,96,9,sabado
16177,96,9,sabado
18653,96,9,sabado
18963,96,9,sabado
19562,96,9,sabado
19623,96,9,sabado
25125,96,9,sabado
19771,96,9,sabado
442,96,9,sabado
5180,101,10,lunes
5184,101,10,lunes
17396,101,10,lunes
16887,101,10,lunes
5228,101,10,lunes
5362,101,10,lunes
5477,101,10,lunes
16369,101,10,lunes
16400,101,10,lunes
16403,101,10,lunes
18520,101,10,lunes
18596,101,10,lunes
18677,101,10,lunes
19469,101,10,lunes
16612,101,10,lunes
5919,101,10,lunes
6040,101,10,lunes
17008,101,10,lunes
25332,101,10,lunes
25761,101,10,lunes
16295,101,10,lunes
16330,101,10,lunes
5601,101,10,lunes
14981,101,10,lunes
30316,101,10,lunes
31985,101,10,lunes
32499,101,10,lunes
16702,101,10,lunes
16328,101,10,lunes
16925,101,10,lunes
17825,101,10,lunes
18553,101,10,lunes
18554,101,10,lunes
18664,101,10,lunes
19051,101,10,lunes
19418,101,10,lunes
25129,101,10,lunes
25131,101,10,lunes
21014,101,10,lunes
25619,101,10,lunes
25132,101,10,lunes
17509,102,10,martes
17493,102,10,martes
17843,102,10,martes
17853,102,10,martes
5512,102,10,martes
5519,102,10,martes
5537,102,10,martes
17139,102,10,martes
18672,102,10,martes
5980,102,10,martes
387,102,10,martes
25599,102,10,martes
26000,102,10,martes
19496,102,10,martes
19497,102,10,martes
19521,102,10,martes
25632,102,10,martes
25715,102,10,martes
24503,102,10,martes
16346,102,10,martes
16311,102,10,martes
5572,102,10,martes
5653,102,10,martes
5655,102,10,martes
5757,102,10,martes
31171,102,10,martes
31778,102,10,martes
17144,102,10,martes
16662,102,10,martes
16344,102,10,martes
16878,102,10,martes
17670,102,10,martes
18039,102,10,martes
19041,102,10,martes
19387,102,10,martes
19451,102,10,martes
19333,102,10,martes
19345,102,10,martes
19359,102,10,martes
19366,102,10,martes
19985,102,10,martes
25670,102,10,martes
22005,102,10,martes
22000,102,10,martes
22002,102,10,martes
22032,102,10,martes
16608,103,10,miercoles
16691,103,10,miercoles
16717,103,10,miercoles
16723,103,10,miercoles
5291,103,10,miercoles
5790,103,10,miercoles
17757,103,10,miercoles
5296,103,10,miercoles
5410,103,10,miercoles
16734,103,10,miercoles
17890,103,10,miercoles
18524,103,10,miercoles
18517,103,10,miercoles
18522,103,10,miercoles
18523,103,10,miercoles
18576,103,10,miercoles
18626,103,10,miercoles
18665,103,10,miercoles
19427,103,10,miercoles
19448,103,10,miercoles
6092,103,10,miercoles
26003,103,10,miercoles
16310,103,10,miercoles
16352,103,10,miercoles
5689,103,10,miercoles
30729,103,10,miercoles
31989,103,10,miercoles
18516,103,10,miercoles
16383,103,10,miercoles
18079,103,10,miercoles
18667,103,10,miercoles
18612,103,10,miercoles
18659,103,10,miercoles
19388,103,10,miercoles
19391,103,10,miercoles
19411,103,10,miercoles
19172,103,10,miercoles
19331,103,10,miercoles
19370,103,10,miercoles
19372,103,10,miercoles
19670,103,10,miercoles
22030,103,10,miercoles
22031,103,10,miercoles
21042,103,10,miercoles
21178,103,10,miercoles
5265,104,10,jueves
5858,104,10,jueves
26010,104,10,jueves
25614,104,10,jueves
25601,104,10,jueves
25750,104,10,jueves
5583,104,10,jueves
5743,104,10,jueves
16732,104,10,jueves
31320,104,10,jueves
31691,104,10,jueves
18558,104,10,jueves
19402,104,10,jueves
19319,104,10,jueves
19320,104,10,jueves
19321,104,10,jueves
19334,104,10,jueves
19348,104,10,jueves
19376,104,10,jueves
19377,104,10,jueves
19363,104,10,jueves
19364,104,10,jueves
19365,104,10,jueves
25121,104,10,jueves
25126,104,10,jueves
19979,104,10,jueves
25607,104,10,jueves
35042,104,10,jueves
27002,104,10,jueves
35107,104,10,jueves
35112,104,10,jueves
35119,104,10,jueves
17597,104,10,jueves
17598,104,10,jueves
16745,104,10,jueves
19168,105,10,viernes
19167,105,10,viernes
19173,105,10,viernes
19188,105,10,viernes
19189,105,10,viernes
19190,105,10,viernes
19433,105,10,viernes
19437,105,10,viernes
19459,105,10,viernes
19456,105,10,viernes
19457,105,10,viernes
19458,105,10,viernes
19175,105,10,viernes
19177,105,10,viernes
19178,105,10,viernes
19196,105,10,viernes
19198,105,10,viernes
342,105,10,viernes
25604,105,10,viernes
25681,105,10,viernes
24506,105,10,viernes
19564,105,10,viernes
5602,105,10,viernes
16733,105,10,viernes
30216,105,10,viernes
30255,105,10,viernes
32482,105,10,viernes
18666,105,10,viernes
19406,105,10,viernes
19413,105,10,viernes
19176,105,10,viernes
19335,105,10,viernes
25130,105,10,viernes
19766,105,10,viernes
25321,105,10,viernes
25592,105,10,viernes
25593,105,10,viernes
25594,105,10,viernes
25595,105,10,viernes
21500,105,10,viernes
21011,105,10,viernes
21012,105,10,viernes
25133,105,10,viernes
25134,105,10,viernes
21028,105,10,viernes
21029,105,10,viernes
21039,105,10,viernes
16853,106,10,sabado
17341,106,10,sabado
17367,106,10,sabado
5146,106,10,sabado
17405,106,10,sabado
17407,106,10,sabado
5248,106,10,sabado
5301,106,10,sabado
17808,106,10,sabado
5540,106,10,sabado
17416,106,10,sabado
24505,106,10,sabado
30704,106,10,sabado
31470,106,10,sabado
31678,106,10,sabado
32539,106,10,sabado
16695,106,10,sabado
16701,106,10,sabado
16626,106,10,sabado
18110,106,10,sabado
21050,106,10,sabado
11779,111,11,lunes
11789,111,11,lunes
11679,111,11,lunes
11717,111,11,lunes
11732,111,11,lunes
11745,111,11,lunes
14548,111,11,lunes
14587,111,11,lunes
14598,111,11,lunes
14599,111,11,lunes
15324,111,11,lunes
14316,111,11,lunes
13825,111,11,lunes
13844,111,11,lunes
14134,111,11,lunes
14193,111,11,lunes
14198,111,11,lunes
13623,111,11,lunes
13624,111,11,lunes
13625,111,11,lunes
13628,111,11,lunes
16984,111,11,lunes
17605,111,11,lunes
17607,111,11,lunes
18033,111,11,lunes
18149,111,11,lunes
18670,111,11,lunes
18987,111,11,lunes
18997,111,11,lunes
19213,111,11,lunes
5989,111,11,lunes
21015,111,11,lunes
25506,111,11,lunes
23648,111,11,lunes
23650,111,11,lunes
23657,111,11,lunes
15242,111,11,lunes
23505,111,11,lunes
15222,111,11,lunes
15022,111,11,lunes
31404,111,11,lunes
16135,111,11,lunes
16894,111,11,lunes
18581,111,11,lunes
18998,111,11,lunes
19280,111,11,lunes
19396,111,11,lunes
19663,111,11,lunes
22699,111,11,lunes
12462,112,11,martes
11667,112,11,martes
11700,112,11,martes
11713,112,11,martes
11273,112,11,martes
10226,112,11,martes
10240,112,11,martes
10210,112,11,martes
10215,112,11,martes
14496,112,11,martes
12818,112,11,martes
13703,112,11,martes
13047,112,11,martes
14056,112,11,martes
14176,112,11,martes
17426,112,11,martes
17109,112,11,martes
17482,112,11,martes
17886,112,11,martes
17967,112,11,martes
18181,112,11,martes
19162,112,11,martes
19234,112,11,martes
19263,112,11,martes
19481,112,11,martes
368,112,11,martes
21000,112,11,martes
24758,112,11,martes
16309,112,11,martes
14997,112,11,martes
18689,112,11,martes
18688,112,11,martes
18965,112,11,martes
19480,112,11,martes
19073,112,11,martes
19074,112,11,martes
19163,112,11,martes
19183,112,11,martes
19286,112,11,martes
19135,112,11,martes
19332,112,11,martes
25114,112,11,martes
19775,112,11,martes
25082,112,11,martes
25078,112,11,martes
25136,112,11,martes
23638,112,11,martes
23639,112,11,martes
23569,112,11,martes
10916,113,11,miercoles
11280,113,11,miercoles
10904,113,11,miercoles
10911,113,11,miercoles
10996,113,11,miercoles
11004,113,11,miercoles
10015,113,11,miercoles
12242,113,11,miercoles
12251,113,11,miercoles
12414,113,11,miercoles
12618,113,11,miercoles
14446,113,11,miercoles
14514,113,11,miercoles
12751,113,11,miercoles
12752,113,11,miercoles
17037,113,11,miercoles
13066,113,11,miercoles
13067,113,11,miercoles
14149,113,11,miercoles
17176,113,11,miercoles
17328,113,11,miercoles
5133,113,11,miercoles
17556,113,11,miercoles
18013,113,11,miercoles
18382,113,11,miercoles
18396,113,11,miercoles
18397,113,11,miercoles
19791,113,11,miercoles
14276,113,11,miercoles
19746,113,11,miercoles
19522,113,11,miercoles
14959,113,11,miercoles
14738,113,11,miercoles
31804,113,11,miercoles
32258,113,11,miercoles
32679,113,11,miercoles
16559,113,11,miercoles
17561,113,11,miercoles
17618,113,11,miercoles
19284,113,11,miercoles
19397,113,11,miercoles
19563,113,11,miercoles
21020,113,11,miercoles
18019,113,11,miercoles
