codigo_zona,nombre,zone_type,description,color,dia_visita,codigo_ruta,vendedor_codigo,n_clientes_excel,n_pts_geo,geometry_wkt,is_mock
105,Zona 105 (V10 - Viernes),sales,"Ruta ERP zona 105: vendedor 10, visita Viernes.",#FF5722,viernes,10,10,47,40,"MULTIPOLYGON (((-64.3445089943357 -31.36779120651941, -64.34500860000111 -31.3678331, -64112191 -31.3439983, -64112191.00058527 -31.34394065584121, -64112191.00114805 -31.343769938597532, -64112191.00166671 -31.343492708836905, -64112191.00212132 -31.343119620343558, -64112191.00249441 -31.342665010699058, -64112191.00277164 -31.342146350297096, -64112191.00294235 -31.341583570966048, -64112191.003 -31.3409983, -64112191.00294235 -31.34041302903395, -64112191.00277164 -31.339850249702902, -64112191.00249441 -31.33933158930094, -64112191.00212132 -31.33887697965644, -64112191.00166671 -31.338503891163093, -64112191.00114805 -31.338226661402466, -64112191.00058527 -31.33805594415879, -64112191 -31.3379983, -64.34059220000104 -31.3158867, -64.34036531908585 -31.3158952914604, -64.25033071908584 -31.3227238914604, -64.24977609152792 -31.322818880743732, -64.24432799152792 -31.324288880743733, -64.24381489349902 -31.32447901213511, -64.24334486552283 -31.324759178576418, -64.24293354488346 -31.325120059255973, -64.24259461574023 -31.325549648093265, -64.2423393538716 -31.326033653167272, -64.24217625154306 -31.326555972192075, -64.24211073497938 -31.327099228221154, -64.24175573497938 -31.339467528221153, -64.24179250706437 -31.340029622950404, -64.24193370673488 -31.340574935084817, -64.24217435587617 -31.341084239180304, -64.24250597019766 -31.3415395792869, -64.2429168583538 -31.34192490200104, -64.24339253413243 -31.342226622442027, -64.24391622717856 -31.342434103198542, -64.31226742717855 -31.362325403198543, -64.31260609433569 -31.36240300651941, -64.3445089943357 -31.36779120651941)))",false
106,Zona 106 (V10 - Sábado),sales,"Ruta ERP zona 106: vendedor 10, visita Sábado.",#FF5722,sabado,10,10,21,20,"MULTIPOLYGON (((-64.26980743564938 -31.392083978222086, -64.27031408599859 -31.39241053100771, -64.27087578967875 -31.392629209479125, -64.27146987063125 -31.392731185554897, -64.27207234572236 -31.392712342446142, -64.27516654572236 -31.392301842446145, -64.2757338741754 -31.392169518917218, -64.27626493237432 -31.391930043909497, -64.2767396952302 -31.39159244752236, -64.27714026043333 -31.391169459806232, -64.2774515235115 -31.39067703073914, -64.27766174738805 -31.390133728786562, -64.2777630049623 -31.38956004072358, -64.27775147802386 -31.38897759912167, -64.27762760122937 -31.388408366629857, -64.27403893456237 -31.377263799962854, -64.27383135242538 -31.37677337060781, -64.25819301909237 -31.34740337060781, -64.2579602670656 -31.347033871335142, -64.2546058670656 -31.342480938002144, -64.25419968376423 -31.34203249012114, -64.25371177754828 -31.341674666280795, -64.25316199483665 -31.34142202157714, -64.25257269898043 -31.341284832765144, -64.25196786059539 -31.34126868023411, -64.25137208251616 -31.341374221015833, -64.25080959903401 -31.34159716205871, -64.25030329012556 -31.34192843485493, -64.24987375077067 -31.342354564317528, -64.23900481743767 -31.35556749765053, -64.2386657962193 -31.356078216074483, -64.23843766310897 -31.35664718354196, -64.23832994313793 -31.35725064447931, -64.23834713383872 -31.357863403138882, -64.23848851746389 -31.358459875573793, -64.23874819095339 -31.359015157820878, -64.23911531239963 -31.359506065692862, -64.26709697906563 -31.38987773235986, -64.26743296898238 -31.390190578222086, -64.26980743564938 -31.392083978222086)))",false
111,Zona 111 (V11 - Lunes),sales,"Ruta ERP zona 111: vendedor 11, visita Lunes.",#8E44AD,lunes,11,11,49,45,"MULTIPOLYGON (((-64.00293882598392 -31.35872397181246, -64.00351755073756 -31.358728470641864, -64.00408637046735 -31.358621762184146, -64.00462411606796 -31.35840781768443, -64.00511077488399 -31.358094599267464, -64.0055282354977 -31.35769376362043, -64.0058609617608 -31.357220228179525, -64.00609657098515 -31.356691615964998, -64.00622629477503 -31.35612759972562, -64.00624530535036 -31.355549169800764, -64.00615289521656 -31.354977852947247, -64.00330399521657 -31.344136352947245, -64.00310982733907 -31.343606368694605, -64.00281982474459 -31.3431221342804, -64.00244425302466 -31.342700790767466, -64.0019964067702 -31.34235725298924, -64.00149213896599 -31.342103681590373, -64.00094929982227 -31.341949052560917, -63.944785399822266 -31.331537852560917, -63.94417742975555 -31.331488223697967, -63.94357198867488 -31.331562599257907, -63.94299410757482 -31.331757904302002, -63.94246767802648 -31.332066064255123, -63.9420144644188 -31.33247433873617, -63.9359475310858 -31.33917673873617, -63.935587643588754 -31.339665918397507, -63.93533364813767 -31.34021755420348, -63.93519595334625 -31.340809040379156, -63.93518020188205 -31.341416138100264, -63.935287039232634 -31.34201396878877, -63.936778372565634 -31.34723496878877, -63.936987171639345 -31.34776744483275, -63.9372932304708 -31.348250617454376, -63.93768542457673 -31.34866692452118, -63.93814949866921 -31.34900123429861, -63.94190149866921 -31.351193567631608, -63.942413709053305 -31.351431303707678, -63.94589704238631 -31.352664637041677, -63.94658575931692 -31.352820338479457, -64.00293882598392 -31.35872397181246)))",false
112,Zona 112 (V11 - Martes),sales,"Ruta ERP zona 112: vendedor 11, visita Martes.",#8E44AD,martes,11,11,49,48,"MULTIPOLYGON (((-64.13583682468906 -31.48415500647566, -64.13596362352601 -31.484157687331, -64078120 -31.48376, -64078120.00058527 -31.48370235584121, -64078120.00114805 -31.483531638597533, -64078120.00166671 -31.483254408836906, -64078120.00212132 -31.48288132034356, -64078120.00249441 -31.48242671069906, -64078120.00277164 -31.481908050297097, -64078120.00294235 -31.48134527096605, -64078120.003 -31.48076, -64078120.00294235 -31.48017472903395, -64078120.00277164 -31.479611949702903, -64078120.00249441 -31.47909328930094, -64078120.00212132 -31.47863867965644, -64078120.00166671 -31.478265591163094, -64078120.00114805 -31.477988361402467, -64078120.00058527 -31.47781764415879, -64078120 -31.47776, -64.11269190001059 -31.251718, -64.11209001007461 -31.251778998721043, -64.11151259648324 -31.251959514325694, -64.11098314023104 -31.25225220599968, -64.11052317208826 -31.252645171197415, -64.11015139703449 -31.253122429668686, -64.10849019703448 -31.255767429668687, -64.10825556663387 -31.256223423411893, -64.10810202616018 -31.256712715800635, -64.10803406209538 -31.257221009617865, -64.09860336209539 -31.456251342950864, -64.09860484758329 -31.4565638091397, -64.09880834758329 -31.4601391758067, -64.09889071401662 -31.4606868071055, -64.09907233663209 -31.461209968165132, -64.09934702645205 -31.4616908317337, -64.09970542313799 -31.462113011889883, -64.108944023138 -31.471152411889882, -64.10937530515193 -31.471502452608274, -64.12710160515192 -31.483347652608273, -64.12758134245152 -31.483608457777077, -64.12810040660005 -31.483777985421995, -64.12864160116307 -31.48385061914466, -64.13583682468906 -31.48415500647566)))",false
113,Zona 113 (V11 - Miércoles),sales,"Ruta ERP zona 113: vendedor 11, visita Miércoles.",#8E44AD,miercoles,11,11,45,44,"MULTIPOLYGON (((-64.15887246717912 -31.44640763734733, -64.15947340315572 -31.446588985119384, -64.16009892090656 -31.446641316809462, -64.16072163588568 -31.446562341388145, -64.1613142862497 -31.44635551632095, -64.16185092635423 -31.446029896203925, -64.16793935968724 -31.441399562870924, -64.16852079054843 -31.4408150520668, -64.17203519954343 -31.4361429252968, -64.17232086014032 -31.435681508154925, -64.29685511781231 -31.186688968257926, -64.2970620932648 -31.186151587422724, -64.29716257937748 -31.185584560491154, -64.29715287360558 -31.18500878032654, -64.2970333335712 -31.184445462316756, -64.29680836388629 -31.183915362664955, -64.29648625385883 -31.18343801359961, -64.2960788720623 -31.183031003683496, -64.29560122902213 -31.18270932973965, -64.295070924133 -31.182484844273432, -64.29450749718563 -31.182365818751162, -64.29393170839714 -31.1823566388269, -64.29336477347313 -31.1824576427472, -64.29282758188681 -31.182665108887946, -64.29233992717842 -31.182971392882564, -64.2919197776359 -31.18336520928889, -64.29158261422934 -31.183832047416345, -64.14488228089634 -31.434575047416345, -64.14465139309229 -31.435067230737747, -64.1445131210669 -31.435593001074412, -64.14447200557511 -31.436135092502365, -64.14452939682047 -31.436675703124607, -64.14468341011528 -31.437197079672742, -64.14576598145827 -31.439923610304742, -64.14603943288361 -31.440452304203227, -64.14641188182587 -31.440916604435543, -64.14686866650466 -31.441298233414443, -64.14739180518912 -31.44158216797933, -64.15887246717912 -31.44640763734733)))",false
114,Zona 114 (V11 - Jueves),sales,"Ruta ERP zona 114: vendedor 11, visita Jueves.",#8E44AD,jueves,11,11,42,40,"MULTIPOLYGON (((-64.20373531956093 -31.431070598221794, -64.20383627437705 -31.431615587520003, -64.2040357644322 -31.43213270349148, -64.20432698035036 -31.432604294945037, -64.20469998179294 -31.433014264619395, -64.20514203676144 -31.43334861864567, -64.20563805619037 -31.433595944212875, -64.20617110899606 -31.43374779913181, -64.20672300000084 -31.433799, -64114678 -31.4159878, -64114678.00058527 -31.41593015584121, -64114678.00114805 -31.415759438597533, -64114678.00166671 -31.415482208836906, -64114678.00212132 -31.41510912034356, -64114678.00249441 -31.41465451069906, -64114678.00277164 -31.414135850297097, -64114678.00294235 -31.41357307096605, -64114678.003 -31.4129878, -64114678.00294235 -31.41240252903395, -64114678.00277164 -31.411839749702903, -64114678.00249441 -31.41132108930094, -64114678.00212132 -31.41086647965644, -64114678.00166671 -31.410493391163094, -64114678.00114805 -31.410216161402467, -64114678.00058527 -31.41004544415879, -64114678 -31.4099878, -64.20829166666798 -31.389076666667, -64.20772926173967 -31.38912985471207, -64.20718679895717 -31.38928753286888, -64.20668351334385 -31.38954411007548, -64.20605384667685 -31.389943943408483, -64.20561690763965 -31.39028159744233, -64.20524925768794 -31.390693616230493, -64.20406559102094 -31.39229544956349, -64.20375281899555 -31.392824709946023, -64.20355450127816 -31.39340661455621, -64.2034789659545 -31.394016727092765, -64.2029088326215 -31.421774293759768, -64.20292051956093 -31.422107498221795, -64.20373531956093 -31.431070598221794)))",false
115,Zona 115 (V11 - Viernes),sales,"Ruta ERP zona 115: vendedor 11, visita Viernes.",#8E44AD,viernes,11,11,41,38,"MULTIPOLYGON (((-64.18433525560813 -31.404217991864655, -64.18489669170344 -31.404562100956422, -64.18551967836936 -31.404775429740777, -64.18617420000061 -31.4048477, -64089453 -31.39167515, -64089453.00058527 -31.39161750584121, -64089453.00114805 -31.391446788597534, -64089453.00166671 -31.391169558836907, -64089453.00212132 -31.39079647034356, -64089453.00249441 -31.39034186069906, -64089453.00277164 -31.389823200297098, -64089453.00294235 -31.38926042096605, -64089453.003 -31.38867515, -64089453.00294235 -31.388089879033952, -64089453.00277164 -31.387527099702904, -64089453.00249441 -31.387008439300942, -64089453.00212132 -31.386553829656442, -64089453.00166671 -31.386180741163095, -64089453.00114805 -31.385903511402468, -64089453.00058527 -31.38573279415879, -64089453 -31.38567515, -64.19275150000017 -31.3820198, -64.19206740100687 -31.382098839786714, -64.17374060100687 -31.386391039786716, -64.17317601529194 -31.386584219491994, -64.17266083245946 -31.386885320931935, -64.17221543517023 -31.3872824313483, -64.17185744509435 -31.38775983948982, -64.17160102572838 -31.38829865721112, -64.17145632203184 -31.388877566762122, -64.1714290590526 -31.389473664202136, -64.17152031542142 -31.39006336556993, -64.17175521542141 -31.39097136556993, -64.17201772644961 -31.391641444386433, -64.17450612644961 -31.396266344386433, -64.17485791042924 -31.396782808604105, -64.17530905560814 -31.397215191864653, -64.18433525560813 -31.404217991864655)))",false
116,Zona 116 (V11 - Sábado),sales,"Ruta ERP zona 116: vendedor 11, visita Sábado.",#8E44AD,sabado,11,11,36,33,"MULTIPOLYGON (((-64.15241543199086 -31.461245945609345, -64.15246757272588 -31.461816858670186, -64.15262736168647 -31.46236742916283, -64.15288896372813 -31.462877551453158, -64.1532428257146 -31.463328596987246, -64.15367602537759 -31.4637040945655, -64.15417274320981 -31.463990331834978, -64.15471484015893 -31.464176856034616, -64.15528252002616 -31.464256855707283, -64.15585505238036 -31.46422740943934, -64.1564115295881 -31.46408959254429, -64.15693163031492 -31.463848437794695, -64.15739636161614 -31.463512751636273, -64.15778875251779 -31.463094792595708, -64.24892668585079 -31.34521832592871, -64.24926841714154 -31.34465938972386, -64.24948067213218 -31.344039601231625, -64.24955332885496 -31.343388516784874, -64.30370899552196 -3.635241587324514e-5, -64.30365246745053 0.0005484855603513, -64.30348303095 0.0011110885763216, -64.30320718543284 0.0016298757503687, -64.3028355120536 0.0020849469321258, -64.30238226782656 0.0024588460521342, -64.30186483874103 0.002737230718981, -64.30130307285248 0.0029094223789025, -64.3007185189312 0.0029688159342868, -64.30013359987338 0.0029131331085263, -64.29957075258142 0.0027445098384, -64.29905156730717 0.0024694143417026, -64.29859595947174 0.0020983990029634, -64.29822140573005 0.0016456955946676, -64.29794227358416 0.0011286693608831, -64.29776927026035 0.0005671529040922, -64.29770903199086 -1.731457334525257e-5, -64.15241543199086 -31.461245945609345)))",false
121,Zona 121 (V12 - Lunes),sales,"Ruta ERP zona 121: vendedor 12, visita Lunes.",#16A085,lunes,12,12,44,44,"MULTIPOLYGON (((-64.1686776621623 -31.423429539350238, -64.16842295279572 -31.423944097141, -64.16827093373098 -31.424497754783776, -64.16822717303086 -31.42507023323977, -64.16829327353592 -31.425640564112754, -64.16846681415666 -31.426187857666893, -64.16874143855172 -31.42669206796339, -64.16910708794408 -31.427134727091065, -64.16955036954795 -31.427499621597903, -64.17005504711162 -31.427773386347592, -64.17060263560914 -31.427945994049708, -64.17117307829872 -31.428011122533253, -64.17174548134894 -31.427966386311347, -64.17265148134894 -31.427807286311346, -64.17294202769368 -31.427741241388336, -64.18059082769368 -31.425598041388337, -64.18110555291132 -31.42540125450694, -64.18335744301532 -31.42429356608594, -64.18398395084334 -31.42388084888126, -64.19263886073934 -31.41647363730226, -64.19304114736926 -31.416055485349332, -64.19335541139147 -31.41556771110576, -64.19356989634295 -31.415028561966896, -64.1936765784468 -31.41445820723774, -64.19367146677781 -31.413877983609137, -64.19355475256101 -31.413309596962613, -64.19333080201804 -31.412774310364, -64.19300799302893 -31.41229214862257, -64.19259840171974 -31.411881149172714, -64.19211735070054 -31.41155668730239, -64.1915828358542 -31.411330900971123, -64.19101485311909 -31.411212236734887, -64.1896043531191 -31.411057736734886, -64.18881515436716 -31.411075772550387, -64.18210695436716 -31.412122572550388, -64.18198590854496 -31.412144010581525, -64.17901372854496 -31.412733450581523, -64.17898239328413 -31.4127398387324, -64.17746937328413 -31.4130566987324, -64.176844172318 -31.41326131858879, -64.175089732318 -31.41405779858879, -64.17458054991006 -31.414352286078856, -64.1741386167365 -31.414740467320637, -64.1737809221623 -31.415207419350235, -64.1686776621623 -31.423429539350238)))",false
122,Zona 122 (V12 - Martes),sales,"Ruta ERP zona 122: vendedor 12, visita Martes.",#16A085,martes,12,12,41,38,"MULTIPOLYGON (((-64.17300937789943 -31.415637452853556, -64.17304416933077 -31.416240698906513, -64.17319914082941 -31.416824736643918, -64.17346800543855 -31.417365872547418, -64.17383985573191 -31.417842153560503, -64.17429960631146 -31.418234257690436, -64.17482860579888 -31.41852627787197, -64.17540539349349 -31.41870636729267, -64.17600657000011 -31.41876722, -64096860 -31.4162625, -64096860.00058527 -31.416204855841208, -64096860.00114805 -31.41603413859753, -64096860.00166671 -31.415756908836904, -64096860.00212132 -31.415383820343557, -64096860.00249441 -31.414929210699057, -64096860.00277164 -31.414410550297095, -64096860.00294235 -31.413847770966047, -64096860.003 -31.4132625, -64096860.00294235 -31.41267722903395, -64096860.00277164 -31.4121144497029, -64096860.00249441 -31.41159578930094, -64096860.00212132 -31.41114117965644, -64096860.00166671 -31.410768091163092, -64096860.00114805 -31.410490861402465, -64096860.00058527 -31.41032014415879, -64096860 -31.410262499999998, -64.31371000001079 -31.179818, -64.31309664530731 -31.17988136995504, -64.3125092027776 -31.18006880265701, -64.31197248989366 -31.180372379704373, -64.31150918097049 -31.18077927598745, -64.31113884925252 -31.1812723015062, -64.17361691925251 -31.4100294715062, -64.17339685044152 -31.41047558217885, -64.17325352311524 -31.410951924798564, -64.17319087789943 -31.411445402853555, -64.17300937789943 -31.415637452853556)))",false
123,Zona 123 (V12 - Miércoles),sales,"Ruta ERP zona 123: vendedor 12, visita Miércoles.",#16A085,miercoles,12,12,54,52,"MULTIPOLYGON (((-64.1934346480236 -31.421741826512186, -64.19396927745963 -31.42184021403585, -64.19451288453455 -31.42184050861457, -64.19504762028824 -31.42174270057605, -64.19983652028823 -31.420408900576053, -64.20044020439153 -31.4201676419029, -64.20097774039442 -31.41980199823819, -64.20142388559164 -31.41932914021833, -64.20175768899263 -31.418771273268753, -64.30773408899263 -31.18808837326875, -64.3079307141435 -31.187512566357015, -64.30800711343197 -31.18690892888446, -64.30796014417291 -31.18630229148184, -64.30779173844705 -31.185717608182053, -64.30750882362483 -31.185178929935855, -64.30712303740904 -31.18470841527587, -64.3066502491178 -31.184325418825225, -64.30610990690003 -31.18404569514503, -64.30552423773587 -31.183880750670408, -64.30491733312961 -31.183837370393228, -64.0844193331296 -31.190504370393228, -64.08384082472553 -31.190578584767504, -64.08328760964096 -31.190763335456637, -64.08278059816118 -31.191051639300333, -64.08233895417915 -31.191432599062075, -64.08197937084354 -31.19189181532016, -64.08171543959529 -31.19241193073343, -64.08155713644162 -31.1929732861097, -64.0815104448855 -31.193554663478984, -64.08157712976268 -31.194134088085026, -64.08175467053488 -31.194689658981613, -64.17707127053488 -31.416007358981613, -64.1773253832705 -31.41647717664398, -64.17765878510954 -31.41689448364367, -64.17806090714268 -31.417246051259845, -64.17851900201573 -31.41752073472414, -64.17901854802359 -31.417709826512187, -64.1934346480236 -31.421741826512186)))",false
124,Zona 124 (V12 - Jueves),sales,"Ruta ERP zona 124: vendedor 12, visita Jueves.",#16A085,jueves,12,12,51,47,"MULTIPOLYGON (((-64.19438491046937 -31.438184358033975, -64.19494070275586 -31.438326619395323, -64.19551341291032 -31.438360478510095, -64.19608209607216 -31.438284697100197, -64.19662595465397 -31.438102046604296, -64.19712509894003 -31.43781920682217, -64.19756127448281 -31.437446521624526, -64.19791852969522 -31.43699762066231, -64.19818379922374 -31.436488920910108, -64.19962219922374 -31.432938320910107, -64.19978214713221 -31.432406686232692, -64.19984139493184 -31.43185468219113, -64.1997979135911 -31.43130121300801, -64.199653192195 -31.430765233081917, -64.19941218694909 -31.4302650978651, -64.1930122869491 -31.4196296978651, -64.19264407302292 -31.41913934670863, -64.19218384672232 -31.418734109118656, -64.19165083659628 -31.41843091618069, -64.19106731214853 -31.418242435489457, -64.19045765340344 -31.418176541888695, -64.18984733229301 -31.41823598845516, -64.18926184842333 -31.418418291473312, -64.18872566368465 -31.418715834206537, -64.18574786368465 -31.420792634206535, -64.18527753538821 -31.42119918887803, -64.1847858653882 -31.421722538878033, -64.18446919599621 -31.422123072013004, -64.18422503580362 -31.4225715049471, -64.18406045748814 -31.423054847759303, -64.18294132748814 -31.427569607759303, -64.18288417679679 -31.42786140858273, -64.1825189767968 -31.43038299858273, -64.18249214506609 -31.430970649024488, -64.18258050495069 -31.431552237808994, -64.18278065898377 -31.432105402654688, -64.18308491117641 -31.43260887418988, -64.1840786811764 -31.43393865418988, -64.18447047405697 -31.43436869298786, -64.18493789949318 -31.43471502879399, -64.18546338046937 -31.434964638033975, -64.19438491046937 -31.438184358033975)))",false
125,Zona 125 (V12 - Viernes),sales,"Ruta ERP zona 125: vendedor 12, visita Viernes.",#16A085,viernes,12,12,50,49,"MULTIPOLYGON (((-64.18273365935502 -31.430011339213824, -64.18355457000001 -31.43012584, -64101880 -31.4298454, -64101880.00058527 -31.42978775584121, -64101880.00114805 -31.429617038597534, -64101880.00166671 -31.429339808836907, -64101880.00212132 -31.42896672034356, -64101880.00249441 -31.42851211069906, -64101880.00277164 -31.427993450297098, -64101880.00294235 -31.42743067096605, -64101880.003 -31.4268454, -64101880.00294235 -31.426260129033952, -64101880.00277164 -31.425697349702904, -64101880.00249441 -31.425178689300942, -64101880.00212132 -31.424724079656443, -64101880.00166671 -31.424350991163095, -64101880.00114805 -31.424073761402468, -64101880.00058527 -31.42390304415879, -64101880 -31.4238454, -64.3007300014708 0.0029688285979996, -64.30014716950026 0.0029116688261763, -64.29958654727967 0.0027423671097871, -64.29906949827462 0.0024673749794021, -64.29861572551906 0.002097171479023, -64.2982425207975 0.001645863844245, -64.29796410571223 0.0011306499219905, -64.29779108974476 0.0005711628172293, -64.29773006596353 -1.1277259961784965e-5, -64.09230696596353 -30.976755505857962, -64.09235611801807 -30.977316589149165, -64.17444421801808 -31.424894089149163, -64.17455391110026 -31.425316338562514, -64.17474571110026 -31.425881938562515, -64.17498754227393 -31.426416451692624, -64.1753287767461 -31.42689367872226, -64.17575636470193 -31.427295369079186, -64.17625395391408 -31.42760616093681, -64.17866405391409 -31.42880136093681, -64.17917598935503 -31.428999199213823, -64.18273365935502 -31.430011339213824)))",false
126,Zona 126 (V12 - Sábado),sales,"Ruta ERP zona 126: vendedor 12, visita Sábado.",#16A085,sabado,12,12,28,27,"MULTIPOLYGON (((-64.19747398786632 -31.44452516235329, -64.19792101606902 -31.444966400349205, -64.19845012102476 -31.445304886876052, -64.19903810881917 -31.445525783993947, -64.19965920434196 -31.445619408427792, -64.20028618116818 -31.445581656044602, -64.20298541116819 -31.445132146044603, -64.20352830764244 -31.44498844784711, -64.20403490995722 -31.444746084796293, -64.20448746531773 -31.444413549986976, -64.20487011488913 -31.444002496390443, -64.20516944953552 -31.44352732850095, -64.20614694953552 -31.44159542850095, -64.20637549592828 -31.440988445315668, -64.20646824345653 -31.440346526366838, -64.20660074345652 -31.43658202636684, -64.20660251185402 -31.43649949713271, -64.20668681185401 -31.42550279713271, -64.2066387712673 -31.42494458413577, -64.20648777280608 -31.424405038852548, -64.20623908312307 -31.423902980001927, -64.2059013762283 -31.423455918819137, -64.1998337162283 -31.416816848819135, -64.19942897971364 -31.416448065759276, -64.19896395622638 -31.416158988351274, -64.19845413686615 -31.41595924648922, -64.19791650499556 -31.41585549407592, -64.19736897048179 -31.4158511873647, -64.1912115304818 -31.4163666573647, -64.19067783191475 -31.41646044551432, -64.18799213191475 -31.417187545514324, -64.18790506809738 -31.417212532955357, -64.18192134230237 -31.419028081198356, -64.18137808522941 -31.419253137243373, -64.18088916489857 -31.41957984105544, -64.1804733655459 -31.41999564072961, -64.18014666211185 -31.42048456131305, -64.17992160648687 -31.421027818560027, -64.17980684526982 -31.421604540619416, -64.17980678756717 -31.422192569927695, -64.17992143559583 -31.42276931449876, -64.18014638459802 -31.423312615904184, -64.18047299207132 -31.423801600596292, -64.19747398786632 -31.44452516235329)))",false
131,Zona 131 (V13 - Lunes),sales,"Ruta ERP zona 131: vendedor 13, visita Lunes.",#D35400,lunes,13,13,41,34,"MULTIPOLYGON (((-64.49897833446876 -31.423773521420376, -64.49957069887334 -31.423761530810857, -64.50014915436222 -31.423633356671896, -64.50069113864143 -31.4233939983555, -64.5011755119536 -31.423052791882863, -64.50158338162115 -31.42262304579873, -64.50189883894313 -31.42212152207992, -64.50210957970432 -31.421567782344937, -64.50220738409334 -31.420983424865295, -64.50218843731125 -31.42039124213845, -64.50205347836541 -31.41981433188073, -64.50180777124498 -31.419275196115365, -64.50146089960228 -31.41879486349518, -64.49381519960228 -31.41015356349518, -64.49363581119127 -31.40996760695612, -64.47949391119127 -31.39651840695612, -64.4789662723945 -31.396117595944546, -64.47836351799702 -31.395842388199036, -64.46575601799702 -31.391697188199036, -64.465184694881 -31.3915694722103, -64.46459944604392 -31.391555144776344, -64.46402255785752 -31.391654751488208, -64.46347599831856 -31.391864499305964, -64.462980580504 -31.392176400998295, -64.46255517000547 -31.39257857929758, -64.46221596652458 -31.3930557191882, -64.46197588698551 -31.393589651104833, -64.46184407365654 -31.394160042832482, -64.46182554601081 -31.39474517376058, -64.46192100958416 -31.395322762007375, -64.46212682910803 -31.39587081291766, -64.46243516694118 -31.396368456622856, -64.47040316694117 -31.406797156622854, -64.47086273440594 -31.407277365103038, -64.48898613440595 -31.42242976510304, -64.48949731369753 -31.422774553548138, -64.49006818541912 -31.423007553156484, -64.49067463446876 -31.423118921420375, -64.49897833446876 -31.423773521420376)))",false
132,Zona 132 (V13 - Martes),sales,"Ruta ERP zona 132: vendedor 13, visita Martes.",#D35400,martes,13,13,38,29,"MULTIPOLYGON (((-64.49699776570118 -31.43124674991993, -64.4974624644646 -31.43121325664654, -64.49791637345626 -31.431108216809385, -64.50029307345626 -31.430359616809383, -64.50093684786044 -31.430069741776627, -64.50149504841238 -31.42963743961159, -64.50359914841238 -31.42756873961159, -64.50391270706979 -31.42720686985104, -64.5056391070698 -31.424859369851042, -64.50594468956801 -31.424342394795307, -64.50698188956801 -31.422102094795306, -64.50716906962364 -31.421572729825115, -64.50725432950988 -31.42101775739635, -64.5072346826331 -31.420456617801303, -64.50711081720952 -31.419908967363767, -64.50688707215748 -31.41939398989185, -64.50657128510815 -31.418929724682766, -64.5061745178589 -31.41853243461895, -64.50571066888628 -31.418216036490808, -64.50519598649228 -31.41799161350135, -64.50464849963772 -31.417867027029427, -64.49768209963771 -31.416956027029425, -64.49684073405218 -31.41696500192884, -64.49158153405219 -31.417767201928843, -64.49104569166846 -31.41790033150242, -64.49054332215664 -31.418129406636673, -64.49009144191878 -31.418446668033926, -64.48970535717002 -31.418841369326458, -64.48939814548208 -31.419300141080544, -64.48918021281608 -31.41980744364967, -64.48905894104888 -31.420346093537844, -64.48903843793204 -31.420897845443825, -64.48945073793205 -31.428385345443825, -64.48953488841248 -31.428944461351236, -64.48972245253032 -31.42947785764198, -64.49000676776006 -31.429966587374462, -64.49037773484879 -31.43039329022231, -64.49082217655494 -31.430742809136106, -64.49132430572143 -31.43100272874185, -64.49186628605624 -31.431163816351425, -64.49242886570119 -31.43122034991993, -64.49699776570118 -31.43124674991993)))",false
133,Zona 133 (V13 - Miércoles),sales,"Ruta ERP zona 133: vendedor 13, visita Miércoles.",#D35400,miercoles,13,13,35,29,"MULTIPOLYGON (((-64.51619236867495 -31.426213811855117, -64.51692720000823 -31.4263052, -64116940 -31.250394, -64116940.00058527 -31.250336356022903, -64116940.001148045 -31.250165639310335, -64116940.00166671 -31.24988841038915, -64116940.002121314 -31.249515322977736, -64116940.00249441 -31.249060714570888, -64116940.00277164 -31.248542055459673, -64116940.00294235 -31.247979277360038, -64116940.003 -31.24739400745058, -64116940.00294236 -31.246808737254803, -64116940.002771646 -31.24624595830721, -64116940.00249442 -31.24572729781898, -64116940.00212133 -31.245272687558987, -64116940.00166672 -31.24489959788951, -64116940.00114806 -31.244622366392115, -64116940.00058529 -31.2444516468842, -64116940.000000015 -31.244394000000057, -64116758.000000015 -31.243288000000057, -64.51086289999243 -31.4050611, -64.51033091955833 -31.405108643936032, -64.50981580075313 -31.40524976879091, -64.50933387076009 -31.405480001477383, -64.50890040481124 -31.405792044550243, -64.49874680481123 -31.41457384455024, -64.49835659164842 -31.41498151250343, -64.49804962762565 -31.415455044509986, -64.49783677447638 -31.41597768493068, -64.49772556387855 -31.416530940455214, -64.49771993095086 -31.417095234476648, -64.49782007501102 -31.4176505997976, -64.49802245252293 -31.418177385157275, -64.49831990248265 -31.41865695057926, -64.49870189980604 -31.41907232693562, -64.50235289980604 -31.42235972693562, -64.50294775567691 -31.4227769428802, -64.50362546867495 -31.423038911855116, -64.51619236867495 -31.426213811855117)))",false
