product_code,articulo,grupo,marca,contador,cantidad,rotacion_raw,rotacion_index,margen_pct,margen_normalizado,clase_ab,interpretacion,ventas_neto,costo,en_catalogo
430,PALITOS DE MAIZ (NARANJA) 5X120G OVNI,#16 SNACK,OVNI,82,180.0,0.455556,0.3842,0.2912,0.9925,A,alta rotación / baja rentabilidad,571124.08,404834.93,si
431,PALITOS DE MAIZ (NARANJA) 5X50G OVNI,#16 SNACK,OVNI,74,186.0,0.397849,0.3189,0.2912,0.9925,A,alta rotación / baja rentabilidad,282172.43,200014.72,si
432,PALITOS DE MAIZ (AMARILLO) 5X120G OVNI,#16 SNACK,OVNI,124,366.0,0.338798,0.2521,0.2907,0.9925,A,alta rotación / baja rentabilidad,1139901.02,808573.61,si
433,MAIZ INFLADO / TUTUCA 5X200G OVNI,#16 SNACK,OVNI,78,187.0,0.417112,0.3407,0.2902,0.9925,A,alta rotación / baja rentabilidad,963028.46,683518.5,si
435,MANI SALADO 5X160G OVNI,#16 SNACK,OVNI,28,36.0,0.777778,0.7486,0.2889,0.9924,A,alta rotación / baja rentabilidad,157813.26,112217.6,si
436,PALITOS SALADO 5X150G OVNI,#16 SNACK,OVNI,125,266.0,0.469925,0.4004,0.2905,0.9925,A,alta rotación / baja rentabilidad,1160760.25,823604.1,si
437,MAIZ INFLADO / TUTUCA 5X50G OVNI,#16 SNACK,OVNI,69,119.0,0.579832,0.5247,0.2901,0.9924,A,alta rotación / baja rentabilidad,207022.72,146972.43,si
440,PAPAS FRITAS 5X90G OVNI,#16 SNACK,OVNI,126,291.0,0.43299,0.3586,0.2897,0.9924,A,alta rotación / baja rentabilidad,1789427.48,1271097.63,si
441,PELOTITAS DE MAIZ 5X50G OVNI,#16 SNACK,OVNI,27,37.0,0.72973,0.6943,0.2918,0.9926,A,alta rotación / baja rentabilidad,55793.45,39515.62,si
453,PALITOS GALÁCTICO  1X150G OVNI,#16 SNACK,OVNI,31,211.0,0.146919,0.035,0.2735,0.9914,B,baja rotación / alta rentabilidad,242580.5,176242.84,si
456,AJI MOLIDO BASILIA 1 X 25GR,#14 ALMACEN,BASILIA,7,43.0,0.162791,0.053,0.2326,0.9889,B,baja rotación / alta rentabilidad,15280.99,11727.39,si
457,CHIMICHURRI BASILIA 1 X 25GR,#14 ALMACEN,BASILIA,8,51.0,0.156863,0.0463,0.2307,0.9887,B,baja rotación / alta rentabilidad,16438.01,12644.94,si
458,CONDIMENTO PARA PIZZA BASILIA 1 X 25GR,#14 ALMACEN,BASILIA,2,8.0,0.25,0.1516,0.2368,0.9891,B,baja rotación / alta rentabilidad,2512.4,1917.36,si
459,OREGANO BASILIA 1 X 25 GR,#14 ALMACEN,BASILIA,7,40.0,0.175,0.0668,0.2432,0.9895,B,baja rotación / alta rentabilidad,12231.41,9256.4,si
460,PIMIENTA NEGRA MOLIDA BASILIA 1 X 25 GR,#14 ALMACEN,BASILIA,3,18.0,0.166667,0.0574,0.2364,0.9891,B,baja rotación / alta rentabilidad,8181.81,6247.98,si
461,PIMENTON BASILIA 1 X 25GR,#14 ALMACEN,BASILIA,8,47.0,0.170213,0.0614,0.2326,0.9889,B,baja rotación / alta rentabilidad,16702.49,12818.31,si
464,CONITOS GALACTICOS 1X180GR OVNI,#16 SNACK,OVNI,7,27.0,0.259259,0.1621,0.2923,0.9926,B,baja rotación / alta rentabilidad,71165.3,50361.65,si
469,PIZZETAS GALÁCTICAS X 100GR OVNI,#16 SNACK,OVNI,15,103.0,0.145631,0.0336,0.2767,0.9916,B,baja rotación / alta rentabilidad,99100.4,71677.44,si
470,SERRANITOS GALÁCTICOS 1X150GR OVNI,#16 SNACK,OVNI,10,67.0,0.149254,0.0377,0.2909,0.9925,B,baja rotación / alta rentabilidad,78892.96,55941.06,si
472,TONICA SIN AZÚCAR MANAOS 2.25 LTS.,#02 MANAOS 2.25 LTS,MANAOS,31,51.0,0.607843,0.5564,0.3498,0.9962,B,baja rotación / alta rentabilidad,420592.95,273461.44,si
