id,pedido_id,client_id,product_code,nombre,cantidad_solicitada,precio_unitario,fecha_pedido,is_mock
298,99,40,443,TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*,5,19220.0,2026-07-23,True
299,99,40,433,PAN TREBOLIN SALVADO PRECOCIDO x3kg,3,12500.0,2026-07-23,True
300,99,40,422-MIX,FACTURA MIXTA,4,64200.0,2026-07-23,True
301,100,41,448,HOJALDRITOS ESPECIALES x 5kg,4,24600.0,2026-06-03,True
302,100,41,422,MEDIALUNA C/ MANTECA SALADA,1,74650.0,2026-06-03,True
303,100,41,424,CRIOLLO COMÚN HEXAGONAL x 11kg*,1,45600.0,2026-06-03,True
304,101,41,415,PAN MIGNON PRECOCIDO X 18un.,2,13300.0,2026-06-08,True
305,101,41,440,PAN BAGUETTE CRUDO CONGELADO x 7kg*,2,18000.0,2026-06-08,True
306,101,41,422,MEDIALUNA C/ MANTECA SALADA,5,74650.0,2026-06-08,True
307,102,41,423,CRIOLLO DE HOJALDRE x 11kg*,5,55100.0,2026-06-21,True
308,102,41,422-MIX,FACTURA MIXTA,4,64200.0,2026-06-21,True
309,103,42,428,PAN BAGUETTE PRECOCIDO x 30un.,5,13300.0,2026-04-21,True
310,103,42,430,CHIPACA DE GRASA x 5kg*,4,31400.0,2026-04-21,True
311,103,42,441,PAN TREBOLÍN CRUDO CONGELADO x 7kg*,3,18000.0,2026-04-21,True
312,103,42,425,TORTILLA TUCUMANA x 7.8kg*,5,40200.0,2026-04-21,True
313,104,42,441,PAN TREBOLÍN CRUDO CONGELADO x 7kg*,2,18000.0,2026-05-11,True
314,104,42,422-MIX,FACTURA MIXTA,2,64200.0,2026-05-11,True
315,105,43,448,HOJALDRITOS ESPECIALES x 5kg,2,24600.0,2026-05-06,True
316,105,43,423,CRIOLLO DE HOJALDRE x 11kg*,5,55100.0,2026-05-06,True
317,106,43,421,MEDIALUNA CON MANTECA,4,74650.0,2026-07-20,True
318,106,43,429,CROISSANT,5,43000.0,2026-07-20,True
319,107,43,422,MEDIALUNA C/ MANTECA SALADA,3,74650.0,2026-05-30,True
320,107,43,423,CRIOLLO DE HOJALDRE x 11kg*,4,55100.0,2026-05-30,True
321,107,43,425,TORTILLA TUCUMANA x 7.8kg*,1,40200.0,2026-05-30,True
322,108,44,440,PAN BAGUETTE CRUDO CONGELADO x 7kg*,5,18000.0,2026-06-26,True
323,108,44,449,CRIOLLO COMÚN CON CHICHARRÓN x 11kg,2,45600.0,2026-06-26,True
324,108,44,429,CROISSANT,2,43000.0,2026-06-26,True
325,108,44,422-MIX,FACTURA MIXTA,3,64200.0,2026-06-26,True
326,109,44,415,PAN MIGNON PRECOCIDO X 18un.,2,13300.0,2026-04-15,True
327,109,44,422,MEDIALUNA C/ MANTECA SALADA,3,74650.0,2026-04-15,True
328,110,45,430,CHIPACA DE GRASA x 5kg*,4,31400.0,2026-06-03,True
329,110,45,425,TORTILLA TUCUMANA x 7.8kg*,3,40200.0,2026-06-03,True
330,111,45,433,PAN TREBOLIN SALVADO PRECOCIDO x3kg,4,12500.0,2026-05-26,True
331,111,45,430,CHIPACA DE GRASA x 5kg*,3,31400.0,2026-05-26,True
332,111,45,415,PAN MIGNON PRECOCIDO X 18un.,5,13300.0,2026-05-26,True
333,111,45,422,MEDIALUNA C/ MANTECA SALADA,3,74650.0,2026-05-26,True
334,112,45,423,CRIOLLO DE HOJALDRE x 11kg*,5,55100.0,2026-07-26,True
335,112,45,440,PAN BAGUETTE CRUDO CONGELADO x 7kg*,1,18000.0,2026-07-26,True
336,113,46,448,HOJALDRITOS ESPECIALES x 5kg,5,24600.0,2026-05-17,True
337,113,46,433,PAN TREBOLIN SALVADO PRECOCIDO x3kg,4,12500.0,2026-05-17,True
338,114,46,440,PAN BAGUETTE CRUDO CONGELADO x 7kg*,4,18000.0,2026-06-24,True
339,114,46,429,CROISSANT,1,43000.0,2026-06-24,True
340,115,46,429,CROISSANT,1,43000.0,2026-05-30,True
341,115,46,426,FACTURA RECTANGULAR CRUDA CONGELADA,2,69300.0,2026-05-30,True
342,115,46,441,PAN TREBOLÍN CRUDO CONGELADO x 7kg*,3,18000.0,2026-05-30,True
343,116,47,425,TORTILLA TUCUMANA x 7.8kg*,1,40200.0,2026-05-02,True
344,116,47,428,PAN BAGUETTE PRECOCIDO x 30un.,4,13300.0,2026-05-02,True
345,116,47,436,PAN TREBOLIN PRECOCIDO x3kg,1,12500.0,2026-05-02,True
346,117,47,426,FACTURA RECTANGULAR CRUDA CONGELADA,5,69300.0,2026-06-19,True
347,117,47,422-MIX,FACTURA MIXTA,1,64200.0,2026-06-19,True
348,117,47,428,PAN BAGUETTE PRECOCIDO x 30un.,5,13300.0,2026-06-19,True
349,118,47,422,MEDIALUNA C/ MANTECA SALADA,3,74650.0,2026-05-31,True
350,118,47,449,CRIOLLO COMÚN CON CHICHARRÓN x 11kg,5,45600.0,2026-05-31,True
351,118,47,435,PAN MIGNON CRUDO CONGELADO x 14kg*,4,35000.0,2026-05-31,True
352,119,48,449,CRIOLLO COMÚN CON CHICHARRÓN x 11kg,5,45600.0,2026-04-23,True
353,119,48,424,CRIOLLO COMÚN HEXAGONAL x 11kg*,2,45600.0,2026-04-23,True
354,120,48,433,PAN TREBOLIN SALVADO PRECOCIDO x3kg,5,12500.0,2026-06-23,True
355,120,48,422-MIX,FACTURA MIXTA,2,64200.0,2026-06-23,True
356,120,48,421,MEDIALUNA CON MANTECA,2,74650.0,2026-06-23,True
357,121,48,421,MEDIALUNA CON MANTECA,2,74650.0,2026-06-20,True
358,121,48,436,PAN TREBOLIN PRECOCIDO x3kg,1,12500.0,2026-06-20,True
359,121,48,429,CROISSANT,4,43000.0,2026-06-20,True
360,121,48,415,PAN MIGNON PRECOCIDO X 18un.,1,13300.0,2026-06-20,True
361,122,49,425,TORTILLA TUCUMANA x 7.8kg*,4,40200.0,2026-05-27,True
362,122,49,435,PAN MIGNON CRUDO CONGELADO x 14kg*,4,35000.0,2026-05-27,True
363,122,49,424,CRIOLLO COMÚN HEXAGONAL x 11kg*,2,45600.0,2026-05-27,True
364,122,49,429,CROISSANT,4,43000.0,2026-05-27,True
365,123,49,428,PAN BAGUETTE PRECOCIDO x 30un.,5,13300.0,2026-05-20,True
366,123,49,449,CRIOLLO COMÚN CON CHICHARRÓN x 11kg,5,45600.0,2026-05-20,True
367,124,50,429,CROISSANT,3,43000.0,2026-07-21,True
368,124,50,426,FACTURA RECTANGULAR CRUDA CONGELADA,1,69300.0,2026-07-21,True
369,124,50,435,PAN MIGNON CRUDO CONGELADO x 14kg*,3,35000.0,2026-07-21,True
370,125,50,440,PAN BAGUETTE CRUDO CONGELADO x 7kg*,2,18000.0,2026-04-28,True
371,125,50,442,BAGUETTE SALVADO CRUDO CONGELADO x 7kg*,4,19220.0,2026-04-28,True
372,125,50,433,PAN TREBOLIN SALVADO PRECOCIDO x3kg,5,12500.0,2026-04-28,True
373,126,1,433,PAN TREBOLIN SALVADO PRECOCIDO x3kg,2,12500.0,2026-08-13,True
374,126,1,427,CHIPÁ x 5kg*,3,133300.0,2026-08-13,True
375,127,2,436,PAN TREBOLIN PRECOCIDO x3kg,2,12500.0,2026-08-13,True
376,127,2,428,PAN BAGUETTE PRECOCIDO x 30un.,2,13300.0,2026-08-13,True
377,128,3,449,CRIOLLO COMÚN CON CHICHARRÓN x 11kg,3,45600.0,2026-08-13,True
378,128,3,423,CRIOLLO DE HOJALDRE x 11kg*,2,55100.0,2026-08-13,True
379,129,4,423,CRIOLLO DE HOJALDRE x 11kg*,1,55100.0,2026-08-13,True
380,129,4,429,CROISSANT,2,43000.0,2026-08-13,True
381,130,5,433,PAN TREBOLIN SALVADO PRECOCIDO x3kg,2,12500.0,2026-08-13,True
382,130,5,428,PAN BAGUETTE PRECOCIDO x 30un.,3,13300.0,2026-08-13,True
383,131,6,442,BAGUETTE SALVADO CRUDO CONGELADO x 7kg*,2,19220.0,2026-08-13,True
384,131,6,443,TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*,1,19220.0,2026-08-13,True
385,132,7,443,TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*,3,19220.0,2026-08-13,True
386,132,7,435,PAN MIGNON CRUDO CONGELADO x 14kg*,2,35000.0,2026-08-13,True
