product_code,excel_row,fuente,ok,url
PAN-PRI-20009,240,excel,sin_foto,
PAN-PAN-01206,241,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PAN-01206.jpg
PAN-PAN-01209,242,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PAN-01209.jpg
PAN-PRI-01916,243,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PRI-01916.jpg
PAN-PRI-01915,244,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PRI-01915.jpg
PAN-PRI-01914,245,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PRI-01914.jpg
PIZ-QP-01941,246,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PIZ-QP-01941.jpg
PIZ-QP-01942,247,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PIZ-QP-01942.jpg
PIZ-QP-01937,248,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PIZ-QP-01937.jpg
PIZ-QP-01935,249,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PIZ-QP-01935.jpg
PRO-QUO-01980,250,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01980.jpg
PRO-QUO-01981,251,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01981.jpg
PRO-QUO-01974,252,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01974.jpg
PRO-QUO-01979,253,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01979.jpg
PRO-QUO-01987,254,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01987.jpg
PRO-QUO-01975,255,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01975.jpg
PRO-QUO-01988,256,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01988.jpg
PRO-QUO-01976,257,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01976.jpg
PRO-QUO-01972,258,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01972.jpg
PRO-QUO-01973,259,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01973.jpg
PRO-QUO-01978,260,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PRO-QUO-01978.jpg
PAP-RAN-20010,261,excel,sin_foto,
PAP-RAN-20011,262,excel,sin_foto,
PAP-REB-01694,263,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAP-REB-01694.jpg
PAP-REB-01689,264,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAP-REB-01689.jpg
REB-REB-02006,265,excel,sin_foto,
COM-RIC-20012,266,excel,sin_foto,
COM-RIC-20013,267,excel,sin_foto,
MED-ENV-655,268,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/MED-ENV-655.jpg
MED-RIC-20014,269,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/MED-RIC-20014.jpg
MED-MED-654,270,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/MED-MED-654.jpg
MED-MED-655,271,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/MED-MED-655.jpg
MED-MED-540,272,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/MED-MED-540.jpg
MED-MED-659,273,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/MED-MED-659.jpg
REB-SJO-20015,274,excel,sin_foto,
REB-SJO-20016,275,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/REB-SJO-20016.jpg
PAN-SOL-01808,276,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-SOL-01808.jpg
PAN-SOL-01876,277,excel,sin_foto,
PAN-PAN-01720,278,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PAN-01720.jpg
PAN-PAN-01211,279,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PAN-01211.jpg
PAN-PAN-01714,280,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PAN-01714.jpg
PAN-PAN-01719,281,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PAN-01719.jpg
PAN-SOL-01959,282,excel,sin_foto,
PAN-SOL-01968,283,excel,sin_foto,
HAM-TEX-01953,284,excel,sin_foto,
,30,excel,fila_sin_sku,
COM-HEL-INICIAL,,png_combo,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/COM-HEL-INICIAL.png
COM-HEL-MEDIO,,png_combo,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/COM-HEL-MEDIO.png
COM-HEL-PREMIUM,,png_combo,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/COM-HEL-PREMIUM.png
