product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja,es_pesable,sku_origen,nota_sku
BAL-BAL-01775,Balde Helado x10 litros Artesanal Premium Coco con DDL,49600,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Coco con DDL|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Coco con DDL, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01775,
BAL-BAL-01218,Balde Helado x10 litros Artesanal Premium crema americana,41600,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium crema americana|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium crema americana, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01218,
BAL-BAL-01227,Balde Helado x10 litros Artesanal Premium Crema Cookies,54400,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Crema Cookies|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema Cookies, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01227,
BAL-BAL-01221,Balde Helado x10 litros Artesanal Premium Crema del Cielo,41600,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Crema del Cielo|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema del Cielo, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01221,
BAL-BAL-01229,Balde Helado x10 litros Artesanal Premium Crema Flan,49600,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Crema Flan|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema Flan, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01229,
BAL-BAL-01750,Balde Helado x10 litros Artesanal Premium Crema Imperial,49600,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Crema Imperial|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema Imperial, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01750,
BAL-BAL-01248,Balde Helado x10 litros Artesanal Premium Crema Rusa,54400,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Crema Rusa|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema Rusa, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01248,
BAL-BAL-01429,Balde Helado x10 litros Artesanal Premium DLB NUEZ,54400,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium DLB NUEZ|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium DLB NUEZ, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01429,
BAL-BAL-01222,Balde Helado x10 litros Artesanal Premium Dulce de Leche,49600,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Dulce de Leche|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Dulce de Leche, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01222,
BAL-BAL-01249,Balde Helado x10 litros Artesanal Premium Dulce de Leche Bombon,60900,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Dulce de Leche Bombon|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Postre helado, Balde Helado x10 litros Artesanal Premium Dulce de Leche Bombon, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01249,
BAL-BAL-01749,Balde Helado x10 litros Artesanal Premium Dulce de Leche Delicia,51200,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Dulce de Leche Delicia|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Dulce de Leche Delicia, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01749,
BAL-BAL-01228,Balde Helado x10 litros Artesanal Premium Dulce de leche Granizado,51200,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Dulce de leche Granizado|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Dulce de leche Granizado, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01228,
BAL-BAL-01783,Balde Helado x10 litros Artesanal Premium Frambuesa al Agua,49600,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Frambuesa al Agua|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Frambuesa al Agua, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01783,
BAL-BAL-01710,Balde Helado x10 litros Artesanal Premium Franui,60900,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Franui|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Franui, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01710,
BAL-BAL-01223,Balde Helado x10 litros Artesanal Premium Frutilla al Agua,32100,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Frutilla al Agua|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Frutilla al Agua, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01223,
BAL-BAL-01230,Balde Helado x10 litros Artesanal Premium FRUTILLA CREMA,51200,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium FRUTILLA CREMA|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium FRUTILLA CREMA, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01230,
BAL-BAL-01231,Balde Helado x10 litros Artesanal Premium FRUTILLA NEVADA,60900,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium FRUTILLA NEVADA|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium FRUTILLA NEVADA, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01231,
BAL-BAL-01239,Balde Helado x10 litros Artesanal Premium Frutos del Bosque,54400,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Frutos del Bosque|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Frutos del Bosque, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01239,
BAL-BAL-01232,Balde Helado x10 litros Artesanal Premium GRANIZADO,51200,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium GRANIZADO|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium GRANIZADO, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01232,
BAL-BAL-01240,Balde Helado x10 litros Artesanal Premium KINDER,51200,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium KINDER|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium KINDER, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01240,
BAL-BAL-01241,Balde Helado x10 litros Artesanal Premium Kinotos,51200,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Kinotos|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Kinotos, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01241,
BAL-BAL-01216,Balde Helado x10 Litros Artesanal Premium Limon al agua,32100,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 Litros Artesanal Premium Limon al agua|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 Litros Artesanal Premium Limon al agua, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01216,
BAL-BAL-01418,Balde Helado x10 litros Artesanal Premium LIMON PRIMAVERA,51200,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium LIMON PRIMAVERA|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium LIMON PRIMAVERA, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01418,
BAL-BAL-01250,Balde Helado x10 litros Artesanal Premium Mantecol,54400,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Mantecol|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Mantecol, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01250,
BAL-BAL-01242,Balde Helado x10 litros Artesanal Premium Mascarpone Con Frutos Rojos,54400,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Mascarpone Con Frutos Rojos|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Mascarpone Con Frutos Rojos, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01242,
BAL-BAL-01233,Balde Helado x10 litros Artesanal Premium Menta Granizada,49600,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Menta Granizada|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Menta Granizada, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01233,
BAL-BAL-01628,Balde Helado x10 litros artesanal Premium Naranja,32100,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros artesanal Premium Naranja|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros artesanal Premium Naranja, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01628,
BAL-GAT-01896,Balde Helado x10 litros Artesanal Premium Pistacho,60900,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Pistacho|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Pistacho, marca GATELIN.",,true,false,Productos | General,false,BAL-GAT-01896,
BAL-BAL-01243,Balde Helado x10 litros Artesanal Premium Tramontana,51200,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Tramontana|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Tramontana, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01243,
BAL-BAL-01244,Balde Helado x10 litros Artesanal Premium Uvas al Rhum,51200,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Uvas al Rhum|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Uvas al Rhum, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01244,
BAL-BAL-01225,Balde Helado x10 litros Artesanal Premium Vainilla,41600,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 litros Artesanal Premium Vainilla|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 litros Artesanal Premium Vainilla, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01225,
BAL-BAL-01217,Balde Helado x10 Litros Manzana Verde al agua Artesanal,32100,250,1,unidad,unidad,Helados,Baldes x10Lts,GATELIN,Balde,Balde Helado x10 Litros Manzana Verde al agua Artesanal|GATELIN|Baldes x10Lts|balde,0.82,0.0,"Balde de helado, Balde Helado x10 Litros Manzana Verde al agua Artesanal, marca GATELIN.",,true,false,Productos | General,false,BAL-BAL-01217,
IMP-IMP-01660,Balde Helado x3lts Limon ORENSE,14900,250,1,unidad,unidad,Helados,Impulsivos Balde Helado 3lts,GATELIN,Balde,Balde Helado x3lts Limon ORENSE|GATELIN|Impulsivos Balde Helado 3lts|helado|helados|balde,0.82,0.0,"Balde de helado, Balde Helado x3lts Limon ORENSE, marca GATELIN, 3lts.",,true,false,Productos | General,false,IMP-IMP-01660,
GAT-BAL-01792,Torta Gatelin,24500,250,1,unidad,unidad,Helados,Tortas Heladas,GATELIN,Caja,Torta Gatelin|GATELIN|Tortas Heladas,0.82,0.0,"Torta helada Torta Gatelin, marca GATELIN, categoría Tortas Heladas, presentación de catálogo.",,true,false,Productos | General,false,GAT-BAL-01792,
INS-INS-01565,Capelina Grande x80u.,21800,30,80,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Capelina Grande x80u.|Insumos Heladeria|Insumos Comestibles|Capelina Grande .|caja|bulto|caja x80,0.35,0.0,"Insumo de heladería, Capelina Grande x80u, marca Insumos Heladeria, x80 unidades.",,true,false,Productos | General,false,INS-INS-01565,
INS-INS-01358,Capuchon Vaso Batido,200,30,1,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Vaso,Capuchon Vaso Batido|Insumos Heladeria|Insumos Descartables,0.35,0.0,"Helado en vaso Capuchon Vaso Batido, marca Insumos Heladeria, categoría Insumos Descartables, presentación de catálogo.",,true,false,Productos | General,false,INS-INS-01358,
INS-INS-01838,Cartel,1000,30,1,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Caja,Cartel|Insumos Heladeria|Insumos Descartables,0.35,0.0,"Insumo de heladería Cartel, marca Insumos Heladeria, categoría Insumos Descartables, presentación de catálogo.",,true,false,Productos | General,false,INS-INS-01838,
INS-INS-01684,Chips de Chocolate Negro x1Kg,4300,30,1,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Chips de Chocolate Negro x1Kg|Insumos Heladeria|Insumos Comestibles,0.35,0.0,"Insumo de heladería, Chips de Chocolate Negro x1Kg, marca Insumos Heladeria, 1Kg.",,true,false,Productos | General,false,INS-INS-01684,
INS-INS-01586,COMBO Envase telgopor 1/2 KG x 100 unidades,43300,30,100,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Combo,COMBO Envase telgopor 1/2 KG x 100 unidades|Insumos Heladeria|Insumos Descartables|caja|bulto|caja x100|combo,0.35,0.0,"Combo, COMBO Envase telgopor 1/2 KG x 100 unidades, marca Insumos Heladeria, 2 KG, x100 unidades.",,true,false,Productos | General,false,INS-INS-01586,
INS-INS-01585,COMBO Envase telgopor 1/4 KG X 100 unidades,27400,30,100,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Combo,COMBO Envase telgopor 1/4 KG X 100 unidades|Insumos Heladeria|Insumos Descartables|caja|bulto|caja x100|combo,0.35,0.0,"Combo, COMBO Envase telgopor 1/4 KG X 100 unidades, marca Insumos Heladeria, 4 KG, x100 unidades.",,true,false,Productos | General,false,INS-INS-01585,
INS-INS-01584,COMBO Envase telgopor KG x 100 unidades,54400,30,100,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Combo,COMBO Envase telgopor KG x 100 unidades|Insumos Heladeria|Insumos Descartables|caja|bulto|caja x100|combo,0.35,0.0,"Combo, COMBO Envase telgopor KG x 100 unidades, marca Insumos Heladeria, x100 unidades.",,true,false,Productos | General,false,INS-INS-01584,
INS-INS-01690,COMBO Vaso Batido,500,30,1,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Combo,COMBO Vaso Batido|Insumos Heladeria|Insumos Descartables|combo,0.35,0.0,"Combo COMBO Vaso Batido, marca Insumos Heladeria, categoría Insumos Descartables, presentación de catálogo.",,true,false,Productos | General,false,INS-INS-01690,
INS-INS-01598,Cono 70 Pasta Simple x180u.,16600,30,180,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Cono 70 Pasta Simple x180u.|Insumos Heladeria|Insumos Comestibles|Cono 70 Pasta Simple .|caja|bulto|caja x180,0.35,0.0,"Cono para helado, Cono 70 Pasta Simple x180u, marca Insumos Heladeria, x180 unidades.",,true,false,Productos | General,false,INS-INS-01598,
INS-INS-01599,Cono Doble Pasta x90u.,14300,30,90,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Cono Doble Pasta x90u.|Insumos Heladeria|Insumos Comestibles|Cono Doble Pasta .|caja|bulto|caja x90,0.35,0.0,"Cono para helado, Cono Doble Pasta x90u, marca Insumos Heladeria, x90 unidades.",,true,false,Productos | General,false,INS-INS-01599,
INS-INS-01383,Cuchara Bochera Inoxidable,48100,30,1,unidad,unidad,Insumos,Insumos Heladerias,Insumos Heladeria,Caja,Cuchara Bochera Inoxidable|Insumos Heladeria|Insumos Heladerias,0.35,0.0,"Insumo de heladería Cuchara Bochera Inoxidable, marca Insumos Heladeria, categoría Insumos Heladerias, presentación de catálogo.",,true,false,Productos | General,false,INS-INS-01383,
INS-INS-01733,Cucharita Europea Multicolor x1Kg,9500,30,1,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Caja,Cucharita Europea Multicolor x1Kg|Insumos Heladeria|Insumos Descartables,0.35,0.0,"Insumo de heladería, Cucharita Europea Multicolor x1Kg, marca Insumos Heladeria, 1Kg.",,true,false,Productos | General,false,INS-INS-01733,
INS-INS-01336,Cucharitas clasicas bolsa x1Kg,8200,30,1,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Caja,Cucharitas clasicas bolsa x1Kg|Insumos Heladeria|Insumos Descartables,0.35,0.0,"Insumo de heladería, Cucharitas clasicas bolsa x1Kg, marca Insumos Heladeria, 1Kg.",,true,false,Productos | General,false,INS-INS-01336,
INS-INS-01382,Cucharitas sueltas x200grs,1500,30,1,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Caja,Cucharitas sueltas x200grs|Insumos Heladeria|Insumos Descartables,0.35,0.0,"Insumo de heladería, Cucharitas sueltas x200grs, marca Insumos Heladeria, 200g.",,true,false,Productos | General,false,INS-INS-01382,
INS-INS-01569,Cucharitas Sundae x1000u.,15700,30,1,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Caja,Cucharitas Sundae x1000u.|Insumos Heladeria|Insumos Descartables|Cucharitas Sundae .,0.35,0.0,"Insumo de heladería Cucharitas Sundae x1000u, marca Insumos Heladeria, categoría Insumos Descartables, presentación de catálogo.",,true,false,Productos | General,false,INS-INS-01569,
INS-INS-01597,Cucuruchon Artesanal x240u.,43000,30,240,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Cucuruchon Artesanal x240u.|Insumos Heladeria|Insumos Comestibles|Cucuruchon Artesanal .|caja|bulto|caja x240,0.35,0.0,"Cono para helado, Cucuruchon Artesanal x240u, marca Insumos Heladeria, x240 unidades.",,true,false,Productos | General,false,INS-INS-01597,
BAL-BAL-01748,Envase Balde Helado Gatelin,2300,30,1,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Balde,Envase Balde Helado Gatelin|Insumos Heladeria|Insumos Descartables|balde,0.35,0.0,"Balde de helado, Envase Balde Helado Gatelin, marca Insumos Heladeria.",,true,false,Productos | General,false,BAL-BAL-01748,
INS-INS-01348,Envase Telgopor 1/2 KG x20 unidades,8100,30,20,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Kg,Envase Telgopor 1/2 KG x20 unidades|Insumos Heladeria|Insumos Descartables|caja|bulto|caja x20,0.35,0.0,"Envase descartable, Envase Telgopor 1/2 KG x20 unidades, marca Insumos Heladeria, 2 KG, x20 unidades.",,true,false,Productos | General,false,INS-INS-01348,
INS-INS-01786,Envase Telgopor 1/4 KG x20 unidades,4000,30,20,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Kg,Envase Telgopor 1/4 KG x20 unidades|Insumos Heladeria|Insumos Descartables|caja|bulto|caja x20,0.35,0.0,"Envase descartable, Envase Telgopor 1/4 KG x20 unidades, marca Insumos Heladeria, 4 KG, x20 unidades.",,true,false,Productos | General,false,INS-INS-01786,
INS-INS-01349,Envase Telgopor 1/4 KG x50 unidades,12700,30,50,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Kg,Envase Telgopor 1/4 KG x50 unidades|Insumos Heladeria|Insumos Descartables|caja|bulto|caja x50,0.35,0.0,"Envase descartable, Envase Telgopor 1/4 KG x50 unidades, marca Insumos Heladeria, 4 KG, x50 unidades.",,true,false,Productos | General,false,INS-INS-01349,
INS-INS-01347,Envase Telgopor KG x20 unidades,10100,30,20,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Kg,Envase Telgopor KG x20 unidades|Insumos Heladeria|Insumos Descartables|caja|bulto|caja x20,0.35,0.0,"Envase descartable, Envase Telgopor KG x20 unidades, marca Insumos Heladeria, x20 unidades.",,true,false,Productos | General,false,INS-INS-01347,
INS-INS-01766,Mani Crocante con Sabor Almendra 1Kg,6600,30,1,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Mani Crocante con Sabor Almendra 1Kg|Insumos Heladeria|Insumos Comestibles,0.35,0.0,"Insumo de heladería, Mani Crocante con Sabor Almendra 1Kg, marca Insumos Heladeria, 1Kg.",,true,false,Productos | General,false,INS-INS-01766,
INS-INS-01901,Mani Crocante x Kg,13100,30,1,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Kg,Mani Crocante x Kg|Insumos Heladeria|Insumos Comestibles,0.35,0.0,"Insumo de heladería, Mani Crocante x Kg, marca Insumos Heladeria, venta por kg.",,true,false,Productos | General,true,-INS-01901,sanitizado_desde:-INS-01901
INS-INS-01762,MicroCereal con Cobertura de Chocolate y Dulce de Leche x1Kg,10500,30,1,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,MicroCereal con Cobertura de Chocolate y Dulce de Leche x1Kg|Insumos Heladeria|Insumos Comestibles,0.35,0.0,"Insumo de heladería, MicroCereal con Cobertura de Chocolate y Dulce de Leche x1Kg, marca Insumos Heladeria, 1Kg.",,true,false,Productos | General,false,INS-INS-01762,
INS-INS-01763,MicroGalletita con Cobertura de Chocolate y Dulce de Leche x1Kg,9000,30,1,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,MicroGalletita con Cobertura de Chocolate y Dulce de Leche x1Kg|Insumos Heladeria|Insumos Comestibles,0.35,0.0,"Insumo de heladería, MicroGalletita con Cobertura de Chocolate y Dulce de Leche x1Kg, marca Insumos Heladeria, 1Kg.",,true,false,Productos | General,false,INS-INS-01763,
INS-INS-01596,Mini cucurucho artesanal x340u.,44100,30,340,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Mini cucurucho artesanal x340u.|Insumos Heladeria|Insumos Comestibles|Mini cucurucho artesanal .|caja|bulto|caja x340,0.35,0.0,"Cono para helado, Mini cucurucho artesanal x340u, marca Insumos Heladeria, x340 unidades.",,true,false,Productos | General,false,INS-INS-01596,
INS-INS-01900,Mini Rocklets x 200g,8000,30,1,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Mini Rocklets x 200g|Insumos Heladeria|Insumos Comestibles,0.35,0.0,"Insumo de heladería, Mini Rocklets x 200g, marca Insumos Heladeria, 200g.",,true,false,Productos | General,false,-INS-01900,sanitizado_desde:-INS-01900
INS-INS-01899,Obleas GRANDES para decorar x 5u,2500,30,5,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Obleas GRANDES para decorar x 5u|Insumos Heladeria|Insumos Comestibles|Obleas GRANDES para decorar|caja|bulto|caja x5,0.35,0.0,"Insumo de heladería, Obleas GRANDES para decorar x 5u, marca Insumos Heladeria, x5 unidades.",,true,false,Productos | General,false,-INS-01899,sanitizado_desde:-INS-01899
INS-INS-01898,Obleas para decorar x 500g,9900,30,1,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Caja,Obleas para decorar x 500g|Insumos Heladeria|Insumos Comestibles,0.35,0.0,"Insumo de heladería, Obleas para decorar x 500g, marca Insumos Heladeria, 500g.",,true,false,Productos | General,false,-INS-01898,sanitizado_desde:-INS-01898
INS-INS-01601,PACK 30u. Cono 70 Pasta Simple,3500,30,30,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Pack,PACK 30u. Cono 70 Pasta Simple|Insumos Heladeria|Insumos Comestibles|30u. Cono 70 Pasta Simple|caja|bulto|caja x30,0.35,0.0,"Cono para helado, PACK 30u. Cono 70 Pasta Simple, marca Insumos Heladeria, x30 unidades.",,true,false,Productos | General,false,INS-INS-01601,
INS-INS-01600,PACK 30u. Cono Doble Pasta,5900,30,30,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Pack,PACK 30u. Cono Doble Pasta|Insumos Heladeria|Insumos Comestibles|30u. Cono Doble Pasta|caja|bulto|caja x30,0.35,0.0,"Cono para helado, PACK 30u. Cono Doble Pasta, marca Insumos Heladeria, x30 unidades.",,true,false,Productos | General,false,INS-INS-01600,
INS-INS-01568,Pack servilletas individual,1500,30,1,unidad,unidad,Insumos,Insumos Descartables,Insumos Heladeria,Pack,Pack servilletas individual|Insumos Heladeria|Insumos Descartables|servilletas individual,0.35,0.0,"Insumo de heladería Pack servilletas individual, marca Insumos Heladeria, categoría Insumos Descartables, presentación de catálogo.",,true,false,Productos | General,false,INS-INS-01568,
INS-INS-01602,PACK X20 CUCURUCHOS GRANDES,4700,30,20,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Pack,PACK X20 CUCURUCHOS GRANDES|Insumos Heladeria|Insumos Comestibles|X20 CUCURUCHOS GRANDES|caja|bulto|caja x20,0.35,0.0,"Cono para helado, PACK X20 CUCURUCHOS GRANDES, marca Insumos Heladeria, x20 unidades.",,true,false,Productos | General,false,INS-INS-01602,
INS-INS-01603,PACK X20 MINI CUCURUCHONES,4000,30,20,unidad,unidad,Insumos,Insumos Comestibles,Insumos Heladeria,Pack,PACK X20 MINI CUCURUCHONES|Insumos Heladeria|Insumos Comestibles|X20 MINI CUCURUCHONES|caja|bulto|caja x20,0.35,0.0,"Cono para helado, PACK X20 MINI CUCURUCHONES, marca Insumos Heladeria, x20 unidades.",,true,false,Productos | General,false,INS-INS-01603,
INS-INS-01356,Paleta de Aluminio xUnidad,5600,30,1,unidad,unidad,Insumos,Insumos Heladerias,Insumos Heladeria,Unidad,Paleta de Aluminio xUnidad|Insumos Heladeria|Insumos Heladerias,0.35,0.0,"Insumo de heladería, Paleta de Aluminio xUnidad, marca Insumos Heladeria.",,true,false,Productos | General,false,INS-INS-01356,
