product_code,nombre_almaro,nombre_gev,en_gonzales,umv_tipo_actual,umv_tipo_propuesto,unidad_minima_de_venta_actual,unidad_minima_de_venta_propuesta,unidades_por_display_actual,unidades_por_display_propuesto,displays_por_bulto_actual,displays_por_bulto_propuesto,unidades_por_bulto_actual,unidades_por_bulto_propuesto,patron,factor_a,factor_b,contenido,match_nombre,regla,fuente,confianza,accion,notas
12319,HVO.PIXAR VASO 24X7U,HVO.PIXAR VASO 24X7U,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,7U,24X7U,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12326,SALADIX CROSS HAMBUR 32X67G,SALADIX CROSS HAMBUR 32X67G,false,unidad,unidad,unidades,UNIDAD,,,,,1,32,2_factores,32,,67G,32X67G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12333,TAB CHO SEMIAM ARCOR 6X14X100G,TAB CHO SEMIAM ARCOR 6X14X100G,false,unidad,unidad,unidades,UNIDAD,,14,,6,1,84,3_factores,6,14,100G,6X14X100G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12335,HUEVO AUTOS LOCOS ROCK 12X170G,HUEVO AUTOS LOCOS ROCK 12X170G,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,170G,12X170G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12338,MUGCAKE.LIMON .AMAP.24X70 GR,MUGCAKE.LIMON .AMAP.24X70 GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,70GR,24X70GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12339,MUGCAKE.VAINILLA.GRAN 24X70 GR,MUGCAKE.VAINILLA.GRAN 24X70 GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,70GR,24X70GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12340,MUGCAKE.CHOCOLATE.INTE 24X70 GR,MUGCAKE.CHOCOLATE.INTE 24X70 GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,70GR,24X70GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12342,SALADIX KESITOS 44X32G,SALADIX KESITOS 44X32G,false,unidad,unidad,unidades,UNIDAD,,,,,1,44,2_factores,44,,32G,44X32G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12344,MOG. TWIST.VAINILLA 24X200G,MOG. TWIST.VAINILLA 24X200G,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,200G,24X200G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12353,MOGUL MORAS 16X250G,MOGUL MORAS 16X250G,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,250G,16X250G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12354,MORAS MOGUL 24X70G (,MORAS MOGUL 24X70G (,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,70G,24X70G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12369,CEREALES BAGLEY ARROZ 30X181G,CEREALES BAGLEY ARROZ 30X181G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,181G,30X181G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12370,CEREALES BAGLEY MAIZ 30X189G,CEREALES BAGLEY MAIZ 30X189G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,189G,30X189G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12371,CEREALES BAGLEY AVENA 30X155G,CEREALES BAGLEY AVENA 30X155G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,155G,30X155G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12388,MOGUL EUCALIPTUS 12X10X50G,MOGUL EUCALIPTUS 12X10X50G,false,unidad,unidad,unidades,UNIDAD,,10,,12,1,120,3_factores,12,10,50G,12X10X50G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12389,MOGUL SANDIA EXTREME 12X10X55G,MOGUL SANDIA EXTREME 12X10X55G,false,unidad,unidad,unidades,UNIDAD,,10,,12,1,120,3_factores,12,10,55G,12X10X55G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12409,OBLEA CHOCOLINAS XL 8X16X54G,OBLEA CHOCOLINAS XL 8X16X54G,false,unidad,unidad,unidades,UNIDAD,,16,,8,1,128,3_factores,8,16,54G,8X16X54G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12444,MANA POCKET 90X26G,MANA POCKET 90X26G,false,unidad,unidad,unidades,UNIDAD,,,,,1,90,2_factores,90,,26G,90X26G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12455,TOSTADAS SER CLÁSICAS 18X195G,TOSTADAS SER CLÁSICAS 18X195G,false,unidad,unidad,unidades,UNIDAD,,,,,1,18,2_factores,18,,195G,18X195G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12496,SALADIX PAPAS ORIGINAL 44X30G,SALADIX PAPAS ORIGINAL 44X30G,false,unidad,unidad,unidades,UNIDAD,,,,,1,44,2_factores,44,,30G,44X30G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12500,SALADIX PAPAS BARBACOA 44X30G,SALADIX PAPAS BARBACOA 44X30G,false,unidad,unidad,unidades,UNIDAD,,,,,1,44,2_factores,44,,30G,44X30G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12504,SALADIX PAPAS CHEDDA 44X30G,SALADIX PAPAS CHEDDA 44X30G,false,unidad,unidad,unidades,UNIDAD,,,,,1,44,2_factores,44,,30G,44X30G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12511,CHOCLO.GRANO.ARC S/S 24X300,CHOCLO.GRANO.ARC S/S 24X300,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,300,24X300,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12512,ARVEJ.SECA.ARC.S/S 24X300,ARVEJ.SECA.ARC.S/S 24X300,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,300,24X300,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12533,ESPEC.OREGA.LC.24X25 GR,ESPEC.OREGA.LC.24X25 GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,25GR,24X25GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12534,ESPEC.OREGA.LC.24X50 GR,ESPEC.OREGA.LC.24X50 GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,50GR,24X50GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12536,ESPEC.PROVENZAL.L 24X50GR,ESPEC.PROVENZAL.L 24X50GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,50GR,24X50GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12538,ESP.ADOBO.PIZZA.DIS.4X10X25 GR,ESP.ADOBO.PIZZA.DIS.4X10X25 GR,false,unidad,unidad,unidades,UNIDAD,,10,,4,1,40,3_factores,4,10,25GR,4X10X25GR,3f_keyword_unidad:pizza,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12543,ESPECI.PIMEN.LC 4X10X50 GR,ESPECI.PIMEN.LC 4X10X50 GR,false,unidad,unidad,unidades,UNIDAD,,10,,4,1,40,3_factores,4,10,50GR,4X10X50GR,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12546,ESPEC.AJI.MOLID.L 4X10X50 GR,ESPEC.AJI.MOLID.L 4X10X50 GR,false,unidad,unidad,unidades,UNIDAD,,10,,4,1,40,3_factores,4,10,50GR,4X10X50GR,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12554,BAÑO REP.FRUT.AGUILA 8 X 6 X 150,BAÑO REP.FRUT.AGUILA 8 X 6 X 150,false,unidad,unidad,unidades,UNIDAD,,6,,8,1,48,3_factores,8,6,150,8X6X150,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12593,MAST.HALLOWEEN 20X39,MAST.HALLOWEEN 20X39,false,unidad,unidad,unidades,UNIDAD,,,,,1,20,2_factores,20,,39,20X39,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12629,TABL AGUILA 70%CACAO 6X15X150,TABL AGUILA 70%CACAO 6X15X150,false,unidad,unidad,unidades,UNIDAD,,15,,6,1,90,3_factores,6,15,150,6X15X150,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12630,POTES DOSIF ROCKLETS 24X60,POTES DOSIF ROCKLETS 24X60,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,60,24X60,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12672,GALL.CER.MIX.AVE/PAS 25X207,GALL.CER.MIX.AVE/PAS 25X207,false,unidad,unidad,unidades,UNIDAD,,,,,1,25,2_factores,25,,207,25X207,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12674,GALL.CER.MIX FRU/CHI 25X207,GALL.CER.MIX FRU/CHI 25X207,false,unidad,unidad,unidades,UNIDAD,,,,,1,25,2_factores,25,,207,25X207,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12680,HOGAREÑAS MIX CEREAL 12X3X185G,HOGAREÑAS MIX CEREAL 12X3X185G,false,unidad,display,unidades,DISPLAY,,3,,12,1,12,3_factores,12,3,185G,12X3X185G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
12682,HOGAREÑAS 7 SEMILLAS 12X3X189G,HOGAREÑAS 7 SEMILLAS 12X3X189G,false,unidad,display,unidades,DISPLAY,,3,,12,1,12,3_factores,12,3,189G,12X3X189G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
12684,SALSA FILETTO 24X200,SALSA FILETTO 24X200,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,200,24X200,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12690,TABLETA MANI Y ARANDANOS 35X90G,TABLETA MANI Y ARANDANOS 35X90G,false,unidad,unidad,unidades,UNIDAD,,,,,1,35,2_factores,35,,90G,35X90G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12691,MIX TURRONES Y TABLETAS 8X15UN,MIX TURRONES Y TABLETAS 8X15UN,false,unidad,unidad,unidades,UNIDAD,,,,,1,8,2_factores,8,,15UN,8X15UN,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12694,PINTA LENGUA LOTSA FIZZ 12X49,PINTA LENGUA LOTSA FIZZ 12X49,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,49,12X49,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12701,BATATA LC LATA 2x5KG,DULCE BATATA LC LATAS 2X5KG,true,unidad,unidad,UNIDAD,UNIDAD,,,,,1,2,2_factores,2,,5KG,2X5KG,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12706,"AG.MENTHOPLUS.MTOL.60X3X29,4G","AG.MENTHOPLUS.MTOL.60X3X29,4G",false,unidad,display,unidades,DISPLAY,,3,,60,1,60,3_factores,60,3,"29,4G","60X3X29,4G",3f_keyword_display:mentho,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
12711,H. MR POPS TUBIX 24X50GR,H. MR POPS TUBIX 24X50GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,50GR,24X50GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12712,CONO AR CHOCAME 12X8,CONO AR CHOCAME 12X8,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,8,12X8,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12713,BUDIN AGUILA BLACK 18X215 G,BUDIN AGUILA BLACK 18X215 G,false,unidad,unidad,unidades,UNIDAD,,,,,1,18,2_factores,18,,215G,18X215G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12715,BUDIN ARCOR SABOR CHOC 18X215G,BUDIN ARCOR SABOR CHOC 18X215G,false,unidad,unidad,unidades,UNIDAD,,,,,1,18,2_factores,18,,215G,18X215G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12716,BUDIN ARCOR C/CHOC 18X215 G,BUDIN ARCOR C/CHOC 18X215 G,false,unidad,unidad,unidades,UNIDAD,,,,,1,18,2_factores,18,,215G,18X215G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12728,PD ARCOR C/ALMENDRAS 12X400 G,PD ARCOR C/ALMENDRAS 12X400 G,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,400G,12X400G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12730,PD BAGLEY MADRILEÑO 12X400G,PD BAGLEY MADRILEÑO 12X400G,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,400G,12X400G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12732,PD BAGLEY C/ALMENDRA 12X400G,PD BAGLEY C/ALMENDRA 12X400G,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,400G,12X400G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12737,BUT. TOFFEES COCO 6X822G,BUT. TOFFEES COCO 6X822G,false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,822G,6X822G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12754,AZUCAR MASCABO 14X50,AZUCAR MASCABO 14X50,false,unidad,unidad,unidades,UNIDAD,,,,,1,14,2_factores,14,,50,14X50,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12756,HELADO MR POPS AGRUPADO 12X6X40G,HELADO MR POPS AGRUPADO 12X6X40G,false,unidad,display,unidades,DISPLAY,,6,,12,1,12,3_factores,12,6,40G,12X6X40G,3f_keyword_display:mr pops,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
12758,MINI COFLER ALMENDRAS 12X4X50G,MINI COFLER ALMENDRAS 12X4X50G,false,unidad,unidad,unidades,UNIDAD,,4,,12,1,48,3_factores,12,4,50G,12X4X50G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12772,POUCH AGUI.CELE VNLL 8 X 6 X 150,POUCH AGUI.CELE VNLL 8 X 6 X 150,false,unidad,unidad,unidades,UNIDAD,,6,,8,1,48,3_factores,8,6,150,8X6X150,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12774,BIZCOCHUEL.AGUILA.VA 12X540,BIZCOCHUEL.AGUILA.VA 12X540,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,540,12X540,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12775,BIZCOCHUELO .AGUILA.MARM 12X560,BIZCOCHUELO .AGUILA.MARM 12X560,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,560,12X560,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12776,POSTRE.BC.VAINILLA.6X8X50GR,POSTRE.BC.VAINILLA.6X8X50GR,false,unidad,unidad,unidades,UNIDAD,,8,,6,1,48,3_factores,6,8,50GR,6X8X50GR,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12777,POSTRE.BC.LIMON.CREMA.6X8X50GR,POSTRE.BC.LIMON.CREMA.6X8X50GR,false,unidad,unidad,unidades,UNIDAD,,8,,6,1,48,3_factores,6,8,50GR,6X8X50GR,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12778,POSTRE.BC.CHOCOLATE.6X8X60GR,POSTRE.BC.CHOCOLATE.6X8X60GR,false,unidad,unidad,unidades,UNIDAD,,8,,6,1,48,3_factores,6,8,60GR,6X8X60GR,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12782,CALABAZA-CRUNCH 18X5,CALABAZA-CRUNCH 18X5,false,unidad,unidad,unidades,UNIDAD,,,,,1,18,2_factores,18,,5,18X5,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12783,CALABAZA-CRUNCH 28X8,CALABAZA-CRUNCH 28X8,false,unidad,unidad,unidades,UNIDAD,,,,,1,28,2_factores,28,,8,28X8,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12784,LATA BUTTER TOF.12X3,LATA BUTTER TOF.12X3,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,3,12X3,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12790,ARCOR COOKIES 20X81G,ARCOR COOKIES 20X81G,false,unidad,unidad,unidades,UNIDAD,,,,,1,20,2_factores,20,,81G,20X81G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12795,"BUT.TOF.LECHE6X907,5","BUT.TOF.LECHE6X907,5",false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,"907,5","6X907,5",2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12800,BUTTER TOFFEES CHOCOLATE48X90G,BUTTER TOFFEES CHOCOLATE48X90G,false,unidad,unidad,unidades,UNIDAD,,,,,1,48,2_factores,48,,90G,48X90G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12801,BUTTER TOFFEES BON O BON48X90G,BUTTER TOFFEES BON O BON48X90G,false,unidad,unidad,unidades,UNIDAD,,,,,1,48,2_factores,48,,90G,48X90G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12802,CHOCOLINAS 50X100G,CHOCOLINAS 50X100G,false,unidad,unidad,unidades,UNIDAD,,,,,1,50,2_factores,50,,100G,50X100G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12808,ARANDANOS C/CH L.AGUIL 30X120G,ARANDANOS C/CH L.AGUIL 30X120G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,120G,30X120G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12812,HVO.VASO TRANSFOR.24X7U.X10G,HVO.VASO TRANSFOR.24X7U.X10G,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,7U,24X7U,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12813,FRAMBUESAS C/CH LEC AG 30X120G,FRAMBUESAS C/CH LEC AG 30X120G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,120G,30X120G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12814,HVO.BOB ESPONJA 12X170G,HVO.BOB ESPONJA 12X170G,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,170G,12X170G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12835,CHIC POOSH TUTTI FRUTTI 18X250,CHIC POOSH TUTTI FRUTTI 18X250,false,unidad,unidad,unidades,UNIDAD,,,,,1,18,2_factores,18,,250,18X250,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12837,CHIC POOSH FRUTILLA 18X250G,CHIC POOSH FRUTILLA 18X250G,false,unidad,unidad,unidades,UNIDAD,,,,,1,18,2_factores,18,,250G,18X250G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12841,AGRUP.PICADITA DULCE 18X320G,AGRUP.PICADITA DULCE 18X320G,false,unidad,unidad,unidades,UNIDAD,,,,,1,18,2_factores,18,,320G,18X320G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12842,MOGUL FRUTILLAS ACIDAS 24X150G,MOGUL FRUTILLAS ACIDAS 24X150G,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,150G,24X150G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12843,HVO.VASO P.PATROL P.G 24X70G,HVO.VASO P.PATROL P.G 24X70G,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,70G,24X70G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12853,CARAMELO ARCOR STRONG10X800G,CARAMELO ARCOR STRONG10X800G,false,unidad,unidad,unidades,UNIDAD,,,,,1,10,2_factores,10,,800G,10X800G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12855,CHOCOCHIPS 24X118G,CHOCOCHIPS 24X118G,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,118G,24X118G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12860,HVO.SIRENAS F.BOX 15X50G,HVO.SIRENAS F.BOX 15X50G,false,unidad,unidad,unidades,UNIDAD,,,,,1,15,2_factores,15,,50G,15X50G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12861,HVO.MI PEQ.PONY 12X100G,HVO.MI PEQ.PONY 12X100G,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,100G,12X100G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12870,HVO AGUILA 3 CHOCOLATE 20x133g,HVO AGUILA 3 CHOCOLATE 20x133g,false,unidad,unidad,unidades,UNIDAD,,,,,1,20,2_factores,20,,133G,20X133G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12874,HVO.BOB ESPONJA 12X100GR,HVO.BOB ESPONJA 12X100GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,100GR,12X100GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12875,HUEVO BOB CHIPS 4X6X120G,HUEVO BOB CHIPS 4X6X120G,false,unidad,unidad,unidades,UNIDAD,,6,,4,1,24,3_factores,4,6,120G,4X6X120G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12876,HVO.SIMONES C/SOR.4X6X100G,HVO.SIMONES C/SOR.4X6X100G,false,unidad,unidad,unidades,UNIDAD,,6,,4,1,24,3_factores,4,6,100G,4X6X100G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12877,HVO.TRANSFORMER C/SOR.4X6X100G,HVO.TRANSFORMER C/SOR.4X6X100G,false,unidad,unidad,unidades,UNIDAD,,6,,4,1,24,3_factores,4,6,100G,4X6X100G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
12882,MOGUL JELLY BUTTONS 16X220G,MOGUL JELLY BUTTONS 16X220G,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,220G,16X220G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12890,MOGUL ANILLOS 16X220G,MOGUL ANILLOS 16X220G,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,220G,16X220G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12919,HVO.SIRENA EXH.12X170G,HVO.SIRENA EXH.12X170G,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,170G,12X170G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12928,PURE DE TOMATE NOEL 24X210G,PURE DE TOMATE NOEL 24X210G,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,210G,24X210G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12934,GURDIANES DEL PLANE TATORTUGA CHOCOLATE 30X150G,GURDIANES DEL PLANE TATORTUGA CHOCOLATE 30X150G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,150G,30X150G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12935,GURDIANES DEL PLANETA CHOCOLATE 16X250G,GURDIANES DEL PLANETA CHOCOLATE 16X250G,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,250G,16X250G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12936,TORTUGA CHOCOLATE 48X25G,TORTUGA CHOCOLATE 48X25G,false,unidad,unidad,unidades,UNIDAD,,,,,1,48,2_factores,48,,25G,48X25G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12937,GURDIANES DEL PLANETA ESTRELLA FRUTAL 30X150G,GURDIANES DEL PLANETA ESTRELLA FRUTAL 30X150G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,150G,30X150G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12938,GURDIANES DEL PLANETA ESTRELLA FRUTAL 16X250G,GURDIANES DEL PLANETA ESTRELLA FRUTAL 16X250G,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,250G,16X250G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12940,GURDIANES DEL PLANETA COCODRILO POPCORN 30X150G,GURDIANES DEL PLANETA COCODRILO POPCORN 30X150G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,150G,30X150G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12941,GURDIANES DEL PLANETA DELFIN VAINILLA 30X150,GURDIANES DEL PLANETA DELFIN VAINILLA 30X150,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,150,30X150,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
12952,MACUCAS 40X85G,MACUCAS 40X85G,false,unidad,unidad,unidades,UNIDAD,,,,,1,40,2_factores,40,,85G,40X85G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
