product_code,nombre_almaro,nombre_excel,um_ventas_excel,um_precio_excel,bu_un,bu_di,di_un,umv_tipo_actual,umv_tipo_propuesto,unidades_por_display_actual,unidades_por_display_propuesto,displays_por_bulto_actual,displays_por_bulto_propuesto,unidades_por_bulto_actual,unidades_por_bulto_propuesto,cantidad_minima_actual,cantidad_minima_propuesta,regla
10696,BOM.BON-O-BON LECHE,BOM.BON-O-BON LECHE,DI,DI,288,16,18,unidad,display,,18,,16,1,16,1,1,precio_DI
10697,BOM. BON-O-BON LECx7,BOM. BON-O-BON LECx7,DI,DI,168,24,7,unidad,display,,7,,24,1,24,1,1,precio_DI
10698,BOM. BON O BON MIX 1,BOM. BON O BON MIX 1,DI,DI,360,12,30,unidad,display,,30,,12,1,12,1,1,precio_DI
10699,BOM. BON O BON MIX 1,BOM. BON O BON MIX 1,DI,DI,288,16,18,unidad,display,,18,,16,1,16,1,1,precio_DI
10701,BONOBON BLANCOX30,BONOBON BLANCOX30,DI,DI,360,12,30,unidad,display,,30,,12,1,12,1,1,precio_DI
10702,BONOBON BLANCOX18,BONOBON BLANCOX18,DI,DI,288,16,18,unidad,display,,18,,16,1,16,1,1,precio_DI
10711,HVO.COFRE JAKE Y LP,HVO.COFRE JAKE Y LP,DI,DI,120,12,10,unidad,display,,10,,12,1,12,1,1,precio_DI
10712,BOMBOM CHOCOLATE BOB,BOMBOM CHOCOLATE BOB,DI,DI,360,12,30,unidad,display,,30,,12,1,12,1,1,precio_DI
10718,BOB LECH.LT DI12X30,BOB LECH.LT DI12X30,DI,DI,360,12,30,unidad,display,,30,,12,12,12,1,1,precio_DI
10734,GOMITAS MOGUL MICKEY,GOMITAS MOGUL MICKEY,DI,DI,852,6,142,unidad,display,,142,,6,1,6,1,1,precio_DI
10736,BUT.TOF.AGUILA 6X959,BUT.TOF.AGUILA 6X959,DI,DI,822,6,137,unidad,display,,137,,6,6,6,1,1,precio_DI
10738,BOC.BUT.TOFFEES. 16X24X16.5G,BOC.BUT.TOFFEES. 16X24X16.5G,DI,DI,384,16,24,unidad,display,,24,,16,1,16,1,1,precio_DI
10747,MOGUL FRUTILLA Y CREMA 6x500G,MOGUL FRUTILLA Y CREMA 6X500 GRS,DI,DI,6,6,1,unidad,display,,,,6,6,6,1,1,precio_DI
10775,TORT BCA YOG/FRUTI 1,TORT BCA YOG/FRUTI 1,DI,DI,288,12,24,unidad,display,,24,,12,1,12,1,1,precio_DI
10778,OBLEA RELLENA T.KIDS,OBLEA RELLENA T.KIDS,DI,DI,360,12,30,unidad,display,,30,,12,1,12,1,1,precio_DI
10785,MR.P.NVO.MIX FTAL 12,MR.P.NVO.MIX FTAL 12,DI,DI,600,12,50,unidad,display,,50,,12,1,12,1,1,precio_DI
10804,CH. OUTLET CITRUS 30,CH. OUTLET CITRUS 30,DI,DI,600,30,20,unidad,display,,20,,30,1,30,1,1,precio_DI
10808,CH. TL NF MELON 12X1,CH. TL NF MELON 12X1,DI,DI,144,12,12,unidad,display,,12,,12,12,12,1,1,precio_DI
10810,CH TL NF FRAMBUESA 1,CH TL NF FRAMBUESA 1,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
10811,CH. CRAZY TUTTI 30X2,CH. CRAZY TUTTI 30X2,DI,DI,600,30,20,unidad,display,,20,,30,30,30,1,1,precio_DI
10818,BOM. CHO SURT.COFL 1,BOM. CHO SURT.COFL 1,DI,DI,240,12,20,unidad,display,,20,,12,1,12,1,1,precio_DI
10819,BOMBON BOB LEC.LT DIS.16X288G,BOMBON BOB LEC.LT DIS.16X288G,DI,DI,288,16,18,unidad,display,,18,,16,16,16,1,1,precio_DI
10820,BOMBON COFLER BLOCK 15X20X18 G,BOMBON COFLER BLOCK 15X20X18 G,DI,DI,300,15,20,unidad,display,20,20,15,15,300,15,1,1,precio_DI
10826,HVO.STAR WARS DOYPAC,HVO.STAR WARS DOYPAC,DI,DI,21,21,1,unidad,display,,,,21,1,21,1,1,precio_DI
10827,VASO.CONT.HVO.DISNEY,VASO.CONT.HVO.DISNEY,DI,DI,12,12,1,unidad,display,,,,12,1,12,1,1,precio_DI
10828,TLINE MTA 30X20X6.7G,TLINE MTA 30X20X6.7G,DI,DI,600,30,20,unidad,display,,20,,30,1,30,1,1,precio_DI
10830,"CAR.BC SURTIDO 6X418,6 G","CAR.BC SURTIDO 6X418,6 G",DI,DI,966,6,161,unidad,display,,161,,6,6,6,1,1,precio_DI
10839,HEL COFLER BLOCK 22X,HEL COFLER BLOCK 22X,BU,DI,22,22,1,unidad,display,,,,22,1,22,1,1,precio_DI
10845,MPLUS.CHRRY12X12X30.,MPLUS.CHRRY12X12X30.,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
10847,MPLUS.EXH.KIOSCO C 6,MPLUS.EXH.KIOSCO C 6,DI,DI,12,6,2,unidad,display,,2,,6,1,6,1,1,precio_DI
10850,OBL.RELL.BAÑADA OPER,OBL.RELL.BAÑADA OPER,DI,DI,160,8,20,unidad,display,,20,,8,1,8,1,1,precio_DI
10854,MOGUL CONITOS 4X1KG,MOGUL CONITOS 4X1KG,DI,DI,2000,4,500,unidad,display,,500,,4,4,4,1,1,precio_DI
10857,MORAS MOGUL 12X500G EN POTES,MORAS MOGUL 12X500G EN POTES,DI,DI,840,12,70,unidad,display,,70,,12,12,12,1,1,precio_DI
10864,BC NARANJ/DURAZ (AL5,BC NARANJ/DURAZ (AL5,DI,DI,24,24,1,unidad,display,,,,24,1,24,1,1,precio_DI
10871,SALADIX SNACK CHEDAR 20X90G,SALADIX SNACK CHEDAR 20X90G,DI,DI,20,20,1,unidad,display,,,,20,20,20,1,1,precio_DI
10872,SALADIX SNACK BARBAC 20X90G,SALADIX SNACK BARBAC 20X90G,DI,DI,20,20,1,unidad,display,,,,20,20,20,1,1,precio_DI
10876,SALADIX STICKS 20X10,SALADIX STICKS 20X10,DI,DI,20,20,1,unidad,display,,,,20,20,20,1,1,precio_DI
10886,GAJITOS 36X150 G,GAJITOS 36X150 G,DI,DI,756,36,21,unidad,display,,21,,36,36,36,1,1,precio_DI
10890,COPOS DE MAIZ 44X150,COPOS DE MAIZ 44X150,DI,DI,44,44,1,unidad,display,,,,44,44,44,1,1,precio_DI
10891,COPOS DE MAIZ 22X360,COPOS DE MAIZ 22X360,DI,DI,22,22,1,unidad,display,,,,22,22,22,1,1,precio_DI
10892,COPOS MAIZ AZUCARADO 230 GR BOLSA,COPOS MAIZ AZUCARADO 230 GR BOLSA,DI,DI,40,40,1,unidad,display,,,,40,1,40,1,1,precio_DI
10893,COPOS MAIZ AZUCARADO 420 GR CAJA,COPOS MAIZ AZUCARADO 420 GR CAJA,DI,DI,16,16,1,unidad,display,,,,16,1,16,1,1,precio_DI
10899,ALF.ARROZ SER LIMON,ALF.ARROZ SER LIMON,DI,DI,108,36,3,unidad,display,,3,,36,1,36,1,1,precio_DI
10900,ALF.ARROZ SER DDL 36,ALF.ARROZ SER DDL 36,DI,DI,108,36,3,unidad,display,,3,,36,1,36,1,1,precio_DI
10901,ALF.ARROZ CER.MIX DD,ALF.ARROZ CER.MIX DD,DI,DI,108,36,3,unidad,display,,3,,36,1,36,1,1,precio_DI
10920,CH.TL.RLLING ARVENSI,CH.TL.RLLING ARVENSI,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
10930,MOGUL 50 % FRUTA 24 X 70 GRS,MOGUL 50 % FRUTA 24 X 70 GRS,DI,DI,840,24,35,unidad,display,,35,,24,24,24,1,1,precio_DI
10932,B.TOF.AGUILA 6X959G+,B.TOF.AGUILA 6X959G+,DI,DI,822,6,137,unidad,display,,137,,6,6,6,1,1,precio_DI
10933,MIX CARAMELO+CHUPETI,MIX CARAMELO+CHUPETI,DI,DI,1272,12,106,unidad,display,,106,,12,1,12,1,1,precio_DI
10934,MAST.MOGUL HW 16X700,MAST.MOGUL HW 16X700,DI,DI,3392,16,212,unidad,display,,212,,16,16,16,1,1,precio_DI
10937,MAST.MOGUL CARAMELER,MAST.MOGUL CARAMELER,DI,DI,3392,16,212,unidad,display,,212,,16,1,16,1,1,precio_DI
10948,PAN DULCE LATA 4X600,PAN DULCE LATA 4X600,DI,DI,4,4,1,unidad,display,,,,4,4,4,1,1,precio_DI
10951,CEREAL YOGURTEADO 30,CEREAL YOGURTEADO 30,UN,DI,30,30,1,unidad,display,,,,30,1,30,1,1,precio_DI
10954,CAR.LOTSA FIZZ. HW12,CAR.LOTSA FIZZ. HW12,DI,DI,1200,12,100,unidad,display,,100,,12,1,12,1,1,precio_DI
10973,P.DULCE LATA C/ALM.4,P.DULCE LATA C/ALM.4,DI,DI,4,4,1,unidad,display,,,,4,1,4,1,1,precio_DI
10985,CARAMELERA ARCOR X6U,CARAMELERA ARCOR X6U,BU,DI,36,6,6,unidad,display,,6,,6,1,6,1,1,precio_DI
10995,HUEVO BÑO REPOS FROZ,HUEVO BÑO REPOS FROZ,DI,DI,24,24,1,unidad,display,,,,24,1,24,1,1,precio_DI
11011,ROCKLETS-MOGUL CONF.,ROCKLETS-MOGUL CONF.,DI,DI,162,9,18,unidad,display,,18,,9,1,9,1,1,precio_DI
11020,OBLEA BOB MINI 12X10X60G,OBLEA BOB MINI 12X10X60G,UN,DI,120,12,10,unidad,display,10,10,12,12,120,12,1,1,precio_DI
11023,TABL. TORTUG LEC/BCO,TABL. TORTUG LEC/BCO,DI,DI,216,12,18,unidad,display,,18,,12,1,12,1,1,precio_DI
11032,VASO HVO.STAR WARS 1,VASO HVO.STAR WARS 1,DI,DI,84,12,7,unidad,display,,7,,12,1,12,1,1,precio_DI
11033,CHIC MIGLOBS MANDAR,CHIC MIGLOBS MANDAR,DI,DI,1800,36,50,unidad,display,,50,,36,1,36,1,1,precio_DI
11034,CHIC MIGLOBS MANZAN,CHIC MIGLOBS MANZAN,DI,DI,1800,36,50,unidad,display,,50,,36,1,36,1,1,precio_DI
11124,BOMBONCITOS BON O BO 12X180G,BOMBONCITOS BON O BO 12X180G,DI,DI,12,12,1,unidad,display,,,,12,12,12,1,1,precio_DI
11189,MOG.MURCIE.HW2016 -1,MOG.MURCIE.HW2016 -1,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11190,MOG.COLMIL.HW 2016 -,MOG.COLMIL.HW 2016 -,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11192,MOG.SAPITOS.HW2016 -,MOG.SAPITOS.HW2016 -,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11193,MAST.MOGUL HW2016 -,MAST.MOGUL HW2016 -,DI,DI,3392,16,212,unidad,display,,212,,16,1,16,1,1,precio_DI
11194,MAST.HUESOS HW 2016,MAST.HUESOS HW 2016,DI,DI,2420,10,242,unidad,display,,242,,10,1,10,1,1,precio_DI
11195,RODAJAS NARANJA Y MA,RODAJAS NARANJA Y MA,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11202,MPLUS.CMIX BERRIES12,MPLUS.CMIX BERRIES12,DI,DI,168,12,14,unidad,display,,14,,12,1,12,1,1,precio_DI
11203,MPLUS.CMIX.FRUTILLA1,MPLUS.CMIX.FRUTILLA1,DI,DI,168,12,14,unidad,display,,14,,12,1,12,1,1,precio_DI
11206,MOGUL OJITOS 4X1KG (,MOGUL OJITOS 4X1KG (,DI,DI,848,4,212,unidad,display,,212,,4,4,4,1,1,precio_DI
11207,MOGUL ARAÑITAS 4X1KG,MOGUL ARAÑITAS 4X1KG,DI,DI,364,4,91,unidad,display,,91,,4,4,4,1,1,precio_DI
11208,MANO PEDIGÃoEÑA HA201,MANO PEDIGÃoEÑA HA201,DI,DI,12,12,1,unidad,display,,,,12,1,12,1,1,precio_DI
11209,CALABAZA MOGUL 12X40,CALABAZA MOGUL 12X40,DI,DI,12,12,1,unidad,display,,,,12,12,12,1,1,precio_DI
11214,MOGUL MINI GUSANITOS,MOGUL MINI GUSANITOS,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11215,MP.EXH.PLASTIC KIOSC,MP.EXH.PLASTIC KIOSC,DI,DI,12,6,2,unidad,display,,2,,6,1,6,1,1,precio_DI
11222,CHUP.SURT.EVOL.BLODY,CHUP.SURT.EVOL.BLODY,DI,DI,288,12,24,unidad,display,,24,,12,1,12,1,1,precio_DI
11241,CHUP.EVOL.FEST.12X24,CHUP.EVOL.FEST.12X24,DI,DI,288,12,24,unidad,display,,24,,12,12,12,1,1,precio_DI
11246,BEB.LIMONADA.TRAD.12X500 ML,BEB.LIMONADA.TRAD.12X500 ML,DI,DI,12,12,1,unidad,display,,,,12,12,12,1,1,precio_DI
11248,BEB.LIMONA.MEN.JEN.BC 12X500 ML,BEB.LIMONA.MEN.JEN.BC 12X500 ML,DI,DI,12,12,1,unidad,display,,,,12,12,12,1,1,precio_DI
11249,BEB.LIMONADA.FRU.ROJO BC 12X1L,BEB.LIMONADA.FRU.ROJO BC 12X1L,DI,DI,12,12,1,unidad,display,,,,12,12,12,1,1,precio_DI
11250,BEB.LIMONAD.MEN.JENG 12X1L,BEB.LIMONAD.MEN.JENG 12X1L,DI,DI,12,12,1,unidad,display,,,,12,12,12,1,1,precio_DI
11269,BON O BON LECH.POTE,BON O BON LECH.POTE,DI,DI,540,12,45,unidad,display,,45,,12,1,12,1,1,precio_DI
11275,DISP.MAST.MOG. SURTI,DISP.MAST.MOG. SURTI,DI,DI,2544,12,212,unidad,display,,212,,12,1,12,1,1,precio_DI
11278,MORITAS FIESTAS MOGU,MORITAS FIESTAS MOGU,DI,DI,21,21,1,unidad,display,,,,21,1,21,1,1,precio_DI
11283,COFLER BLOCK 8X12X110G,CH. COF.BLOCK 8X12X110G,UN,DI,96,8,12,unidad,display,12,12,8,8,96,8,1,1,precio_DI
11284,CHICL.HALLOWE.T-FRU.,CHICL.HALLOWE.T-FRU.,DI,DI,1800,18,100,unidad,display,,100,,18,1,18,1,1,precio_DI
11294,MOGUL GUSANIT.4X1KG-,MOGUL GUSANIT.4X1KG-,DI,DI,664,4,166,unidad,display,,166,,4,4,4,1,1,precio_DI
11347,PALITO CINDOR 12DX6UX60G,PALITO CINDOR 12DX6UX60G,DI,DI,72,12,6,unidad,display,,6,,12,1,12,1,1,precio_DI
11555,CAR BUTTER TOF. DDL 12X12X8UN,CAR BUTTER TOF. DDL 12X12X8UN,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11561,BT.YOGHURT FTOS ROJO 6X822 GRS,BT.YOGHURT FTOS ROJO 6X822 GRS,DI,DI,822,6,137,unidad,display,,137,,6,6,6,1,1,precio_DI
11562,CAR.CREAMIX DCE.LECHE 12X465 G,CAR.CREAMIX DCE.LECHE 12X465 G,DI,DI,1068,12,89,unidad,display,,89,,12,12,12,1,1,precio_DI
11563,CAR.CREAMIX CAFE 12X465 G,CAR.CREAMIX CAFE 12X465 G,DI,DI,1068,12,89,unidad,display,,89,,12,12,12,1,1,precio_DI
11564,CAR.CREAMIX BERR&FLLAS 12X465 G,CAR.CREAMIX BERR&FLLAS 12X465 G,DI,DI,1068,12,89,unidad,display,,89,,12,12,12,1,1,precio_DI
11565,CAR MP MIEL LIM TE 1,CAR MP MIEL LIM TE 1,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11566,MP VITAMIN LIMON 12X12X30.6 G,MP VITAMIN LIMON 12X12X30.6 G,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11567,MP VITAMIN FRUTILLA 12X12X30.6 G,MP VITAMIN FRUTILLA 12X12X30.6 G,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11568,CAR MP LIMONADA 12X12X28G,CAR MP LIMONADA 12X12X28G,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11577,TORTUGUIT ROCKLETS 12X24X19.5G,TORTUGUIT ROCKLETS 12X24X19.5G,DI,DI,288,12,24,unidad,display,,24,,12,1,12,1,1,precio_DI
11596,BOC.CABSHA IRI.CREAM 48X24X10 GR,BOC.CABSHA IRI.CREAM 48X24X10 GR,DI,DI,1152,48,24,unidad,display,,24,,48,1,48,1,1,precio_DI
11600,LATA CUBAN.LIMON AGU,LATA CUBAN.LIMON AGU,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11606,CHUP.MIGLOBS 12X384G,CHUP.MIGLOBS 12X384G,DI,DI,288,12,24,unidad,display,,24,,12,12,12,1,1,precio_DI
11608,MAST.T.FRUTTI CRAZY2,MAST.T.FRUTTI CRAZY2,DI,DI,2400,20,120,unidad,display,,120,,20,1,20,1,1,precio_DI
11610,CAR.CON VITAM.ARCOR 20X390 G,CAR.CON VITAM.ARCOR 20X390 G,DI,DI,2000,20,100,unidad,display,,100,,20,20,20,1,1,precio_DI
11613,CHIC MIGLOBS MENTA 36X50X5G,CHIC MIGLOBS MENTA 36X50X5G,DI,DI,1800,36,50,unidad,display,,50,,36,1,36,1,1,precio_DI
11614,CHIC MIGLOBS TUTTI 3,CHIC MIGLOBS TUTTI 3,DI,DI,1800,36,50,unidad,display,,50,,36,1,36,1,1,precio_DI
11615,CHICLE.MIGLOBS.LIMON,CHICLE.MIGLOBS.LIMON,DI,DI,1800,36,50,unidad,display,,50,,36,1,36,1,1,precio_DI
11616,CHUP.EXTREME 12X384G,CHUP.EXTREME 12X384G,DI,DI,288,12,24,unidad,display,,24,,12,12,12,1,1,precio_DI
11635,MOGUL MORAS CRAZY 6X500 GRS,MOGUL MORAS CRAZY 6X500 GRS,DI,DI,546,6,91,unidad,display,,91,,6,6,6,1,1,precio_DI
11640,MOGUL FRUTALES 12 x10x 60 GRS,MOGUL FRUTALES 12 x10x 60 GRS,DI,DI,120,12,10,unidad,display,10,10,12,12,120,12,1,1,precio_DI
11641,Mogul Rodas acidas 12 x 10 x 60G,Mogul Rodas acidas 12 x 10 x 60G,DI,DI,120,12,10,unidad,display,10,10,12,12,120,12,1,1,precio_DI
11647,MI VILLANO FAVORITO3,MI VILLANO FAVORITO3,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11648,MOGUL CONF ACIDOS EX,MOGUL CONF ACIDOS EX,DI,DI,120,12,10,unidad,display,,10,,12,1,12,1,1,precio_DI
11653,MOG.TWIST.MAX VAINIL 12X12X18G,MOG.TWIST.MAX VAINIL 12X12X18G,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11654,MOG. TWIST.VAINILLA. 6X12X25 G,MOG. TWIST.VAINILLA. 6X12X25 G,DI,DI,72,6,12,unidad,display,,12,,6,1,6,1,1,precio_DI
11656,MOG. TWIST.VAINILLA. 24X250.G,MOG. TWIST.VAINILLA. 24X250.G,DI,DI,1200,24,50,unidad,display,,50,,24,24,24,1,1,precio_DI
11657,MOG.PUFFS FRUTILLA 24X250 G,MOG.PUFFS FRUTILLA 24X250 G,DI,DI,1032,24,43,unidad,display,,43,,24,24,24,1,1,precio_DI
11664,ALF TOFI NEGRO MINI 16X6X24G,ALF TOFI NEGRO MINI 16X6X24G,DI,DI,16,16,1,unidad,display,,,,16,1,16,1,1,precio_DI
11714,ALF TOFI NEGRO 16X6X46G,ALF TOFI NEGRO 16X6X46G,DI,DI,96,16,6,unidad,display,,6,,16,1,16,1,1,precio_DI
11768,CHUP.EXTREME 12X384G,CHUP.EXTREME 12X384G,DI,DI,288,12,24,unidad,display,,24,,12,12,12,1,1,precio_DI
11784,MOGUL OSO EXTREME 16X200 GRS,MOGUL OSO EXTREME 16X200 GRS,DI,DI,1056,16,66,unidad,display,,66,,16,16,16,1,1,precio_DI
11791,JG.PV BC POME.RDO 16X18X9.5G,JG.PV BC POME.RDO 16X18X9.5G,DI,DI,288,16,18,unidad,display,,18,,16,1,16,1,1,precio_DI
11792,JG.PV BC MGO- MARAC16X18X9GR,JG.PV BC MGO- MARAC16X18X9GR,DI,DI,288,16,18,unidad,display,,18,,16,1,16,1,1,precio_DI
11793,JG.PV. ARCOR MANDARINA 12X18X20 GR,JG.PV. ARCOR MANDARINA 12X18X20 GR,DI,DI,216,12,18,unidad,display,,18,,12,1,12,1,1,precio_DI
11795,MAST.YOGHURT 20X396G,MAST.YOGHURT 20X396G,DI,DI,2400,20,120,unidad,display,,120,,20,20,20,1,1,precio_DI
11801,PAS.FRUTI ESPANTO 24,PAS.FRUTI ESPANTO 24,DI,DI,288,24,12,unidad,display,,12,,24,1,24,1,1,precio_DI
11805,MOGUL MORAS CRAZY 24X150 GRS,MOGUL MORAS CRAZY 24X150 GRS,DI,DI,720,24,30,unidad,display,,30,,24,24,24,1,1,precio_DI
11806,SIMPLE DIETA CONTROL,SIMPLE DIETA CONTROL,DI,DI,720,6,120,unidad,display,,120,,6,1,6,1,1,precio_DI
11822,BOMB.SURTIDOS BOB 16,BOMB.SURTIDOS BOB 16,DI,DI,16,16,1,unidad,display,,,,16,1,16,1,1,precio_DI
11832,MAST.HALLOWEEN 12X39,MAST.HALLOWEEN 12X39,DI,DI,1440,12,120,unidad,display,,120,,12,12,12,1,1,precio_DI
11842,BUTTER N CREAM 6X810 G,BUTTER N CREAM 6X810 G,DI,DI,1080,6,180,unidad,display,,180,,6,6,6,1,1,precio_DI
11846,ROCKLET TUTTI FRUTTI,ROCKLET TUTTI FRUTTI,DI,DI,288,12,24,unidad,display,,24,,12,1,12,1,1,precio_DI
11867,STARLIGHT CRAZY21X18,STARLIGHT CRAZY21X18,DI,DI,735,21,35,unidad,display,,35,,21,21,21,1,1,precio_DI
11869,BOCADITOS DE FRUTA M,BOCADITOS DE FRUTA M,DI,DI,567,21,27,unidad,display,,27,,21,1,21,1,1,precio_DI
11881,CAR MP VIT FLLA 12X12X29.4 G,CAR MP VIT FLLA 12X12X29.4 G,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
11893,RELLENO AGUILA 3 EN 1 24X290 GR,RELLENO AGUILA 3 EN 1 24X290 GR,DI,DI,576,24,24,unidad,display,,24,,24,24,24,1,1,precio_DI
11916,BOM.BONOBON LECHE 24X7X15G,BOM.BONOBON LECHE 24X7X15G,DI,DI,168,24,7,unidad,display,,7,,24,1,24,1,1,precio_DI
11956,AGUILA CHOCOLITOS BLANCO 24X150G,GOTA CHOCOLI.BCO.AGUILA 24X150 GR,DI,DI,24,24,1,unidad,display,,,,24,24,24,1,1,precio_DI
11961,SIMPLE CALCIO+D 6FX60UN,SIMPLE CALCIO+D 6FX60UN,DI,DI,360,6,60,unidad,display,,60,,6,1,6,1,1,precio_DI
12031,VASO HVO.ROCKLET MAN,VASO HVO.ROCKLET MAN,DI,DI,84,12,7,unidad,display,,7,,12,1,12,1,1,precio_DI
12034,BOM BON O BON LIMON 16X18X16 GR,BOM BON O BON LIMON 16X18X16 GR,DI,DI,288,16,18,unidad,display,,18,,16,1,16,1,1,precio_DI
12036,ROCKLETS VS CRUNCH 9x12x40 gr,ROCKLETS VS CRUNCH 9x12x40 gr,UN,DI,108,9,12,unidad,display,,12,,9,1,9,1,12,precio_DI
12039,CELOFAN 50% CACAO 12x30X25G,CH SEMIAM. 50%.ARCOR 12X30X25G,DI,DI,360,12,30,unidad,display,30,30,12,12,360,12,1,1,precio_DI
12090,CHIC.MIGLOBS MUND.TUTTI 36X50U,CHIC.MIGLOBS MUND.TUTTI 36X50U,DI,DI,1800,36,50,unidad,display,,50,,36,36,36,1,1,precio_DI
12091,CHIC.MIGLOBS MUND.MZ,CHIC.MIGLOBS MUND.MZ,DI,DI,1800,36,50,unidad,display,,50,,36,1,36,1,1,precio_DI
12096,HUEVO TOYS MUNDIAL 8X12X22G,HUEVO TOYS MUNDIAL 8X12X22G,DI,DI,96,8,12,unidad,display,,12,,8,1,8,1,1,precio_DI
12104,MASTICABLE YOGUS 36X150G,MASTICABLE YOGUS 36X150G,DI,DI,1620,36,45,unidad,display,,45,,36,36,36,1,1,precio_DI
12110,MOGUL SANDIAS 6X500G,MOGUL SANDIAS 6X500G,DI,DI,498,6,83,unidad,display,,83,,6,6,6,1,1,precio_DI
12111,MOGUL TAMBORCITOS 12,MOGUL TAMBORCITOS 12,DI,DI,144,12,12,unidad,display,,12,,12,1,12,1,1,precio_DI
12114,MOG.MARSHMALLOWS SANDIA 24X250 G,MOG.MARSHMALLOWS SANDIA 24X250 G,DI,DI,2304,24,96,unidad,display,,96,,24,24,24,1,1,precio_DI
12116,MOGUL TUTTI FRUTTI 12x10x60 grs,MOGUL TUTTI FRUTTI 12x10x60 grs,DI,DI,120,12,10,unidad,display,10,10,12,12,120,12,1,1,precio_DI
12117,HVTO.BOB POTE 24X30X,HVTO.BOB POTE 24X30X,DI,DI,720,24,30,unidad,display,,30,,24,1,24,1,1,precio_DI
12120,CHOC.CONF.ROCKL BLAN,CHOC.CONF.ROCKL BLAN,DI,DI,10,10,1,unidad,display,,,,10,1,10,1,1,precio_DI
12121,CHOC.CONF.ROCK CELES,CHOC.CONF.ROCK CELES,DI,DI,10,10,1,unidad,display,,,,10,1,10,1,1,precio_DI
12122,CHOC.CONF.ROCKL ROSA,CHOC.CONF.ROCKL ROSA,DI,DI,10,10,1,unidad,display,,,,10,1,10,1,1,precio_DI
12128,MOGUL OJITOS 6X500G,MOGUL OJITOS 6X500G,DI,DI,636,6,106,unidad,display,,106,,6,6,6,1,1,precio_DI
12132,MOGUL GUSANITOS 6X50,MOGUL GUSANITOS 6X50,DI,DI,450,6,75,unidad,display,,75,,6,6,6,1,1,precio_DI
12141,MAST.MOGUL MUNDIAL 1,MAST.MOGUL MUNDIAL 1,DI,DI,3392,16,212,unidad,display,,212,,16,1,16,1,1,precio_DI
12143,JG.PV.ARCOR FRUTILLA 12X18X20 GR,JG.PV.ARCOR FRUTILLA 12X18X20 GR,DI,DI,216,12,18,unidad,display,,18,,12,1,12,1,1,precio_DI
12144,MAST.HUESOS 12X450G,MAST.HUESOS 12X450G,DI,DI,1632,12,136,unidad,display,,136,,12,12,12,1,1,precio_DI
12146,MASTICABLE YOGUS 10X800G,MASTICABLE YOGUS 10X800G,DI,DI,2420,10,242,unidad,display,,242,,10,10,10,1,1,precio_DI
12151,BT.YOGHURT FTOS ROJO 36X150 G,BT.YOGHURT FTOS ROJO 36X150 G,DI,DI,900,36,25,unidad,display,,25,,36,36,36,1,1,precio_DI
12152,MOG.RATA N ROCK 24X5,MOG.RATA N ROCK 24X5,DI,DI,216,24,9,unidad,display,,9,,24,24,24,1,1,precio_DI
12153,ROCKLETS VS MAX 9X12X40 GR,ROCKLETS VS MAX 9X12X40 GR,UN,DI,108,9,12,unidad,display,,12,,9,1,9,1,12,precio_DI
12161,MOG.BODY PART IES 24,MOG.BODY PART IES 24,DI,DI,240,24,10,unidad,display,,10,,24,1,24,1,1,precio_DI
12169,MINIBOTADERO MOGUL X,MINIBOTADERO MOGUL X,DI,DI,2,2,1,unidad,display,,,,2,1,2,1,1,precio_DI
12174,CHUP.MR.P.MONST.BI-P,CHUP.MR.P.MONST.BI-P,DI,DI,600,12,50,unidad,display,,50,,12,1,12,1,1,precio_DI
12175,CHICLE POOSH TUTTI 16X 50U X 4.5G,CHICLE POOSH TUTTI 16X 50U X 4.5G,DI,DI,800,16,50,unidad,display,,50,,16,1,16,1,1,precio_DI
12178,MOG.RATA N ROCK 6X50,MOG.RATA N ROCK 6X50,DI,DI,600,6,100,unidad,display,,100,,6,6,6,1,1,precio_DI
12183,POSTRE ITALIANO 6U X,POSTRE ITALIANO 6U X,DI,DI,6,6,1,unidad,display,,,,6,1,6,1,1,precio_DI
12186,HELADO POSTRE TOFI 6X637G,POSTRE TOFI 6U X 637 G,DI,DI,6,6,1,unidad,display,,,,6,6,6,1,1,precio_DI
